Date,BWMX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-17,1.0,-1.632958086879094,-0.2929466386821853,-1.4541754118170833,-1.9800292565032116,-0.0,0.0
2020-06-18,1.0,-1.6338717883490208,-0.2904477232256424,-1.4558000508776394,-1.979585347239888,-0.0,0.0
2020-06-19,1.0,-1.6656096298213823,-0.2967900595392182,-1.4907455345586333,-2.0185089308827338,-0.0,0.0
2020-06-22,1.0,-1.6649404453650956,-0.296090108751942,-1.495727602278612,-2.0165069911962714,-0.0,0.0
2020-06-23,1.0,-1.6734680573663623,-0.2938070404172099,-1.5098435462842241,-2.041786179921773,-0.0,0.0
2020-06-24,1.0,-1.6808705313378207,-0.29475197699496763,-1.5120580354225215,-2.047840010456833,-0.0,0.0
2020-06-25,1.0,-1.672372274650179,-0.2698991213797592,-1.523527497559388,-2.042434103481939,-0.0,0.0
2020-06-26,1.0,-1.6726705247415308,-0.2647766434748683,-1.5214253202418881,-2.0435008778204042,-0.0,0.0
2020-06-29,1.0,-1.661205724276371,-0.2518293077769863,-1.5252865375898466,-2.0371689438580582,-0.0,0.0
2020-06-30,1.0,-1.6699676375404533,-0.22802588996763754,-1.5357928802588996,-2.0386407766990295,-0.0,0.0
2020-07-01,1.0,-1.672411558895944,-0.22722560580536474,-1.5385512504859402,-2.0410133471556304,-0.0,0.0
2020-07-02,1.0,-1.6707692307692308,-0.269328968903437,-1.5431096563011457,-2.063436988543372,-0.0,0.0
2020-07-06,1.0,-1.6706806282722515,-0.2698298429319372,-1.5417539267015707,-2.062238219895288,-0.0,0.0
2020-07-07,1.0,-1.6539390379218066,-0.28633901181385024,-1.5280986880751908,-2.0586123621173553,-0.0,0.0
2020-07-08,1.0,-1.6546617080968227,-0.27781039994780454,-1.5340249233379004,-2.058002218307562,-0.0,0.0
2020-07-09,1.0,-1.647802842613118,-0.27963228582605293,-1.53149041596036,-2.060829312817838,-0.0,0.0
2020-07-10,1.0,-1.6452433772673887,-0.28683283309408847,-1.5280568967767192,-2.0646613597807644,-0.0,0.0
2020-07-13,1.0,-1.6518363885445886,-0.28110118076847807,-1.5288668536760388,-2.061778328658099,-0.0,0.0
2020-07-14,1.0,-1.6638286724736395,-0.276573449472788,-1.538935097255878,-2.069880149322156,-0.0,0.0
2020-07-15,1.0,-1.6678662566250084,-0.26964601190865667,-1.5358895504809265,-2.06975070339593,-0.0,0.0
2020-07-16,1.0,-1.6748020676568738,-0.25256821304717664,-1.5426290649741543,-2.073218608911863,-0.0,0.0
2020-07-17,1.0,-1.6711800104657248,-0.25307430664573527,-1.5423861852433283,-2.07443746729461,-0.0,0.0
2020-07-20,1.0,-1.6716593629406762,-0.25331937994636666,-1.541238799136634,-2.0744325986003007,-0.0,0.0
2020-07-21,1.0,-1.716425825268461,-0.23982500331433115,-1.5797428079013656,-2.09266869945645,-0.0,0.0
2020-07-22,1.0,-1.709031873301968,-0.24862500828308265,-1.5737194354250879,-2.0950897886157316,-0.0,0.0
2020-07-23,1.0,-1.707877824156894,-0.2507785065924601,-1.5739084343735505,-2.0930232558139537,-0.0,0.0
2020-07-24,1.0,-1.6776793973833752,-0.2773886612924541,-1.5581472181842209,-2.094489229549359,-0.0,0.0
2020-07-27,1.0,-1.681040744898633,-0.272138942085452,-1.5524664861652246,-2.0980651125932774,-0.0,0.0
2020-07-28,1.0,-1.6747162839799419,-0.2721034573766165,-1.544470836632357,-2.106690419635788,-0.0,0.0
2020-07-29,1.0,-1.6705347135227797,-0.27137865101865893,-1.5421639084855279,-2.109184413529373,-0.0,0.0
2020-07-30,1.0,-1.7115991671703943,-0.25005037275841224,-1.5867418899858956,-2.1679763583853853,-0.0,0.0
2020-07-31,1.0,-1.7126066223386394,-0.24944589965746525,-1.5867418899858956,-2.1675733763180873,-0.0,0.0
2020-08-03,1.0,-2.3172921529897645,-0.6165379780930148,-2.1590949901239,-2.5380678757407074,-0.3473693661339558,0.0
2020-08-04,1.0,-2.337232499093217,-0.6076351106274936,-2.1797243380486035,-2.5787994196590494,-0.36443598113891906,0.0
2020-08-05,1.0,-2.3398692810457518,-0.6079339143064634,-2.182643427741467,-2.5830610021786495,-0.3641975308641976,0.0
2020-08-06,1.0,-2.362812414171931,-0.6262015929689646,-2.199121120571272,-2.612102902133114,-0.3546644694680948,0.0
2020-08-07,1.0,-2.3630350909424953,-0.6313613815910344,-2.2096270439096086,-2.615285688039684,-0.3668013962888113,0.0
2020-08-10,1.0,-2.3731954922231537,-0.6648039489615349,-2.2287417341901836,-2.6596814752724227,-0.387165875011642,0.0
2020-08-11,1.0,-2.3771668219944084,-0.664771668219944,-2.2332712022367196,-2.660857409133271,-0.3835973904939422,0.0
2020-08-12,1.0,-2.36988344988345,-0.6679720279720279,-2.215011655011655,-2.6706759906759907,-0.4004662004662005,0.0
2020-08-13,1.0,-2.3506493506493507,-0.67430426716141,-2.1835807050092764,-2.6603896103896103,-0.40760667903525044,0.0
2020-08-14,1.0,-2.3495127610208817,-0.67461716937355,-2.182645011600928,-2.6619025522041766,-0.4119721577726218,0.0
2020-08-17,1.0,-2.3486774941995363,-0.674338747099768,-2.18245939675174,-2.6614385150812065,-0.4138283062645011,0.0
2020-08-18,1.0,-2.3451409495548963,-0.6729413946587537,-2.1696958456973294,-2.6644102373887235,-0.42080860534124626,0.0
2020-08-19,1.0,-2.3419588202559822,-0.6773325913559636,-2.1680578742348358,-2.6634205156742716,-0.423947319606752,0.0
2020-08-20,1.0,-2.345199367971001,-0.6814759736034947,-2.171670229575239,-2.669207175388047,-0.42708430151501064,0.0
2020-08-21,1.0,-2.3416627960984675,-0.6821179749187181,-2.168230376219229,-2.6678123548536927,-0.42954017649790993,0.0
2020-08-24,1.0,-2.342073454207345,-0.6884239888423987,-2.1688516968851697,-2.668433286843329,-0.4302185030218503,0.0
2020-08-25,1.0,-2.3451261521273623,-0.688576482636626,-2.168513173819942,-2.6751699096918347,-0.43282748347453676,0.0
2020-08-26,1.0,-2.351767229320153,-0.6883334887624731,-2.1739252074979016,-2.6819919798563836,-0.4297304858714912,0.0
2020-08-27,1.0,-2.3306339011449317,-0.7016662012473239,-2.1596388345899658,-2.673554872940519,-0.44289304663501816,0.0
2020-08-28,1.0,-2.337062937062937,-0.7020046620046619,-2.1652214452214453,-2.677855477855478,-0.44195804195804195,0.0
2020-08-31,1.0,-2.3378718642171035,-0.7015760514781312,-2.16571854891355,-2.679380770306817,-0.4412011563928005,0.0
2020-09-01,1.0,-2.337530311509047,-0.7030404775228503,-2.162189889945906,-2.6819623204626004,-0.4419884349934714,0.0
2020-09-02,1.0,-2.327986570922316,-0.6967266623146507,-2.16086915975007,-2.6809661475333395,-0.4591998507880257,0.0
2020-09-03,1.0,-2.33495190960874,-0.6948361191521151,-2.1627602950789058,-2.6870856289102623,-0.45839947707535716,0.0
2020-09-04,1.0,-2.2274924746875855,-0.685578764936605,-2.055276840280945,-2.657575481163915,-0.49575846027547205,0.0
2020-09-08,1.0,-2.217739732264821,-0.6912849467261634,-2.0440761314998634,-2.6450232219287857,-0.5085147072215646,0.0
2020-09-09,1.0,-2.161874718341595,-0.7131140153222172,-1.9687246507435785,-2.622532672374944,-0.5469130238846327,0.0
2020-09-10,1.0,-2.133816036470904,-0.7096630016984,-1.9330472870295878,-2.6065075534102085,-0.5559131134352374,0.0
2020-09-11,1.0,-2.1381602587136186,-0.7262845849802372,-1.9463708228530363,-2.6172296083363276,-0.5550664750269493,0.0
2020-09-14,1.0,-2.1547532656023223,-0.7172532656023222,-1.965620464441219,-2.6548439767779386,-0.5786465892597967,0.0
2020-09-15,1.0,-2.1467981186685963,-0.7132778581765556,-1.9515195369030391,-2.650416063675832,-0.5828509406657019,0.0
2020-09-16,1.0,-2.1724706744868034,-0.7099523460410557,-1.9631598240469208,-2.6940065982404695,-0.6245417888563051,0.0
2020-09-17,1.0,-2.17014652014652,-0.7086996336996336,-1.961080586080586,-2.69029304029304,-0.6272893772893773,0.0
2020-09-18,1.0,-2.166925963210396,-0.7049510387114487,-1.9636679784021231,-2.6871053354077055,-0.6289008877093438,0.0
2020-09-21,1.0,-2.1612401682824216,-0.7093469910371318,-1.9682641302359611,-2.6799890250594474,-0.6268520212182184,0.0
2020-09-22,1.0,-2.1642201834862385,-0.7157798165137615,-1.978165137614679,-2.6817431192660552,-0.6344954128440367,0.0
2020-09-23,1.0,-2.1601136467784805,-0.7091009073412152,-1.9785537530932087,-2.6787645495371644,-0.6385299239299789,0.0
2020-09-24,1.0,-2.1316506264753947,-0.6818594516070455,-1.9480660976938442,-2.6637915380424912,-0.653985836208462,0.0
2020-09-25,1.0,-2.1293839723787027,-0.689442122478648,-1.945666000363438,-2.6605487915682358,-0.6609122296928948,0.0
2020-09-28,1.0,-2.1213442325158947,-0.685558583106267,-1.9309718437783834,-2.664396003633061,-0.6803814713896458,0.0
2020-09-29,1.0,-2.115523792292383,-0.6759544056450153,-1.9197575538266691,-2.656594897774561,-0.678668355346481,0.0
2020-09-30,1.0,-2.116077083144847,-0.6746584637654934,-1.9214692843571881,-2.655930516601827,-0.6792725956753822,0.0
2020-10-01,1.0,-2.116864307051688,-0.6818140671675568,-1.919525663075948,-2.6561057300624604,-0.6778310853625419,0.0
2020-10-02,1.0,-2.1176097781801717,-0.6735174287007695,-1.9175192394748755,-2.6620190131281123,-0.6831145314622,0.0
2020-10-05,1.0,-2.095418812686365,-0.6905213698382578,-1.892834553176109,-2.6584440227703987,-0.6986536550103912,0.0
2020-10-06,1.0,-2.0998106572896944,-0.6690109097466415,-1.8888287800919665,-2.661707690920566,-0.6969615003155711,0.0
2020-10-07,1.0,-2.088486812494374,-0.6805293005671078,-1.88000720136826,-2.652263930146728,-0.7004230803852732,0.0
2020-10-08,1.0,-2.090851848520284,-0.6714941081226949,-1.8836916434289828,-2.6545830709723846,-0.6945219033912027,0.0
2020-10-09,1.0,-2.092797410304829,-0.6691844258609837,-1.8843629170038665,-2.6525492311842456,-0.6930132182357701,0.0
2020-10-12,1.0,-2.096797409139979,-0.6675062972292192,-1.882961496941346,-2.656801007556675,-0.6919755307664628,0.0
2020-10-13,1.0,-2.0824556665766494,-0.6808893689801062,-1.8812674408137549,-2.6549644432442165,-0.702133405347016,0.0
2020-10-14,1.0,-2.125205629683787,-0.6861634070553828,-1.9298117346006214,-2.700054834582343,-0.6978614512886127,0.0
2020-10-15,1.0,-2.188430374976446,-0.6913510457885811,-2.0010363670623703,-2.8048803467118897,-0.7358206142830225,0.0
2020-10-16,1.0,-2.1879359095193216,-0.6960414703110274,-1.9955702167766258,-2.803393025447691,-0.7422243166823751,0.0
2020-10-19,1.0,-2.1865157944365863,-0.6948609146628949,-1.9942479962281943,-2.8069778406412067,-0.747006129184347,0.0
2020-10-20,1.0,-2.176863076778498,-0.6911944366131003,-1.9860915327506812,-2.795132036462739,-0.7484258998214454,0.0
2020-10-21,1.0,-2.176769100648435,-0.6910064843529743,-1.986749365661122,-2.7949440842026125,-0.7481439714312564,0.0
2020-10-22,1.0,-2.177416321925536,-0.6919894697254607,-1.9873072583678075,-2.7956938698758935,-0.7496239187664535,0.0
2020-10-23,1.0,-2.1789810114683212,-0.6888512878360594,-1.9902237262643352,-2.7947922541831174,-0.7474149276179732,0.0
2020-10-26,1.0,-2.1867520964854426,-0.6931122208612079,-1.99510034862904,-2.8065579949119006,-0.7408838217280694,0.0
2020-10-27,1.0,-2.177386086630414,-0.6816988561785111,-1.9921245077817362,-2.7992687042940183,-0.7251078192387025,0.0
2020-10-28,1.0,-2.177915260592426,-0.6810086239220098,-1.9938132733408325,-2.798837645294338,-0.7222534683164604,0.0
2020-10-29,1.0,-2.1683205746148757,-0.6853794537378319,-2.0165390794820905,-2.8344201871278707,-0.7462432662319252,0.0
2020-10-30,1.0,-2.166540642722117,-0.6807183364839319,-2.021266540642722,-2.8362948960302456,-0.7468809073724008,0.0
2020-11-02,1.0,-2.143522036474164,-0.6692629179331306,-2.023651215805471,-2.8638867781155017,-0.7980623100303951,0.0
2020-11-03,1.0,-2.1442271173566274,-0.6669198632738321,-2.0239270793771365,-2.86678693505507,-0.7930117736422332,0.0
2020-11-04,1.0,-2.145523448602558,-0.6439602084320227,-2.020937944102321,-2.869161534817622,-0.7946944576030317,0.0
2020-11-05,1.0,-2.0674805981449933,-0.705186447094454,-1.9508801817149346,-2.879708498958925,-0.8611584327086882,0.0
2020-11-06,1.0,-2.05262662398795,-0.6892299002071173,-1.9471850875541332,-2.8731877235925443,-0.852287704763698,0.0
