Date,IWF,IWM,MTUM,RAPT,SPY,VLUE,VXX
2020-06-29,-2.6007147820907375,-0.9382507693835004,-2.6369502630795196,1.0,-2.751613223468679,-0.0,0.0
2020-06-30,-2.6315370056778566,-0.8917222830959259,-2.6727761729255906,1.0,-2.76501643589999,-0.0,0.0
2020-07-01,-2.622107458536101,-0.8864832654682689,-2.658655278577813,1.0,-2.764226834839607,-0.0,0.0
2020-07-02,-2.608500895878957,-0.9258411307983277,-2.6500099542106312,1.0,-2.7698586502090388,-0.0,0.0
2020-07-06,-2.609574044585987,-0.9272492038216561,-2.647093949044586,1.0,-2.768312101910828,-0.0,0.0
2020-07-07,-2.594559585492228,-0.9573535273017137,-2.635611797528896,1.0,-2.7766042247907534,-0.0,0.0
2020-07-08,-2.593588211867782,-0.9489247311827957,-2.6403823178016723,1.0,-2.773297491039427,-0.0,0.0
2020-07-09,-2.5844026658708845,-0.9514572764348951,-2.6362279916442852,1.0,-2.7752909579230085,-0.0,0.0
2020-07-10,-2.581948452582347,-0.9581052841078715,-2.6328987959000894,1.0,-2.7782863966563838,-0.0,0.0
2020-07-13,-2.607142857142857,-0.9448324022346369,-2.643954509177973,1.0,-2.780027932960894,-0.0,0.0
2020-07-14,-2.595180722891566,-0.9567269076305221,-2.635943775100402,1.0,-2.8523092369477916,-0.0,0.0
2020-07-15,-2.5962464873544757,-0.9494179044560417,-2.635588117221999,1.0,-2.8549779205138495,-0.0,0.0
2020-07-16,-2.670291696310601,-0.8678727512958633,-2.7086085984348003,1.0,-2.916861469661551,-0.0,0.0
2020-07-17,-2.6651087177402966,-0.8687258687258689,-2.7078845763056294,1.0,-2.918817313554156,-0.0,0.0
2020-07-20,-2.6658199552936397,-0.8700467384677911,-2.7060556797398907,1.0,-2.9186141028246295,-0.0,0.0
2020-07-21,-2.6270637091056415,-0.900030385900942,-2.6761875822951486,1.0,-2.9253519700192445,-0.0,0.0
2020-07-22,-2.6210387769565657,-0.9068543079882555,-2.670952718436772,1.0,-2.925685937025413,-0.0,0.0
2020-07-23,-2.635373179920578,-0.9158945117605132,-2.689848284288769,1.0,-2.941248345382344,-0.0,0.0
2020-07-24,-2.5967119951288815,-0.9476354779784859,-2.666531357824234,1.0,-2.937385833164197,-0.0,0.0
2020-07-27,-2.6014441167497204,-0.9471168514186922,-2.6757856198515206,1.0,-2.945387979253534,-0.0,0.0
2020-07-28,-2.5927091795288386,-0.9461819658813972,-2.665515840779854,1.0,-2.9499390739236393,-0.0,0.0
2020-07-29,-2.587554562988529,-0.9452847426657192,-2.662876865292864,1.0,-2.9554359963455488,-0.0,0.0
2020-07-30,-2.5945533990448126,-0.9269383192764963,-2.673000711309826,1.0,-2.9671781323036277,-0.0,0.0
2020-07-31,-2.593861164752515,-0.9274316495578818,-2.6734424230104685,1.0,-2.968899278381949,-0.0,0.0
2020-08-03,-2.5708609271523177,-0.9596535914416708,-2.6903718797758533,1.0,-2.96760061130922,-0.0,0.0
2020-08-04,-2.566761652757989,-0.9537960512924893,-2.68644412782414,1.0,-2.9700793812334623,-0.0,0.0
2020-08-05,-2.5739325384693776,-0.9516967288291043,-2.690206868439825,1.0,-2.9747274024253545,-0.0,0.0
2020-08-06,-2.575096800489097,-0.9440595068269818,-2.6947218259629095,1.0,-2.975647034848176,-0.0,0.0
2020-08-07,-2.5713558113476624,-0.9469287969848224,-2.6956300295405926,1.0,-2.972496689416319,-0.0,0.0
2020-08-10,-2.5570162029960257,-0.9676959135840213,-2.687964944461429,1.0,-2.9778864771221847,-0.0,0.0
2020-08-11,-2.561435709187315,-0.9653308861017641,-2.693178342000612,1.0,-2.976955236055878,-0.0,0.0
2020-08-12,-2.54877428542366,-0.9720272607059304,-2.670023395381955,1.0,-2.9809785372800324,-0.0,0.0
2020-08-13,-2.53184584178499,-0.9984787018255579,-2.63052738336714,1.0,-2.981237322515213,-0.0,0.0
2020-08-14,-2.5311359026369167,-0.9993914807302232,-2.629817444219067,1.0,-2.9816430020283975,-0.0,0.0
2020-08-17,-2.54594649785583,-0.9994894833571575,-2.65019399632428,1.0,-3.014702879313866,-0.0,0.0
2020-08-18,-2.5565457897971724,-1.0070682237246467,-2.630301167793485,1.0,-3.0498873181725057,-0.0,0.0
2020-08-19,-2.5524941104168803,-1.0133155792276964,-2.628290484482229,1.0,-3.0486530779473524,-0.0,0.0
2020-08-20,-2.557793075105312,-1.0216788246172814,-2.634542278845166,1.0,-3.060310284598788,-0.0,0.0
2020-08-21,-2.5505190667077806,-1.0340219960941515,-2.627402610751362,1.0,-3.0667077808613423,-0.0,0.0
2020-08-24,-2.549239309210526,-1.0391652960526314,-2.62633634868421,1.0,-3.0648643092105265,-0.0,0.0
2020-08-25,-2.5493884263541986,-1.0371055606948298,-2.6335697399527187,1.0,-3.0584849419261997,-0.0,0.0
2020-08-26,-2.547070914696814,-1.0393627954779034,-2.632271325796506,1.0,-3.058787255909558,-0.0,0.0
2020-08-27,-2.5193097781429743,-1.0747740345110928,-2.6177074774034508,1.0,-3.05936729663106,-0.0,0.0
2020-08-28,-2.520184899845917,-1.07447354904982,-2.6183872624550593,1.0,-3.0592706728299945,-0.0,0.0
2020-08-31,-2.520078052788333,-1.0734312416555407,-2.61846564650303,1.0,-3.0580260860634696,-0.0,0.0
2020-09-01,-2.519975351751053,-1.0737393447673822,-2.617849440279347,1.0,-3.058436890212591,-0.0,0.0
2020-09-02,-2.518275154004107,-1.0704312114989734,-2.617453798767967,1.0,-3.060677618069815,-0.0,0.0
2020-09-03,-2.5158974358974358,-1.0703589743589743,-2.617128205128205,1.0,-3.053025641025641,-0.0,0.0
2020-09-04,-2.406392694063927,-1.1289700659563673,-2.5156773211567733,1.0,-3.095991882293252,-0.0,0.0
2020-09-08,-2.390643985419198,-1.1369987849331713,-2.5058728230052654,1.0,-3.0919400567031188,-0.0,0.0
2020-09-09,-2.3814613092179635,-1.2310142842462235,-2.4555544137293186,1.0,-3.2084061247559346,-0.0,0.0
2020-09-10,-2.352082482645978,-1.235606369946917,-2.4187423438138014,1.0,-3.2011024908125765,-0.0,0.0
2020-09-11,-2.3320109856576137,-1.2437188485403317,-2.4091140270572677,1.0,-3.187061336588343,-0.0,0.0
2020-09-14,-2.330553295362083,-1.2426769731489014,-2.408360455655004,1.0,-3.1842961757526447,-0.005085435313262815,0.0
2020-09-15,-2.3351949634443545,-1.21517059301381,-2.3878960194963446,1.0,-3.199735987002437,-0.016348497156783104,0.0
2020-09-16,-2.3308285946385054,-1.2172014622258327,-2.37408610885459,1.0,-3.2026807473598704,-0.02954914703493095,0.0
2020-09-17,-2.3136040609137054,-1.2295431472081217,-2.361928934010152,1.0,-3.198680203045685,-0.04852791878172589,0.0
2020-09-18,-2.3001419590346788,-1.2280470492800648,-2.3574325694585276,1.0,-3.1920502940580007,-0.06215777732711417,0.0
2020-09-21,-2.291493460407584,-1.2391767210787792,-2.3675352326878234,1.0,-3.1808780289972627,-0.05992091655682856,0.0
2020-09-22,-2.3064679643146793,-1.2146188158961881,-2.384022708840227,1.0,-3.1815693430656933,-0.051094890510948905,0.0
2020-09-23,-2.2992528912086785,-1.2155357691126802,-2.424214512332412,1.0,-3.21400061406202,-0.08146556135503019,0.0
2020-09-24,-2.2753505385084334,-1.1975208290997765,-2.4017476122739283,1.0,-3.2096118675066045,-0.0763056289372079,0.0
2020-09-25,-2.2755361317207035,-1.199308872852932,-2.403394653928245,1.0,-3.209065961988007,-0.07632889521292814,0.0
2020-09-28,-2.26105476673428,-1.1913793103448278,-2.3801217038539555,1.0,-3.2063894523326573,-0.1030425963488844,0.0
2020-09-29,-2.2669237795595247,-1.1738556784735612,-2.394499137318583,1.0,-3.2154673703440575,-0.09844717344971074,0.0
2020-09-30,-2.266822287628133,-1.1739571704049527,-2.3943976453871914,1.0,-3.2148584187557088,-0.09915761696945091,0.0
2020-10-01,-2.2902928527544546,-1.1707966414089699,-2.42340774114274,1.0,-3.2670489453205,-0.08795822240425968,0.0
2020-10-02,-2.285845964768537,-1.1552642359688652,-2.4191929537074968,1.0,-3.2775501843506762,-0.10385088078656288,0.0
2020-10-05,-2.261668879583291,-1.1695434582780104,-2.3938310693494027,1.0,-3.271371667858237,-0.11704626697987948,0.0
2020-10-06,-2.259187620889749,-1.1450676982591876,-2.3779904306220097,1.0,-3.2724218670467273,-0.12562353659778072,0.0
2020-10-07,-2.2473753949648354,-1.1705228824788503,-2.3736622158801346,1.0,-3.266129854245235,-0.1348486392824381,0.0
