Date,BKNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41749189639277956,-0.5352246706515598,-0.1625776905462872,-0.48666250334552585,-0.3718440538852708,0.0
2018-09-25,1.0,-0.4188341606967688,-0.5337534556047681,-0.1648880829939657,-0.4853304004042686,-0.3697868672156,0.0
2018-09-26,1.0,-0.4187104253990903,-0.53366628021047,-0.16448170278545735,-0.48550789262463206,-0.3703736734147864,0.0
2018-09-27,1.0,-0.42246529738727223,-0.5258151770056178,-0.16689950361144962,-0.4863716077638736,-0.3708349433760366,0.0
2018-09-28,1.0,-0.4214421590773986,-0.5265128997741053,-0.16725121864225417,-0.4862085364403757,-0.37088336701937935,0.0
2018-10-01,1.0,-0.42086790993724155,-0.5281817911424407,-0.16757383777995896,-0.4861842300942863,-0.37152375003717913,0.0
2018-10-02,1.0,-0.42142984595253674,-0.5215606970796408,-0.1700172485576637,-0.4875691429251175,-0.37328257895675965,0.0
2018-10-03,1.0,-0.4212404114883749,-0.5200392460010704,-0.1699768091811857,-0.4878694178509842,-0.37405601474698225,0.0
2018-10-04,1.0,-0.4236930484144203,-0.5154991529705472,-0.1704461021785003,-0.4911284809938479,-0.371266383332838,0.0
2018-10-05,1.0,-0.42207984813430627,-0.5140297799133892,-0.16654802159340334,-0.49240671531114666,-0.371092127899389,0.0
2018-10-08,1.0,-0.4220093707372041,-0.5138485261846865,-0.1661526599845798,-0.4925271336219678,-0.3708854753573334,0.0
2018-10-09,1.0,-0.421255522936868,-0.5140408623194853,-0.1640423449871008,-0.49366900928149926,-0.372327491622928,0.0
2018-10-10,1.0,-0.4208147487362474,-0.5184359203092477,-0.16134403806125486,-0.4952126077906631,-0.3777282188522153,0.0
2018-10-11,1.0,-0.4041925783188812,-0.5114887156579371,-0.13795217657878603,-0.48824851829143673,-0.3777699921170185,0.0
2018-10-12,1.0,-0.4153317747568332,-0.5046612982364995,-0.13721245706698992,-0.4721043669004531,-0.35694288105752303,0.0
2018-10-15,1.0,-0.40957676683280997,-0.5136996168140827,-0.1283528767754761,-0.471952519519433,-0.35748653087095567,0.0
2018-10-16,1.0,-0.4077149282131119,-0.5226892694458859,-0.12195121951219512,-0.4728132387706856,-0.3578677276134464,0.0
2018-10-17,1.0,-0.3964399454049135,-0.494369881710646,-0.11007165605095542,-0.4738967242948135,-0.36871587807097367,0.0
2018-10-18,1.0,-0.3948342635835516,-0.49242510536507567,-0.11157307210388426,-0.47864221437521354,-0.3702585715912974,0.0
2018-10-19,1.0,-0.39150021249468764,-0.4869244935543279,-0.10670066581668791,-0.4797846720498654,-0.36835245785522025,0.0
2018-10-22,1.0,-0.39249900855475606,-0.48376862500708173,-0.10370517251147243,-0.4821823126168489,-0.37057390516118066,0.0
2018-10-23,1.0,-0.39609211048721,-0.48431739549656855,-0.11040213260733935,-0.4770290964777948,-0.3680732800181498,0.0
2018-10-24,1.0,-0.3979707516154631,-0.4812379548803991,-0.10446661376261195,-0.47948078449155423,-0.37098968370933,0.0
2018-10-25,1.0,-0.3856570824759469,-0.4588176408431122,-0.10358155831155108,-0.4781992102775152,-0.35445748289861523,0.0
2018-10-26,1.0,-0.3820728601483778,-0.454600819399845,-0.10084708227217362,-0.47887830805004983,-0.3518713320783966,0.0
2018-10-29,1.0,-0.37753187261990173,-0.4571168386776312,-0.09578343175671947,-0.476185219934875,-0.3529168276394945,0.0
2018-10-30,1.0,-0.36361875242154207,-0.4626944152321913,-0.08432501245364477,-0.483229091714175,-0.3736093430010517,0.0
2018-10-31,1.0,-0.3637820955750255,-0.4602968408833365,-0.08474060971227992,-0.48243553246178933,-0.3726265166800254,0.0
2018-11-01,1.0,-0.3655622545494773,-0.458515404613087,-0.0865092095801759,-0.4824105315559489,-0.37261463576525244,0.0
2018-11-02,1.0,-0.36969630221096395,-0.44301880558385415,-0.08395054929926485,-0.48690767917618877,-0.3698064374019109,0.0
2018-11-05,1.0,-0.3702836684109061,-0.44172404296337103,-0.08388873588543101,-0.4869732855962545,-0.3711925089507023,0.0
2018-11-06,1.0,-0.37409120951751484,-0.4445637805684071,-0.08212161269001983,-0.48510134390834986,-0.3680050671954175,0.0
2018-11-07,1.0,-0.3848908785674314,-0.45920537213206486,-0.06580861779518746,-0.5054280917739228,-0.3826524902070509,0.0
2018-11-08,1.0,-0.3782151208106001,-0.45919162676762054,-0.05901347288720633,-0.5027001447500278,-0.3845340162565416,0.0
2018-11-09,1.0,-0.37923445509248943,-0.45993982616447515,-0.058418765322041454,-0.5027858257187431,-0.38544684644528643,0.0
2018-11-12,1.0,-0.3791942574147237,-0.4571253686494908,-0.05814924044293583,-0.5033387123699292,-0.3844527293973624,0.0
2018-11-13,1.0,-0.37211166390270867,-0.4546710889994472,-0.04756771697070204,-0.5071862907683803,-0.3823935876174682,0.0
2018-11-14,1.0,-0.3727820463213753,-0.4541208335636505,-0.04762036371676524,-0.5072411696423637,-0.38206843181692557,0.0
2018-11-15,1.0,-0.37294923493343646,-0.45406838645528363,-0.04689830414848367,-0.5078163840247473,-0.380268463790532,0.0
2018-11-16,1.0,-0.37090237379724855,-0.447216784759174,-0.04325769898817237,-0.5086984091974305,-0.38694825066857824,0.0
2018-11-19,1.0,-0.37246180622703534,-0.44572754648175267,-0.05417576042213443,-0.5045722021161975,-0.38575020029284196,0.0
2018-11-20,1.0,-0.3775679716484855,-0.44814220056481535,-0.05545711279694335,-0.505315908965059,-0.3821917049670524,0.0
2018-11-21,1.0,-0.38022165387894286,-0.44256524489178556,-0.059126034705607344,-0.5019112834474604,-0.3662239089184061,0.0
2018-11-23,1.0,-0.3798456001538504,-0.43699002719854946,-0.06110057968625512,-0.5032006373801478,-0.3662188521662683,0.0
2018-11-26,1.0,-0.37974231477157216,-0.44147138814867726,-0.05980604928436032,-0.5017169857970935,-0.36444053734787507,0.0
2018-11-27,1.0,-0.37911937270384377,-0.44184898832044744,-0.05702692328782146,-0.5007950869112244,-0.3629160497888907,0.0
2018-11-28,1.0,-0.3805681350349938,-0.43301770275833673,-0.05903664059283656,-0.505777411829285,-0.3662412515438452,0.0
2018-11-29,1.0,-0.37072067160924554,-0.42806912341910164,-0.051133885739206276,-0.5059147405146097,-0.369875708678587,0.0
2018-11-30,1.0,-0.371078952388739,-0.42814705802196606,-0.050609108004251495,-0.5064181178971466,-0.36903496579729106,0.0
2018-12-03,1.0,-0.37116915694186936,-0.42812738575635295,-0.051559603010142875,-0.5064619914930745,-0.36926055185952666,0.0
2018-12-04,1.0,-0.3684196200119767,-0.4284936577930209,-0.052588600359301,-0.5046001415428167,-0.36787522456312266,0.0
2018-12-06,1.0,-0.3587084044368601,-0.3893718003412969,-0.07588523890784983,-0.4966670221843003,-0.3457497866894198,0.0
2018-12-07,1.0,-0.3625840179238238,-0.3885095487037235,-0.07900352075109357,-0.4959458017710445,-0.3411661154379601,0.0
2018-12-10,1.0,-0.3552251464313165,-0.38885796824892,-0.07632980838037688,-0.49648829874638895,-0.33346585036177145,0.0
2018-12-11,1.0,-0.3521111818374708,-0.3913377890939953,-0.07367918523233609,-0.4964460004243582,-0.3386643326967961,0.0
2018-12-12,1.0,-0.3542646160384625,-0.39182404972507767,-0.07469386670916672,-0.49879140436156927,-0.33665365102132966,0.0
2018-12-13,1.0,-0.3529630317666729,-0.3887104906982299,-0.07653724688835223,-0.5007563493537858,-0.3349168015710836,0.0
2018-12-14,1.0,-0.35269114287232345,-0.39416077785452425,-0.07409276871579619,-0.4995749428829499,-0.33611391530736945,0.0
2018-12-17,1.0,-0.34807259239634386,-0.3940124519803947,-0.0691482315538482,-0.49458206384951653,-0.343542191018678,0.0
2018-12-18,1.0,-0.34907161803713527,-0.39562334217506634,-0.06785145888594164,-0.49657824933687,-0.34339522546419093,0.0
2018-12-19,1.0,-0.358253381880033,-0.39524809312461795,-0.06567092779121375,-0.4948574162170782,-0.34363621867276156,0.0
2018-12-20,1.0,-0.354510531196185,-0.38908464697310896,-0.07243343489203868,-0.493336865810041,-0.3399920519274076,0.0
2018-12-21,1.0,-0.3544527783646736,-0.38844284808789353,-0.0712021973378407,-0.4941633213606592,-0.3327963236847666,0.0
2018-12-24,1.0,-0.35890984214429494,-0.3938711727937282,-0.0666913867994491,-0.4985167920330543,-0.33059646148956456,0.0
2018-12-26,1.0,-0.3641121397012413,-0.40056280244056386,-0.061592678308436774,-0.48274773827056594,-0.3209025878392594,0.0
2018-12-27,1.0,-0.3468166339903003,-0.38644102775771333,-0.06714993292745847,-0.45617067382107107,-0.32313486740274483,0.0
2018-12-28,1.0,-0.3462014544329259,-0.38722987260817987,-0.06684202382794367,-0.4560317705915725,-0.3224766620248594,0.0
2018-12-31,1.0,-0.34633039352210016,-0.38699778224766623,-0.06691938728144825,-0.4559801949559028,-0.3225798132961989,0.0
2019-01-02,1.0,-0.3461677233132313,-0.38735116746559456,-0.06342456574403382,-0.4560074222978197,-0.3242616359981444,0.0
2019-01-03,1.0,-0.34677689355893787,-0.3852532900667027,-0.06868577609518658,-0.4565144608411239,-0.3181127507790569,0.0
2019-01-04,1.0,-0.3454194544518785,-0.3856922285126094,-0.06780751415337107,-0.4562532166752445,-0.3181677817807514,0.0
2019-01-07,1.0,-0.33296873807646327,-0.3713784244397528,-0.08183043776867703,-0.45033449495077965,-0.3071503065143846,0.0
2019-01-08,1.0,-0.3340105132177049,-0.35798268112445725,-0.08512151146550193,-0.4579598263033597,-0.3043500342822317,0.0
2019-01-09,1.0,-0.329926005034709,-0.34581839448724794,-0.08149617311261984,-0.46499860146972816,-0.3205177104788059,0.0
2019-01-10,1.0,-0.3319898987322399,-0.34267785628650865,-0.07963676249266638,-0.47526974976404873,-0.3212509246741321,0.0
2019-01-11,1.0,-0.3346035805626598,-0.3355242966751918,-0.0792071611253197,-0.47818414322250635,-0.3300255754475703,0.0
2019-01-14,1.0,-0.33755371393492944,-0.3366840597503581,-0.08031512175158584,-0.47810517700020466,-0.32517393083691426,0.0
2019-01-15,1.0,-0.3310231531392782,-0.3307921351198727,-0.08196005955131168,-0.48336670260280307,-0.33972483187021923,0.0
2019-01-16,1.0,-0.3259798891853068,-0.33059716806895134,-0.07964806074286887,-0.4811204596757644,-0.34780935768520416,0.0
2019-01-17,1.0,-0.32676619978451593,-0.32517572212816176,-0.08460315017187421,-0.48091426812374943,-0.34782720229849673,0.0
2019-01-18,1.0,-0.3229966147246557,-0.329896374395948,-0.0862857585859369,-0.48427526681654914,-0.36072563764632914,0.0
2019-01-22,1.0,-0.31207992258806916,-0.3219394827000026,-0.0,-0.6453173627638151,-0.3359050134686299,0.0
2019-01-23,1.0,-0.3124293933741428,-0.31177258755221604,-0.0,-0.651157291858235,-0.35189028715550535,0.0
2019-01-24,1.0,-0.32189529594278354,-0.29539060240330256,-0.0,-0.6702689910862193,-0.3418789934527096,0.0
2019-01-25,1.0,-0.2777807443797725,-0.27516420142040904,-0.0,-0.768142254498852,-0.3488545949698297,0.0
2019-01-28,1.0,-0.30138767279577594,-0.2381596752368065,-0.0,-0.783889198439863,-0.329857518108732,0.0
2019-01-29,1.0,-0.2880102176573892,-0.23785322760896174,-0.0,-0.7893406417966049,-0.3456175828854239,0.0
2019-01-30,1.0,-0.2878848354221548,-0.23775311992762302,-0.0,-0.7893616455123601,-0.34591948058859534,0.0
2019-01-31,1.0,-0.25781500053344714,-0.252640563320175,-0.0,-0.7824335858316441,-0.37434652725914863,0.0
2019-02-01,1.0,-0.25591660905174707,-0.25155560282933576,-0.0,-0.7746902090092006,-0.3769611232250173,0.0
2019-02-04,1.0,-0.25918150411905394,-0.24770130215253786,-0.0,-0.772176454956152,-0.3783948976880148,0.0
