Date,IWF,IWM,MTUM,SAFT,SPY,VLUE,VXX
2018-09-24,-0.21279306829765546,-0.6668450560652396,-0.020081549439347604,1.0,-0.3538481141692151,-0.2948521916411824,0.0
2018-09-25,-0.21186505605638842,-0.6698163802129888,-0.01736598820134331,1.0,-0.35651352248640095,-0.2982863855760145,0.0
2018-09-26,-0.21139978519920213,-0.6699227739988748,-0.014857055183347824,1.0,-0.35818033038408426,-0.30279241037180993,0.0
2018-09-27,-0.21162303129474327,-0.6692063816731437,-0.015110452035181018,1.0,-0.35809981591327467,-0.30274596031908363,0.0
2018-09-28,-0.20900222751363393,-0.6729907570985995,-0.015669406252400337,1.0,-0.358911334715928,-0.30378677317766345,0.0
2018-10-01,-0.2084390781614499,-0.6752031582455331,-0.016098848983567896,1.0,-0.35907098361916484,-0.30469891563485346,0.0
2018-10-02,-0.20865624758618914,-0.6942763716882515,-0.010942609232987462,1.0,-0.35791343752413807,-0.3029686655166199,0.0
2018-10-03,-0.20862401853520401,-0.692984940146737,-0.010966662376110181,1.0,-0.35819281760844385,-0.3035911957780924,0.0
2018-10-04,-0.2160458748773054,-0.6865475021955882,-0.011417058428475488,1.0,-0.36885881076613114,-0.30014981660381257,0.0
2018-10-05,-0.20759910477709462,-0.6837136315694698,-0.0029840763511949165,1.0,-0.37324106706454346,-0.3049160085406323,0.0
2018-10-08,-0.20758503576390674,-0.6843770905161324,-0.002804507796017084,1.0,-0.3732311017341635,-0.30494519631554573,0.0
2018-10-09,-0.20661263347484882,-0.6848321111539947,-0.00025730091341824265,1.0,-0.37455293966293585,-0.3067541489772289,0.0
2018-10-10,-0.21066074976134574,-0.6848215898242989,-0.0034056606207590497,1.0,-0.378389535333729,-0.30276838927732913,0.0
2018-10-11,-0.15645916159227014,-0.6851693422575612,-0.0,1.0,-0.36258869709627095,-0.31201248049922,0.0
2018-10-12,-0.15220009031157494,-0.6880236817018716,-0.0,1.0,-0.3602930108875621,-0.3081631629120466,0.0
2018-10-15,-0.13957155012763403,-0.6988588017418289,-0.0,1.0,-0.3570499023975174,-0.3071725311577156,0.0
2018-10-16,-0.14985009951376815,-0.6912553850804928,-0.0,1.0,-0.36419519814576873,-0.3140604136749553,0.0
2018-10-17,-0.1423936103831274,-0.6775739423436915,-0.0,1.0,-0.36098839385997755,-0.3149631848246599,0.0
2018-10-18,-0.1423151799530774,-0.6777067838067189,-0.0,1.0,-0.3609294663804722,-0.31493036489791837,0.0
2018-10-19,-0.1314993804213135,-0.6721189591078066,-0.0,1.0,-0.3615365551425031,-0.3131350681536555,0.0
2018-10-22,-0.1313864994174372,-0.6644190485634249,-0.0,1.0,-0.36594858573588834,-0.31723642132923474,0.0
2018-10-23,-0.1331234818817231,-0.6644277003916125,-0.0,1.0,-0.36452188568879196,-0.31646259852277797,0.0
2018-10-24,-0.13249093888088972,-0.6687105903381163,-0.0,1.0,-0.3652499875875081,-0.31604686956953476,0.0
2018-10-25,-0.11028308734575369,-0.6421969513670457,-0.0,1.0,-0.37106218243406724,-0.2960077425598839,0.0
2018-10-26,-0.10531761308950914,-0.6365495668912415,-0.0,1.0,-0.3716554379210779,-0.2926130895091434,0.0
2018-10-29,-0.09129237034375375,-0.6436699005868967,-0.0,1.0,-0.3650257515870164,-0.2954844891603785,0.0
2018-10-30,-0.07320823622690469,-0.6470291439417601,-0.0,1.0,-0.3689003147449605,-0.31349559116792003,0.0
2018-10-31,-0.07525159563024407,-0.6372959147084838,-0.0,1.0,-0.3672698587239739,-0.3106160208447876,0.0
2018-11-01,-0.0458954056460735,-0.6687444345503117,-0.0,1.0,-0.3739260186277106,-0.3181150874828524,0.0
2018-11-02,-0.049528188916031994,-0.6513627436892273,-0.0,1.0,-0.37905350385591796,-0.31503568520381275,0.0
2018-11-05,-0.0459946339593714,-0.6618915293215791,-0.0,1.0,-0.38041395170563436,-0.30722978152548874,0.0
2018-11-06,-0.04274119963501897,-0.6600633914421554,-0.0,1.0,-0.38503097536378045,-0.3133554242904481,0.0
2018-11-07,-0.0430686406460296,-0.6604499134781773,-0.0,1.0,-0.3859834647183234,-0.3138819457796577,0.0
2018-11-08,-0.02684259502278638,-0.6618071627973563,-0.0,1.0,-0.38037746653623156,-0.3169812221135263,0.0
2018-11-09,-0.025751893170253937,-0.6626693103365902,-0.0,1.0,-0.38288621867609474,-0.317527053820979,0.0
2018-11-12,-0.02512167191525909,-0.6606546426185705,-0.0,1.0,-0.38329039030441836,-0.3166571237713522,0.0
2018-11-13,-0.005752977106465588,-0.661260920002841,-0.0,1.0,-0.3863727834465778,-0.3140699353677881,0.0
2018-11-14,-0.005752977106465588,-0.661260920002841,-0.0,1.0,-0.3863727834465778,-0.3140699353677881,0.0
2018-11-15,-0.005035699087427301,-0.6620644002080477,-0.0,1.0,-0.3879616057496808,-0.3091162702728261,0.0
2018-11-16,-0.004462283083461221,-0.659072128438201,-0.0,1.0,-0.3872033998347303,-0.3102585290992799,0.0
2018-11-19,-0.004957741158694933,-0.6588365834080928,-0.0,1.0,-0.3868926767080599,-0.3101421219132159,0.0
2018-11-20,-0.0,-0.647065741502999,-0.0,1.0,-0.380947900740915,-0.3241208985064095,0.0
2018-11-21,-0.0,-0.6453834481148593,-0.0,1.0,-0.3804832496790008,-0.3086961596825026,0.0
2018-11-23,-0.0,-0.6304220604414897,-0.0,1.0,-0.39492965659308504,-0.31550364006648096,0.0
2018-11-26,-0.0,-0.6455836296418396,-0.0,1.0,-0.3948242164504204,-0.31436173970377,0.0
2018-11-27,-0.0,-0.6502078879988725,-0.0,1.0,-0.38939653754903575,-0.3093890206948392,0.0
2018-11-28,-0.0,-0.6588080280463989,-0.0,1.0,-0.3861791487259123,-0.3078751088209689,0.0
