Date,ARKG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-26,1.0,-0.4189940049714871,-0.3395476921577229,-0.5222011015255642,-0.15623629185553445,-0.0,0.0
2020-08-27,1.0,-0.41342523808363985,-0.34547093065737877,-0.5199600555325523,-0.15678203473220156,-0.0,0.0
2020-08-28,1.0,-0.41599024984765387,-0.344521633150518,-0.5216575258988422,-0.15536867763558806,-0.0,0.0
2020-08-31,1.0,-0.4159760140405616,-0.3444325273010921,-0.5215483619344774,-0.15561622464898595,-0.0,0.0
2020-09-01,1.0,-0.4165406934217584,-0.34254157117081974,-0.5258935973082361,-0.15321597503291556,-0.0,0.0
2020-09-02,1.0,-0.41310548255771434,-0.34204431876356006,-0.5266327003242242,-0.15599327173886546,-0.0,0.0
2020-09-03,1.0,-0.41324851941215174,-0.34266773902658965,-0.5277716848236699,-0.15349369988545244,-0.0,0.0
2020-09-04,1.0,-0.41777463345612453,-0.3416603644702496,-0.5339464760557195,-0.1461784294113342,-0.0,0.0
2020-09-08,1.0,-0.42141007475448283,-0.33998631944105145,-0.5348121366101529,-0.14674842429276397,-0.0,0.0
2020-09-09,1.0,-0.41445589417525397,-0.346878121269702,-0.5237155594533363,-0.1510390021681405,-0.0,0.0
2020-09-10,1.0,-0.4145877996491912,-0.34683784837263687,-0.5239719352952641,-0.15075034106412005,-0.0,0.0
2020-09-11,1.0,-0.4119307810256286,-0.34879645630004624,-0.5237423029181979,-0.14941465670406698,-0.0,0.0
2020-09-14,1.0,-0.4112306494012267,-0.34821341641514947,-0.5233424204069711,-0.1512267549410963,-0.0,0.0
2020-09-15,1.0,-0.4100849360538905,-0.3539490383676658,-0.5295323635653617,-0.1471248657619838,-0.0,0.0
2020-09-16,1.0,-0.4101593965874973,-0.3536993189640443,-0.5299631410647595,-0.14716723216247224,-0.0,0.0
2020-09-17,1.0,-0.4051646286397696,-0.3597910717336653,-0.5268360547704474,-0.14895901979448878,-0.0,0.0
2020-09-18,1.0,-0.40460791252776224,-0.35991994728235666,-0.5266150879847704,-0.1494886876723696,-0.0,0.0
2020-09-21,1.0,-0.40009276664306814,-0.3647193809047189,-0.5324317066621097,-0.14398359495154164,-0.0,0.0
2020-09-22,1.0,-0.3964186251038257,-0.3727463722089217,-0.5287291737919578,-0.14506278399374603,-0.0,0.0
2020-09-23,1.0,-0.39628172867857225,-0.3727310482984389,-0.5286688002345296,-0.14533505973175675,-0.0,0.0
2020-09-24,1.0,-0.3967749816760322,-0.3733203029562668,-0.5300268751526998,-0.14307354019056928,-0.0,0.0
2020-09-25,1.0,-0.3965989053948397,-0.3734362783424551,-0.5301016419077405,-0.14317826426896013,-0.0,0.0
2020-09-28,1.0,-0.3970667318504033,-0.37330725983867025,-0.5309948667807382,-0.14302126619408456,-0.0,0.0
2020-09-29,1.0,-0.3968191923386998,-0.37055676349155936,-0.5320890235262502,-0.1435272274204187,-0.0,0.0
2020-09-30,1.0,-0.396862246768163,-0.37071430316952175,-0.5338334840302045,-0.14229857530363382,-0.0,0.0
2020-10-01,1.0,-0.3974189763894999,-0.37234198562839127,-0.5323605611771032,-0.14202962311189324,-0.0,0.0
2020-10-02,1.0,-0.39702827537329843,-0.3715633324372541,-0.5318556171949461,-0.14342970258315207,-0.0,0.0
2020-10-05,1.0,-0.39812755139455863,-0.3703830452956562,-0.533232296071769,-0.14270698379329733,-0.0,0.0
2020-10-06,1.0,-0.39809206170144934,-0.37511342178188684,-0.5373617480442406,-0.14179562007994703,-0.0,0.0
2020-10-07,1.0,-0.3959660817566905,-0.3787373786883639,-0.5365160278404077,-0.1395451426330752,-0.0,0.0
2020-10-08,1.0,-0.3965060359210914,-0.3798704485229169,-0.5371233683384041,-0.14012660712533126,-0.0,0.0
2020-10-09,1.0,-0.3954144880575398,-0.380784053808577,-0.5365147163512286,-0.14205758892407394,-0.0,0.0
2020-10-12,1.0,-0.39747494596187855,-0.3798388681469837,-0.5367950481430537,-0.1421939477303989,-0.0,0.0
2020-10-13,1.0,-0.3900319175055242,-0.3862263687699485,-0.537269825681316,-0.1416400687453965,-0.0,0.0
2020-10-14,1.0,-0.39165254133195765,-0.3855110914584715,-0.5410371680546343,-0.13837914854938954,-0.0,0.0
2020-10-15,1.0,-0.3930371499520567,-0.3861283898409264,-0.5410714724755981,-0.13839647923684018,-0.0,0.0
2020-10-16,1.0,-0.39405862679519965,-0.38449242573283493,-0.5419043871729293,-0.13872221129254378,-0.0,0.0
2020-10-19,1.0,-0.3926955238563699,-0.3844318740777177,-0.5420560747663552,-0.14023610427939007,-0.0,0.0
2020-10-20,1.0,-0.39203204876130554,-0.38544534014942977,-0.5421500196618168,-0.1381242626818718,-0.0,0.0
2020-10-21,1.0,-0.3917056362293872,-0.3856263844449914,-0.5477725818360817,-0.13613093773074084,-0.0,0.0
2020-10-22,1.0,-0.39211808045096047,-0.3903874205750736,-0.554206739684031,-0.13565901055702526,-0.0,0.0
2020-10-23,1.0,-0.3897298901751262,-0.39400910260215694,-0.5527109923815178,-0.13705847432472545,-0.0,0.0
2020-10-26,1.0,-0.38990723562152135,-0.3941372912801484,-0.5524551638837353,-0.13721706864564007,-0.0,0.0
2020-10-27,1.0,-0.38933109210461264,-0.39422554011964206,-0.5549513027141939,-0.13343550699559995,-0.0,0.0
2020-10-28,1.0,-0.39623855481316506,-0.390744865132393,-0.5556297946052957,-0.1320217767879238,-0.0,0.0
