Date,IWF,IWM,MTUM,SHYF,SPY,VLUE,VXX
2018-09-24,-0.6774285877840746,-1.8540843780411014,-0.0,1.0,-1.1450569580399566,-1.0478562024157076,0.0
2018-09-25,-0.6783016708628977,-1.8528267338063629,-0.0,1.0,-1.144254978255894,-1.0467498283360037,0.0
2018-09-26,-0.6771680604880284,-1.8530759537174935,-0.0,1.0,-1.1459502806736166,-1.051781418260969,0.0
2018-09-27,-0.6783220785166533,-1.848403342108275,-0.0,1.0,-1.145129907290832,-1.0509328144672083,0.0
2018-09-28,-0.6752896638751864,-1.8574624297350006,-0.0,1.0,-1.1485029253183434,-1.0547206607777906,0.0
2018-10-01,-0.6755111417413279,-1.861245118309212,-0.0,1.0,-1.149609464736963,-1.05679990810935,0.0
2018-10-02,-0.6795107384862755,-1.846387963707362,-0.0,1.0,-1.1545308372573793,-1.0620190651200183,0.0
2018-10-03,-0.6798530171671356,-1.8448067979560199,-0.0,1.0,-1.154504220014928,-1.062352873629213,0.0
2018-10-04,-0.6881714252886769,-1.83466421554547,-0.0,1.0,-1.1649910955362786,-1.0569885678175446,0.0
2018-10-05,-0.6542093515709952,-1.8225261832541637,-0.0,1.0,-1.1752418016368111,-1.0711955588622446,0.0
2018-10-08,-0.6537713173858303,-1.8227080233489756,-0.0,1.0,-1.1752317729197663,-1.0710198008469727,0.0
2018-10-09,-0.6547421441245492,-1.823707858737336,-0.0,1.0,-1.1750901493904184,-1.0702306679640547,0.0
2018-10-10,-0.656314938813207,-1.8418956361117524,-0.0,1.0,-1.1849457400138534,-1.089182636804433,0.0
2018-10-11,-0.5553463646935046,-1.7985491998449525,-0.0,1.0,-1.122210532144637,-1.0613544493050557,0.0
2018-10-12,-0.5808228231536047,-1.8092746599107783,-0.0,1.0,-1.0939031778377484,-1.0235171008426502,0.0
2018-10-15,-0.5240123934934159,-1.8827044373132678,-0.0,1.0,-1.091457342038287,-1.0346353878499501,0.0
2018-10-16,-0.518479583932721,-1.8916675888015932,-0.0,1.0,-1.0896868429788644,-1.0329755449817417,0.0
2018-10-17,-0.4747077460941768,-1.8244291489129247,-0.0,1.0,-1.095433191303398,-1.0681197421610402,0.0
2018-10-18,-0.48084849150958947,-1.840303346705501,-0.0,1.0,-1.0984228169478485,-1.0757817222619113,0.0
2018-10-19,-0.44660300136425646,-1.8252660300136425,-0.0,1.0,-1.1066302864938609,-1.0785266030013643,0.0
2018-10-22,-0.44873691709134744,-1.8084826565839223,-0.0,1.0,-1.125979505726341,-1.0965532357937422,0.0
2018-10-23,-0.45350939674538376,-1.808722809709057,-0.0,1.0,-1.1223494603035449,-1.0945701605391485,0.0
2018-10-24,-0.44940622776774475,-1.8074207847644066,-0.0,1.0,-1.1215454495704045,-1.0941826738904394,0.0
2018-10-25,-0.3767933154658679,-1.7195333438436073,-0.0,1.0,-1.1286983025907826,-1.0300593830469285,0.0
2018-10-26,-0.3422432137852286,-1.694399750869362,-0.0,1.0,-1.1397207660767115,-1.0138059895157523,0.0
2018-10-29,-0.3083028397670463,-1.7064886873163945,-0.0,1.0,-1.1223522135752202,-1.016698448693501,0.0
2018-10-30,-0.2945388974755281,-1.7065945388974755,-0.0,1.0,-1.1228748068006182,-1.0279752704791345,0.0
2018-10-31,-0.29959204487506375,-1.6694543600203977,-0.0,1.0,-1.1148903620601733,-1.0155022947475778,0.0
2018-11-01,-1.2451037994516256,-2.7558754406580492,-0.3464551508029769,1.0,-2.238640814727771,-2.2063258911085,0.0
2018-11-02,-1.233362394652717,-2.7163615228131355,-0.3398236946624043,1.0,-2.217184926862346,-2.180373922309406,0.0
2018-11-05,-1.2273606811145512,-2.7263931888544892,-0.3382352941176471,1.0,-2.2143962848297214,-2.1684404024767803,0.0
2018-11-06,-1.2276422764227644,-2.726093689508324,-0.33991482771970577,1.0,-2.215350367789392,-2.1696670538133955,0.0
2018-11-07,-1.2555326054883449,-2.768958394806728,-0.34120192780564573,1.0,-2.2595652601554046,-2.2104849021343562,0.0
2018-11-08,-1.1927444187836798,-2.7447074672825247,-0.2789645881447267,1.0,-2.2169938414164743,-2.189376443418014,0.0
2018-11-09,-1.1969711584836502,-2.7518086235169283,-0.27847979164657083,1.0,-2.222822417285618,-2.195813639432816,0.0
2018-11-12,-1.2026074360212458,-2.7287300820859484,-0.2747464992757122,1.0,-2.2481892805408017,-2.202993722839208,0.0
2018-11-13,-1.1551082705332443,-2.7251740913860534,-0.21262997233616332,1.0,-2.2505008108365923,-2.195936277783077,0.0
2018-11-14,-1.1552119129438716,-2.728045055364643,-0.21162657502863685,1.0,-2.252672775868652,-2.1980717831233294,0.0
2018-11-15,-1.1608117162821863,-2.7419354838709675,-0.20771513353115728,1.0,-2.2687852972145115,-2.192974059538624,0.0
2018-11-16,-1.1505140898705255,-2.7183929931454687,-0.19801980198019803,1.0,-2.25990099009901,-2.1933549124143186,0.0
2018-11-19,-1.1504188880426505,-2.718488194973344,-0.19954303122619954,1.0,-2.2590441736481344,-2.1928789032749427,0.0
2018-11-20,-1.0856470588235294,-2.705035294117647,-0.12263529411764706,1.0,-2.268235294117647,-2.2302117647058823,0.0
2018-11-21,-1.0773162345506924,-2.6809776043118667,-0.11708948982436578,1.0,-2.2469101384629684,-2.1705231855775486,0.0
2018-11-23,-1.0748261474269818,-2.6592489568845616,-0.12081594807603152,1.0,-2.2490496059341676,-2.1681965693092256,0.0
2018-11-26,-1.0726060381552138,-2.660955732543063,-0.11854047045749212,1.0,-2.244860159288757,-2.1639192443045006,0.0
2018-11-27,-1.0619567227667839,-2.6856852228592567,-0.07980395783243943,1.0,-2.2517107453301275,-2.1681154059552434,0.0
2018-11-28,-1.0633672525439408,-2.681313598519889,-0.08177613320999075,1.0,-2.2543015726179463,-2.1699352451433858,0.0
2018-11-29,-1.0095846645367412,-2.660702875399361,-0.020082154267457783,1.0,-2.254221816522136,-2.183660429027841,0.0
2018-11-30,-1.0092153284671532,-2.660948905109489,-0.017791970802919707,1.0,-2.254653284671533,-2.181478102189781,0.0
2018-12-03,-1.0058282487933703,-2.658592113650851,-0.01238502868591203,1.0,-2.2516164283762863,-2.1781258537473818,0.0
2018-12-04,-0.9879825200291334,-2.6759832483612533,-0.007192279679533868,1.0,-2.2516387472687547,-2.1813546977421705,0.0
2018-12-06,-0.9025431109562794,-2.518986239331127,-0.01132206932590141,1.0,-2.1961330778609995,-2.0802995993729314,0.0
2018-12-07,-0.9014722536806342,-2.521212649185469,-0.008537329035630281,1.0,-2.1981008798675843,-2.0822371286697448,0.0
2018-12-10,-0.8317589992341077,-2.4951918985618247,-0.0,1.0,-2.158794996170539,-2.0241681559016254,0.0
2018-12-11,-0.8545641201129268,-2.501497134057661,-0.0,1.0,-2.1763196167336814,-2.0226708871588674,0.0
2018-12-12,-0.8540471092077087,-2.5050963597430407,-0.0,1.0,-2.179014989293362,-2.027237687366167,0.0
2018-12-13,-0.8518170158187259,-2.495767421975203,-0.0,1.0,-2.18110303548525,-2.0219752030782385,0.0
2018-12-14,-0.8548249359521776,-2.481725021349274,-0.0,1.0,-2.183603757472246,-2.019555935098207,0.0
2018-12-17,-0.8197377384196185,-2.4842472752043596,-0.0,1.0,-2.164935286103542,-2.0460660762942777,0.0
2018-12-18,-0.7872484356502621,-2.4620328090647723,-0.0,1.0,-2.157787924911213,-2.048875359377642,0.0
2018-12-19,-0.8017153532608695,-2.4688349184782608,-0.0,1.0,-2.164656929347826,-2.056640625,0.0
2018-12-20,-0.7876091336467428,-2.428811282740094,-0.0,1.0,-2.1490094022834114,-2.029466084620551,0.0
2018-12-21,-0.776948868398994,-2.4389773679798825,-0.0,1.0,-2.160435875943001,-2.0058675607711653,0.0
2018-12-24,-0.7303128371089537,-2.394407103144967,-0.0,1.0,-2.1458800099576796,-2.027466600282134,0.0
2018-12-26,-0.7111747851002865,-2.396152271796971,-0.0,1.0,-2.092672943102743,-1.9866557511256653,0.0
2018-12-27,-0.5606246172688304,-2.2614053888548686,-0.0,1.0,-1.9171769748928353,-1.9153398652786282,0.0
2018-12-28,-0.5537506704467091,-2.2730058999310403,-0.0,1.0,-1.9199295073174472,-1.9156386483794348,0.0
