Date,BFIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23802295360978862,-0.3789415579935141,-0.046574208238459945,-0.3574829227903126,-0.27893925803261344,0.0
2018-09-25,1.0,-0.2424912984348708,-0.37832791646497477,-0.05177143120577185,-0.3565221400087592,-0.2759375792361063,0.0
2018-09-26,1.0,-0.24323264929674893,-0.3793405579893936,-0.05330873875951119,-0.35623703020521097,-0.2736223195757436,0.0
2018-09-27,1.0,-0.24573048468505845,-0.37364308926225537,-0.05499089631012469,-0.3566111226347692,-0.27373297379520156,0.0
2018-09-28,1.0,-0.2426824749907373,-0.3815765098184513,-0.055414042237865876,-0.3593692108188218,-0.2766302334197851,0.0
2018-10-01,1.0,-0.2426410986822298,-0.38173649227633805,-0.05555941545658769,-0.3593181870816832,-0.2767085851918757,0.0
2018-10-02,1.0,-0.2429772353581436,-0.37838401148653344,-0.05690002547416688,-0.35997313633310946,-0.2775989439799912,0.0
2018-10-03,1.0,-0.24367330843636195,-0.38289531674050703,-0.05747952958641646,-0.35944422537171483,-0.2760780311289462,0.0
2018-10-04,1.0,-0.24518896359842335,-0.37994435427776485,-0.05784836540690934,-0.3613494087642012,-0.2742406677486668,0.0
2018-10-05,1.0,-0.2516505307360317,-0.38835880088650415,-0.058742563863291734,-0.3621369415607139,-0.27204012597690425,0.0
2018-10-08,1.0,-0.2506112754115921,-0.3863027734438675,-0.05698251170155788,-0.3633886780150432,-0.2713829960645507,0.0
2018-10-09,1.0,-0.25223713646532436,-0.38672166293810584,-0.06005313199105146,-0.3621597688292319,-0.2691787844891872,0.0
2018-10-10,1.0,-0.25216702395377016,-0.3867788237487184,-0.059837822723459784,-0.3621959176064871,-0.26915369559138785,0.0
2018-10-11,1.0,-0.23933188422377302,-0.38082599244937654,-0.04342752545475346,-0.35675551996339094,-0.26768104335888343,0.0
2018-10-12,1.0,-0.2431448787214323,-0.37436987137464117,-0.042520966611659924,-0.3462938264348848,-0.2542215792210141,0.0
2018-10-15,1.0,-0.23959203014644492,-0.37917729088160296,-0.037367150303495265,-0.34609743439312224,-0.2542139585260735,0.0
2018-10-16,1.0,-0.23877329963442706,-0.38254276300943274,-0.03486482827097531,-0.34623369589745906,-0.2541860360157061,0.0
2018-10-17,1.0,-0.2307589554066389,-0.3625130796802992,-0.02776231716276688,-0.34550392946991115,-0.25981254313511587,0.0
2018-10-18,1.0,-0.23036684177722377,-0.36187783812661384,-0.02802510907310124,-0.34596206927254924,-0.2597497996616508,0.0
2018-10-19,1.0,-0.22387927796557744,-0.35399129493382825,-0.021806853582554516,-0.34970504407768277,-0.260025187247299,0.0
2018-10-22,1.0,-0.22372027230129962,-0.354809477499779,-0.022853859075236495,-0.3491070639200778,-0.2597250464149943,0.0
2018-10-23,1.0,-0.223754586040755,-0.3547716925253061,-0.023007558679220264,-0.34898112540335063,-0.25964726163638774,0.0
2018-10-24,1.0,-0.22348493223374383,-0.3560989630546773,-0.023082535541356208,-0.3492670631674368,-0.25905945300581484,0.0
2018-10-25,1.0,-0.20520654044750433,-0.32848537005163514,-0.020697074010327023,-0.3564543889845095,-0.24059810671256454,0.0
2018-10-26,1.0,-0.19746175540552088,-0.3244380822151953,-0.007072045124348346,-0.3681736603709085,-0.23942398085633707,0.0
2018-10-29,1.0,-0.1885901471964605,-0.330553901131626,-0.0,-0.36441759550753,-0.2435548370628776,0.0
2018-10-30,1.0,-0.1866533398549646,-0.3304765752929418,-0.0,-0.36441741275546014,-0.24507156072560238,0.0
2018-10-31,1.0,-0.1899940818397024,-0.31782634426783907,-0.0,-0.36354413256679063,-0.24224298275279,0.0
2018-11-01,1.0,-0.19623650211086832,-0.31281159174321654,-0.0050915416763900965,-0.36440588073063623,-0.2429301822347625,0.0
2018-11-02,1.0,-0.1965701445711621,-0.31112477212023576,-0.005023953872896087,-0.3645652266078772,-0.24250646542587018,0.0
2018-11-05,1.0,-0.19497361785086137,-0.315377932232841,-0.00504333453412727,-0.36481532495602975,-0.23881672352779132,0.0
2018-11-06,1.0,-0.19698285908002627,-0.31679979659724133,-0.00419518189715448,-0.3637095578108778,-0.23711252833866558,0.0
2018-11-07,1.0,-0.19549477071600968,-0.3164457805817843,-0.006605411356226447,-0.36215438031926156,-0.23639751026802727,0.0
2018-11-08,1.0,-0.18184111501187747,-0.3191364123694002,-0.0,-0.3591204355777923,-0.24213248123778092,0.0
2018-11-09,1.0,-0.18160223665678668,-0.3191019738916566,-0.0,-0.3593365705997351,-0.24208025898131214,0.0
2018-11-12,1.0,-0.18152879581151832,-0.3094869109947644,-0.0,-0.3630366492146597,-0.24016753926701573,0.0
2018-11-13,1.0,-0.16962524654832345,-0.3055953493200456,-0.0,-0.3644347555278729,-0.23652029481988993,0.0
2018-11-14,1.0,-0.16987751712684243,-0.30533527091550755,-0.0,-0.3644176873572763,-0.2363504255760847,0.0
2018-11-15,1.0,-0.17025497525424438,-0.31338359053605364,-0.0,-0.37649048802388957,-0.22812036669659824,0.0
2018-11-16,1.0,-0.16798983142672583,-0.30809943531078743,-0.0,-0.37590381529870187,-0.2317309495530412,0.0
2018-11-19,1.0,-0.16835437763053715,-0.3079551610617994,-0.0,-0.37565112305704884,-0.23163312080676754,0.0
2018-11-20,1.0,-0.16887851830246461,-0.30827725577616194,-0.0,-0.3763203400070835,-0.2299214566970145,0.0
2018-11-21,1.0,-0.16611907502354298,-0.31129015381395836,-0.0,-0.3795542534268076,-0.23574343413204982,0.0
2018-11-23,1.0,-0.16516332982086407,-0.3257112750263435,-0.0,-0.37869336143308746,-0.23789251844046364,0.0
2018-11-26,1.0,-0.1643965589946867,-0.3309015771274353,-0.0,-0.3771190014337522,-0.23606308509741084,0.0
2018-11-27,1.0,-0.16023514591643923,-0.33193365525929036,-0.0,-0.37440688641612424,-0.2329414234726013,0.0
2018-11-28,1.0,-0.15896002354029173,-0.3382866030518307,-0.0,-0.3724620622977006,-0.23210307284879567,0.0
2018-11-29,1.0,-0.15533167165867248,-0.33579791801939546,-0.0,-0.3710491590390214,-0.23236914312045742,0.0
2018-11-30,1.0,-0.1553764003769239,-0.335818238927861,-0.0,-0.3713747251596692,-0.23145220395770078,0.0
