Date,IWF,IWM,MTUM,PLD,SPY,VLUE,VXX
2018-09-24,-0.30422504616053003,-0.4566634082763115,-0.024709460193331163,1.0,-0.5111328337134788,-0.41859454762680565,0.0
2018-09-25,-0.3030889609858502,-0.4623899233894054,-0.020311349818697345,1.0,-0.5159628125085198,-0.42460263365958717,0.0
2018-09-26,-0.3033533260632497,-0.46270447110141766,-0.02093784078516903,1.0,-0.5157851690294438,-0.42352780806979273,0.0
2018-09-27,-0.30370915433461426,-0.461341400267081,-0.021366473169269342,1.0,-0.5155751778268335,-0.4233505028207015,0.0
2018-09-28,-0.30480423165012543,-0.4609281273857564,-0.021512705856691024,1.0,-0.5157596248227724,-0.4235739993456211,0.0
2018-10-01,-0.30461251576811277,-0.4696155322766413,-0.022102780672407174,1.0,-0.5182910108045852,-0.4276586409257939,0.0
2018-10-02,-0.3044457258972458,-0.47793612873108715,-0.020073042809676797,1.0,-0.5171211247494302,-0.42639426641403744,0.0
2018-10-03,-0.30528892433785304,-0.48331912318820647,-0.020875161583101844,1.0,-0.5164058417448225,-0.42448912236310127,0.0
2018-10-04,-0.3091059147180193,-0.4778541953232462,-0.021458046767537826,1.0,-0.5214855570839065,-0.4211279229711142,0.0
2018-10-05,-0.30264996848537995,-0.47296593680633575,-0.013674604697048585,1.0,-0.5259653065139349,-0.4251459263928092,0.0
2018-10-08,-0.3014800426777556,-0.47071375810466987,-0.011572237572839438,1.0,-0.5274806445435395,-0.42450688042021173,0.0
2018-10-09,-0.29886067261496224,-0.4748112560054907,-0.0010157858613589568,1.0,-0.5358133150308854,-0.43486616334934797,0.0
2018-10-10,-0.3027184679727053,-0.4744662117543474,-0.004099713845476557,1.0,-0.5393462469733656,-0.4308551617873652,0.0
2018-10-11,-0.26402790822487593,-0.46139809472695564,-0.0,1.0,-0.5261505434053402,-0.43193344961760366,0.0
2018-10-12,-0.2590994877325425,-0.4657859261256403,-0.0,1.0,-0.5338096521973578,-0.43744944729037477,0.0
2018-10-15,-0.234579539945052,-0.48984539136992944,-0.0,1.0,-0.5302483434789635,-0.4388299305069224,0.0
2018-10-16,-0.22877950101146324,-0.5011193526635199,-0.0,1.0,-0.5293863789615644,-0.43792312879298717,0.0
2018-10-17,-0.21501343335195383,-0.4753012528928258,-0.0,1.0,-0.5264011917112229,-0.44335381586997585,0.0
2018-10-18,-0.21685654064726131,-0.4808302873455884,-0.0,1.0,-0.525412875857101,-0.44494543902243805,0.0
2018-10-19,-0.2026249502850325,-0.4701047328649079,-0.0,1.0,-0.531592204693093,-0.44716956118255335,0.0
2018-10-22,-0.20246749801008226,-0.46144866012204827,-0.0,1.0,-0.5370124701512338,-0.4522685062350756,0.0
2018-10-23,-0.20229250689874761,-0.4614996815962641,-0.0,1.0,-0.5372001698153258,-0.4523721078327319,0.0
2018-10-24,-0.2014294824104581,-0.45690296524604107,-0.0,1.0,-0.5408385588266554,-0.45788606653204383,0.0
2018-10-25,-0.16782119984315774,-0.42598353156450136,-0.0,1.0,-0.5773624362828389,-0.4428702130440465,0.0
2018-10-26,-0.15650417033621716,-0.41703362171683156,-0.0,1.0,-0.5801429829560172,-0.43659016733150285,0.0
2018-10-29,-0.1533226374081358,-0.4167529241279371,-0.0,1.0,-0.5812545285167167,-0.43639374805920716,0.0
2018-10-30,-0.13545558322955584,-0.4200913242009133,-0.0,1.0,-0.5848640514736405,-0.4540265670402656,0.0
2018-10-31,-0.13904211991545085,-0.4049853070062381,-0.0,1.0,-0.5833634067123782,-0.4503273702118884,0.0
2018-11-01,-0.11150818313652372,-0.43357675574891236,-0.0,1.0,-0.5882794696498861,-0.45626165320074585,0.0
2018-11-02,-0.11551537629423582,-0.4137948797197754,-0.0,1.0,-0.5937258538093031,-0.45255756451862156,0.0
2018-11-05,-0.1150280681876706,-0.414997167430602,-0.0,1.0,-0.5937065458103723,-0.45135705824792705,0.0
2018-11-06,-0.11358540168561045,-0.41408283718652544,-0.0,1.0,-0.5955565865099616,-0.4541354158612335,0.0
2018-11-07,-0.11387964610900463,-0.4144806417498517,-0.0,1.0,-0.596404343676649,-0.45461580128453144,0.0
2018-11-08,-0.10267056230457737,-0.4128351017479112,-0.0,1.0,-0.5919831872469116,-0.4554051976011071,0.0
2018-11-09,-0.10240639655570079,-0.41280336229209913,-0.0,1.0,-0.5922708285282284,-0.45524204915302013,0.0
2018-11-12,-0.10229741125961515,-0.39761314558789707,-0.0,1.0,-0.6014924228872249,-0.4540901075873348,0.0
2018-11-13,-0.080420999239158,-0.3939893482120213,-0.0,1.0,-0.608597514582805,-0.4531321328937357,0.0
2018-11-14,-0.08039563783920872,-0.3940147096119706,-0.0,1.0,-0.608597514582805,-0.4531321328937357,0.0
2018-11-15,-0.0797244593020311,-0.3943929493997873,-0.0,1.0,-0.6111533201641088,-0.4472471255634909,0.0
2018-11-16,-0.07497782845559357,-0.3864690231851007,-0.0,1.0,-0.6138857215254023,-0.4585582161408843,0.0
2018-11-19,-0.07353127614797536,-0.38745911407490047,-0.0,1.0,-0.6152792920712999,-0.4593169198001978,0.0
2018-11-20,-0.035839580020696093,-0.3811615052623608,-0.0,1.0,-0.62446682314934,-0.48244617753211677,0.0
2018-11-21,-0.03688945693306268,-0.37606195022930605,-0.0,1.0,-0.6235370774127259,-0.469588752725359,0.0
2018-11-23,-0.03765177118537989,-0.37023407184879203,-0.0,1.0,-0.6255851796219802,-0.4699962448366503,0.0
2018-11-26,-0.03708894339056009,-0.3730667200560589,-0.0,1.0,-0.6240802842985135,-0.46839181140197206,0.0
2018-11-27,-0.027291567829408975,-0.3802841519139054,-0.0,1.0,-0.623211565831856,-0.46617893080975803,0.0
2018-11-28,-0.028369502784506655,-0.37739430112628924,-0.0,1.0,-0.6244786854131809,-0.4670728966361162,0.0
