Date,IWF,IWM,KMB,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2491777317578268,-0.6099707637958338,1.0,-0.0,-0.6034230722377879,-0.5828663661834572,0.0
2018-09-25,-0.2465606520207127,-0.6177651132150627,1.0,-0.0,-0.6092778135245274,-0.590372889665104,0.0
2018-09-26,-0.24514227829450225,-0.6178285293305092,1.0,-0.0,-0.6109525125088253,-0.5957577431930503,0.0
2018-09-27,-0.2499693063228975,-0.6102516881522406,1.0,-0.0,-0.6124923265807244,-0.5966850828729282,0.0
2018-09-28,-0.24896405660087786,-0.6114061205070751,1.0,-0.0,-0.612388348322539,-0.596703397894349,0.0
2018-10-01,-0.24879457019133316,-0.6128190166149688,1.0,-0.0,-0.6123890543902214,-0.5971561069991708,0.0
2018-10-02,-0.250168887797089,-0.6082110176257446,1.0,-0.0,-0.6137075477491863,-0.5985997666277713,0.0
2018-10-03,-0.2497387669801463,-0.5977626160181941,1.0,-0.0,-0.6188456573852111,-0.6069826049542074,0.0
2018-10-04,-0.2599697278596361,-0.5919747938096562,1.0,-0.0,-0.6331510826923671,-0.6038983103203287,0.0
2018-10-05,-0.24334378650925415,-0.5821189202484167,1.0,-0.0,-0.6381049006948288,-0.6108958986656828,0.0
2018-10-08,-0.24004183199532464,-0.5794654117068069,1.0,-0.0,-0.6447048691212205,-0.6116698963427764,0.0
2018-10-09,-0.2359640482639744,-0.5796909628170401,1.0,-0.0,-0.6469465648854962,-0.6154580152671756,0.0
2018-10-10,-0.23675466125161532,-0.5787336163928374,1.0,-0.0,-0.647529382807212,-0.6137160790105225,0.0
2018-10-11,-0.16958750596089653,-0.5615462565569862,1.0,-0.0,-0.627116118264187,-0.6222281831187412,0.0
2018-10-12,-0.16303246946678582,-0.5619600834078047,1.0,-0.0,-0.6297289246350909,-0.6241286863270777,0.0
2018-10-15,-0.15048428308277378,-0.56979024303286,1.0,-0.0,-0.6271020262641869,-0.6236853051280528,0.0
2018-10-16,-0.14381420276909337,-0.5840404942682745,1.0,-0.0,-0.6266190263510496,-0.6230460026797677,0.0
2018-10-17,-0.12215934082045568,-0.5467554174119579,1.0,-0.0,-0.6262792129724657,-0.6370993754215172,0.0
2018-10-18,-0.12308053671569923,-0.5496638186676062,1.0,-0.0,-0.6255321647728941,-0.6378343462814527,0.0
2018-10-19,-0.10405602567843594,-0.5372629121680771,1.0,-0.0,-0.6337321272249782,-0.6429530201342282,0.0
2018-10-22,-0.10421227778264297,-0.5287386519543451,1.0,-0.0,-0.6387015792392796,-0.6474589135067286,0.0
2018-10-23,-0.09789651193751665,-0.5413745155468774,1.0,-0.0,-0.6573770006804533,-0.6618443241324221,0.0
2018-10-24,-0.09697329376854599,-0.5470623145400593,1.0,-0.0,-0.6600890207715133,-0.6632344213649851,0.0
2018-10-25,-0.05789382272911481,-0.5061656921206507,1.0,-0.0,-0.6887628090082789,-0.6418688125976958,0.0
2018-10-26,-0.03862599362929377,-0.49611157344965134,1.0,-0.0,-0.6997159009383878,-0.6352053261399834,0.0
2018-10-29,-0.030675022176438606,-0.4959510115317481,1.0,-0.0,-0.6986865825392737,-0.6361633330471858,0.0
2018-10-30,-0.0246560453076285,-0.49589542633219874,1.0,-0.0,-0.6988072423557679,-0.6409713680958783,0.0
2018-10-31,-0.02458168017940314,-0.5038813179230637,1.0,-0.0,-0.701972284514979,-0.6446150307630383,0.0
2018-11-01,-0.0,-0.5318534768928788,1.0,-0.0,-0.7053084317178073,-0.649424126086078,0.0
2018-11-02,-0.0,-0.5186408547794118,1.0,-0.0,-0.7074620863970588,-0.6461397058823529,0.0
2018-11-05,-0.0,-0.522063678906721,1.0,-0.0,-0.7068416066147971,-0.6421004277798512,0.0
2018-11-06,-0.0,-0.520794412669215,1.0,-0.0,-0.708475842841951,-0.6448423533469376,0.0
2018-11-07,-0.0,-0.5206777713957496,1.0,-0.0,-0.707007466973004,-0.6442561746122918,0.0
2018-11-08,-0.0,-0.5145899165883793,1.0,-0.0,-0.6896973837788596,-0.6424972243573319,0.0
2018-11-09,-0.0,-0.5145028607213002,1.0,-0.0,-0.689732714696422,-0.6422532805784065,0.0
2018-11-12,-0.0,-0.49668647166361973,1.0,-0.0,-0.7126942413162706,-0.6471377970749543,0.0
2018-11-13,-0.0,-0.4868977656644807,1.0,-0.0,-0.7110694716520456,-0.6410867898816115,0.0
2018-11-14,-0.0,-0.4867711349571339,1.0,-0.0,-0.7110656901152557,-0.6410038040084028,0.0
2018-11-15,-0.0,-0.49015988413370065,1.0,-0.0,-0.7180018743077841,-0.6316985204327947,0.0
2018-11-16,-0.0,-0.48093592431023735,1.0,-0.0,-0.7155685230298566,-0.6361679224973089,0.0
2018-11-19,-0.0,-0.4809642513172058,1.0,-0.0,-0.7155685230298566,-0.6361679224973089,0.0
2018-11-20,-0.0,-0.46534597743197226,1.0,-0.0,-0.7067281987787376,-0.641922503306413,0.0
2018-11-21,-0.0,-0.4655191715645116,1.0,-0.0,-0.716484746711447,-0.6167646235656311,0.0
2018-11-23,-0.0,-0.45234764116626563,1.0,-0.0,-0.7254742850747105,-0.6203201074486542,0.0
2018-11-26,-0.0,-0.4682119950489479,1.0,-0.0,-0.7255541802633059,-0.6193034769888601,0.0
2018-11-27,-0.0,-0.46825063666638683,1.0,-0.0,-0.7178518456328884,-0.6124310861108779,0.0
2018-11-28,-0.0,-0.45776390529216576,1.0,-0.0,-0.7320454417636804,-0.6221809796974299,0.0
2018-11-29,-0.0,-0.44242745831820596,1.0,-0.0,-0.7227637054207278,-0.6275588572066914,0.0
2018-11-30,-0.0,-0.44395997540387955,1.0,-0.0,-0.7259489071496451,-0.6251048130135838,0.0
2018-12-03,-0.0,-0.4436531210724759,1.0,-0.0,-0.7250104733975702,-0.6242424242424243,0.0
2018-12-04,-0.0,-0.45479766842282254,1.0,-0.0,-0.7220883309046071,-0.6254904158726601,0.0
2018-12-06,-0.0,-0.39410180373806347,1.0,-0.0,-0.7249231438909595,-0.6015452838915036,0.0
2018-12-07,-0.0,-0.39667439007768845,1.0,-0.0,-0.7300258961428376,-0.5992094861660079,0.0
2018-12-10,-0.0,-0.39612756879371336,1.0,-0.0,-0.7255812697469688,-0.5787313332073128,0.0
2018-12-11,-0.0,-0.3960302457466919,1.0,-0.0,-0.7279503105590063,-0.5765595463137996,0.0
2018-12-12,-0.0,-0.39954455499227376,1.0,-0.0,-0.7348659419307615,-0.5765445821020956,0.0
2018-12-13,-0.0,-0.39586900394075286,1.0,-0.0,-0.7459980975676044,-0.5758934637858405,0.0
2018-12-14,-0.0,-0.37500690874924,1.0,-0.0,-0.794478527607362,-0.5940142596584315,0.0
2018-12-17,-0.0,-0.36968480114417734,1.0,-0.0,-0.7812035865559162,-0.5995379283788987,0.0
2018-12-18,-0.0,-0.3642966779958338,1.0,-0.0,-0.7788071483389979,-0.5977962942659796,0.0
2018-12-19,-0.0,-0.36477556280676743,1.0,-0.0,-0.7792920014258685,-0.5979873317063807,0.0
2018-12-20,-0.0,-0.35178059762586983,1.0,-0.0,-0.7845272206303726,-0.5925774321189794,0.0
2018-12-21,-0.0,-0.35080338725436977,1.0,-0.0,-0.7880794701986755,-0.5752632721745738,0.0
2018-12-24,-0.0,-0.32217290099063495,1.0,-0.0,-0.7814919071076706,-0.602988144860066,0.0
2018-12-26,-0.0,-0.33770427360026956,1.0,-0.0,-0.8319761891391025,-0.6382040770483517,0.0
2018-12-27,-0.0,-0.3047734956051386,1.0,-0.0,-0.7704124408384043,-0.6293711967545639,0.0
2018-12-28,-0.0,-0.304498551038648,1.0,-0.0,-0.7723099423123799,-0.6315304823551716,0.0
2018-12-31,-0.0,-0.305712815234174,1.0,-0.0,-0.771893707506027,-0.6311726304954357,0.0
2019-01-02,-0.0,-0.3046242930973834,1.0,-0.0,-0.7700570933787916,-0.6311659496171226,0.0
2019-01-03,-0.0,-0.30733733271804337,1.0,-0.0,-0.7918510274437418,-0.615326148918266,0.0
2019-01-04,-0.0,-0.3065990669075807,1.0,-0.0,-0.774817291874545,-0.6153825409239233,0.0
2019-01-07,-0.0,-0.2793064256072741,1.0,-0.0,-0.7669759204926915,-0.5969127481299394,0.0
2019-01-08,-0.0,-0.27602502838133963,1.0,-0.0,-0.7682762626395966,-0.5958497241069779,0.0
2019-01-09,-0.0,-0.27470642564982184,1.0,-0.0,-0.7678585565378019,-0.5963319699168755,0.0
