Date,FLR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5561890838206628,-1.1583333333333334,-0.16627680311890838,-0.9850877192982456,-1.0074074074074073,0.0
2018-09-25,1.0,-0.557108762359359,-1.1565437630899615,-0.16828210998003018,-0.9835857970873314,-1.0052116311918562,0.0
2018-09-26,1.0,-0.556854720841859,-1.1565818961317353,-0.1671538536490305,-0.9842638604696482,-1.0070642112442756,0.0
2018-09-27,1.0,-0.5582753418657842,-1.1500802958781449,-0.16871867244148134,-0.9833568543481435,-1.0059856927344395,0.0
2018-09-28,1.0,-0.5575126508369015,-1.1503016738030363,-0.16927792915531334,-0.9829700272479563,-1.0056928766056832,0.0
2018-10-01,1.0,-0.5587190344089161,-1.149364870784056,-0.16931912201294594,-0.9837445855842701,-1.0057429308414854,0.0
2018-10-02,1.0,-0.561176298748722,-1.1335994936462341,-0.17551974292808803,-0.9880714737815863,-1.0104192024928185,0.0
2018-10-03,1.0,-0.5664558513506888,-1.1204588910133841,-0.17291758591949796,-1.0073049958327205,-1.0355934696278863,0.0
2018-10-04,1.0,-0.5742904841402336,-1.112589610134538,-0.1743101247176667,-1.0176765196896789,-1.031277619562015,0.0
2018-10-05,1.0,-0.5567448680351906,-1.1027859237536657,-0.15562072336265884,-1.0278592375366569,-1.044574780058651,0.0
2018-10-08,1.0,-0.553632374451487,-1.0976596782057533,-0.15065821550463188,-1.0305704534373477,-1.0431496830814238,0.0
2018-10-09,1.0,-0.5512495119094104,-1.100107379929715,-0.14271768840296759,-1.0362163217493165,-1.0506149941429128,0.0
2018-10-10,1.0,-0.551120003904153,-1.0999951198086964,-0.14230637841003366,-1.0364062271241032,-1.0503635742521107,0.0
2018-10-11,1.0,-0.48379204892966365,-1.0818160432839332,-0.05923312161844273,-1.0163726182074806,-1.0635615149376618,0.0
2018-10-12,1.0,-0.5415447324414716,-1.2372491638795986,-0.06824832775919733,-1.1664924749163879,-1.2122178093645486,0.0
2018-10-15,1.0,-0.5181206653804037,-1.2739740313917713,-0.033790478176982844,-1.1684830786880118,-1.2201595661469469,0.0
2018-10-16,1.0,-0.5235081847183725,-1.2675069295538937,-0.04230950264107526,-1.1723236232414622,-1.2242037550337326,0.0
2018-10-17,1.0,-0.49787408431945085,-1.2137185595000257,-0.02172019876030941,-1.161672045489473,-1.2277034987961684,0.0
2018-10-18,1.0,-0.4969780782626511,-1.2123028068018848,-0.02212661339889367,-1.162722802704364,-1.227719729563614,0.0
2018-10-19,1.0,-0.47714416755847733,-1.199867502420629,-0.0,-1.1791265351882996,-1.2399225398766753,0.0
2018-10-22,1.0,-0.4772090654443596,-1.191494779730074,-0.0,-1.1819200407435702,-1.2423733129615482,0.0
2018-10-23,1.0,-0.4780284128519782,-1.1912521004124446,-0.0,-1.1809155252304087,-1.2417129181730229,0.0
2018-10-24,1.0,-0.4751451563614139,-1.192777834368952,-0.0,-1.1822858307018438,-1.243047774269125,0.0
2018-10-25,1.0,-0.41943069913282055,-1.1170937239723677,-0.0,-1.170839253343785,-1.1919553182107687,0.0
2018-10-26,1.0,-0.39534771254473355,-1.0949801721636523,-0.0,-1.1702775897088695,-1.1754521713898831,0.0
2018-10-29,1.0,-0.3578682657897282,-1.1213850469097593,-0.0,-1.1613792436405843,-1.1953767288906085,0.0
2018-10-30,1.0,-0.3578199052132702,-1.1213850469097593,-0.0,-1.1614276042170424,-1.1953767288906085,0.0
2018-10-31,1.0,-0.35925588531428293,-1.095315721340557,-0.0,-1.1543366735388598,-1.1856451071582683,0.0
2018-11-01,1.0,-0.3275555768953762,-1.1264224324194554,-0.0,-1.1570077303500264,-1.1904739040668362,0.0
2018-11-02,1.0,-0.3310134426542092,-1.0933835446658404,-0.0,-1.16073982267137,-1.1817141767566022,0.0
2018-11-05,1.0,-0.3235900138962097,-1.1324931716900666,-0.0,-1.1704921174948488,-1.165221141405913,0.0
2018-11-06,1.0,-0.32088978572114923,-1.1315941193427501,-0.0,-1.1776208321322188,-1.1743538003267033,0.0
2018-11-07,1.0,-0.32023820958601484,-1.1313034290654116,-0.0,-1.1770723273460764,-1.173998655268466,0.0
2018-11-08,1.0,-0.28415300546448086,-1.1279638869090045,-0.0,-1.1626514611546686,-1.1769066286528866,0.0
2018-11-09,1.0,-0.2857550535077289,-1.1292746730083234,-0.0,-1.1629964328180737,-1.178216409036861,0.0
2018-11-12,1.0,-0.28300724809323036,-1.1166800890615378,-0.0,-1.163532142687953,-1.174048983845753,0.0
2018-11-13,1.0,-0.25070356472795496,-1.1075515947467167,-0.0,-1.1628986866791746,-1.1692776735459662,0.0
2018-11-14,1.0,-0.25044563279857396,-1.1078431372549018,-0.0,-1.1630546955624355,-1.169528098320668,0.0
2018-11-15,1.0,-0.24960135071756873,-1.111762498827502,-0.0,-1.170387393302692,-1.1582403151674328,0.0
2018-11-16,1.0,-0.24724092779648335,-1.1032547699214366,-0.0,-1.1668069584736251,-1.1590909090909092,0.0
2018-11-19,1.0,-0.25620338665040576,-1.1054927529433838,-0.0,-1.1674093531591538,-1.1615460387447816,0.0
2018-11-20,1.0,-0.21062433074165465,-1.093579775594767,-0.0,-1.1702593230597327,-1.1812933563015038,0.0
2018-11-21,1.0,-0.206756319608115,-1.0851240815194787,-0.0,-1.1652109616895419,-1.164148065991959,0.0
2018-11-23,1.0,-0.20793724042455008,-1.0724503922473465,-0.0,-1.169450853714813,-1.1648361790493769,0.0
2018-11-26,1.0,-0.20943038267548936,-1.0712137337467031,-0.0,-1.1757901068900096,-1.1707926518902412,0.0
2018-11-27,1.0,-0.19847222861350144,-1.0703603147577194,-0.0,-1.1688831623027012,-1.1640053379964106,0.0
2018-11-28,1.0,-0.1977531193885538,-1.0770293291588011,-0.0,-1.1666743404392468,-1.162852801694369,0.0
2018-11-29,1.0,-0.16422727272727275,-1.0588181818181819,-0.0,-1.158409090909091,-1.1639545454545455,0.0
2018-11-30,1.0,-0.16315023644961804,-1.0593852309930882,-0.0,-1.1589214259730811,-1.165605674790833,0.0
