Date,EGBN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15608284966427677,-0.7209514054853762,-0.0934334812791624,-0.4281609195402299,-0.44651189256856716,0.0
2018-09-25,1.0,-0.15510274267044966,-0.7309202418823258,-0.0864070157338148,-0.4367638208236609,-0.4567391740463703,0.0
2018-09-26,1.0,-0.15524158881183014,-0.731157219006133,-0.08683441279303034,-0.43660801283888356,-0.4559809709405629,0.0
2018-09-27,1.0,-0.1548192771084337,-0.733907056798623,-0.08625932300631095,-0.4371199082042455,-0.45651176133103843,0.0
2018-09-28,1.0,-0.15398737808376362,-0.7345094664371772,-0.08663224325874928,-0.43700516351118757,-0.4564830751577739,0.0
2018-10-01,1.0,-0.15553960964408728,-0.733467278989667,-0.0863662456946039,-0.4381171067738232,-0.4567451205510907,0.0
2018-10-02,1.0,-0.15643564356435646,-0.7268761658774574,-0.08873583010474961,-0.43948916630793516,-0.4582866982350409,0.0
2018-10-03,1.0,-0.15670120848523122,-0.7275884835089128,-0.08901455349197691,-0.4393030398714011,-0.45790395269397477,0.0
2018-10-04,1.0,-0.1560483636575016,-0.7496657559727955,-0.08780445271173633,-0.43971981631110857,-0.47326047782363545,0.0
2018-10-05,1.0,-0.14663809578965656,-0.7472346093704755,-0.08047141947066659,-0.44315746800254824,-0.47819540163317314,0.0
2018-10-08,1.0,-0.1451286498988147,-0.7452153801676785,-0.07831743278404163,-0.44469499855449557,-0.4776525007227523,0.0
2018-10-09,1.0,-0.1454550711229328,-0.7454608534751938,-0.07927604949693536,-0.44414247715970856,-0.4768127674337921,0.0
2018-10-10,1.0,-0.14575144508670523,-0.7448843930635839,-0.07985549132947976,-0.44430635838150295,-0.47540462427745667,0.0
2018-10-11,1.0,-0.0983360263060918,-0.7625081497859796,-0.014570399977322335,-0.4475437253734728,-0.5117782124330301,0.0
2018-10-12,1.0,-0.09694350108058043,-0.7605040837519997,-0.011816217126498078,-0.436694827247467,-0.5007437761374162,0.0
2018-10-15,1.0,-0.06590960324616772,-0.8052299368800723,-0.0,-0.4375563570784491,-0.5091580252479712,0.0
2018-10-16,1.0,-0.05807673820227896,-0.8229988407272316,-0.0,-0.4375547827070433,-0.5088641954364238,0.0
2018-10-17,1.0,-0.04039136979427998,-0.7932207169537826,-0.0,-0.43552433517310585,-0.5183977253721358,0.0
2018-10-18,1.0,-0.039536050855963865,-0.7916968716890649,-0.0,-0.4379356493615123,-0.5189873417721519,0.0
2018-10-19,1.0,-0.020406980114789263,-0.8160762942779292,-0.0,-0.49466635746999826,-0.5675401472549133,0.0
2018-10-22,1.0,-0.020662474280580753,-0.8092850725939665,-0.0,-0.4977540788825456,-0.5702321268148491,0.0
2018-10-23,1.0,-0.013538968683776784,-0.8233458912173298,-0.0,-0.5194843418883918,-0.5868848599011066,0.0
2018-10-24,1.0,-0.010876594743959082,-0.8212710917749427,-0.0,-0.519519078135105,-0.587953436416015,0.0
2018-10-25,1.0,-0.0,-0.7927806334893605,-0.0,-0.5128507021221607,-0.5660339430835942,0.0
2018-10-26,1.0,-0.0,-0.7838493365672707,-0.0,-0.5104009131117135,-0.5592523897845627,0.0
2018-10-29,1.0,-0.0,-0.7851133973739556,-0.0,-0.4992894901381231,-0.5576365599954527,0.0
2018-10-30,1.0,-0.0,-0.7853671088746569,-0.0,-0.4963689387008234,-0.5773673376029277,0.0
2018-10-31,1.0,-0.0,-0.7707777083451685,-0.0,-0.49554053286371647,-0.5741066863602795,0.0
2018-11-01,1.0,-0.0,-0.7881609293585035,-0.0,-0.48816947125651317,-0.5709689359642379,0.0
2018-11-02,1.0,-0.0,-0.7669743473582876,-0.0,-0.49629084319610395,-0.5681239028257545,0.0
2018-11-05,1.0,-0.0,-0.7701168945119017,-0.0,-0.49576858849169286,-0.5644618040814016,0.0
2018-11-06,1.0,-0.0,-0.7750134442840565,-0.0,-0.494608134499448,-0.5607257083014916,0.0
2018-11-07,1.0,-0.0,-0.774847927571085,-0.0,-0.4940161267506012,-0.5604187296647334,0.0
2018-11-08,1.0,-0.0,-0.7711702605570531,-0.0,-0.4771451033243487,-0.5594395777178797,0.0
2018-11-09,1.0,-0.0,-0.7719771724157319,-0.0,-0.479632284726322,-0.5596975063956593,0.0
2018-11-12,1.0,-0.0,-0.7660600622493902,-0.0,-0.48018955219695486,-0.5577769677256541,0.0
2018-11-13,1.0,-0.0,-0.7595471866047339,-0.0,-0.4719494896114371,-0.5499123856145522,0.0
2018-11-14,1.0,-0.0,-0.7603176814825137,-0.0,-0.47512888393479175,-0.5512052389577818,0.0
2018-11-15,1.0,-0.0,-0.7966840686133899,-0.0,-0.5215994492570708,-0.5501692387126385,0.0
2018-11-16,1.0,-0.0,-0.8053056516724336,-0.0,-0.5271049596309112,-0.5511245674740485,0.0
2018-11-19,1.0,-0.0,-0.8059089991055715,-0.0,-0.5278571222481895,-0.551458495628841,0.0
2018-11-20,1.0,-0.0,-0.7893677582588196,-0.0,-0.517840200109255,-0.5679250165320147,0.0
2018-11-21,1.0,-0.0,-0.7883474092672905,-0.0,-0.5206859164574298,-0.5441965304724948,0.0
2018-11-23,1.0,-0.0,-0.7694829470293898,-0.0,-0.5477080577442917,-0.5585207338816357,0.0
2018-11-26,1.0,-0.0,-0.771968150852281,-0.0,-0.5458334531029924,-0.556698956566731,0.0
2018-11-27,1.0,-0.0,-0.7746983082164097,-0.0,-0.5511576880882267,-0.5611467174779143,0.0
2018-11-28,1.0,-0.0,-0.7684107127379886,-0.0,-0.5562649871435588,-0.5644122150637044,0.0
2018-11-29,1.0,-0.0,-0.7587275178566307,-0.0,-0.5483778434353577,-0.5614296778635152,0.0
2018-11-30,1.0,-0.0,-0.763644214162349,-0.0,-0.5559009786989062,-0.5589810017271157,0.0
2018-12-03,1.0,-0.0,-0.763693901035673,-0.0,-0.5550632911392405,-0.5581127733026467,0.0
2018-12-04,1.0,-0.0,-0.7675453710085,-0.0,-0.5487020445669654,-0.5553354008729612,0.0
2018-12-06,1.0,-0.0,-0.7597991669994866,-0.0,-0.544160438181092,-0.54878187938609,0.0
2018-12-07,1.0,-0.0,-0.7599726074302346,-0.0,-0.5437995776978828,-0.5496204987730412,0.0
2018-12-10,1.0,-0.0,-0.7580165850621233,-0.0,-0.5357314691648035,-0.536467325163445,0.0
2018-12-11,1.0,-0.0,-0.7576701007585191,-0.0,-0.5382655949281104,-0.5343597871617797,0.0
2018-12-12,1.0,-0.0,-0.7576134948488621,-0.0,-0.5384637156119099,-0.5342182723876372,0.0
2018-12-13,1.0,-0.0,-0.7585240144993203,-0.0,-0.5383722247394653,-0.5350022655188038,0.0
2018-12-14,1.0,-0.0,-0.7589996318010592,-0.0,-0.538136913359957,-0.5351346758433172,0.0
2018-12-17,1.0,-0.0,-0.763207278930907,-0.0,-0.5470287176570942,-0.5330963889678703,0.0
2018-12-18,1.0,-0.0,-0.7531641993445587,-0.0,-0.539778506045881,-0.5322070290428297,0.0
2018-12-19,1.0,-0.0,-0.7533627218266079,-0.0,-0.5401548547530236,-0.5322990844354019,0.0
2018-12-20,1.0,-0.0,-0.7531157270029674,-0.0,-0.5403984739296313,-0.532542037586548,0.0
2018-12-21,1.0,-0.0,-0.7563496086050572,-0.0,-0.5450526552908712,-0.5143605338739652,0.0
2018-12-24,1.0,-0.0,-0.7420501623558392,-0.0,-0.5362221475758594,-0.5209662971671705,0.0
2018-12-26,1.0,-0.0,-0.7446317311971518,-0.0,-0.5237260792167334,-0.5131286159323543,0.0
2018-12-27,1.0,-0.0,-0.7256743474937206,-0.0,-0.49500382221251504,-0.5094736267336464,0.0
2018-12-28,1.0,-0.0,-0.7284112302529262,-0.0,-0.49324711467627075,-0.506807454094022,0.0
2018-12-31,1.0,-0.0,-0.7330346410228391,-0.0,-0.4928149928969512,-0.506092230357338,0.0
2019-01-02,1.0,-0.0,-0.7325105128065098,-0.0,-0.4901152312817433,-0.507973349352848,0.0
2019-01-03,1.0,-0.0,-0.7328233847834995,-0.0,-0.48856713563720805,-0.5105040295041662,0.0
2019-01-04,1.0,-0.0,-0.7344875383904547,-0.0,-0.47242682031908245,-0.5110211181474738,0.0
2019-01-07,1.0,-0.0,-0.714083112573921,-0.0,-0.4656016697439191,-0.49621364159374914,0.0
2019-01-08,1.0,-0.0,-0.7031437805496942,-0.0,-0.47349021074280834,-0.4943775207671145,0.0
2019-01-09,1.0,-0.0,-0.6985859124866596,-0.0,-0.47297225186766273,-0.49655816435432226,0.0
2019-01-10,1.0,-0.0,-0.6967466666666667,-0.0,-0.47432,-0.4956,0.0
2019-01-11,1.0,-0.0,-0.6925501509202127,-0.0,-0.4769345834335016,-0.5016427598365254,0.0
2019-01-14,1.0,-0.0,-0.6916682259228569,-0.0,-0.4787362005827163,-0.5026061853465559,0.0
