Date,IWF,IWM,MTUM,NP,SPY,VLUE,VXX
2018-09-24,-0.15991955030684338,-0.6692537775256563,-0.0,1.0,-0.35116806766025477,-0.3981744108091383,0.0
2018-09-25,-0.15805793131960413,-0.6717139092013127,-0.0,1.0,-0.35314332962972533,-0.40099739024831393,0.0
2018-09-26,-0.15650643265771014,-0.671533224612358,-0.0,1.0,-0.35453392353291396,-0.406021071160467,0.0
2018-09-27,-0.15467898045968018,-0.6860243667005819,-0.0,1.0,-0.3583783360726305,-0.40979885732175003,0.0
2018-09-28,-0.1514817150063052,-0.6977721731820093,-0.0,1.0,-0.3633617065994115,-0.41453867171080294,0.0
2018-10-01,-0.1512554226370448,-0.699303273300907,-0.0,1.0,-0.36348100433810965,-0.41514394636519,0.0
2018-10-02,-0.1525053893474946,-0.6950418003049582,-0.0,1.0,-0.364871970135128,-0.41653083758346915,0.0
2018-10-03,-0.15341492301618634,-0.6987235162521384,-0.0,1.0,-0.36454796683774177,-0.4152125279642058,0.0
2018-10-04,-0.154418922830005,-0.6969505617386271,-0.0,1.0,-0.3655116162812113,-0.4142394822006472,0.0
2018-10-05,-0.14798876964655874,-0.6967017396552175,-0.0,1.0,-0.3646716171184172,-0.4145522290152449,0.0
2018-10-08,-0.14760205687900094,-0.6969251757792003,-0.0,1.0,-0.3645450729352503,-0.41449784867247347,0.0
2018-10-09,-0.15140530601523508,-0.6986866298923037,-0.0,1.0,-0.36411872865773576,-0.41255581822957715,0.0
2018-10-10,-0.14980642102768046,-0.7022571044799705,-0.0,1.0,-0.3646922489399247,-0.4169717401037688,0.0
2018-10-11,-0.11380669087537665,-0.6973911251899353,-0.0,1.0,-0.3478585593242164,-0.4163383038450642,0.0
2018-10-12,-0.11248788944979858,-0.6953240528274948,-0.0,1.0,-0.33644383254296056,-0.40535923716281674,0.0
2018-10-15,-0.09075172466461319,-0.7165185958302573,-0.0,1.0,-0.3321793142071634,-0.4062062469770638,0.0
2018-10-16,-0.08488449181498292,-0.7281095415370494,-0.0,1.0,-0.3315059411494722,-0.4053750828701107,0.0
2018-10-17,-0.07187240572564213,-0.7050640235465775,-0.0,1.0,-0.3282181580337602,-0.4105053960906644,0.0
2018-10-18,-0.0713854512526411,-0.7043213602978166,-0.0,1.0,-0.32903209578428416,-0.4106046886004628,0.0
2018-10-19,-0.05835643119334781,-0.6980298149674133,-0.0,1.0,-0.32983744100681706,-0.4108672310035708,0.0
2018-10-22,-0.0583968988370639,-0.6881080405151933,-0.0,1.0,-0.3371014130298862,-0.41733149931224206,0.0
2018-10-23,-0.0654767873257796,-0.6906146595808684,-0.0,1.0,-0.3341020756041312,-0.4165747518299408,0.0
2018-10-24,-0.06377704326923077,-0.6895783253205129,-0.0,1.0,-0.3336588541666667,-0.41699218750000006,0.0
2018-10-25,-0.04659937279498235,-0.6691983535868287,-0.0,1.0,-0.33273716189729513,-0.40150921207369655,0.0
2018-10-26,-0.04613615792949925,-0.6669194451919078,-0.0,1.0,-0.33283593042882653,-0.40032779666821594,0.0
2018-10-29,-0.032583284628872,-0.6732661211766998,-0.0,1.0,-0.3258815507500487,-0.4035164621079291,0.0
2018-10-30,-0.0456023669217791,-0.6758930972932,-0.0,1.0,-0.3280680734528205,-0.3956035895053427,0.0
2018-10-31,-0.04482928027511667,-0.682608695652174,-0.0,1.0,-0.3305084745762712,-0.3984524686809138,0.0
2018-11-01,-0.04834505483696454,-0.680568533910392,-0.0,1.0,-0.33123493827767664,-0.39890817882260365,0.0
2018-11-02,-0.05202623335943618,-0.6628572826938136,-0.0,1.0,-0.33648198903680504,-0.3957517619420517,0.0
2018-11-05,-0.0447823626387146,-0.6904849782239609,-0.0,1.0,-0.34374154179277083,-0.3815604930981029,0.0
2018-11-06,-0.04375015387645568,-0.6894650023389222,-0.0,1.0,-0.3452249058276092,-0.38358322869734346,0.0
2018-11-07,-0.04336272196696883,-0.6991680119210232,-0.0,1.0,-0.3506270954923631,-0.390413510492984,0.0
2018-11-08,-0.0,-0.7575144583625094,-0.0,1.0,-0.3825566015716175,-0.45335719287325915,0.0
2018-11-09,-0.0,-0.7576787381965342,-0.0,1.0,-0.3827435924042752,-0.4537459790391201,0.0
2018-11-12,-0.0,-0.7652038025784608,-0.0,1.0,-0.38286235186873285,-0.45646568563615053,0.0
2018-11-13,-0.0,-0.7619244697361613,-0.0,1.0,-0.37490946714950857,-0.4498189342990171,0.0
2018-11-14,-0.0,-0.7615291105191011,-0.0,1.0,-0.37524247989033443,-0.44968057315779947,0.0
2018-11-15,-0.0,-0.7867909088509357,-0.0,1.0,-0.40849457540321515,-0.44442098038698097,0.0
2018-11-16,-0.0,-0.7784361749756393,-0.0,1.0,-0.4067051170630218,-0.4484474994074425,0.0
2018-11-19,-0.0,-0.7856611592201029,-0.0,1.0,-0.41417414864793073,-0.4564628380173192,0.0
2018-11-20,-0.0,-0.7949025887376568,-0.0,1.0,-0.418868428075794,-0.45505737923672274,0.0
2018-11-21,-0.0,-0.7936722983742429,-0.0,1.0,-0.4158962915736904,-0.4469238125597705,0.0
2018-11-23,-0.0,-0.7919908649122341,-0.0,1.0,-0.4165228244416708,-0.44703507979924045,0.0
2018-11-26,-0.0,-0.7921402018056293,-0.0,1.0,-0.41633032395114183,-0.446866702071163,0.0
2018-11-27,-0.0,-0.7932647828500436,-0.0,1.0,-0.4091882318733314,-0.44088181649969604,0.0
2018-11-28,-0.0,-0.8044612816912602,-0.0,1.0,-0.4055951466341696,-0.43916072800487455,0.0
