Date,AAON,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3463336796793825,-0.9842659937657711,-0.02207956063529761,-0.6672851417544902,-0.690849042600564,0.0
2018-09-25,1.0,-0.3458867223769731,-0.9859238625812441,-0.02064995357474466,-0.6687465181058496,-0.6928133704735376,0.0
2018-09-26,1.0,-0.3455972620066218,-0.9866448420817678,-0.017447267586771325,-0.6713663926193222,-0.6990439343774413,0.0
2018-09-27,1.0,-0.3451759618252312,-0.9927303906949003,-0.01651506113927826,-0.6729794214136595,-0.7006412168207575,0.0
2018-09-28,1.0,-0.3417053451115436,-1.0027698757298997,-0.01762988471328043,-0.676635723910765,-0.7043719119628686,0.0
2018-10-01,1.0,-0.341332633394578,-1.006599422550527,-0.018373392328171284,-0.677303235966853,-0.7060257227492596,0.0
2018-10-02,1.0,-0.34422072515328134,-1.0466278101582014,-0.009310423132238286,-0.6787904019377792,-0.7057754901218681,0.0
2018-10-03,1.0,-0.3487335745572272,-1.0655113311750142,-0.01173109883831651,-0.6799466768234622,-0.7029137307179585,0.0
2018-10-04,1.0,-0.3490001904399162,-1.0648638354599123,-0.012378594553418396,-0.6798324128737384,-0.702723290801752,0.0
2018-10-05,1.0,-0.3435706412254362,-1.066859249686419,-0.004219088524839409,-0.68159185069748,-0.7047398228743016,0.0
2018-10-08,1.0,-0.342228126779275,-1.0652116151072308,-0.0024672613399126966,-0.6819510343518693,-0.7039286392104763,0.0
2018-10-09,1.0,-0.33822132735630434,-1.0662158568552216,-0.0,-0.6853702085628537,-0.7091516924362724,0.0
2018-10-10,1.0,-0.33688537068046887,-1.069645303699193,-0.0,-0.6861013852945654,-0.7130841832851271,0.0
2018-10-11,1.0,-0.26313460900342883,-1.0560409984146295,-0.0,-0.6543523946466098,-0.7133429192935884,0.0
2018-10-12,1.0,-0.25862572032971043,-1.0514625428550588,-0.0,-0.6391786417681815,-0.6980086074841345,0.0
2018-10-15,1.0,-0.23530481594645714,-1.0712570929725012,-0.0,-0.6334206314564237,-0.6974392550560162,0.0
2018-10-16,1.0,-0.22877745001638808,-1.0841618412906515,-0.0,-0.6324702283404348,-0.6963836993335518,0.0
2018-10-17,1.0,-0.20544120279219616,-1.0433148380168247,-0.0,-0.6264184714515841,-0.7045999642026133,0.0
2018-10-18,1.0,-0.204946490568739,-1.0427359604853428,-0.0,-0.62697304842693,-0.7046064640824653,0.0
2018-10-19,1.0,-0.18660134199595274,-1.033159370895019,-0.0,-0.626903823623389,-0.7035893066354245,0.0
2018-10-22,1.0,-0.1867457049552747,-1.0242439301434045,-0.0,-0.6312295896634955,-0.707404515121397,0.0
2018-10-23,1.0,-0.19152109075415424,-1.0249609430478626,-0.0,-0.6281778156511859,-0.7059721630450221,0.0
2018-10-24,1.0,-0.18893224547711956,-1.0211777225966656,-0.0,-0.6287690670450514,-0.708478183753104,0.0
2018-10-25,1.0,-0.14365826640819718,-0.9774646912212683,-0.0,-0.6583010246469122,-0.6822556078648573,0.0
2018-10-26,1.0,-0.13485228013588169,-0.9656521291562296,-0.0,-0.656864427135161,-0.6739868922211165,0.0
2018-10-29,1.0,-0.1166450467672561,-0.9721444664436404,-0.0,-0.6481190687512802,-0.6767256093397966,0.0
2018-10-30,1.0,-0.11605679956308029,-0.9720780993992353,-0.0,-0.6480748225013654,-0.6771572910977608,0.0
2018-10-31,1.0,-0.11636898651885307,-0.9761855881749126,-0.0,-0.649866557175118,-0.6791897625402039,0.0
2018-11-01,1.0,-0.10447200300638856,-0.9844897680297904,-0.0,-0.6485941717057838,-0.6787605479826448,0.0
2018-11-02,1.0,-0.11208024422154382,-1.0968527402238697,-0.0,-0.6870184619857538,-0.7382977176915249,0.0
2018-11-05,1.0,-0.10493129715347888,-1.12381091227175,-0.0,-0.6927871122936181,-0.72314757444327,0.0
2018-11-06,1.0,-0.09768826491234518,-1.1236723143077658,-0.0,-0.7101694292329744,-0.7436877503767136,0.0
2018-11-07,1.0,-0.10021802594139166,-1.1286353054210858,-0.0,-0.7176009755737038,-0.7489006319056946,0.0
2018-11-08,1.0,-0.08322329812206572,-1.1269072769953052,-0.0,-0.708993544600939,-0.7487162558685446,0.0
2018-11-09,1.0,-0.08195577106751892,-1.1286092131364338,-0.0,-0.7130629637792961,-0.7498346925281022,0.0
2018-11-12,1.0,-0.0805661205383265,-1.113150965476887,-0.0,-0.717305441778818,-0.7461234640140433,0.0
2018-11-13,1.0,-0.04897944386034876,-1.1129681325454082,-0.0,-0.7201174636551498,-0.743356415183265,0.0
2018-11-14,1.0,-0.05014321453174287,-1.1121786737246657,-0.0,-0.7203872230883579,-0.7429389797324245,0.0
2018-11-15,1.0,-0.04960093297860709,-1.1171689930391047,-0.0,-0.7232770873574109,-0.7544371150552133,0.0
2018-11-16,1.0,-0.043313264002919176,-1.1060755336617405,-0.0,-0.7285166940339354,-0.7711001642036125,0.0
2018-11-19,1.0,-0.060702402957486135,-1.116709796672828,-0.0,-0.7373012939001848,-0.7822181146025877,0.0
2018-11-20,1.0,-0.015759312320916905,-1.1100580412901329,-0.0,-0.7423407538020719,-0.8053412680919844,0.0
2018-11-21,1.0,-0.010100637740996055,-1.1163785158697976,-0.0,-0.7466361927231171,-0.8132487927157445,0.0
2018-11-23,1.0,-0.011746078503571693,-1.1028058030782826,-0.0,-0.7526695632962663,-0.8148980042713013,0.0
2018-11-26,1.0,-0.010411666974340041,-1.1172973970832565,-0.0,-0.7515968248107809,-0.8127745984862471,0.0
2018-11-27,1.0,-0.0009550045913682277,-1.1193388429752067,-0.0,-0.7456382001836548,-0.8071625344352618,0.0
2018-11-28,1.0,-0.0004409819197412907,-1.124871380273409,-0.0,-0.7435690136704396,-0.806004703807144,0.0
2018-11-29,1.0,-0.0,-1.1047601744186046,-0.0,-0.727797965116279,-0.8011627906976745,0.0
2018-11-30,1.0,-0.0,-1.1049342344306372,-0.0,-0.7276724075285226,-0.8008502289077828,0.0
2018-12-03,1.0,-0.0,-1.1054447713486615,-0.0,-0.7268896879880862,-0.7999346191565871,0.0
2018-12-04,1.0,-0.0,-1.1054310782394314,-0.0,-0.7227177144514538,-0.7974041041258791,0.0
2018-12-06,1.0,-0.0,-1.0690402586788899,-0.0,-0.7093771097608642,-0.7748996197988842,0.0
2018-12-07,1.0,-0.0,-1.0700487388380946,-0.0,-0.7091323063787399,-0.7784339535380127,0.0
2018-12-10,1.0,-0.0,-1.0690942386251585,-0.0,-0.6969643611776307,-0.7555993801943937,0.0
2018-12-11,1.0,-0.0,-1.068706860121144,-0.0,-0.6987603887871532,-0.7541555148612481,0.0
2018-12-12,1.0,-0.0,-1.0694273127753304,-0.0,-0.7017092511013217,-0.7530925110132158,0.0
2018-12-13,1.0,-0.0,-1.0669436912349897,-0.0,-0.7027855055111455,-0.7517343381343099,0.0
2018-12-14,1.0,-0.0,-1.0556142203449488,-0.0,-0.7114748328053502,-0.7528335093277014,0.0
2018-12-17,1.0,-0.0,-1.0518897693008906,-0.0,-0.6948671201178039,-0.7593086038847207,0.0
2018-12-18,1.0,-0.0,-1.042699292411726,-0.0,-0.6862211997629754,-0.7567011746662484,0.0
2018-12-19,1.0,-0.0,-1.0431795193749782,-0.0,-0.6868961668584981,-0.7577691744271214,0.0
2018-12-20,1.0,-0.0,-1.0339736686698857,-0.0,-0.686872546635634,-0.7529440372390315,0.0
2018-12-21,1.0,-0.0,-1.0390289513783073,-0.0,-0.6932746917855659,-0.7307798864108602,0.0
2018-12-24,1.0,-0.0,-1.026390132984221,-0.0,-0.6838696341211328,-0.7348928546820092,0.0
2018-12-26,1.0,-0.0,-1.036608271010484,-0.0,-0.6580951405252194,-0.7202130929208074,0.0
2018-12-27,1.0,-0.0,-0.9928166600764465,-0.0,-0.5804336364834585,-0.7218597601159877,0.0
2018-12-28,1.0,-0.0,-0.99318136899664,-0.0,-0.5797483365175571,-0.7210949337901047,0.0
2018-12-31,1.0,-0.0,-1.005062034739454,-0.0,-0.581571546732837,-0.721852770885029,0.0
2019-01-02,1.0,-0.0,-1.0040321247975674,-0.0,-0.5787751594672307,-0.7222460918134647,0.0
2019-01-03,1.0,-0.0,-1.0033697842677325,-0.0,-0.5877630579140375,-0.7125772242228021,0.0
2019-01-04,1.0,-0.0,-1.0036590189873418,-0.0,-0.5811247362869199,-0.7115967827004219,0.0
2019-01-07,1.0,-0.0,-0.9859086175475137,-0.0,-0.5712379588648789,-0.6971817235095028,0.0
2019-01-08,1.0,-0.0,-0.9761920228660517,-0.0,-0.5768481226451865,-0.6949460828894375,0.0
2019-01-09,1.0,-0.0,-0.9651336274001039,-0.0,-0.5766411520498184,-0.7016087182148418,0.0
2019-01-10,1.0,-0.0,-0.961805330393619,-0.0,-0.5802801374748718,-0.7002464172232669,0.0
2019-01-11,1.0,-0.0,-0.9535419777936498,-0.0,-0.5839231218752029,-0.7090773326407376,0.0
2019-01-14,1.0,-0.0,-0.9562532501300051,-0.0,-0.5924661986479459,-0.7013780551222049,0.0
2019-01-15,1.0,-0.0,-0.9495380010411243,-0.0,-0.590350078084331,-0.7136257157730348,0.0
2019-01-16,1.0,-0.0,-0.9511957369378737,-0.0,-0.5709968806862491,-0.727092539641279,0.0
2019-01-17,1.0,-0.0,-0.9531001331644419,-0.0,-0.569651498911949,-0.725161583682484,0.0
