Date,IWF,IWM,MTUM,SATS,SPY,VLUE,VXX
2018-09-24,-0.2559552268189105,-0.6431363725848638,-0.0,1.0,-0.466490423826532,-0.4467755997412605,0.0
2018-09-25,-0.25676207614013385,-0.6426643423494349,-0.0,1.0,-0.4661474441882697,-0.4461283248045887,0.0
2018-09-26,-0.25864445882452236,-0.6447964437441971,-0.0008159131193202599,1.0,-0.46630841515910304,-0.4429564189854542,0.0
2018-09-27,-0.25804997605431446,-0.648364650533848,-0.0,1.0,-0.4669690396371524,-0.44367129616587314,0.0
2018-09-28,-0.25920184882475616,-0.6477650639761005,-0.0,1.0,-0.4672228172030889,-0.44385885801251335,0.0
2018-10-01,-0.25862798769647544,-0.6502807799757315,-0.0007901346050737928,1.0,-0.46736461890114844,-0.44481756356350705,0.0
2018-10-02,-0.2571347598129517,-0.6704548675074394,-0.0,1.0,-0.4647300552642766,-0.441745784327618,0.0
2018-10-03,-0.25667584210675676,-0.6594398251936775,-0.0,1.0,-0.4705865660206022,-0.45106274298362614,0.0
2018-10-04,-0.2573341655790728,-0.6583158372581286,-0.0,1.0,-0.4710889178913919,-0.4504908358395279,0.0
2018-10-05,-0.24918691139455298,-0.6553635566616702,-0.0,1.0,-0.4717610792160412,-0.45182273254334115,0.0
2018-10-08,-0.24841016364715524,-0.6547864673129645,-0.0,1.0,-0.47177863825216926,-0.4514004691783725,0.0
2018-10-09,-0.24800045219455671,-0.654862504592601,-0.0,1.0,-0.47183675776502837,-0.45151626487296165,0.0
2018-10-10,-0.24916652539978532,-0.6540656608464712,-0.0,1.0,-0.4725377182573318,-0.44953946996666105,0.0
2018-10-11,-0.19640791140983968,-0.6474023469781279,-0.0,1.0,-0.45476833232328795,-0.45606302683047767,0.0
2018-10-12,-0.19548482201354006,-0.6440270801485041,-0.0,1.0,-0.4451026424983621,-0.4452664337191527,0.0
2018-10-15,-0.18602877070619006,-0.6511824324324325,-0.0,1.0,-0.44267654751525726,-0.4446109415867481,0.0
2018-10-16,-0.1804816845320896,-0.6617025338897526,-0.0,1.0,-0.4417532662357144,-0.4436079971633527,0.0
2018-10-17,-0.17343902175089276,-0.6488475273238826,-0.0,1.0,-0.4386700573531003,-0.44443242073368683,0.0
2018-10-18,-0.17257152136844667,-0.6472244025225322,-0.0,1.0,-0.4416055430752158,-0.44520529406988385,0.0
2018-10-19,-0.16989462849093914,-0.6513801229785735,-0.0,1.0,-0.44204567001652356,-0.4454587317496005,0.0
2018-10-22,-0.16983993716653575,-0.644828426725889,-0.0,1.0,-0.44527801099585623,-0.4484196842076754,0.0
2018-10-23,-0.1681528662420382,-0.6453720016262365,-0.0,1.0,-0.44721506979265485,-0.4496544247187966,0.0
2018-10-24,-0.1678857919782461,-0.6522637661454792,-0.0,1.0,-0.4490822569680489,-0.45003399048266485,0.0
2018-10-25,-0.16145242340735938,-0.6469984330253418,-0.0,1.0,-0.44812773545145074,-0.4451018533527854,0.0
2018-10-26,-0.15249691573244648,-0.6391675159577321,-0.0,1.0,-0.450437161401062,-0.43987019256557414,0.0
2018-10-29,-0.15038481134858275,-0.6405030704459521,-0.0,1.0,-0.45110080180204337,-0.43965031777104396,0.0
2018-10-30,-0.15956360509485676,-0.6418552157790078,-0.0,1.0,-0.45214166711452675,-0.43360025796743157,0.0
2018-10-31,-0.15926822706483726,-0.643906376109766,-0.0,1.0,-0.4527576002152274,-0.4343825665859564,0.0
2018-11-01,-0.1768707482993197,-0.6363118952760386,-0.0,1.0,-0.4584925603707618,-0.43859934412011814,0.0
2018-11-02,-0.1779106254057563,-0.6306264877732093,-0.0,1.0,-0.45931616533217917,-0.43716186972516774,0.0
2018-11-05,-0.17560843699296916,-0.6368848025959978,-0.0,1.0,-0.4597620335316387,-0.4318820984315846,0.0
2018-11-06,-0.18065510805766682,-0.64115117254064,-0.0,1.0,-0.4564658786616537,-0.42655053961212847,0.0
2018-11-07,-0.18088330807534098,-0.6413725914700151,-0.0,1.0,-0.4570794544273652,-0.426878112145486,0.0
2018-11-08,-0.16807898205686922,-0.6414871008527695,-0.0,1.0,-0.4518871223737659,-0.4286713474833885,0.0
2018-11-09,-0.18803022845064712,-0.708370732837247,-0.0,1.0,-0.5090193126212468,-0.4899962359208964,0.0
2018-11-12,-0.18765147143681477,-0.695008655510675,-0.0,1.0,-0.5147720715522215,-0.48776687824581644,0.0
2018-11-13,-0.1494286380597015,-0.7134444962686567,-0.0,1.0,-0.5467292444029851,-0.5054804104477612,0.0
2018-11-14,-0.1533684827182191,-0.7155828939660223,-0.0,1.0,-0.5520210896309314,-0.5081429408318688,0.0
2018-11-15,-0.15277249451353328,-0.7173372348207755,-0.0,1.0,-0.5557863935625457,-0.5002194586686174,0.0
2018-11-16,-0.15724141997877109,-0.7290364429767661,-0.0,1.0,-0.5617112867083383,-0.5004717537445453,0.0
2018-11-19,-0.15463643609954833,-0.7310542319841762,-0.0,1.0,-0.5644613704130134,-0.5020517816550054,0.0
2018-11-20,-0.12762083749339284,-0.7261702002701592,-0.0,1.0,-0.5674810594937453,-0.5152405003817466,0.0
2018-11-21,-0.13056025185098818,-0.7221477292601878,-0.0,1.0,-0.5651489535358246,-0.49708505800734565,0.0
2018-11-23,-0.12997627208014764,-0.7365907959105955,-0.0,1.0,-0.563845680639775,-0.4989307789202332,0.0
2018-11-26,-0.12945827232796486,-0.7392679355783309,-0.0,1.0,-0.5622547584187407,-0.49727672035139087,0.0
2018-11-27,-0.12222999766736646,-0.7420107301142991,-0.0,1.0,-0.5584616281782132,-0.49314788896664336,0.0
2018-11-28,-0.12356372120151647,-0.7378536016331293,-0.0,1.0,-0.5604549431321085,-0.494459025955089,0.0
2018-11-29,-0.10286936168983155,-0.7290432571445085,-0.0,1.0,-0.5588464761464443,-0.4988297165313376,0.0
2018-11-30,-0.10169196894193996,-0.7311102097577935,-0.0,1.0,-0.5598852705991424,-0.5045196430640861,0.0
2018-12-03,-0.10073838135225134,-0.7311423193861301,-0.0,1.0,-0.5596061966121326,-0.5041262487331692,0.0
2018-12-04,-0.09483505690681149,-0.7340400947483968,-0.0,1.0,-0.55696458489803,-0.5028308972210989,0.0
2018-12-06,-0.08881578947368421,-0.7051100272232305,-0.0,1.0,-0.5549001814882032,-0.48689882032667875,0.0
2018-12-07,-0.09228064205093302,-0.7048947875900403,-0.0,1.0,-0.5548749361919347,-0.4838636492541546,0.0
2018-12-10,-0.07155710510037677,-0.7104256874543103,-0.0,1.0,-0.557414384524546,-0.47230501040319406,0.0
