Date,IWF,IWM,MTUM,NVCR,SPY,VLUE,VXX
2018-09-24,-0.9618157878236882,-1.7598595523230296,-0.4716910151106653,1.0,-1.1889773653520597,-0.8876418584237257,0.0
2018-09-25,-0.9638471177944863,-1.7564536340852133,-0.47575187969924815,1.0,-1.1860902255639099,-0.8835839598997495,0.0
2018-09-26,-0.9728521038044847,-1.7708490803728898,-0.48507180650037784,1.0,-1.1919879062736205,-0.8780549256739733,0.0
2018-09-27,-0.9778463087670716,-1.7570646359116369,-0.48895462269494616,1.0,-1.1921455094719617,-0.8776512052363269,0.0
2018-09-28,-0.9782225579053374,-1.7563569989929508,-0.48948892245720044,1.0,-1.1920946626384694,-0.8779582074521652,0.0
2018-10-01,-0.9781596173212488,-1.755979355488419,-0.4898665659617321,1.0,-1.1919058408862035,-0.8780840886203424,0.0
2018-10-02,-0.979300364917579,-1.7420410217692213,-0.4947779036114257,1.0,-1.1942871523845475,-0.8813388700138418,0.0
2018-10-03,-0.9785588531187123,-1.7372359154929577,-0.4946554325955735,1.0,-1.1944793762575454,-0.8827967806841047,0.0
2018-10-04,-0.9804020100502512,-1.7301507537688443,-0.4955402010050251,1.0,-1.1964195979899497,-0.8788316582914573,0.0
2018-10-05,-0.9649528331355032,-1.722371462485163,-0.4791653651527457,1.0,-1.200349846941963,-0.8804273130505404,0.0
2018-10-08,-0.9610519100143329,-1.7156477846326417,-0.4722378014582165,1.0,-1.2048981117965973,-0.8779211067489251,0.0
2018-10-09,-0.9815923847948055,-1.7368089264325788,-0.49423186030385174,1.0,-1.212885330643636,-0.8784593078232366,0.0
2018-10-10,-0.9816565809379728,-1.7372667675239537,-0.4937594553706505,1.0,-1.2130610186585982,-0.8778366111951588,0.0
2018-10-11,-0.8948736549389432,-1.7129730383266835,-0.39414822875105787,1.0,-1.1709587716116552,-0.8722645387498488,0.0
2018-10-12,-0.9043602233574908,-1.6962694546750627,-0.3890340976594987,1.0,-1.1306284899607937,-0.8201259356065106,0.0
2018-10-15,-0.8849934857278218,-1.7261636858936398,-0.3615421058865332,1.0,-1.1288641478147579,-0.8204429705081132,0.0
2018-10-16,-0.8883947103125185,-1.7203937614896518,-0.36766886081954575,1.0,-1.1308782541659255,-0.8228073296566448,0.0
2018-10-17,-0.8570931849791378,-1.6486439499304593,-0.343996291145109,1.0,-1.11746638850255,-0.8278859527121001,0.0
2018-10-18,-0.8592979402378881,-1.6535538149115174,-0.3420945749927473,1.0,-1.1176675369886857,-0.8295909486510008,0.0
2018-10-19,-0.8397443279972359,-1.63877692041921,-0.32074167914315327,1.0,-1.1291028446389497,-0.8300702522169756,0.0
2018-10-22,-0.8403527091309896,-1.6651003596704954,-0.33722009513864715,1.0,-1.127160923541014,-0.8313029353753336,0.0
2018-10-23,-0.8458277684222751,-1.6658149933221067,-0.34730851866906687,1.0,-1.120027872945822,-0.8278264909122582,0.0
2018-10-24,-0.8472069145542086,-1.6626834503161436,-0.33801264574511286,1.0,-1.12268693079645,-0.8301525610534254,0.0
2018-10-25,-0.7856348058306443,-1.5706576165572492,-0.3281962835206409,1.0,-1.120618671414265,-0.7584844775787248,0.0
2018-10-26,-0.9311165558277913,-2.0151207560378017,-0.13454672733636683,1.0,-1.6987049352467622,-1.2209310465523275,0.0
2018-10-29,-0.912414847768664,-2.0188377589322957,-0.11726678715417768,1.0,-1.6869178367857642,-1.2156958153760602,0.0
2018-10-30,-0.9076698624426843,-2.018549395581492,-0.11428372933166596,1.0,-1.6870223704321243,-1.2198138113102681,0.0
2018-10-31,-0.9085921963930605,-1.9645477610916824,-0.11924843996434205,1.0,-1.6687924295412468,-1.1961187684289927,0.0
2018-11-01,-0.8965045488747522,-1.9743484506464193,-0.10780491141664958,1.0,-1.6670086873247145,-1.1947465626923868,0.0
2018-11-02,-0.9006631479225876,-1.9220462850182705,-0.10359994586547572,1.0,-1.6647042901610503,-1.1758018676410882,0.0
2018-11-05,-0.923499142367067,-1.919245283018868,-0.0979073756432247,1.0,-1.6924871355060036,-1.2279245283018867,0.0
2018-11-06,-0.9463165874164428,-1.9440424505547518,-0.08655502722072911,1.0,-1.6933360898628627,-1.2210047550134382,0.0
2018-11-07,-0.9406540447504304,-1.942857142857143,-0.09542168674698796,1.0,-1.6876419965576592,-1.218106712564544,0.0
2018-11-08,-0.9163777279216806,-1.928887075939901,-0.07988306479026447,1.0,-1.6659188252090558,-1.2074920116935208,0.0
2018-11-09,-0.9142526859785121,-1.9288725690194481,-0.08187134502923978,1.0,-1.6676186590507278,-1.2073983408132736,0.0
2018-11-12,-0.9102200621034157,-1.8976643715404347,-0.08147698123396788,1.0,-1.6668691778047795,-1.1940731740245714,0.0
2018-11-13,-0.8912055600106924,-1.8900026730820638,-0.05874097834803528,1.0,-1.6648623362737236,-1.177893611333868,0.0
2018-11-14,-0.8971987669213243,-1.8931108430505297,-0.05736496448197293,1.0,-1.6716928025733817,-1.1821471652593487,0.0
2018-11-15,-0.8961134524048431,-1.892568064753495,-0.05451869690280285,1.0,-1.6724195598367784,-1.173790889022677,0.0
2018-11-16,-0.8903187091612216,-1.8732497666355512,-0.04680624083211095,1.0,-1.671222829710628,-1.1859581277503668,0.0
2018-11-19,-0.8904758726556765,-1.877260895681773,-0.041046519388640464,1.0,-1.676166321831409,-1.1892144430354403,0.0
2018-11-20,-0.8761961722488038,-1.8740031897926632,-0.022594364699627854,1.0,-1.6794258373205742,-1.1931818181818181,0.0
2018-11-21,-0.8869576667325039,-1.8606886562644018,-0.03522285864770557,1.0,-1.6737112383962078,-1.1271314767265783,0.0
2018-11-23,-0.8855528546087641,-1.8356218382497862,-0.043098350962486036,1.0,-1.678930425070626,-1.126667104658038,0.0
2018-11-26,-0.8852168199737187,-1.8459264126149801,-0.04007884362680684,1.0,-1.675886990801577,-1.1231274638633377,0.0
2018-11-27,-0.8771769617115647,-1.8453460309177483,-0.024199334681364558,1.0,-1.6660361359337288,-1.1099080294827475,0.0
2018-11-28,-0.8777067571093138,-1.8416384033394206,-0.02595877902426298,1.0,-1.6664492564570832,-1.1105530915731803,0.0
2018-11-29,-0.8443090734209683,-1.809554344341135,-0.00782302019878166,1.0,-1.6470663674254566,-1.1036229560756654,0.0
