Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WMK
2018-09-24,-0.2891297542651432,-1.1417279699483487,-0.0,-0.7037877602128658,-0.7783299420879637,0.0,1.0
2018-09-25,-0.2940992330568164,-1.1403584285490687,-0.0,-0.7029660353732978,-0.7755517295351384,0.0,1.0
2018-09-26,-0.29336934397995934,-1.140128385783623,-0.0,-0.7033427274150619,-0.7773994050414906,0.0,1.0
2018-09-27,-0.29282938890851284,-1.1474155186624277,-0.0,-0.7052867066996349,-0.7793084500961576,0.0,1.0
2018-09-28,-0.29112035801209074,-1.1494464944649445,-0.0,-0.7054643950694826,-0.779579178770511,0.0,1.0
2018-10-01,-0.29309396605908233,-1.1482950974230044,-0.0,-0.7069846008799496,-0.7799732872407291,0.0,1.0
2018-10-02,-0.2943833464257659,-1.1446190102120974,-0.0,-0.7078554595443833,-0.7808326787117047,0.0,1.0
2018-10-03,-0.293872904973113,-1.1390273580091848,-0.0,-0.7089139223613455,-0.7832554853397182,0.0,1.0
2018-10-04,-0.30163908651389487,-1.1311269211115915,-0.0,-0.719075508038206,-0.7788215872017609,0.0,1.0
2018-10-05,-0.2782343273068795,-1.1220161227205134,-0.0,-0.724504969867731,-0.7885262581200596,0.0,1.0
2018-10-08,-0.27707168276563293,-1.1212701888858472,-0.0,-0.724336162058582,-0.7880020335536351,0.0,1.0
2018-10-09,-0.2699819593693623,-1.1239312887285278,-0.0,-0.7306455408267315,-0.7973174366616991,0.0,1.0
2018-10-10,-0.270268151168261,-1.1233730594323352,-0.0,-0.7308295436725734,-0.7958679629920026,0.0,1.0
2018-10-11,-0.16894334309957765,-1.1189071953122027,-0.0,-0.7014573265857464,-0.8157223849929607,0.0,1.0
2018-10-12,-0.17456087674523346,-1.1139093229244859,-0.0,-0.6759495571235551,-0.7887704548866536,0.0,1.0
2018-10-15,-0.14771706586826347,-1.1364895209580839,-0.0,-0.6696482035928144,-0.7886227544910179,0.0,1.0
2018-10-16,-0.14463196497399242,-1.1413389215282714,-0.0,-0.6685626613778393,-0.7875238558545072,0.0,1.0
2018-10-17,-0.11841139333431212,-1.0951035090295111,-0.0,-0.6610262810160035,-0.7959917780061665,0.0,1.0
2018-10-18,-0.11799464161192058,-1.094799427459904,-0.0,-0.6613205123499835,-0.7960142400998276,0.0,1.0
2018-10-19,-0.09162746251102617,-1.0902675683622465,-0.0,-0.6811231990591003,-0.8123713613643047,0.0,1.0
2018-10-22,-0.09190460441700658,-1.080770220115386,-0.0,-0.6857016866938596,-0.8163377797376254,0.0,1.0
2018-10-23,-0.10701858295698527,-1.0907307322129267,-0.0,-0.6848300881024654,-0.8192048567409491,0.0,1.0
2018-10-24,-0.10387304405726334,-1.0863019272740724,-0.0,-0.6860503828653868,-0.8229571264750489,0.0,1.0
2018-10-25,-0.05673784189102336,-1.0309219452974363,-0.0,-0.696565021781047,-0.786438620295651,0.0,1.0
2018-10-26,-0.036339260513688965,-1.0142887383573242,-0.0,-0.7023708721422522,-0.7750493931696302,0.0,1.0
2018-10-29,-0.020039306520671017,-1.0183196462413138,-0.0,-0.6946023724292834,-0.7765845441145504,0.0,1.0
2018-10-30,-0.0,-1.0562129100374993,-0.0,-0.728328539702188,-0.8561546583172533,0.0,1.0
2018-10-31,-0.0,-1.0443060884673856,-0.0,-0.7243176717584884,-0.8511909071164845,0.0,1.0
2018-11-01,-0.0,-1.0876594808622966,-0.0,-0.7229432468103828,-0.8556606540548467,0.0,1.0
2018-11-02,-0.0,-1.0484939980852788,-0.0,-0.7675822961926505,-0.8660799764341999,0.0,1.0
2018-11-05,-0.0,-1.0657967488665268,-0.0,-0.7682185115558997,-0.8520771130524532,0.0,1.0
2018-11-06,-0.0,-1.0885897578521895,-0.0,-0.7723884748025364,-0.8472577594838134,0.0,1.0
2018-11-07,-0.0,-1.089323486844547,-0.0,-0.7735926077114336,-0.8480350317289495,0.0,1.0
2018-11-08,-0.0,-1.0798810048479506,-0.0,-0.75110180696342,-0.8417070662553253,0.0,1.0
2018-11-09,-0.0,-1.0893438981042656,-0.0,-0.7644401658767773,-0.8488225710900474,0.0,1.0
2018-11-12,-0.0,-1.0683124539425202,-0.0,-0.7715549005158439,-0.8447310243183493,0.0,1.0
2018-11-13,-0.0,-1.0594820017559263,-0.0,-0.7637181738366989,-0.8349429323968394,0.0,1.0
2018-11-14,-0.0,-1.0595573440643864,-0.0,-0.7637461130418878,-0.8350100603621732,0.0,1.0
2018-11-15,-0.0,-1.0594034101281535,-0.0,-0.7646500419876593,-0.8270473547774654,0.0,1.0
