Date,IBA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36644675486166284,-0.7277814237850161,-0.03913509032503195,-0.6806673344616767,-0.6400815170460433,0.0
2018-09-25,1.0,-0.36575579384296086,-0.7304392943618124,-0.036942234520927014,-0.6829124870287098,-0.6429955032860601,0.0
2018-09-26,1.0,-0.3694671846815596,-0.7362980435687526,-0.04197308172609963,-0.6839877896489525,-0.6371236298043569,0.0
2018-09-27,1.0,-0.37168601628833825,-0.7296828972448449,-0.043839889100675794,-0.6837289897764686,-0.6366660890660198,0.0
2018-09-28,1.0,-0.36928784411621934,-0.73247347618057,-0.044587753969905,-0.6838291380625476,-0.6370223978919631,0.0
2018-10-01,1.0,-0.3688993721599778,-0.733705643622741,-0.045058794963404904,-0.6836865656110167,-0.6373790280620208,0.0
2018-10-02,1.0,-0.3704860027057966,-0.720782599646165,-0.04988378950289659,-0.686821382731467,-0.6409962882020328,0.0
2018-10-03,1.0,-0.3712974551522737,-0.7079682937004589,-0.04728132387706856,-0.695800305937978,-0.6542553191489361,0.0
2018-10-04,1.0,-0.3739402362751911,-0.7027797081306463,-0.04801945795691453,-0.6989576094510077,-0.65090340514246,0.0
2018-10-05,1.0,-0.36967301224036897,-0.7014459585977323,-0.040951489302680395,-0.702104788654253,-0.653386039737855,0.0
2018-10-08,1.0,-0.3677269737980686,-0.6980028382541276,-0.036931916513793225,-0.7057215049669446,-0.6529369007649442,0.0
2018-10-09,1.0,-0.3722285833246591,-0.7003573783005447,-0.04430796988307137,-0.7040005551507581,-0.6488671454841956,0.0
2018-10-10,1.0,-0.37181445732935214,-0.7018609818762586,-0.042983126171793624,-0.7045344073328241,-0.6508228595236442,0.0
2018-10-11,1.0,-0.32458241943647714,-0.6921545469883583,-0.0,-0.6935043023452,-0.6641471233338957,0.0
2018-10-12,1.0,-0.33989834815756037,-0.688657794422524,-0.0,-0.6747475422992042,-0.6405403597940214,0.0
2018-10-15,1.0,-0.3271508156253128,-0.6974013410281216,-0.0,-0.6716816225773093,-0.6396904293291524,0.0
2018-10-16,1.0,-0.32937249666221635,-0.6949265687583445,-0.0,-0.6727303070761016,-0.6407543391188252,0.0
2018-10-17,1.0,-0.31271150244767887,-0.6623845976935967,-0.0,-0.6662943128429215,-0.6441173571639781,0.0
2018-10-18,1.0,-0.31187565720294425,-0.6606861198738171,-0.0,-0.6688025762355415,-0.6446832281808623,0.0
2018-10-19,1.0,-0.3053835315704971,-0.6576886529702808,-0.0,-0.6694190504276025,-0.644156099479013,0.0
2018-10-22,1.0,-0.3065214538774439,-0.6623474609631282,-0.0,-0.6682850019682457,-0.6432882823776407,0.0
2018-10-23,1.0,-0.30441350321817945,-0.6633061867857611,-0.0,-0.6710232497044528,-0.6451136214370157,0.0
2018-10-24,1.0,-0.30307010343129204,-0.6636348711213266,-0.0,-0.6715481858479725,-0.645279921195206,0.0
2018-10-25,1.0,-0.26511642763599197,-0.6179129268214776,-0.0,-0.6929760117545597,-0.6181365189893634,0.0
2018-10-26,1.0,-0.24736758893280633,-0.6055652173913044,-0.0,-0.6994150197628459,-0.6096758893280633,0.0
2018-10-29,1.0,-0.23229176500204535,-0.6093646747852355,-0.0,-0.6927216086094591,-0.6123540702979955,0.0
2018-10-30,1.0,-0.2897062180051518,-0.6453095960089993,-0.0,-0.724184029476018,-0.601454237177606,0.0
2018-10-31,1.0,-0.29805601531820985,-0.621166390809074,-0.0,-0.726965891020024,-0.5992275987407912,0.0
2018-11-01,1.0,-0.27225471085120206,-0.6449317738791422,-0.0,-0.729077322936972,-0.6025666016894087,0.0
2018-11-02,1.0,-0.2799379424027926,-0.6117844791363651,-0.0,-0.7420084682762856,-0.5984033097385177,0.0
2018-11-05,1.0,-0.2880776370208747,-0.6008727651675514,-0.0,-0.7478099456150064,-0.6198260982837789,0.0
2018-11-06,1.0,-0.27194757967683275,-0.6337438677141582,-0.0,-0.8238704586778276,-0.7010875158667536,0.0
2018-11-07,1.0,-0.2713675213675214,-0.641852770885029,-0.0,-0.8269575406672182,-0.7061965811965812,0.0
2018-11-08,1.0,-0.25025613004576186,-0.6390273888395601,-0.0,-0.8177378594358308,-0.7080458985042004,0.0
