Date,IWF,IWM,MTUM,SPY,TTWO,VLUE,VXX
2018-09-24,-0.7385842472582255,-0.6415952143569292,-0.44207377866400804,-0.7235094715852444,1.0,-0.4422731804586242,0.0
2018-09-25,-0.7456427886152862,-0.6409497921330349,-0.45047169811320753,-0.7222577550367765,1.0,-0.4380796290374161,0.0
2018-09-26,-0.7460825071953949,-0.6414694595458906,-0.45155100735529263,-0.7219379597057883,1.0,-0.4364007035497282,0.0
2018-09-27,-0.7465537219802614,-0.6392296319974429,-0.45211171934310945,-0.7216606065449315,1.0,-0.4361289807008431,0.0
2018-09-28,-0.749779947187325,-0.638673281587581,-0.4519084580299272,-0.7230535328478834,1.0,-0.43758502040489716,0.0
2018-10-01,-0.7493596926524733,-0.6395469825516248,-0.45213702577237075,-0.7229069953577717,1.0,-0.43797022570834,0.0
2018-10-02,-0.7488889778596308,-0.6444328782479881,-0.4508948232373784,-0.7220242623213357,1.0,-0.4374424470512872,0.0
2018-10-03,-0.7502206531332745,-0.6534943432560378,-0.45205809195217844,-0.7212549145470593,1.0,-0.43488726630827246,0.0
2018-10-04,-0.7497993579454253,-0.6543739967897271,-0.4521669341894061,-0.7207865168539326,1.0,-0.43571428571428567,0.0
2018-10-05,-0.7491187309726006,-0.65161833039577,-0.44812530043262294,-0.7230011216151259,1.0,-0.43394488062810443,0.0
2018-10-08,-0.7477005518675518,-0.6482844117411821,-0.4452531392465808,-0.7250659841638006,1.0,-0.4326561625209949,0.0
2018-10-09,-0.7543331728454502,-0.6517814155031296,-0.4557454662173006,-0.7230781575991012,1.0,-0.4272588669555449,0.0
2018-10-10,-0.7567415730337078,-0.6501203852327447,-0.45830658105939004,-0.7245184590690208,1.0,-0.42319422150882824,0.0
2018-10-11,-0.7221830710202805,-0.6415315950199671,-0.40552814971419626,-0.7158797275076346,1.0,-0.43003680212982537,0.0
2018-10-12,-0.7420005429934453,-0.63448784082535,-0.4060815265872862,-0.6956521739130435,1.0,-0.4003025249195206,0.0
2018-10-15,-0.7539923658175586,-0.6245228635974137,-0.41617979278647654,-0.7002804393549894,1.0,-0.40005452987458123,0.0
2018-10-16,-0.7530378563639196,-0.6278236485433869,-0.4136158280105936,-0.7002648387599314,1.0,-0.3999454743729553,0.0
2018-10-17,-0.7401943836195306,-0.5942530060312704,-0.4011755214936038,-0.6985517267872922,1.0,-0.40739887057738855,0.0
2018-10-18,-0.7396481524160713,-0.5930705999846355,-0.4017438733963279,-0.6994315126373204,1.0,-0.40727510178996695,0.0
2018-10-19,-0.7391786903440621,-0.5871254162042174,-0.39756592292089243,-0.7008304948524627,1.0,-0.40242642274867,0.0
2018-10-22,-0.7368866328257192,-0.6039455468389479,-0.40912936471312106,-0.6958160283033379,1.0,-0.399746192893401,0.0
2018-10-23,-0.7356760297460795,-0.6070974453820368,-0.4034601009517204,-0.7025006742958426,1.0,-0.40446191191769737,0.0
2018-10-24,-0.7368684534812076,-0.6055914972273567,-0.40122458410351197,-0.7033271719038816,1.0,-0.4038817005545286,0.0
2018-10-25,-0.720775790506377,-0.5728624254773226,-0.4001207456041054,-0.7012678288431062,1.0,-0.3782733378612935,0.0
2018-10-26,-0.7302158273381295,-0.5901193938466249,-0.4082351140364304,-0.7049594367059544,1.0,-0.39319608143272616,0.0
2018-10-29,-0.7141930065658879,-0.6074591540693235,-0.3912429378531073,-0.6996869751107039,1.0,-0.40479462513360814,0.0
2018-10-30,-0.7509018269268066,-0.6233660447616461,-0.4063069702494085,-0.711609324696482,1.0,-0.3866801132617044,0.0
2018-10-31,-0.7561734632017135,-0.7031483651941963,-0.3904134502687629,-0.7562947096148405,1.0,-0.4355171159519864,0.0
2018-11-01,-0.757509601778856,-0.7018799272286234,-0.3915908631493835,-0.7563776025874268,1.0,-0.435455831817263,0.0
2018-11-02,-0.7705413243112615,-0.666143064282262,-0.3816658611245368,-0.7753745770903818,1.0,-0.4340260995650072,0.0
2018-11-05,-0.7674839956516488,-0.6744775939123082,-0.3815275596891734,-0.775778073036196,1.0,-0.4270241977694568,0.0
2018-11-06,-0.7780733575171301,-0.6841596130592503,-0.3757758968158001,-0.7725513905683193,1.0,-0.4200725513905683,0.0
2018-11-07,-0.7727180814494278,-0.6900958466453674,-0.3858130788207223,-0.7721923403566952,1.0,-0.4233833461398472,0.0
2018-11-08,-0.751738553684126,-0.6996824375929573,-0.3596494754190618,-0.7711138802910319,1.0,-0.4375929573501628,0.0
2018-11-09,-0.7627208336725556,-0.717699259138647,-0.35019946267198565,-0.7845396075877229,1.0,-0.4555076121468697,0.0
2018-11-12,-0.7639348278819061,-0.7265711135611908,-0.3486054963452979,-0.7856997019069787,1.0,-0.4586140716239944,0.0
2018-11-13,-0.756033258973839,-0.7228554045832488,-0.3351450010139931,-0.7901034272966944,1.0,-0.4518758872439667,0.0
2018-11-14,-0.7552189099179596,-0.7258143124035416,-0.33429453334416376,-0.7918934286410527,1.0,-0.454187312159857,0.0
2018-11-15,-0.7562063929904268,-0.7270404024014279,-0.33234625993834177,-0.7956758072367354,1.0,-0.4451971442479312,0.0
2018-11-16,-0.7604626450874612,-0.7427251920876247,-0.33382376982180806,-0.8031714892921367,1.0,-0.4468285107078633,0.0
2018-11-19,-0.7603549086151203,-0.7442041133417835,-0.33078464243365907,-0.8052909187553665,1.0,-0.4481334587234738,0.0
2018-11-20,-0.7642702238225787,-0.7461434592250092,-0.3294324645034576,-0.8073570931707518,1.0,-0.4446172101968166,0.0
2018-11-21,-0.7716292476959928,-0.7372416873046161,-0.33794811416507653,-0.8030124639681702,1.0,-0.4100929722707158,0.0
2018-11-23,-0.7714413280837764,-0.735925640297114,-0.3384746519462597,-0.803101026910744,1.0,-0.41007427852417094,0.0
2018-11-26,-0.7713972647213994,-0.7366989976056166,-0.33821679314962866,-0.802564830972769,1.0,-0.40939896919767865,0.0
2018-11-27,-0.771535125055738,-0.7369573148485954,-0.3357655356925696,-0.8022619481940898,1.0,-0.4071506749361547,0.0
2018-11-28,-0.7706128077219451,-0.7438861175325465,-0.3341850184531776,-0.8003406740479376,1.0,-0.40661881007421824,0.0
2018-11-29,-0.7411261697321716,-0.7434656340755083,-0.29610358180058083,-0.8192965472733139,1.0,-0.4335269441755405,0.0
2018-11-30,-0.7434707140838817,-0.7458523392403019,-0.29318209340814594,-0.8236790053687483,1.0,-0.4304686553909498,0.0
2018-12-03,-0.7444894651539709,-0.7570907617504051,-0.276742301458671,-0.8347244732576986,1.0,-0.4387763371150729,0.0
2018-12-04,-0.7204794379003927,-0.8097540814217814,-0.27088241372184335,-0.8616656333953296,1.0,-0.4703037817730936,0.0
2018-12-06,-0.6982744718593774,-0.7233107563296242,-0.3266005482986615,-0.8585711981938398,1.0,-0.42485083051120787,0.0
2018-12-07,-0.7130275974025975,-0.7280438311688311,-0.33498376623376624,-0.8648538961038961,1.0,-0.41753246753246753,0.0
