Date,CNRG,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-21,1.0,-0.0,-0.14752844870237936,-0.0,-0.6668240903161966,-0.43455673998110916,0.0
2019-06-24,1.0,-0.0,-0.14843468873695576,-0.0,-0.6669215545160131,-0.4336317020510976,0.0
2019-06-25,1.0,-0.0,-0.155606561803821,-0.0,-0.6624361484281824,-0.4322329485361957,0.0
2019-06-26,1.0,-0.0,-0.1547841346262008,-0.0,-0.6619046547728858,-0.43308060923755315,0.0
2019-06-27,1.0,-0.0,-0.1632662252848714,-0.0,-0.6727018871323694,-0.41597982254650273,0.0
2019-06-28,1.0,-0.0,-0.1728459059253082,-0.0,-0.6654420879442855,-0.41551533728504136,0.0
2019-07-01,1.0,-0.0,-0.17271375129580385,-0.0,-0.6658178212466759,-0.4150628746563303,0.0
2019-07-02,1.0,-0.0,-0.1717608872058426,-0.0,-0.6672752682355063,-0.41504372914976106,0.0
2019-07-03,1.0,-0.0,-0.17033747379336775,-0.0,-0.6691539484659257,-0.4148425347731013,0.0
2019-07-05,1.0,-0.0,-0.17032731860061723,-0.0,-0.6660809623572346,-0.4163006014732716,0.0
2019-07-08,1.0,-0.0,-0.17193061500337914,-0.0,-0.6641811218742959,-0.4166478936697454,0.0
2019-07-09,1.0,-0.0,-0.17110805757664496,-0.0,-0.6650147545784245,-0.41648458090239454,0.0
2019-07-10,1.0,-0.0,-0.17063170226187258,-0.0,-0.6646165630350546,-0.4176128683427954,0.0
2019-07-11,1.0,-0.0,-0.17250777062029823,-0.0,-0.6622820847785937,-0.41756385422766795,0.0
2019-07-12,1.0,-0.0,-0.18623892508510495,-0.0,-0.660166377347431,-0.40805284397051195,0.0
2019-07-15,1.0,-0.0,-0.18644488020375505,-0.0,-0.661279780016679,-0.4062028083936259,0.0
2019-07-16,1.0,-0.0,-0.1880085653104925,-0.0,-0.6604981404260115,-0.405522371238589,0.0
2019-07-17,1.0,-0.0,-0.1893225762834092,-0.0,-0.6589218911975481,-0.4053499797178528,0.0
2019-07-18,1.0,-0.0,-0.19036898624462506,-0.0,-0.6599653301515118,-0.4009545464778586,0.0
2019-07-19,1.0,-0.0,-0.19106459599369796,-0.0,-0.6606121989646635,-0.3990772000900293,0.0
2019-07-22,1.0,-0.0,-0.18920864928110165,-0.0,-0.6575163692820016,-0.40334810881353644,0.0
2019-07-23,1.0,-0.0,-0.1910699014268353,-0.0,-0.6552639870369537,-0.40419498582166813,0.0
2019-07-24,1.0,-0.0,-0.1944038327447761,-0.0,-0.6586068062709464,-0.3962527272318316,0.0
2019-07-25,1.0,-0.0,-0.18643915379600282,-0.0,-0.6698590409388279,-0.39185270115330145,0.0
2019-07-26,1.0,-0.0,-0.1925512020368159,-0.0,-0.6692427280715589,-0.3913210012842755,0.0
2019-07-29,1.0,-0.0,-0.18880504561324474,-0.0,-0.6685888050456131,-0.3951120621691632,0.0
2019-07-30,1.0,-0.0,-0.18433740368584692,-0.0,-0.6698733834993016,-0.3987518586941829,0.0
2019-07-31,1.0,-0.0,-0.1958964888178194,-0.0,-0.6643318844170176,-0.39197315375779823,0.0
2019-08-01,1.0,-0.0,-0.2064373917542005,-0.0,-0.6624980318945546,-0.3803279425987989,0.0
2019-08-02,1.0,-0.0,-0.1941548645666809,-0.0,-0.6889874586269785,-0.3684281629252696,0.0
2019-08-05,1.0,-0.0,-0.19285457163426928,-0.0,-0.6896148308135349,-0.36735061195104396,0.0
2019-08-06,1.0,-0.0,-0.1982933766761479,-0.0,-0.6873899498848707,-0.37177750688518674,0.0
2019-08-07,1.0,-0.0,-0.2004731861198738,-0.0,-0.6797881928796756,-0.3730058584948175,0.0
2019-08-08,1.0,-0.0,-0.19974086197490454,-0.0,-0.6990589198036008,-0.3743635206401164,0.0
2019-08-09,1.0,-0.0,-0.19171043100325968,-0.0,-0.6887676566461427,-0.3832171314741036,0.0
2019-08-12,1.0,-0.0,-0.19141368373357498,-0.0,-0.688106026280018,-0.38597643860444036,0.0
2019-08-13,1.0,-0.0,-0.18939256572982774,-0.0,-0.6916137805983682,-0.3855621033544878,0.0
2019-08-14,1.0,-0.0,-0.19061311356638289,-0.0,-0.6894584314435791,-0.3840110487230574,0.0
2019-08-15,1.0,-0.0,-0.19701074686173578,-0.0,-0.6813194256299105,-0.37939131220084893,0.0
2019-08-16,1.0,-0.0,-0.19888916484161567,-0.0,-0.6778803820189203,-0.38104806845634553,0.0
2019-08-19,1.0,-0.0,-0.2016154577130187,-0.0,-0.6777229738902213,-0.38323001040771076,0.0
2019-08-20,1.0,-0.0,-0.2020035276559179,-0.0,-0.6776039075573245,-0.3817104608565872,0.0
2019-08-21,1.0,-0.0,-0.20501931374099255,-0.0,-0.6778332467415121,-0.3760645146716664,0.0
