Date,CIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19040660411218788,-0.514587499359073,-0.09578013638927343,-0.37230169717479356,-0.39063221042916474,0.0
2018-09-25,1.0,-0.18916694529461692,-0.5191481700573545,-0.09174146755484684,-0.37627633034129787,-0.3956431161749955,0.0
2018-09-26,1.0,-0.18904807222407982,-0.5190977134185549,-0.09143753697368759,-0.3763985699220659,-0.39612644358136784,0.0
2018-09-27,1.0,-0.18782815611825263,-0.5312055453534388,-0.08881876729689886,-0.3794842614385847,-0.39911543336006006,0.0
2018-09-28,1.0,-0.18690186746676324,-0.5319693756142982,-0.0891573120893901,-0.37939061610884073,-0.39909989136619933,0.0
2018-10-01,1.0,-0.18759862379387948,-0.5312879944123962,-0.08909123832682307,-0.3798018470134775,-0.39907390640763635,0.0
2018-10-02,1.0,-0.18752105304070688,-0.541393516959034,-0.08628507760474699,-0.3785142383333765,-0.3974295856761589,0.0
2018-10-03,1.0,-0.18734944440127438,-0.5384256741005516,-0.08599476778822493,-0.379361255730826,-0.3990727070220426,0.0
2018-10-04,1.0,-0.1858814352574103,-0.5464378575143006,-0.08562142485699428,-0.37766510660426417,-0.4044721788871555,0.0
2018-10-05,1.0,-0.17468958187521064,-0.5413588407600384,-0.07571869248515956,-0.38569614018715814,-0.4147808279544807,0.0
2018-10-08,1.0,-0.17454309786130914,-0.5416979909267661,-0.0755152300712897,-0.3856902138690862,-0.4148801036941024,0.0
2018-10-09,1.0,-0.17288241091342912,-0.5425592613724779,-0.07095803724259557,-0.3884537579749987,-0.4186420457492609,0.0
2018-10-10,1.0,-0.17254617140485579,-0.5430846648682299,-0.0704243619008093,-0.38851421456733765,-0.41932973645984645,0.0
2018-10-11,1.0,-0.1453104359313078,-0.5428564170307896,-0.03876638552992582,-0.3829895335839854,-0.43049486840768214,0.0
2018-10-12,1.0,-0.1453482511843564,-0.540318516278601,-0.03661425259550448,-0.3751133958270335,-0.4225128515270638,0.0
2018-10-15,1.0,-0.12955118507312152,-0.5710539586485123,-0.013010590015128592,-0.37813918305597577,-0.42967725668179524,0.0
2018-10-16,1.0,-0.1287727880178522,-0.5743210872689679,-0.010565067197861771,-0.37827479260697444,-0.4295872311455155,0.0
2018-10-17,1.0,-0.11817910001494993,-0.5506054716699059,-0.0,-0.3809737379777745,-0.4418946529127424,0.0
2018-10-18,1.0,-0.11807649184003988,-0.550666500560608,-0.0,-0.3809642456708609,-0.4419085586146755,0.0
2018-10-19,1.0,-0.108436122256898,-0.5450785158765542,-0.0,-0.3813345222172686,-0.44199237132808245,0.0
2018-10-22,1.0,-0.10848624421167323,-0.5400539831117054,-0.0,-0.3837010623282074,-0.444048238120001,0.0
2018-10-23,1.0,-0.09968753149884083,-0.5538252192319323,-0.0,-0.40580586634411847,-0.46058865033766755,0.0
2018-10-24,1.0,-0.09844742413549752,-0.5552979130960782,-0.0,-0.4059885069059381,-0.46068152031454784,0.0
2018-10-25,1.0,-0.09031403802433358,-0.5476053663776951,-0.0,-0.4053014215404602,-0.4550928123516626,0.0
2018-10-26,1.0,-0.0866298452505349,-0.5433398019604916,-0.0,-0.4058565955117679,-0.4521072796934866,0.0
2018-10-29,1.0,-0.08390321537811156,-0.544276726431751,-0.0,-0.4060627160371024,-0.4524904881505981,0.0
2018-10-30,1.0,-0.06069465267366317,-0.5496251874062968,-0.0,-0.41196901549225384,-0.4764367816091954,0.0
2018-10-31,1.0,-0.06012269938650307,-0.5531739075998497,-0.0,-0.413021159383999,-0.47777638662827093,0.0
2018-11-01,1.0,-0.0756804435483871,-0.5459173387096774,-0.0,-0.41759072580645157,-0.4809727822580645,0.0
2018-11-02,1.0,-0.08005720163576607,-0.5263303143581124,-0.0,-0.42442108432223585,-0.47800998519782234,0.0
2018-11-05,1.0,-0.08125815844964354,-0.5236469525052716,-0.0,-0.4245406165277638,-0.4808715734511497,0.0
2018-11-06,1.0,-0.0828020681692686,-0.5245218613523418,-0.0,-0.4233974198082426,-0.47916771246423373,0.0
2018-11-07,1.0,-0.08253888610135474,-0.5244856999498244,-0.0,-0.42280481685900656,-0.4789513296537882,0.0
2018-11-08,1.0,-0.06134862270970958,-0.5278075532843076,-0.0,-0.4175246167269101,-0.486177240433753,0.0
2018-11-09,1.0,-0.0617068488369194,-0.5278366451419881,-0.0,-0.4174374828592086,-0.4862250367747887,0.0
2018-11-12,1.0,-0.061307157057654084,-0.5167495029821074,-0.0,-0.42239065606361836,-0.4846669980119285,0.0
2018-11-13,1.0,-0.04427224717437441,-0.5148314495829426,-0.0,-0.4244114308276985,-0.48425546616652676,0.0
2018-11-14,1.0,-0.04549718574108818,-0.5142687864125605,-0.0,-0.4249037227214377,-0.48397847338797273,0.0
2018-11-15,1.0,-0.04474328232763949,-0.5149679875410971,-0.0,-0.42488814179418094,-0.4874051368254518,0.0
2018-11-16,1.0,-0.04268127204993462,-0.5093627414699133,-0.0,-0.4242715811807663,-0.49080995731872795,0.0
2018-11-19,1.0,-0.04784263332180101,-0.5092670389957001,-0.0,-0.4230217960757179,-0.4910789304601394,0.0
2018-11-20,1.0,-0.030467096520155536,-0.5059063838165083,-0.0,-0.42464438647438113,-0.49995078013486244,0.0
2018-11-21,1.0,-0.03226200958810293,-0.502837295763624,-0.0,-0.42309950102729676,-0.4877702768809314,0.0
2018-11-23,1.0,-0.03313702011192297,-0.49583343515554357,-0.0,-0.4262114806578529,-0.4885511106766696,0.0
2018-11-26,1.0,-0.0327103945279101,-0.49805789666544525,-0.0,-0.42491755221692934,-0.4872114327592525,0.0
2018-11-27,1.0,-0.034161414522892807,-0.49915393481619535,-0.0,-0.4285258846898987,-0.4905216175785369,0.0
2018-11-28,1.0,-0.03467726113400039,-0.49823425544437905,-0.0,-0.4288552089464391,-0.49065626839317245,0.0
2018-11-29,1.0,-0.023732943469785578,-0.492958089668616,-0.0,-0.4274610136452242,-0.49249512670565304,0.0
2018-11-30,1.0,-0.02370453382707628,-0.4931663702584842,-0.0,-0.42811898555314637,-0.49121738494896094,0.0
2018-12-03,1.0,-0.022889981980226952,-0.49330346271855063,-0.0,-0.4279696098962645,-0.49094141138654845,0.0
2018-12-04,1.0,-0.021142009099092522,-0.4937595795927304,-0.0,-0.42731674087049604,-0.4907184390433788,0.0
2018-12-06,1.0,-0.015227443290483452,-0.48894860435277315,-0.0,-0.42733677100733536,-0.4893843658459825,0.0
2018-12-07,1.0,-0.015056886952311787,-0.48898571774388766,-0.0,-0.4274025659646574,-0.4893004115226337,0.0
2018-12-10,1.0,-0.0,-0.49272054583893904,-0.0,-0.42891120507399577,-0.4808283682490871,0.0
2018-12-11,1.0,-0.0,-0.49631200887046234,-0.0,-0.4222147230390975,-0.49192498674251556,0.0
2018-12-12,1.0,-0.0,-0.4965999517723656,-0.0,-0.42165420786110436,-0.4931275620930793,0.0
2018-12-13,1.0,-0.0,-0.49588968443383713,-0.0,-0.42214507846966076,-0.49270750464067886,0.0
2018-12-14,1.0,-0.0,-0.5057751788130679,-0.0,-0.41738352986661514,-0.49325826406340617,0.0
2018-12-17,1.0,-0.0,-0.5095273927713183,-0.0,-0.4273612156224968,-0.4904726072286817,0.0
2018-12-18,1.0,-0.0,-0.5095983497148404,-0.0,-0.42684140274238563,-0.49045018808397034,0.0
2018-12-19,1.0,-0.0,-0.5096107174060771,-0.0,-0.4268760314532569,-0.4904378215707213,0.0
2018-12-20,1.0,-0.0,-0.5129053445885129,-0.0,-0.4273967937334274,-0.4923735616804924,0.0
2018-12-21,1.0,-0.0,-0.5126533184660882,-0.0,-0.42720705870945846,-0.48414699180685505,0.0
2018-12-24,1.0,-0.0,-0.5148846349807118,-0.0,-0.42802727030108934,-0.48327146565737444,0.0
2018-12-26,1.0,-0.0,-0.5149184940811178,-0.0,-0.4275907238501844,-0.48326217737240446,0.0
2018-12-27,1.0,-0.0,-0.5144707794570729,-0.0,-0.42815555178185877,-0.48332160791829404,0.0
2018-12-28,1.0,-0.0,-0.5158443447690629,-0.0,-0.4270093344647836,-0.4816826281973573,0.0
2018-12-31,1.0,-0.0,-0.5156988725906171,-0.0,-0.42708207055400654,-0.48175536428658017,0.0
2019-01-02,1.0,-0.0,-0.5152043808000776,-0.0,-0.42581958275786874,-0.481984928884689,0.0
2019-01-03,1.0,-0.0,-0.5158599282180618,-0.0,-0.4228101658744786,-0.4863953826753322,0.0
2019-01-04,1.0,-0.0,-0.5175444951580574,-0.0,-0.40942790214687624,-0.4879615542514912,0.0
2019-01-07,1.0,-0.0,-0.5084327535815246,-0.0,-0.4058262661108715,-0.4813856547362369,0.0
2019-01-08,1.0,-0.0,-0.5077243658834519,-0.0,-0.40621781514215227,-0.4811860793753443,0.0
2019-01-09,1.0,-0.0,-0.5113551883738219,-0.0,-0.4069881771745126,-0.4797956785534425,0.0
2019-01-10,1.0,-0.0,-0.5148165060443655,-0.0,-0.4062582614338244,-0.48225143598740655,0.0
