Date,HRTX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.8839812251775185,-3.182573113491395,-0.9748465519316405,-2.5287038151402093,-2.465037910699242,0.0
2018-09-25,1.0,-1.8887685084868184,-3.180209461899603,-0.9815817984832069,-2.5267846394606956,-2.4606957987239677,0.0
2018-09-26,1.0,-1.897463768115942,-3.1944444444444446,-0.9886473429951691,-2.5347826086956524,-2.4618357487922706,0.0
2018-09-27,1.0,-1.9106512477175897,-3.228362751065125,-0.9948874010955568,-2.5559342665855143,-2.4828971393791845,0.0
2018-09-28,1.0,-1.9182328533072979,-3.235904320234318,-0.9958506224066391,-2.5639492311447403,-2.4901147180864047,0.0
2018-10-01,1.0,-1.9184769343422017,-3.2354161581645107,-0.9960947034415426,-2.5639492311447403,-2.489992677568953,0.0
2018-10-02,1.0,-1.9186188384577842,-3.232064421669107,-0.9981698389458271,-2.562957540263543,-2.4893850658857977,0.0
2018-10-03,1.0,-1.914981729598051,-3.214738124238733,-0.9956151035322776,-2.562606577344701,-2.492326431181486,0.0
2018-10-04,1.0,-1.9138476514967144,-3.2103918228279387,-0.9936724263811145,-2.561815526892188,-2.4886833779508395,0.0
2018-10-05,1.0,-1.87012987012987,-3.1743626743626745,-0.951058201058201,-2.548941798941799,-2.4805194805194803,0.0
2018-10-08,1.0,-1.8678292242934456,-3.171978352375225,-0.9399879735417919,-2.5622369212266984,-2.4843054720384847,0.0
2018-10-09,1.0,-1.864926629781092,-3.17392350252586,-0.9320423382246812,-2.566514313206639,-2.4903776762088046,0.0
2018-10-10,1.0,-1.8645432692307693,-3.1709134615384618,-0.9322115384615386,-2.5652644230769233,-2.486298076923077,0.0
2018-10-11,1.0,-1.660647359454855,-3.101533219761499,-0.6776831345826235,-2.4616695059625213,-2.455536626916525,0.0
2018-10-12,1.0,-1.660967705888926,-3.07710358699296,-0.6448765225164823,-2.4039557492457257,-2.3876410772153314,0.0
2018-10-15,1.0,-1.6140857587202844,-3.1316374139080203,-0.5789824483448123,-2.3946900688735835,-2.3892468340368804,0.0
2018-10-16,1.0,-1.6095882809899014,-3.1380534901786707,-0.5715236932637887,-2.391854400177561,-2.3865275774053933,0.0
2018-10-17,1.0,-1.5281886387995716,-2.996784565916399,-0.49989281886388,-2.3360128617363345,-2.357234726688103,0.0
2018-10-18,1.0,-1.526733097610629,-2.9943212257580627,-0.5003750133933355,-2.3366548805314475,-2.356691310403943,0.0
2018-10-19,1.0,-1.4813330520987134,-2.9510651761231808,-0.45507276945792025,-2.3216620966040917,-2.337059692048091,0.0
2018-10-22,1.0,-1.4831981460023176,-2.936584851996208,-0.4456968292425998,-2.3268724323185506,-2.3416201411566417,0.0
2018-10-23,1.0,-1.4870981387478848,-2.949027072758037,-0.4417301184433164,-2.342110829103215,-2.3552241962774954,0.0
2018-10-24,1.0,-1.4875832188523723,-2.9446264398182396,-0.4248124273486209,-2.347564197400401,-2.3628870337102397,0.0
2018-10-25,1.0,-1.3394757587702009,-2.7286164761529363,-0.354552621206149,-2.241722506897911,-2.1898896334253055,0.0
2018-10-26,1.0,-1.2873883392565557,-2.6627605417347042,-0.30967246181922964,-2.209201805782346,-2.1362020939391027,0.0
2018-10-29,1.0,-1.2533397405093705,-2.7128303700144163,-0.264103796251802,-2.2096107640557423,-2.1708793849111006,0.0
2018-10-30,1.0,-1.240618101545254,-2.711584605048469,-0.25520683366925806,-2.2093291102792976,-2.1811114310394473,0.0
2018-10-31,1.0,-1.2579189863697446,-2.676233442119409,-0.2544634286811288,-2.22422729890574,-2.1859282011902477,0.0
2018-11-01,1.0,-1.235884207509315,-2.687876182287188,-0.23177605808732207,-2.2174453042896722,-2.180758574567689,0.0
2018-11-02,1.0,-1.228951115329853,-2.6652112007593733,-0.2230659705742762,-2.2081632653061223,-2.16687233032748,0.0
2018-11-05,1.0,-1.2270916334661355,-2.6664769493454754,-0.2230127110605198,-2.2064124454562704,-2.162872320242838,0.0
2018-11-06,1.0,-1.2424415288077582,-2.6825442099258416,-0.21876782658300056,-2.206217912150599,-2.1575394561703747,0.0
2018-11-07,1.0,-1.2400685910260076,-2.688958750119082,-0.229398875869296,-2.2072020577307803,-2.1609031151757647,0.0
2018-11-08,1.0,-1.1862635311683465,-2.662094064949608,-0.18038447181784248,-2.1651735722284435,-2.1380179171332587,0.0
2018-11-09,1.0,-1.1897196261682244,-2.6654205607476635,-0.18121495327102805,-2.16785046728972,-2.141588785046729,0.0
2018-11-12,1.0,-1.1789385940539037,-2.6281374455867375,-0.17541909789756413,-2.1575437621561546,-2.1219783273131427,0.0
2018-11-13,1.0,-1.1321702594081111,-2.618195104128608,-0.11782974059188894,-2.155644866642309,-2.110248447204969,0.0
2018-11-14,1.0,-1.1323408530459402,-2.6176819800895057,-0.11809297652753677,-2.155356653575669,-2.109873047766919,0.0
2018-11-15,1.0,-1.1346188996527142,-2.6272162310363734,-0.1112228111862548,-2.167611040029245,-2.098519466276732,0.0
2018-11-16,1.0,-1.1265477057538238,-2.605972323379461,-0.10151128914785143,-2.163965768390386,-2.1061544064093227,0.0
2018-11-19,1.0,-1.135864592863678,-2.612259835315645,-0.12021957913998171,-2.1681610247026533,-2.1127172918572734,0.0
2018-11-20,1.0,-1.098833529252193,-2.592006510534407,-0.08255719323627814,-2.156343249841758,-2.1127588389546976,0.0
2018-11-21,1.0,-1.0922706606044397,-2.562984755282161,-0.08273156815547829,-2.130337880003566,-2.046714807880895,0.0
2018-11-23,1.0,-1.0909090909090908,-2.5632798573975046,-0.07932263814616757,-2.131818181818182,-2.047326203208556,0.0
2018-11-26,1.0,-1.1004048582995951,-2.6098965362123256,-0.0699055330634278,-2.152136752136752,-2.0645074224021593,0.0
2018-11-27,1.0,-1.0901094956022257,-2.632561479088135,-0.03141267276970023,-2.155717106444085,-2.065338359360976,0.0
2018-11-28,1.0,-1.0930817610062893,-2.6247079964061095,-0.034141958670260555,-2.1624438454627133,-2.0703504043126686,0.0
2018-11-29,1.0,-1.0343132953049583,-2.5725318121983327,-0.0,-2.1241772707327775,-2.0446687143483984,0.0
2018-11-30,1.0,-1.0335117115536452,-2.5723309062198436,-0.0,-2.1240459689446443,-2.0428107728748137,0.0
2018-12-03,1.0,-1.0287341217696016,-2.5708278580814716,-0.0,-2.121156373193167,-2.0396846254927725,0.0
2018-12-04,1.0,-1.0077607254970353,-2.5733344959888385,-0.0,-2.108388559469829,-2.0304325078479244,0.0
2018-12-06,1.0,-0.945175622432727,-2.4159611031938977,-0.018358621845921706,-2.0658898482689247,-1.9375471539944673,0.0
2018-12-07,1.0,-0.9466845502556795,-2.4160449325173947,-0.019113085757397938,-2.0658060189454273,-1.935367591583536,0.0
2018-12-10,1.0,-0.8912667709276484,-2.4061239608198206,-0.0,-2.043624989711087,-1.8900321014075232,0.0
2018-12-11,1.0,-0.8993741765480895,-2.4041501976284585,-0.0,-2.046607378129117,-1.884387351778656,0.0
2018-12-12,1.0,-0.8999505928853754,-2.403903162055336,-0.0,-2.046525032938076,-1.8841403162055337,0.0
2018-12-13,1.0,-0.8999835228208931,-2.396852858790575,-0.0,-2.0584115999340913,-1.883259186027352,0.0
2018-12-14,1.0,-0.9008393680052665,-2.3835582620144833,-0.007077024358130349,-2.058015141540487,-1.8796082949308754,0.0
2018-12-17,1.0,-0.8726827276439363,-2.374520212331564,-0.0,-2.0325847284605962,-1.886729277256023,0.0
2018-12-18,1.0,-0.8407632967925294,-2.3539585870889157,-0.0,-2.029882257409663,-1.8955745026390582,0.0
2018-12-19,1.0,-0.8363946684005202,-2.3575260078023406,-0.0,-2.0344603381014306,-1.8990572171651496,0.0
2018-12-20,1.0,-0.8276223494315892,-2.322825122954124,-0.0,-2.031685882447795,-1.8804321535112472,0.0
2018-12-21,1.0,-0.811700767263427,-2.311540920716112,-0.0,-2.018062659846547,-1.851023017902813,0.0
2018-12-24,1.0,-0.7654164017800381,-2.271058486967578,-0.0,-2.016052129688493,-1.8940718372536554,0.0
2018-12-26,1.0,-0.7556675062972293,-2.2880195214105794,-0.0,-1.9672544080604537,-1.8606738035264485,0.0
2018-12-27,1.0,-0.6281511051970134,-2.1638205071338805,-0.0,-1.7994381607156058,-1.8012123900347454,0.0
2018-12-28,1.0,-0.6197881952158779,-2.1796637784196107,-0.0,-1.8040435458786936,-1.802266163074872,0.0
2018-12-31,1.0,-0.6193897200414753,-2.180862094504518,-0.0,-1.8039549696341284,-1.8021033920900609,0.0
2019-01-02,1.0,-0.6212245506749199,-2.198075919158774,-0.0,-1.8225072712357373,-1.8158699381012755,0.0
2019-01-03,1.0,-0.6313357185450208,-2.1936493738819323,-0.0,-1.8284138342277876,-1.800387596899225,0.0
2019-01-04,1.0,-0.5609412114014252,-2.2235005938242276,-0.0,-1.8132422802850354,-1.8251187648456055,0.0
2019-01-07,1.0,-0.503953726753551,-2.181651779177039,-0.0,-1.8281593205447355,-1.8079513838043637,0.0
2019-01-08,1.0,-0.5051057622173596,-2.1574033552151715,-0.0,-1.8324580598103575,-1.798978847556528,0.0
2019-01-09,1.0,-0.49890366905423184,-2.1387224090045316,-0.0,-1.8452711591872535,-1.8259757345417338,0.0
2019-01-10,1.0,-0.505949757602468,-2.1396356691640954,-0.0,-1.8654326428676362,-1.8343616864991918,0.0
2019-01-11,1.0,-0.5100478468899522,-2.124328303275672,-0.0,-1.873905042326095,-1.852778800147221,0.0
2019-01-14,1.0,-0.5220913107511046,-2.1216494845360825,-0.0,-1.873416789396171,-1.8466126656848305,0.0
2019-01-15,1.0,-0.5227909721197816,-2.1158725475733884,-0.0,-1.877563062398584,-1.8595663077150022,0.0
2019-01-16,1.0,-0.5145559873872553,-2.099362029771944,-0.0,-1.8664662315758598,-1.852606878345677,0.0
2019-01-17,1.0,-0.5170417063695669,-2.0948471743751376,-0.0,-1.865572088250385,-1.8522319138019496,0.0
2019-01-18,1.0,-0.5313008731685659,-2.0813230723693947,-0.006955749593014651,-1.8795323368358738,-1.9006215776232056,0.0
2019-01-22,1.0,-0.2602127331586249,-2.2774009557576695,-0.0,-2.1319562201325732,-2.038153229535995,0.0
2019-01-23,1.0,-0.2516243811881188,-2.242961014851485,-0.0,-2.1584158415841586,-2.0821472772277225,0.0
2019-01-24,1.0,-0.2573398404214114,-2.2458749709504997,-0.0,-2.1583391432334027,-2.0849794716864203,0.0
2019-01-25,1.0,-0.237118358842856,-2.252504207067874,-0.0,-2.3171728503886526,-2.20674733552368,0.0
2019-01-28,1.0,-0.25442743809600127,-2.2229345300104173,-0.0,-2.3344819296417985,-2.201618719448674,0.0
2019-01-29,1.0,-0.2581891348088531,-2.220040241448692,-0.0,-2.3480080482897385,-2.2220523138833,0.0
2019-01-30,1.0,-0.25861653410460356,-2.2162770145416566,-0.0,-2.3426528480758417,-2.216518036474653,0.0
2019-01-31,1.0,-0.23973264615880174,-2.242148494121437,-0.0,-2.3281526815912383,-2.242873248510227,0.0
2019-02-01,1.0,-0.2376949810070314,-2.2474743392871575,-0.0,-2.343004930089711,-2.2539400307120343,0.0
2019-02-04,1.0,-0.23382923673997413,-2.2510510996119018,-0.0,-2.34387128072445,-2.256630012936611,0.0
2019-02-05,1.0,-0.2324887023886378,-2.234828921885087,-0.0,-2.338121368624919,-2.2642834086507424,0.0
2019-02-06,1.0,-0.22988134635563806,-2.2290741787069175,-0.0,-2.339898296876261,-2.2728226652675763,0.0
2019-02-07,1.0,-0.23504721930745015,-2.2266526757607554,-0.0,-2.3424812333521676,-2.26749535878602,0.0
2019-02-08,1.0,-0.24203821656050956,-2.215109247762638,-0.0,-2.3470934451342416,-2.258324598887366,0.0
2019-02-11,1.0,-0.24830042084817092,-2.2094528973777923,-0.0,-2.3610391712528327,-2.2744415668501134,0.0
2019-02-12,1.0,-0.2693651954807771,-2.2125497846053808,-0.0,-2.3696659351377716,-2.276517922457937,0.0
2019-02-13,1.0,-0.2745669418811721,-2.2067346608385945,-0.0,-2.354460093896714,-2.258863525983487,0.0
2019-02-14,1.0,-0.3074536696873214,-2.174136664217487,-0.0,-2.402645113886848,-2.2796963017389174,0.0
2019-02-15,1.0,-0.30612578719227934,-2.197513699190316,-0.0,-2.398625991657806,-2.2763556064447537,0.0
2019-02-19,1.0,-0.3177181098506488,-2.1799559291602058,-0.0,-2.3955765934873092,-2.268015996082592,0.0
2019-02-20,1.0,-0.3156522447649311,-2.1977511610853093,-0.0,-2.3806730220809906,-2.2538906542817565,0.0
2019-02-21,1.0,-0.3101704591795123,-2.2017779952695538,-0.0,-2.3856944784275345,-2.258298670581519,0.0
2019-02-22,1.0,-0.31091546425368877,-2.200048911714356,-0.0,-2.386647101980924,-2.2543409146490583,0.0
2019-02-25,1.0,-0.31606260296540367,-2.204365733113674,-0.0,-2.4242174629324547,-2.292668863261944,0.0
2019-02-26,1.0,-0.3174890847681028,-2.202570228190131,-0.0,-2.424581926023561,-2.293269626822638,0.0
2019-02-27,1.0,-0.3353523778341655,-2.1776213473029387,-0.0,-2.4133584349676678,-2.259065236964885,0.0
2019-02-28,1.0,-0.3453377774164702,-2.162588407446549,-0.0,-2.3880172343711896,-2.2328265994634586,0.0
2019-03-01,1.0,-0.343022309070184,-2.1669923465233674,-0.0,-2.3913857677902626,-2.2405959941377627,0.0
2019-03-04,1.0,-0.3238863099600945,-2.180307842658197,-0.0,-2.3916442707060837,-2.2481472432608522,0.0
2019-03-05,1.0,-0.047910295616717634,-1.8396873938158342,-0.0,-2.0869181107713217,-1.8213387699626233,0.0
2019-03-06,1.0,-0.05318499423376975,-1.831965266942541,-0.0,-2.080930737399091,-1.8176514483413608,0.0
2019-03-07,1.0,-0.059779297271680985,-1.8130796831629543,-0.0,-2.0815787692099383,-1.8155845914291515,0.0
2019-03-08,1.0,-0.07847288621772983,-1.8019396257341895,-0.0,-2.119997268132769,-1.8292582980467151,0.0
2019-03-11,1.0,-0.07332473351890828,-1.7802973725303823,-0.0,-2.0822187521216646,-1.8534863195057372,0.0
2019-03-12,1.0,-0.09089025485185441,-1.7296774639132537,-0.0,-2.139167069549002,-1.9468195317356172,0.0
2019-03-13,1.0,-0.13218710845050813,-1.7437700125295836,-0.0,-2.1355283307810105,-1.9493247946540442,0.0
2019-03-14,1.0,-0.1348643006263048,-1.745650661099513,-0.0,-2.1323590814196245,-1.9460681976339598,0.0
2019-03-15,1.0,-0.14886776628459603,-1.7370002795638801,-0.0,-2.1347497903270893,-1.968479172490914,0.0
2019-03-18,1.0,-0.14941143100269463,-1.7632250744575237,-0.05878598780314849,-2.1368600198553396,-1.982910225499929,0.0
2019-03-19,1.0,-0.14625971618056052,-1.7756542822505883,-0.05726306781715754,-2.1468302075162233,-2.0050631106040075,0.0
2019-03-20,1.0,-0.15549828178694158,-1.7762743413516608,-0.059994272623138604,-2.1499856815578466,-2.0174684994272623,0.0
2019-03-21,1.0,-0.17269219777079164,-1.769148328093741,-0.06744784224064018,-2.1612603601028866,-1.9743498142326381,0.0
2019-03-22,1.0,-0.1661849710982659,-1.7651734104046242,-0.11791907514450868,-2.200361271676301,-1.9757947976878616,0.0
2019-03-25,1.0,-0.1305430991529646,-1.6194035162645026,-0.20997935796142073,-2.2033596697273827,-1.954729874012385,0.0
2019-03-26,1.0,-0.1291202872531418,-1.6242728904847394,-0.2229802513464991,-2.2177378815080786,-1.9872172351885098,0.0
2019-03-27,1.0,-0.1297212069089085,-1.6023077474378271,-0.2261879165770802,-2.222461119472515,-1.9862395183831436,0.0
2019-03-28,1.0,-0.1274305804692545,-1.6004161584272083,-0.23871708402095143,-2.217837411207577,-1.9908158140202339,0.0
2019-03-29,1.0,-0.11638580136249553,-1.5937612047328793,-0.2570096808892076,-2.212262459662962,-1.9915381857296526,0.0
2019-04-01,1.0,-0.11318185076338613,-1.5977349293957421,-0.24672066518529137,-2.2111676582323847,-1.99921152605548,0.0
2019-04-02,1.0,-0.12390013591816296,-1.5961084483868662,-0.30946419629444166,-2.1871378496315903,-1.9369053580370557,0.0
2019-04-03,1.0,-0.13885093837635723,-1.599985618753146,-0.3012871215934422,-2.213058172143525,-1.937513482418926,0.0
2019-04-04,1.0,-0.14280570358634595,-1.6020452254068844,-0.29583753420711506,-2.21518075759758,-1.9455566757885638,0.0
2019-04-05,1.0,-0.18307241403960256,-1.5600114375580816,-0.28836943312602764,-2.1886482236042606,-1.9283722925155482,0.0
2019-04-08,1.0,-0.183226266952177,-1.5494646680942183,-0.28758029978586724,-2.1889364739471806,-1.9284796573875802,0.0
2019-04-09,1.0,-0.21250715512306814,-1.5241843159702346,-0.3028048082427018,-2.2015598168288495,-1.9140669719519179,0.0
2019-04-10,1.0,-0.21234197557317336,-1.5158917220198558,-0.30797800157131633,-2.200557103064067,-1.9055781729876438,0.0
2019-04-11,1.0,-0.23729540418840683,-1.4784504324208418,-0.3313558716317633,-2.2104209849188763,-1.8899292402258594,0.0
2019-04-12,1.0,-0.23836752197841465,-1.4805231934815237,-0.3346436995211207,-2.206704309913516,-1.8872132084911728,0.0
2019-04-15,1.0,-0.23179898346338318,-1.4852172668050683,-0.33502756102799053,-2.2111819027847375,-1.8955544419786672,0.0
2019-04-16,1.0,-0.229056279536016,-1.4861807246169267,-0.3243591579550336,-2.2155234140054416,-1.9051267363597304,0.0
2019-04-17,1.0,-0.22897263218226108,-1.4623871614844532,-0.35133973348617276,-2.225891961599083,-1.8958303481874195,0.0
2019-04-18,1.0,-0.23234134098243098,-1.4684833273574758,-0.3575475080674077,-2.2198637504481895,-1.8927931158121194,0.0
2019-04-22,1.0,-0.249783299624386,-1.4668448425310603,-0.35286044495810454,-2.2391649812193006,-1.9146200520080903,0.0
2019-04-23,1.0,-0.24736157293624406,-1.4748445858030939,-0.35824779528697415,-2.2363741506433428,-1.9118114789648692,0.0
2019-04-24,1.0,-0.22914572864321606,-1.4760229720028712,-0.3694185211773151,-2.2087580760947594,-1.8953338119167262,0.0
2019-04-25,1.0,-0.22566498921639108,-1.4600287562904384,-0.3838245866283249,-2.2179007907979873,-1.9016534867002155,0.0
2019-04-26,1.0,-0.23449167145318786,-1.4286329695577256,-0.39704192992533033,-2.229394026421597,-1.8902929350947735,0.0
2019-04-29,1.0,-0.23603151862464183,-1.4216332378223495,-0.39634670487106016,-2.2214183381088826,-1.887893982808023,0.0
2019-04-30,1.0,-0.24434876210979545,-1.4234660925726588,-0.41499820595622533,-2.2259777538571943,-1.8675278076785076,0.0
2019-05-01,1.0,-0.27598385469223,-1.441401182067176,-0.3949834222286291,-2.2320887991927347,-1.8632694248234107,0.0
2019-05-02,1.0,-0.2894435539271812,-1.5378978703915733,-0.42729562628806966,-2.38829097015495,-1.9900770933516527,0.0
2019-05-03,1.0,-0.2949722370122462,-1.523997870236556,-0.43454780558302275,-2.374610177226744,-1.9781699246976499,0.0
2019-05-06,1.0,-0.29620233702337023,-1.465559655596556,-0.4772447724477245,-2.425430504305043,-2.023139606396064,0.0
2019-05-07,1.0,-0.2745609325868548,-1.4730424112278548,-0.5004218114886111,-2.407009740010737,-2.0141882046169184,0.0
2019-05-08,1.0,-0.2633857370699476,-1.455228981544771,-0.5127971443760917,-2.3739652160704794,-1.9893673577884103,0.0
2019-05-09,1.0,-0.27214805825242716,-1.449104975728155,-0.5166110436893203,-2.3725728155339807,-1.974514563106796,0.0
2019-05-10,1.0,-0.26693965850266554,-1.4709881789384225,-0.5350382446109867,-2.4415514177547712,-2.0117437997373098,0.0
2019-05-13,1.0,-0.27319070054838956,-1.4713833320460339,-0.5222059164285163,-2.4390206225380395,-2.017919209083185,0.0
2019-05-14,1.0,-0.17682416495472877,-1.3597352202693451,-0.6681883892566385,-2.41946283192574,-1.9843262573232898,0.0
2019-05-15,1.0,-0.1589661482159195,-1.3697773711497407,-0.6853461421164989,-2.4339737724916133,-1.9762122598353156,0.0
2019-05-16,1.0,-0.13718466580291136,-1.3765719076289917,-0.7034524807560399,-2.4291593628534414,-1.9750019053425805,0.0
2019-05-17,1.0,-0.13795999389219726,-1.3728050083982286,-0.7097266758283707,-2.4193770041227665,-1.9948847152236981,0.0
2019-05-20,1.0,-0.13405990397073395,-1.3523359500038106,-0.724868531361939,-2.416965170337627,-1.9931407667098544,0.0
2019-05-21,1.0,-0.11902778829408649,-1.3607935185886273,-0.7370333913833573,-2.3821458317558872,-1.9727417278715833,0.0
2019-05-22,1.0,-0.10813664127893824,-1.3426589246663148,-0.7509237614056254,-2.376819244400875,-1.9623708619259483,0.0
2019-05-23,1.0,-0.10886399518833172,-1.3332080294714683,-0.7338545973986919,-2.3732050221787837,-1.9691000676640853,0.0
2019-05-24,1.0,-0.08492266106021926,-1.282249587025079,-0.7795464784502177,-2.381213395404716,-1.9807028082294642,0.0
2019-05-28,1.0,-0.08574852093162584,-1.2819591103122894,-0.7687411068673706,-2.3741481315060287,-1.9783569235377818,0.0
2019-05-29,1.0,-0.09472977008062108,-1.2847118542848612,-0.7653777246939385,-2.366303374141535,-1.953792176769185,0.0
2019-05-30,1.0,-0.09555422944950022,-1.2805460241682827,-0.7604057884529315,-2.364911233775921,-1.957929285394599,0.0
2019-05-31,1.0,-0.09295732617129217,-1.2859594150999702,-0.7518651148910773,-2.3612354521038497,-1.9684422560429722,0.0
2019-06-03,1.0,-0.08648929074334841,-1.2870377232639147,-0.7785518416956941,-2.3472170755206405,-1.911954346698288,0.0
2019-06-04,1.0,-0.05359399390470527,-1.3020887534378947,-0.7776704080874154,-2.354419088679105,-1.9455140117445924,0.0
2019-06-05,1.0,-0.0426234318832074,-1.2599955982686526,-0.823270486391314,-2.3566136013498644,-1.8537891570684473,0.0
2019-06-06,1.0,-0.03904587155963302,-1.2782385321100918,-0.7980183486238531,-2.3474495412844036,-1.8766972477064217,0.0
2019-06-07,1.0,-0.0,-1.1114333778061374,-0.36724868031788394,-2.03637101920065,-1.2857474331457743,0.0
2019-06-10,1.0,-0.0,-1.1184984430861493,-0.3958020989505248,-1.9820666589782032,-1.2699803944181756,0.0
2019-06-11,1.0,-0.0,-1.1159361628310396,-0.4632820631432866,-1.9584248872441308,-1.2447669712038856,0.0
2019-06-12,1.0,-0.0,-1.1289242843951985,-0.46947137580794096,-1.9432710064635272,-1.2293397968605724,0.0
2019-06-13,1.0,-0.0,-1.1874964316300314,-0.5117328004567514,-1.8588067370825008,-1.1513559805880673,0.0
2019-06-14,1.0,-0.0,-1.1842000341744034,-0.5356268155151791,-1.849860454519565,-1.1259896337643105,0.0
2019-06-17,1.0,-0.0,-1.172271286231884,-0.5398550724637682,-1.8578464673913044,-1.0912590579710144,0.0
2019-06-18,1.0,-0.0,-1.204130262112788,-0.5353455123113582,-1.8566322478157267,-1.0773289458754114,0.0
2019-06-19,1.0,-0.0,-1.1664029833879535,-0.5748107130749237,-1.8466493389083511,-1.0624929370550344,0.0
2019-06-20,1.0,-0.0,-1.1770962996492023,-0.5615027724340839,-1.851872807513862,-1.0675568631888648,0.0
2019-06-21,1.0,-0.0,-1.1829640515487228,-0.5603662672394303,-1.8377232647524304,-1.0712186298892155,0.0
2019-06-24,1.0,-0.0,-1.1211221861350655,-0.5675327584275955,-1.785362302609475,-1.1257139657296449,0.0
2019-06-25,1.0,-0.0,-1.128435221536736,-0.5631519910263602,-1.7877734155916996,-1.129220415030847,0.0
