Date,AGO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23941068139963168,-0.6559733856115962,-0.0,-0.512594308798194,-0.5623477692627576,0.0
2018-09-25,1.0,-0.24342789246992425,-0.654982919946532,-0.0,-0.5119263329867815,-0.5601069359869301,0.0
2018-09-26,1.0,-0.2428698752228164,-0.6546939988116459,-0.0,-0.5120915032679738,-0.5612299465240641,0.0
2018-09-27,1.0,-0.24288346110417777,-0.6551078623640577,-0.0,-0.5121530873001724,-0.5612705770487907,0.0
2018-09-28,1.0,-0.24273489035478693,-0.6553455755630831,-0.0,-0.5121233731502942,-0.5612111487490343,0.0
2018-10-01,1.0,-0.24273402674591382,-0.6556612184249628,-0.0,-0.5120653789004457,-0.5613075780089153,0.0
2018-10-02,1.0,-0.24288814244523055,-0.6572040070152493,-0.0,-0.5116673107220356,-0.5608037811004429,0.0
2018-10-03,1.0,-0.24236113177233642,-0.6465740382612835,-0.0,-0.5169438576656451,-0.5693374192972539,0.0
2018-10-04,1.0,-0.24359126866115505,-0.6443228454172366,-0.0,-0.5180812466543746,-0.5678938916314756,0.0
2018-10-05,1.0,-0.23281990521327015,-0.6390402843601896,-0.0,-0.519164691943128,-0.5710604265402843,0.0
2018-10-08,1.0,-0.23006651884700666,-0.6357132298595713,-0.0,-0.520709534368071,-0.5699334811529934,0.0
2018-10-09,1.0,-0.22963904573269872,-0.635734768084666,-0.0,-0.5207378721139918,-0.5700771573003813,0.0
2018-10-10,1.0,-0.23428199129327448,-0.635768649865253,-0.0,-0.5247430923682885,-0.5667071401072052,0.0
2018-10-11,1.0,-0.18963078433070638,-0.6228457608036719,-0.0,-0.506047746889524,-0.5681995323460639,0.0
2018-10-12,1.0,-0.1852192138734962,-0.6206609434666513,-0.0,-0.5012489592006661,-0.564041459703121,0.0
2018-10-15,1.0,-0.15717729438099065,-0.6489697526258394,-0.0,-0.497101532457097,-0.5664925672961029,0.0
2018-10-16,1.0,-0.15255405288999913,-0.6572773997186091,-0.0,-0.4961093404542452,-0.5653946650587188,0.0
2018-10-17,1.0,-0.13835659090265787,-0.6310113504486399,-0.0,-0.49155085057601405,-0.5696453338617,0.0
2018-10-18,1.0,-0.13736933057593698,-0.6293096121703164,-0.0,-0.49539647015496185,-0.5708660301991557,0.0
2018-10-19,1.0,-0.12427233611743861,-0.6205461345932113,-0.0,-0.496189431648809,-0.5711915408194831,0.0
2018-10-22,1.0,-0.1245396530881898,-0.6171038205279582,-0.0,-0.4974276798515644,-0.5722076972814933,0.0
2018-10-23,1.0,-0.1250597329585383,-0.6170344342937456,-0.0,-0.4969501054111033,-0.5719184820801124,0.0
2018-10-24,1.0,-0.12382533340836194,-0.6198300602104552,-0.0,-0.49763659895335094,-0.5723088177367621,0.0
2018-10-25,1.0,-0.10269290949518241,-0.5913969639572868,-0.0,-0.49746081418649973,-0.5534876060281644,0.0
2018-10-26,1.0,-0.09078048913191328,-0.5818166979515221,-0.0,-0.5010745667727632,-0.5467504556707201,0.0
2018-10-29,1.0,-0.0806027590318996,-0.5843564517440442,-0.0,-0.4966528444046941,-0.5486353904111445,0.0
2018-10-30,1.0,-0.07569969384161045,-0.5843290254409494,-0.0,-0.49678940095911567,-0.5525481589856134,0.0
2018-10-31,1.0,-0.07865894708496028,-0.5705937794533459,-0.0,-0.494789282348189,-0.5488353305506933,0.0
2018-11-01,1.0,-0.08169370923400356,-0.568891164896771,-0.0,-0.49541803676351676,-0.5492426284297341,0.0
2018-11-02,1.0,-0.086468080542671,-0.5466391398772019,-0.0,-0.5025337158484596,-0.5455398557524734,0.0
2018-11-05,1.0,-0.08496153949237491,-0.5505614966095789,-0.0,-0.5026667738736565,-0.5419849374179196,0.0
2018-11-06,1.0,-0.083091865207126,-0.5493131573298992,-0.0,-0.5052049796093582,-0.5453691779351793,0.0
2018-11-07,1.0,-0.08335794249510055,-0.5496254933018336,-0.0,-0.5059196220032753,-0.545759617707858,0.0
2018-11-08,1.0,-0.061417532640554225,-0.5516120436983746,-0.0,-0.49949373834265914,-0.55201172395417,0.0
2018-11-09,1.0,-0.061016226586022224,-0.5515707015533826,-0.0,-0.5001465455223681,-0.5517572140363965,0.0
2018-11-12,1.0,-0.0606591772235944,-0.5368496534140705,-0.0,-0.5080073300932197,-0.5503147159588878,0.0
2018-11-13,1.0,-0.07377899045020464,-0.5598635743519782,-0.0,-0.525675306957708,-0.5691950886766712,0.0
2018-11-14,1.0,-0.08038754325259514,-0.569356401384083,-0.0,-0.5400692041522491,-0.5783529411764706,0.0
2018-11-15,1.0,-0.07962172056131787,-0.5704975317543957,-0.0,-0.5405457873426147,-0.5826723611958511,0.0
2018-11-16,1.0,-0.07877176952681562,-0.5668244870836449,-0.0,-0.5394135725558601,-0.5837694160644572,0.0
2018-11-19,1.0,-0.08187004929928544,-0.5662493768348751,-0.0,-0.5380546169611699,-0.5834487342823907,0.0
2018-11-20,1.0,-0.03878727689039698,-0.5607327098678584,-0.0,-0.5477668349471709,-0.611409969930205,0.0
2018-11-21,1.0,-0.041390637831918965,-0.5558171366000547,-0.0,-0.5455789761839583,-0.5947166712291267,0.0
2018-11-23,1.0,-0.041068438246355726,-0.5644439564059626,-0.0,-0.5443215197518325,-0.5953825459137453,0.0
2018-11-26,1.0,-0.040982706560527035,-0.5646170738402416,-0.0,-0.5441943453197914,-0.5952237167169915,0.0
2018-11-27,1.0,-0.035623479235585204,-0.5654099570768516,-0.0,-0.5408043305902617,-0.5920933920223092,0.0
2018-11-28,1.0,-0.033590881692147516,-0.57783988163735,-0.0,-0.5377828922132719,-0.5906625020549071,0.0
2018-11-29,1.0,-0.01759769709149173,-0.5699155419167368,-0.0,-0.5352632865328735,-0.5929446269994297,0.0
2018-11-30,1.0,-0.01748574531631822,-0.5700787401574803,-0.0,-0.5359218028780884,-0.5916915557969047,0.0
2018-12-03,1.0,-0.015929011424384684,-0.5705136902662071,-0.0,-0.5358334916284497,-0.5913272367099943,0.0
2018-12-04,1.0,-0.012813219558445077,-0.5712312068264933,-0.0,-0.5342814574021401,-0.590627116348368,0.0
2018-12-06,1.0,-0.0060641523485291775,-0.5427948295122081,-0.0,-0.532182562902282,-0.5786743975743391,0.0
2018-12-07,1.0,-0.0100292631018888,-0.542511306198457,-0.0,-0.5322958233572759,-0.5754722000532057,0.0
2018-12-10,1.0,-0.0,-0.5426125102402156,-0.0,-0.5310113369097011,-0.5690124468169446,0.0
2018-12-11,1.0,-0.0,-0.5454256502622239,-0.0,-0.5254807437622504,-0.5778195687874133,0.0
2018-12-12,1.0,-0.0,-0.5455099337748345,-0.0,-0.5252185430463576,-0.5782781456953642,0.0
2018-12-13,1.0,-0.0,-0.5475641127642081,-0.0,-0.5248627575781685,-0.5796271249370143,0.0
2018-12-14,1.0,-0.0,-0.549639180728006,-0.0,-0.5237981534543139,-0.5796455481269236,0.0
2018-12-17,1.0,-0.0,-0.5468274749398292,-0.0,-0.5139252558914544,-0.5841201830252056,0.0
2018-12-18,1.0,-0.0,-0.5446480435126999,-0.0,-0.5119079051592121,-0.5837777895125943,0.0
2018-12-19,1.0,-0.0,-0.5448543586764201,-0.0,-0.5122138009348509,-0.583780072358518,0.0
2018-12-20,1.0,-0.0,-0.5333666517610542,-0.0,-0.5177946708051661,-0.5792408659284004,0.0
2018-12-21,1.0,-0.0,-0.5339531229540395,-0.0,-0.5198638208720702,-0.5649862511457378,0.0
2018-12-24,1.0,-0.0,-0.513109589397766,-0.0,-0.5104277866014008,-0.5801286223865441,0.0
2018-12-26,1.0,-0.0,-0.515112307214574,-0.0,-0.4988614015112307,-0.5737501293861919,0.0
2018-12-27,1.0,-0.0,-0.4936114337659714,-0.0,-0.4603807888490481,-0.571158022322105,0.0
2018-12-28,1.0,-0.0,-0.4946374946374946,-0.0,-0.45923234158528276,-0.5696620990738638,0.0
2018-12-31,1.0,-0.0,-0.49501577287066245,-0.0,-0.4591545741324921,-0.5694889589905363,0.0
2019-01-02,1.0,-0.0,-0.49435142223118816,-0.0,-0.4576104498688723,-0.5697246318337704,0.0
2019-01-03,1.0,-0.0,-0.4939631487409573,-0.0,-0.4620774834270158,-0.5645653215032894,0.0
2019-01-04,1.0,-0.0,-0.49429008859774615,-0.0,-0.45046808724242654,-0.5650929899856938,0.0
2019-01-07,1.0,-0.0,-0.47726316310617123,-0.0,-0.4446864866202936,-0.5534816941852118,0.0
2019-01-08,1.0,-0.0,-0.4647880360894821,-0.0,-0.4551724137931034,-0.5519218885181065,0.0
2019-01-09,1.0,-0.0,-0.4570814920877873,-0.0,-0.4549584022514627,-0.5566692176660825,0.0
2019-01-10,1.0,-0.0,-0.45721410231088283,-0.0,-0.4549427217064981,-0.556735137270393,0.0
2019-01-11,1.0,-0.0,-0.46253559854659726,-0.0,-0.4480997741333595,-0.5444368064421095,0.0
2019-01-14,1.0,-0.0,-0.4631070105268324,-0.0,-0.4485068583907933,-0.5421932127696121,0.0
2019-01-15,1.0,-0.0,-0.45870275314979003,-0.0,-0.4499594763857849,-0.5473143895670113,0.0
2019-01-16,1.0,-0.0,-0.4559206325818967,-0.0,-0.4404007661706203,-0.5593782230735228,0.0
2019-01-17,1.0,-0.0,-0.45313381577333495,-0.0,-0.4390531092849258,-0.5608978290199926,0.0
2019-01-18,1.0,-0.0,-0.4523897103901518,-0.0,-0.4416243654822335,-0.5582284999632164,0.0
2019-01-22,1.0,-0.0,-0.4320459905660377,-0.0,-0.435436320754717,-0.5893032625786163,0.0
2019-01-23,1.0,-0.0,-0.3944374831085231,-0.0,-0.43775337215301835,-0.6247266651925014,0.0
2019-01-24,1.0,-0.0,-0.3943980343980344,-0.0,-0.43832923832923837,-0.6242751842751842,0.0
2019-01-25,1.0,-0.0,-0.3593784848710133,-0.0,-0.4380343468887072,-0.6807176665923227,0.0
2019-01-28,1.0,-0.0,-0.35305622261282893,-0.0,-0.4444086846730869,-0.6782363280766469,0.0
2019-01-29,1.0,-0.0,-0.3459305210918114,-0.0,-0.44213399503722084,-0.6933250620347394,0.0
2019-01-30,1.0,-0.0,-0.349218963419177,-0.0,-0.44604763205602604,-0.6881813892269105,0.0
2019-01-31,1.0,-0.0,-0.3348442898096195,-0.0,-0.4282459020410163,-0.6870849974272903,0.0
2019-02-01,1.0,-0.0,-0.33299034739575684,-0.0,-0.4387035131559606,-0.6781811945710227,0.0
2019-02-04,1.0,-0.0,-0.3085275423728813,-0.0,-0.42500481510015403,-0.6740177195685669,0.0
2019-02-05,1.0,-0.0,-0.2957130148349403,-0.0,-0.4217979851410161,-0.6868793729412613,0.0
2019-02-06,1.0,-0.0,-0.28087242679733854,-0.0,-0.42689342076817755,-0.6942903125075065,0.0
2019-02-07,1.0,-0.0,-0.2748587029408947,-0.0,-0.4318660791263531,-0.6881406264967909,0.0
2019-02-08,1.0,-0.0,-0.2701855176540993,-0.0,-0.44552962298025134,-0.6780610412926391,0.0
2019-02-11,1.0,-0.0,-0.24538088295049834,-0.0,-0.44245524296675187,-0.7024165212610847,0.0
2019-02-12,1.0,-0.0,-0.23563095998674902,-0.0,-0.43075175693902185,-0.6998887863514824,0.0
2019-02-13,1.0,-0.0,-0.2447540867261243,-0.0,-0.428023940763171,-0.6928863760024603,0.0
2019-02-14,1.0,-0.0,-0.21978334558039203,-0.0,-0.4551639130537843,-0.6954749093322588,0.0
2019-02-15,1.0,-0.0,-0.2307216886944946,-0.0,-0.4528144908243796,-0.6935675572882,0.0
2019-02-19,1.0,-0.0,-0.2331393277111296,-0.0,-0.4492457536524528,-0.6931939660292197,0.0
2019-02-20,1.0,-0.0,-0.2468288279728253,-0.0,-0.4362915102855242,-0.6923131740225188,0.0
2019-02-21,1.0,-0.0,-0.26302806043786614,-0.0,-0.4305604971654925,-0.6783604924215471,0.0
2019-02-22,1.0,-0.0,-0.2604880593829298,-0.0,-0.4345578295823748,-0.6764531505679797,0.0
2019-02-25,1.0,-0.0,-0.256975974271661,-0.0,-0.43054767309875147,-0.6772133938706016,0.0
2019-02-26,1.0,-0.0,-0.25836053166832224,-0.0,-0.4322170190624852,-0.6744950569982499,0.0
2019-02-27,1.0,-0.0,-0.2592916794814166,-0.0,-0.43419527313160944,-0.6723130426553738,0.0
