Date,ETW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20439294884242776,-0.2711502362612467,-0.11051416488661618,-0.2967829632985954,-0.2747750663473364,0.0
2018-09-25,1.0,-0.2047244094488189,-0.2707582785028584,-0.11112069895372667,-0.2964081544601445,-0.27423147449034624,0.0
2018-09-26,1.0,-0.2044665012406948,-0.27053619592189015,-0.1102815837738699,-0.29679577084906683,-0.2756284388822958,0.0
2018-09-27,1.0,-0.20648305907218495,-0.265814048784696,-0.1116742510837449,-0.2970647227554079,-0.2756701964759419,0.0
2018-09-28,1.0,-0.20789899643897702,-0.2653070033452034,-0.11155713823243768,-0.2974641199956836,-0.2759469083845905,0.0
2018-10-01,1.0,-0.208327038052276,-0.26489823228507914,-0.11150201808724179,-0.29772722367313464,-0.2759491485182707,0.0
2018-10-02,1.0,-0.20826585476452678,-0.26738787761007105,-0.11088078426291809,-0.2972943793051327,-0.27548530586685666,0.0
2018-10-03,1.0,-0.2080436941410129,-0.2626397823928155,-0.11014204913432063,-0.2992098786753594,-0.2787660291006433,0.0
2018-10-04,1.0,-0.20902125822812131,-0.2608179561886263,-0.11037013057084277,-0.30044243012841265,-0.2775655551958563,0.0
2018-10-05,1.0,-0.21139511267636063,-0.263077155759134,-0.11077501458418858,-0.29967806754099774,-0.27571678586089926,0.0
2018-10-08,1.0,-0.2108000776984007,-0.2619083590529428,-0.10981373966719185,-0.30036906740336256,-0.2753976647314009,0.0
2018-10-09,1.0,-0.2097822098469641,-0.2621899889917762,-0.10714671156295193,-0.30188434889593996,-0.2774935785361221,0.0
2018-10-10,1.0,-0.210189021232522,-0.26150094942171587,-0.10769463145175212,-0.30204557224236145,-0.2763248748489556,0.0
2018-10-11,1.0,-0.21070219692559772,-0.2604618071276114,-0.10641829980811936,-0.30327921867925745,-0.2751007912381691,0.0
2018-10-12,1.0,-0.2094647013188518,-0.2602577364020343,-0.10417205413326437,-0.30503835876217567,-0.2760753383329023,0.0
2018-10-15,1.0,-0.22777765653303073,-0.24301084655507302,-0.12193099233975689,-0.3118002662534646,-0.2778638615481984,0.0
2018-10-16,1.0,-0.2284803632632567,-0.24085838408976795,-0.12373654681598883,-0.3118955618136966,-0.2781016001921104,0.0
2018-10-17,1.0,-0.2247305532062542,-0.23127968251902933,-0.12063843167870232,-0.31138724437794113,-0.28054995337540395,0.0
2018-10-18,1.0,-0.22437607059996967,-0.23066415143433294,-0.12090461631865392,-0.31182376027233893,-0.28051345432468183,0.0
2018-10-19,1.0,-0.2204080752307825,-0.22454921922181,-0.11785005607799155,-0.31347597273746874,-0.2805625053921146,0.0
2018-10-22,1.0,-0.2244699474810348,-0.21774838444747024,-0.10704791545094988,-0.32317534418293026,-0.2888326957574186,0.0
2018-10-23,1.0,-0.22368620324095106,-0.21877501568551092,-0.10441141472490859,-0.32599900478137644,-0.29064710845719477,0.0
2018-10-24,1.0,-0.22306923812005905,-0.22432890278863696,-0.10739727217444184,-0.32692641820866997,-0.2900920858309443,0.0
2018-10-25,1.0,-0.21756989247311825,-0.21447311827956989,-0.10677419354838709,-0.3276559139784946,-0.2840645161290323,0.0
2018-10-26,1.0,-0.21124863720900405,-0.21107762029970714,-0.09587635477457834,-0.33683917997391993,-0.28269095106778686,0.0
2018-10-29,1.0,-0.21187636270360394,-0.20993117010816126,-0.09542131589072719,-0.33805737249369416,-0.2822666837672609,0.0
2018-10-30,1.0,-0.21342284749096663,-0.20985225887836478,-0.09638451177011396,-0.33781616813837634,-0.28060122725620573,0.0
2018-10-31,1.0,-0.21471177197392527,-0.20284606535724936,-0.09724766733415705,-0.33677729964637215,-0.2786843338588045,0.0
2018-11-01,1.0,-0.2216475013893045,-0.19634078570512545,-0.1035779934168341,-0.3370452699525499,-0.2788013508314453,0.0
2018-11-02,1.0,-0.22139298163077648,-0.19744242242798793,-0.10373585954707781,-0.3368047387892137,-0.27906678356820563,0.0
2018-11-05,1.0,-0.2202411493073371,-0.2004874294510005,-0.10374978621515306,-0.33696767573114417,-0.2764024285958611,0.0
2018-11-06,1.0,-0.22597274808017281,-0.20520225031551476,-0.10070803653554086,-0.33491625489315274,-0.2722625082889474,0.0
2018-11-07,1.0,-0.22718122242686425,-0.20595793892148884,-0.09874930397909795,-0.3365314601447723,-0.2732042660727288,0.0
2018-11-08,1.0,-0.22706741164129898,-0.20555305803523644,-0.09825958512619615,-0.3367370967396656,-0.27311455055337913,0.0
2018-11-09,1.0,-0.2267103347889374,-0.2055184519222536,-0.09855295830122442,-0.33686531381111395,-0.27296857607671887,0.0
2018-11-12,1.0,-0.2267261815774299,-0.1999231147085834,-0.09845588706404973,-0.33878649381714115,-0.2718108621831151,0.0
2018-11-13,1.0,-0.22449240199208276,-0.19744179117183844,-0.09547524794619673,-0.3400161750308603,-0.2708466351679224,0.0
2018-11-14,1.0,-0.22386024712398808,-0.19882829143587558,-0.09507882403067747,-0.34073285044737966,-0.2718789944610141,0.0
2018-11-15,1.0,-0.2238526248535832,-0.1986156958790331,-0.0948354807794697,-0.3409647534873815,-0.27143009264189116,0.0
2018-11-16,1.0,-0.22343051713130455,-0.197212172802724,-0.09446690785273462,-0.3406895084060439,-0.2723345392636731,0.0
2018-11-19,1.0,-0.22345881301470433,-0.19700806503096205,-0.09505671057391527,-0.34030600302172664,-0.2721469154980529,0.0
2018-11-20,1.0,-0.21837323824078791,-0.19504584819154355,-0.08927661742231278,-0.3429274919341145,-0.276978264561046,0.0
2018-11-21,1.0,-0.21969664962609317,-0.19143183066458236,-0.09172335121889391,-0.3414170433900883,-0.26822003464447164,0.0
2018-11-23,1.0,-0.21942613252197432,-0.178921568627451,-0.0952924273157539,-0.34850405679513186,-0.27076994590939824,0.0
2018-11-26,1.0,-0.21959109457259443,-0.1776856883100408,-0.09550288601814069,-0.349641626318794,-0.2718777089455991,0.0
2018-11-27,1.0,-0.21870452004809013,-0.1786927084431883,-0.09206724177933391,-0.34903292484866383,-0.27073885807091186,0.0
2018-11-28,1.0,-0.21854695806261074,-0.18021685933676485,-0.09178550333305206,-0.3484727027255084,-0.27048350350181416,0.0
2018-11-29,1.0,-0.21469722455845247,-0.1785534062237174,-0.08862489486963834,-0.3486543313708999,-0.2720773759461732,0.0
2018-11-30,1.0,-0.21628048908811584,-0.18010396279226384,-0.08651640465517604,-0.35174779552581187,-0.2698823578929646,0.0
2018-12-03,1.0,-0.2163932354737485,-0.1800223237790367,-0.08777878398584757,-0.35174694101046694,-0.27009666617526273,0.0
2018-12-04,1.0,-0.2167365250542368,-0.17977125766160454,-0.08734755776481243,-0.35223371316637525,-0.2701939886681972,0.0
2018-12-06,1.0,-0.2129168143807478,-0.164306716993723,-0.09542677204762998,-0.3501970679623798,-0.2625278918941463,0.0
2018-12-07,1.0,-0.20663710304533323,-0.17233769782055863,-0.08476072381833084,-0.36026985561463604,-0.27769487820768796,0.0
2018-12-10,1.0,-0.19703106731251044,-0.17431518289627526,-0.0820945381660264,-0.3631827292467012,-0.27123350592951395,0.0
2018-12-11,1.0,-0.1902049875416152,-0.18067798739504595,-0.07531564731254842,-0.3640989132938294,-0.28356958897799367,0.0
2018-12-12,1.0,-0.19056892183344848,-0.18055991791779216,-0.07567477019075737,-0.36417697929099396,-0.2829742236740164,0.0
2018-12-13,1.0,-0.19000878992089068,-0.17920974425515884,-0.07653509689841362,-0.3649491440291323,-0.2821146038257084,0.0
2018-12-14,1.0,-0.19004666931753972,-0.178808362806856,-0.07693112613272503,-0.3649624343385723,-0.2820459159115167,0.0
2018-12-17,1.0,-0.18852150650002092,-0.17825941562513065,-0.07540860260000837,-0.36366676420181415,-0.28420348618484303,0.0
2018-12-18,1.0,-0.19278867517298293,-0.189149156774371,-0.07503332698533612,-0.3723735161556529,-0.2866543938720667,0.0
2018-12-19,1.0,-0.2020319857464048,-0.18883892588978918,-0.0726678827472108,-0.370678318415136,-0.2868536036991473,0.0
2018-12-20,1.0,-0.19768720138683354,-0.18252927994587967,-0.0800388989894719,-0.37044945245444166,-0.2833495412456133,0.0
2018-12-21,1.0,-0.19980177113184375,-0.19094611191312405,-0.07366788045937385,-0.3815043847363771,-0.30871991553726486,0.0
2018-12-24,1.0,-0.20431897278485117,-0.1960830937506755,-0.06960506690300684,-0.3854866950563109,-0.30619744493201617,0.0
2018-12-26,1.0,-0.20661619203303797,-0.1984427428374774,-0.06738793770971349,-0.37724769852877915,-0.3012131119332358,0.0
2018-12-27,1.0,-0.1924476412100698,-0.18973979268034696,-0.06962132430717156,-0.35792257245610326,-0.30577533319229955,0.0
2018-12-28,1.0,-0.19385593220338984,-0.1884957627118644,-0.06970338983050847,-0.3589830508474577,-0.3076059322033899,0.0
2018-12-31,1.0,-0.18616725780949533,-0.20548267168069742,-0.06824494679714543,-0.36553993419084657,-0.31124738259048756,0.0
2019-01-02,1.0,-0.18633433973576582,-0.2062910858439862,-0.0706408856341406,-0.3671655853193722,-0.31082846191730373,0.0
2019-01-03,1.0,-0.18490249618369844,-0.21272387177226892,-0.05777127991227882,-0.36767646363225903,-0.3269549138913375,0.0
2019-01-04,1.0,-0.2038226266408342,-0.21122406774495506,-0.05366044800487624,-0.3820232056947559,-0.3261858632474911,0.0
2019-01-07,1.0,-0.19412449851171218,-0.2010051335145162,-0.06399637634269445,-0.37871532720762696,-0.31909753677580777,0.0
2019-01-08,1.0,-0.19367460763543604,-0.20707769466903023,-0.06210817588309049,-0.3775130788187989,-0.32141467421851355,0.0
2019-01-09,1.0,-0.1936404314649489,-0.20686971747260108,-0.06216899764380363,-0.3774453643457772,-0.3215451460193251,0.0
2019-01-10,1.0,-0.19376242759574652,-0.20644938186219416,-0.062289271202559005,-0.3775611653842829,-0.32125875335004755,0.0
2019-01-11,1.0,-0.19442701685308184,-0.1979966683252926,-0.06475131428076931,-0.3783397875516518,-0.32788871341107245,0.0
2019-01-14,1.0,-0.19836785938480853,-0.19983981643829687,-0.06513409961685823,-0.37939693053661494,-0.3219040197415417,0.0
2019-01-15,1.0,-0.20240511248326784,-0.1986700634742433,-0.06207090116153548,-0.3793125782633102,-0.3165292111058336,0.0
2019-01-16,1.0,-0.20028458088996207,-0.20448861676440153,-0.052561228009658505,-0.3753880648499483,-0.32321490169023803,0.0
2019-01-17,1.0,-0.19980599267083424,-0.2045915067902565,-0.05300711360206942,-0.3753395128260401,-0.3228928648415607,0.0
2019-01-18,1.0,-0.198569916398436,-0.2053098874511244,-0.05603681061113392,-0.3742412131947895,-0.32611090708777085,0.0
2019-01-22,1.0,-0.18708922684249707,-0.1688397320004254,-0.0,-0.4479421461235776,-0.32310964585770496,0.0
2019-01-23,1.0,-0.18531372341551156,-0.17428843508623426,-0.0,-0.4474235530631679,-0.3091524706380277,0.0
2019-01-24,1.0,-0.19120228402241726,-0.16918684572274506,-0.0,-0.44940255895104153,-0.30504388283810935,0.0
2019-01-25,1.0,-0.1624625637997216,-0.1457797275066436,-0.0,-0.5149955709284177,-0.28582275277344243,0.0
2019-01-28,1.0,-0.16429219696490008,-0.1351020494311826,-0.0,-0.5285252960172229,-0.28272019249034386,0.0
2019-01-29,1.0,-0.1648523206751055,-0.13556962025316455,-0.0,-0.5291772151898735,-0.2801054852320675,0.0
2019-01-30,1.0,-0.15897727991899246,-0.13606733751028416,-0.0,-0.5332362930616206,-0.28129021369955487,0.0
2019-01-31,1.0,-0.15154458497856796,-0.1402478937477565,-0.0,-0.5320635993158639,-0.28767499313752404,0.0
2019-02-01,1.0,-0.1511495224410447,-0.13988673823007353,-0.0,-0.5360493618459978,-0.2860070999915476,0.0
2019-02-04,1.0,-0.15288077581289217,-0.13925334347467833,-0.0,-0.5361391054488601,-0.2845069827385857,0.0
2019-02-05,1.0,-0.15196368243243244,-0.13325591216216215,-0.0,-0.5336993243243243,-0.2925675675675675,0.0
2019-02-06,1.0,-0.14543264150145832,-0.13321638415690917,-0.0,-0.5346197742739992,-0.30027053303461976,0.0
2019-02-07,1.0,-0.14722357268173075,-0.13367435371705172,-0.0,-0.5374453063899046,-0.2954406138366907,0.0
2019-02-08,1.0,-0.1460959309703071,-0.1341468572878775,-0.0,-0.542213010743592,-0.2924033499703917,0.0
2019-02-11,1.0,-0.14471510273247193,-0.12766363058674007,-0.0,-0.5449481042152086,-0.3008684600720186,0.0
