Date,AXP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2947750609859874,-0.3447835706586487,-0.24644012027004025,-0.5219265898905089,-0.4286322119475804,0.0
2018-09-25,1.0,-0.2940090857467348,-0.3465644520159,-0.24457694491766038,-0.5234241908006815,-0.4307211811470755,0.0
2018-09-26,1.0,-0.29405752250078077,-0.346611396609977,-0.24476874591862807,-0.5233809375088725,-0.43036824621674563,0.0
2018-09-27,1.0,-0.2929149105820708,-0.3547101036564529,-0.2429661692675703,-0.5250028477047499,-0.4321107187606789,0.0
2018-09-28,1.0,-0.29133320042152033,-0.35638403918999745,-0.2432855800176583,-0.5248782432855801,-0.4322292159152403,0.0
2018-10-01,1.0,-0.29440639269406393,-0.35590753424657534,-0.24252283105022832,-0.5276541095890411,-0.4333904109589041,0.0
2018-10-02,1.0,-0.2965300585463373,-0.3413394259603027,-0.24777952306154505,-0.5320291303726974,-0.4382693131515065,0.0
2018-10-03,1.0,-0.29626245610027696,-0.33443736972846416,-0.24663792365017276,-0.5348199754447078,-0.44313736687319766,0.0
2018-10-04,1.0,-0.2979622124550488,-0.33129744848450254,-0.24693190250585076,-0.5367886294879844,-0.44103544722872307,0.0
2018-10-05,1.0,-0.28851787593503797,-0.32361557495946985,-0.2394834892915043,-0.5439858926590632,-0.4486191302369237,0.0
2018-10-08,1.0,-0.28730474297074693,-0.3213007668276058,-0.23754615166145981,-0.545782448168134,-0.44816813405282585,0.0
2018-10-09,1.0,-0.2869110839746684,-0.3212449947462585,-0.23670235424417116,-0.5463039218470451,-0.4487263226649249,0.0
2018-10-10,1.0,-0.28691899258922743,-0.3208495414406996,-0.23680399784207387,-0.5464663959794429,-0.44830915131037224,0.0
2018-10-11,1.0,-0.2602537703823251,-0.3122043519394513,-0.2072179865323613,-0.5443541655072626,-0.45853970727363796,0.0
2018-10-12,1.0,-0.2622331328956805,-0.3039940420367408,-0.2071495559110719,-0.5369614387377946,-0.447950570971479,0.0
2018-10-15,1.0,-0.2547432190554867,-0.31400247831474604,-0.1976318325760705,-0.5376290788930195,-0.4497039790720089,0.0
2018-10-16,1.0,-0.25378641846119954,-0.3179214627967175,-0.194690752877678,-0.5377264966679517,-0.44960621248003524,0.0
2018-10-17,1.0,-0.24472458953903126,-0.2959130884635282,-0.1864023742750565,-0.538350532305933,-0.4574019114003322,0.0
2018-10-18,1.0,-0.24420124142437113,-0.2950833061091147,-0.18678536426004577,-0.5389578569095067,-0.45739409778939344,0.0
2018-10-19,1.0,-0.23779348444227802,-0.2868632707774799,-0.1827930782354375,-0.5425569366588133,-0.4580117529179192,0.0
2018-10-22,1.0,-0.2536754583998679,-0.2801883156213865,-0.14911073178789716,-0.579593634711745,-0.49055668740708114,0.0
2018-10-23,1.0,-0.2520957255498686,-0.2857379997233366,-0.14021303084797346,-0.5903997786692489,-0.49818785447503117,0.0
2018-10-24,1.0,-0.2525707651481645,-0.2826735957540911,-0.13627819548872178,-0.5924093321539141,-0.5003317116320212,0.0
2018-10-25,1.0,-0.2334856555714788,-0.25306221777573484,-0.1342508720222805,-0.5997079739339697,-0.48346537598356,0.0
2018-10-26,1.0,-0.22765734547505845,-0.24791146211083354,-0.12641362451983776,-0.6041851344454294,-0.48005479893625597,0.0
2018-10-29,1.0,-0.22440934323795222,-0.24736517471640432,-0.12360213467778701,-0.6050577918420982,-0.4813215693636193,0.0
2018-10-30,1.0,-0.21880447316903107,-0.24838424200166268,-0.11971358845772212,-0.6066132103301242,-0.48821368231918255,0.0
2018-10-31,1.0,-0.22126183806856076,-0.23534747232226225,-0.12114179004935306,-0.6050420168067226,-0.48491396558623445,0.0
2018-11-01,1.0,-0.21386867151883548,-0.24556773041136795,-0.11269295369111415,-0.6070543069663281,-0.4868431576421659,0.0
2018-11-02,1.0,-0.21693501248737979,-0.23412508634890272,-0.11081885328657208,-0.6102874754237738,-0.48469631755141085,0.0
2018-11-05,1.0,-0.21476759628154052,-0.2401062416998672,-0.11078353253652058,-0.6107038512616202,-0.4796812749003984,0.0
2018-11-06,1.0,-0.21169901621909065,-0.2385535761765488,-0.11239032172294604,-0.6129486838606754,-0.4832491358681202,0.0
2018-11-07,1.0,-0.2093221014589036,-0.23850017272993013,-0.1164199728946879,-0.610719885201031,-0.48239483404639794,0.0
2018-11-08,1.0,-0.20195715419201268,-0.23829674689235653,-0.10983866701930706,-0.6093097064268712,-0.4854006876487702,0.0
2018-11-09,1.0,-0.20022771202372444,-0.23944184076045225,-0.11073159107157042,-0.611724521407578,-0.48571504223263695,0.0
2018-11-12,1.0,-0.2001953125,-0.2278029983108108,-0.11019320101351353,-0.6170819256756757,-0.4840846706081081,0.0
2018-11-13,1.0,-0.19147093557275946,-0.22293662249048682,-0.10261120587849365,-0.6230415955911298,-0.48424091326597557,0.0
2018-11-14,1.0,-0.19387138314367558,-0.22293763633018843,-0.10196841081706132,-0.6247141993640114,-0.4845864760453076,0.0
2018-11-15,1.0,-0.1940200556518087,-0.22342101118286345,-0.10069827269386254,-0.6278154040006301,-0.47915682259673437,0.0
2018-11-16,1.0,-0.194042776538512,-0.22293662249048682,-0.10080041989240257,-0.6272405196168482,-0.47930717753575647,0.0
2018-11-19,1.0,-0.19423818644556973,-0.22205021908535144,-0.10348175163330098,-0.6255608322619578,-0.47844567470416915,0.0
2018-11-20,1.0,-0.17916143872856546,-0.21842325386867417,-0.08764638226683395,-0.6348285236302802,-0.493909452112087,0.0
2018-11-21,1.0,-0.17919571324523983,-0.2131932161065446,-0.09007907605868276,-0.6343772760378733,-0.48434085943190097,0.0
2018-11-23,1.0,-0.1789900460015074,-0.20822829222652492,-0.09184707747485511,-0.6355485094991814,-0.48436728435169063,0.0
2018-11-26,1.0,-0.17891481731718725,-0.2086949742736864,-0.09170521282677616,-0.6352580427212723,-0.48404448833220726,0.0
2018-11-27,1.0,-0.18014302865793183,-0.20900976144490266,-0.09380383149762489,-0.6395573419637731,-0.4874980424909955,0.0
2018-11-28,1.0,-0.18037792973847683,-0.20840945868350996,-0.09414313305841207,-0.6395051417236519,-0.4875763428511771,0.0
2018-11-29,1.0,-0.17330806573038082,-0.20505698190597338,-0.08813374522987462,-0.639339581007762,-0.49017419070117596,0.0
2018-11-30,1.0,-0.1724120002079759,-0.20566214319138978,-0.08825976186762335,-0.6396817969115582,-0.49370872978734465,0.0
2018-12-03,1.0,-0.17240214170608723,-0.2058533035296564,-0.08746166242137547,-0.6397567188231013,-0.4936840463689764,0.0
2018-12-04,1.0,-0.16440132807636443,-0.20927578335754307,-0.09018987341772153,-0.6371913260012452,-0.492814899356713,0.0
2018-12-06,1.0,-0.15634468238073232,-0.1892363785754635,-0.09890617778462486,-0.6380629589688287,-0.48513326143891544,0.0
2018-12-07,1.0,-0.15859200492952322,-0.1882718426660505,-0.10105522606485404,-0.6375003209325014,-0.48204061721738684,0.0
2018-12-10,1.0,-0.1453627695915974,-0.18933870392086882,-0.09774129403966757,-0.6422016009789426,-0.4746851578034977,0.0
2018-12-11,1.0,-0.1409536450888299,-0.1934092301409026,-0.09350112313661427,-0.6421788850316521,-0.4825403308147846,0.0
2018-12-12,1.0,-0.14057393790849673,-0.19390829248366015,-0.09300959967320262,-0.6420802696078431,-0.48355800653594777,0.0
2018-12-13,1.0,-0.1419836782726598,-0.19770267850290363,-0.09117654583130803,-0.641408068766149,-0.48596791936350375,0.0
2018-12-14,1.0,-0.14210755330313035,-0.2008753743377102,-0.0898922419309427,-0.6403286493127543,-0.48639586372827565,0.0
