Date,GSBD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21927203761918374,-0.5794601335377101,-0.0,-0.4261255877997454,-0.373178145540516,0.0
2018-09-25,1.0,-0.2209323464485132,-0.5786261524477341,-0.0,-0.4255551227113362,-0.3719516945851188,0.0
2018-09-26,1.0,-0.22247914988698067,-0.5802437059939203,-0.0,-0.4257839902309751,-0.36963807841201385,0.0
2018-09-27,1.0,-0.22517914632879843,-0.5750077889708173,-0.0,-0.42626440959601203,-0.3698462976425381,0.0
2018-09-28,1.0,-0.22510710112943008,-0.5751265740620538,-0.0,-0.42624951317668447,-0.36990782811891476,0.0
2018-10-01,1.0,-0.22591871185560317,-0.57439293598234,-0.0,-0.4267757434099468,-0.36997792494481235,0.0
2018-10-02,1.0,-0.22673799568909547,-0.5717402030799594,-0.0,-0.4275586257044174,-0.37089360376035524,0.0
2018-10-03,1.0,-0.2266967855844628,-0.5705198109778263,-0.0,-0.42776652645791147,-0.37147530768032405,0.0
2018-10-04,1.0,-0.228375677990294,-0.5674616562427011,-0.0,-0.42968364778242024,-0.3696571769651987,0.0
2018-10-05,1.0,-0.22311932303392595,-0.5658722148901483,-0.0,-0.42962502911264655,-0.36917423595476545,0.0
2018-10-08,1.0,-0.22242623289973884,-0.5653107140086374,-0.0,-0.4295947658330963,-0.3687449895264941,0.0
2018-10-09,1.0,-0.23439862363797506,-0.5734841770502059,-0.0,-0.4320421250195506,-0.3668213336113863,0.0
2018-10-10,1.0,-0.23947822449939876,-0.5741621791185235,-0.0,-0.4366863595963821,-0.3637789512207874,0.0
2018-10-11,1.0,-0.20732174312629242,-0.5643460723494422,-0.0,-0.42171504429297185,-0.35950065099180517,0.0
2018-10-12,1.0,-0.2115622086136942,-0.558655275824702,-0.0,-0.40760061490385824,-0.3422796804516015,0.0
2018-10-15,1.0,-0.19979891919064977,-0.5679527460098027,-0.0,-0.4045243182103808,-0.3412341334673872,0.0
2018-10-16,1.0,-0.20322174679083818,-0.5643594261263529,-0.0,-0.4063679838912661,-0.3430405235338535,0.0
2018-10-17,1.0,-0.19130456361515746,-0.5415787775764945,-0.0,-0.4024369059731494,-0.3462540635779338,0.0
2018-10-18,1.0,-0.19113669635989183,-0.5413761445125431,-0.0,-0.4025954690950597,-0.34621969678171755,0.0
2018-10-19,1.0,-0.18058940837580323,-0.5332742447743556,-0.0,-0.40352561735234016,-0.34460940000492407,0.0
2018-10-22,1.0,-0.18113068111836433,-0.5347702919078705,-0.0,-0.40307919694543665,-0.34437738637763277,0.0
2018-10-23,1.0,-0.18015131724868766,-0.5350568055795154,-0.0,-0.40416984991497645,-0.34507233161643297,0.0
2018-10-24,1.0,-0.17900049236829146,-0.5337764647956672,-0.0,-0.4040620384047267,-0.3450024618414574,0.0
2018-10-25,1.0,-0.15985040993431462,-0.5066884019753559,-0.0,-0.4054274344344824,-0.3252864745648943,0.0
2018-10-26,1.0,-0.15496079506184607,-0.5011797230629901,-0.0,-0.40549107462046285,-0.3216473223861388,0.0
2018-10-29,1.0,-0.1417186499371457,-0.5067242238087332,-0.0,-0.3990417684590024,-0.32437560778918906,0.0
2018-10-30,1.0,-0.12881396177134036,-0.5083224504333372,-0.0,-0.4009735248723732,-0.33634097115042144,0.0
2018-10-31,1.0,-0.1318167874082639,-0.49550463694928853,-0.0,-0.3994383745899899,-0.333034429053496,0.0
2018-11-01,1.0,-0.13381345926800473,-0.4943801652892562,-0.0,-0.3998110979929162,-0.33329397874852423,0.0
2018-11-02,1.0,-0.13454965466845814,-0.49022935671687523,-0.0,-0.4002310067651981,-0.3321782995073427,0.0
2018-11-05,1.0,-0.12969565320048165,-0.5062215191367789,-0.0,-0.4031827733572592,-0.3220078861001582,0.0
2018-11-06,1.0,-0.1232514987153868,-0.5051860310210295,-0.0,-0.41454943381863163,-0.33592634884384814,0.0
2018-11-07,1.0,-0.12416179453525833,-0.5068607564729746,-0.0,-0.4175158095692638,-0.3378117169788808,0.0
2018-11-08,1.0,-0.09653647752394989,-0.5155109705945278,-0.0,-0.41452920341360217,-0.3505598212375496,0.0
2018-11-09,1.0,-0.09551684751570531,-0.5163240053302874,-0.0,-0.41676185037121644,-0.3509899105273177,0.0
2018-11-12,1.0,-0.0950619917976436,-0.5069577792001517,-0.0,-0.41978996278121516,-0.3488372093023256,0.0
2018-11-13,1.0,-0.08558569173127223,-0.505360887904423,-0.0,-0.4196809388034027,-0.3458067252633315,0.0
2018-11-14,1.0,-0.08572101790763431,-0.5052073515551366,-0.0,-0.4196512723845429,-0.3456880301602262,0.0
2018-11-15,1.0,-0.08510036754311563,-0.5054189049099991,-0.0,-0.4197766468758835,-0.3457261332579399,0.0
2018-11-16,1.0,-0.08217728662120856,-0.49861274394545024,-0.0,-0.41958617446508345,-0.3509287561721138,0.0
2018-11-19,1.0,-0.08677627549818627,-0.49870448014321384,-0.0,-0.4186177980873416,-0.35136854006689594,0.0
2018-11-20,1.0,-0.05066378946380823,-0.4942299573110663,-0.0,-0.4267016934840737,-0.3739503682506919,0.0
2018-11-21,1.0,-0.04879876363976959,-0.4941226057228493,-0.0,-0.4267081908865265,-0.3719617852292418,0.0
2018-11-23,1.0,-0.04868553739358833,-0.4983935648788724,-0.0,-0.42585774254825165,-0.3722239159494383,0.0
2018-11-26,1.0,-0.047839144103983856,-0.5040120125756652,-0.0,-0.42412369199005207,-0.3702313359298015,0.0
2018-11-27,1.0,-0.040364613766506956,-0.5081921234077363,-0.0,-0.42157298118499476,-0.3671146429823536,0.0
2018-11-28,1.0,-0.0391014391014391,-0.5154323154323154,-0.0,-0.4193752193752193,-0.3660933660933661,0.0
2018-11-29,1.0,-0.02486488994038921,-0.5085936956370468,-0.0,-0.41746109062231807,-0.3685663257022244,0.0
2018-11-30,1.0,-0.024277590808866194,-0.509017059301381,-0.0,-0.4175235000580248,-0.37017523500058025,0.0
