Date,ELF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.4164488424197161,-2.437079910380881,-0.5860716952949963,-1.9597647498132935,-1.9360530246452574,0.0
2018-09-25,1.0,-1.417063825810672,-2.4408933744509858,-0.5847117091860574,-1.9627137650686852,-1.9394449116904964,0.0
2018-09-26,1.0,-1.4195267932292155,-2.4438417656410736,-0.5884223323669691,-1.9634340222575517,-1.9366875526045075,0.0
2018-09-27,1.0,-1.419677027910016,-2.4321851955568,-0.589190702884346,-1.9602352282273872,-1.933165313170914,0.0
2018-09-28,1.0,-1.41725812476653,-2.4363093014568546,-0.5902129249159508,-1.960870377288009,-1.9341613746731416,0.0
2018-10-01,1.0,-1.4178184534927158,-2.4352820321255138,-0.5905864774000747,-1.9610571535300712,-1.9339745984310797,0.0
2018-10-02,1.0,-1.4239333832335328,-2.418226047904192,-0.6007672155688623,-1.9701534431137724,-1.9433008982035926,0.0
2018-10-03,1.0,-1.4257611241217798,-2.4043091334894613,-0.6,-1.979953161592506,-1.9575644028103043,0.0
2018-10-04,1.0,-1.4305646596123232,-2.3945125948122485,-0.6014608109373537,-1.9855791740799702,-1.9520554359022382,0.0
2018-10-05,1.0,-1.4014280415430265,-2.373887240356083,-0.5679710682492581,-1.9802485163204746,-1.9495548961424332,0.0
2018-10-08,1.0,-1.4050255932992088,-2.3795253606328526,-0.5608189855746859,-2.0008375988832015,-1.960446719404374,0.0
2018-10-09,1.0,-1.40350550065262,-2.3852321461868358,-0.5516501957859408,-2.010162222636584,-1.9724035055006528,0.0
2018-10-10,1.0,-1.4035627681402725,-2.387614251072561,-0.5496176086551017,-2.0116582727103154,-1.9741652676739414,0.0
2018-10-11,1.0,-1.2592393736017897,-2.379328859060403,-0.3355704697986577,-1.9734228187919463,-2.000984340044743,0.0
2018-10-12,1.0,-1.240561513645479,-2.3343796320516175,-0.29985177434824306,-1.9112389920655681,-1.9330368820298196,0.0
2018-10-15,1.0,-1.20342817367093,-2.3979813799704166,-0.23979813799704167,-1.9138606108065777,-1.9458801009310014,0.0
2018-10-16,1.0,-1.199791249891276,-2.4086283378272593,-0.23119074541184656,-1.9131077672436287,-1.9451161172479776,0.0
2018-10-17,1.0,-1.2104840866541857,-2.4256039939377727,-0.17732013907461888,-2.017473477756976,-2.084157974502986,0.0
2018-10-18,1.0,-1.2098688319800124,-2.424199161238511,-0.1797091103774427,-2.0226644061747123,-2.0865530472026412,0.0
2018-10-19,1.0,-1.1695450162181116,-2.38301043219076,-0.13842377487507668,-2.0074515648286138,-2.0681160690803893,0.0
2018-10-22,1.0,-1.171571203363111,-2.3710807496934665,-0.12997022245577158,-2.0127868278157295,-2.072692240322298,0.0
2018-10-23,1.0,-1.1949880456920214,-2.3964402727353225,-0.15204108739927388,-2.023731515097848,-2.087842026033826,0.0
2018-10-24,1.0,-1.1925251811274078,-2.390528361901396,-0.1380102491606291,-2.024474288743594,-2.0900335748365437,0.0
2018-10-25,1.0,-1.0882154882154882,-2.2521885521885525,-0.08005050505050504,-2.0044612794612795,-1.9925084175084176,0.0
2018-10-26,1.0,-1.04537607891492,-2.1971228935470615,-0.04266337854500617,-1.9850390464447185,-1.9501027538018907,0.0
2018-10-29,1.0,-1.011697806661251,-2.1956945572705115,-0.010154346060113728,-1.9614134849715679,-1.9444354183590575,0.0
2018-10-30,1.0,-0.9975641442026632,-2.197629100357259,-0.0,-1.9641929197791488,-1.9601331601169212,0.0
2018-10-31,1.0,-0.9908734288687856,-2.140821391401809,-0.0,-1.9415579217036267,-1.932511408213914,0.0
2018-11-01,1.0,-0.9624401913875598,-2.153030303030303,-0.0,-1.9326953748006377,-1.926315789473684,0.0
2018-11-02,1.0,-0.9619115211734091,-2.0878479615172303,-0.0,-1.9317088557684725,-1.904423941329548,0.0
2018-11-05,1.0,-0.9556607495069034,-2.1097435897435894,-0.0,-1.9334911242603552,-1.8905719921104538,0.0
2018-11-06,1.0,-0.9563708086785009,-2.109191321499014,-0.0,-1.9333333333333331,-1.8906508875739645,0.0
2018-11-07,1.0,-1.1099549080818591,-2.3195456122095037,-0.0,-2.150364203954214,-2.0915712799167534,0.0
2018-11-08,1.0,-1.0368218709953012,-2.306450234942332,-0.0,-2.114651858180265,-2.0855190089705253,0.0
2018-11-09,1.0,-1.036470789203963,-2.3056884181756065,-0.0,-2.1141954219337205,-2.0848138025281857,0.0
2018-11-12,1.0,-1.028493894165536,-2.264501356852103,-0.0,-2.11609565807327,-2.07123473541384,0.0
2018-11-13,1.0,-0.9624393508449055,-2.2437677764764934,-0.0,-2.1061569349171827,-2.053036640455078,0.0
2018-11-14,1.0,-0.9672337216123355,-2.2461241934132237,-0.0,-2.110785217464175,-2.0559792172965725,0.0
2018-11-15,1.0,-0.9634584831507651,-2.2455054770465757,-0.0,-2.1126348356886027,-2.040387992307049,0.0
2018-11-16,1.0,-0.9522226838388035,-2.2201080182800164,-0.0,-2.0997922725384295,-2.0369754881595346,0.0
2018-11-19,1.0,-0.9570822590035765,-2.221408966148216,-0.0,-2.1003909174083004,-2.0385095234134574,0.0
2018-11-20,1.0,-0.8864864864864865,-2.184930384930385,-0.0,-2.0794430794430796,-2.0391482391482394,0.0
2018-11-21,1.0,-0.8914420266320233,-2.1712406625527767,-0.0,-2.073075673920104,-1.983760961351088,0.0
2018-11-23,1.0,-0.890292284025585,-2.1524572909076185,-0.0,-2.0733543842603837,-1.9804874099263219,0.0
2018-11-26,1.0,-0.8897886468539963,-2.1529678516479067,-0.0,-2.0740140902097335,-1.9810510972548383,0.0
2018-11-27,1.0,-0.8624588980672067,-2.145480792365065,-0.0,-2.0523698772956935,-1.9595797577993423,0.0
2018-11-28,1.0,-0.862436833239753,-2.1483917542311706,-0.0,-2.0513355257880805,-1.9590117911285794,0.0
2018-11-29,1.0,-0.7938410907381287,-2.0941858642845945,-0.0,-2.0120670741263122,-1.9356683905343988,0.0
2018-11-30,1.0,-0.7929035795410041,-2.09399232396021,-0.0,-2.012297329051461,-1.9335004307981516,0.0
2018-12-03,1.0,-0.7892225872047552,-2.09181917722509,-0.0,-2.009463475676521,-1.9305490380103238,0.0
2018-12-04,1.0,-0.7704069630675136,-2.116521602760135,-0.0,-2.0146632164980787,-1.9396220497137928,0.0
2018-12-06,1.0,-0.7074753804834378,-1.9559832885705761,-0.0,-1.9563563115487916,-1.8406445837063563,0.0
2018-12-07,1.0,-0.7018094810826978,-1.9623897113802902,-0.0,-1.962913114999252,-1.8501570210856886,0.0
2018-12-10,1.0,-0.6389237933328407,-1.9710991204080126,-0.0,-1.9622292852391159,-1.819203193140661,0.0
2018-12-11,1.0,-0.6370961780143417,-1.9722037406668147,-0.0,-1.9616322909736081,-1.8217638796481113,0.0
2018-12-12,1.0,-0.6370693479225196,-1.972349549016709,-0.0,-1.961555522697028,-1.8221942924737544,0.0
2018-12-13,1.0,-0.6355788386335128,-1.963181583413266,-0.0,-1.963107799011289,-1.8166457610861064,0.0
2018-12-14,1.0,-0.6378179137486178,-1.9554736454109842,-0.0,-1.9637301879837818,-1.8148912642830815,0.0
2018-12-17,1.0,-0.6189638748442882,-1.946728218656115,-0.0,-1.948486846926064,-1.8135121272074446,0.0
2018-12-18,1.0,-0.5874601795540111,-1.9159426585577757,-0.0,-1.9311468288444833,-1.805603822762815,0.0
2018-12-19,1.0,-0.5871406849612627,-1.916153790456882,-0.0,-1.931431467670697,-1.8058069654623126,0.0
2018-12-20,1.0,-0.5798361598160391,-1.8848088531187124,-0.0,-1.9314458177637253,-1.7898102903133084,0.0
2018-12-21,1.0,-0.5694533992406333,-1.8820116054158609,-0.0,-1.929579482770972,-1.7828641020130382,0.0
2018-12-24,1.0,-0.5266406527137283,-1.8388790351188364,-0.0,-1.9187655196878328,-1.8104292302234837,0.0
2018-12-26,1.0,-0.5108536330006281,-1.8297619878550986,-0.0,-1.8682208417672925,-1.7709918336008934,0.0
2018-12-27,1.0,-0.39981629707387484,-1.720181078598609,-0.0,-1.7163101955124,-1.7244456108122295,0.0
2018-12-28,1.0,-0.3970125786163522,-1.7208464360587004,-0.0,-1.7131813417190778,-1.7203878406708595,0.0
2018-12-31,1.0,-0.3952618453865337,-1.7293608085050531,-0.0,-1.7156450977818611,-1.7222732642079015,0.0
2019-01-02,1.0,-0.38811257626451484,-1.730499245555337,-0.0,-1.7146887095716066,-1.727087843600341,0.0
