Date,BPFH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19703220062323787,-0.6477518919721027,-0.12850571301380026,-0.48707523371420086,-0.5074343374387891,0.0
2018-09-25,1.0,-0.19614778705822902,-0.6503878964420533,-0.12599946497042475,-0.4893737181583093,-0.5104776625152335,0.0
2018-09-26,1.0,-0.19568066726243669,-0.650968126303247,-0.12210306821566874,-0.49231456657730116,-0.5177837354781054,0.0
2018-09-27,1.0,-0.1946224324809869,-0.6634828432840291,-0.11955805736870471,-0.495538655009282,-0.5209593388825678,0.0
2018-09-28,1.0,-0.19229386385426653,-0.6664669223394055,-0.12011625119846596,-0.49586529242569516,-0.5214225790987536,0.0
2018-10-01,1.0,-0.19173766950678026,-0.6693267730709228,-0.1205748229929197,-0.4960398415936637,-0.5224708988359534,0.0
2018-10-02,1.0,-0.19248755468396436,-0.6964549705837983,-0.11329008900286619,-0.49473525418615166,-0.5200784432041031,0.0
2018-10-03,1.0,-0.1922195416164053,-0.6911338962605549,-0.112605548854041,-0.49647165259348613,-0.5232207478890228,0.0
2018-10-04,1.0,-0.19116123133191099,-0.7117342273697044,-0.11164279183175861,-0.4960073148430356,-0.5373056994818652,0.0
2018-10-05,1.0,-0.1744161196763853,-0.7078613952068387,-0.09451992062280568,-0.5156769958784918,-0.5604640512898794,0.0
2018-10-08,1.0,-0.17288621731303205,-0.7056723522411741,-0.08976901717877521,-0.5216184053946846,-0.5613462301284593,0.0
2018-10-09,1.0,-0.16991643454038996,-0.7098778658667239,-0.0784229697878723,-0.5303804830267226,-0.5724080932994582,0.0
2018-10-10,1.0,-0.17010924446892497,-0.7093240307230944,-0.0788579821903975,-0.5305547905382662,-0.5712537103338535,0.0
2018-10-11,1.0,-0.12504486182557722,-0.716263907165929,-0.02255054432348367,-0.5288611077880129,-0.5980978585955258,0.0
2018-10-12,1.0,-0.12005253417706406,-0.7192704913139514,-0.016954211688854397,-0.5295206256342905,-0.5991284102441646,0.0
2018-10-15,1.0,-0.08553916413784814,-0.7745395547276388,-0.0,-0.5330949734098489,-0.611333113000631,0.0
2018-10-16,1.0,-0.08432721482861177,-0.7763991948808845,-0.0,-0.5326103283564154,-0.61083906630216,0.0
2018-10-17,1.0,-0.06346051148163531,-0.7424790838426392,-0.0,-0.5340592179433928,-0.6268023497300184,0.0
2018-10-18,1.0,-0.0624517202448155,-0.740715431695288,-0.0,-0.539247727137679,-0.628646978430091,0.0
2018-10-19,1.0,-0.04050266702829762,-0.7447186812524486,-0.0,-0.5722809872525089,-0.65608896121508,0.0
2018-10-22,1.0,-0.041032747868526495,-0.7411803693549844,-0.0,-0.5734341578043564,-0.6570361220739313,0.0
2018-10-23,1.0,-0.03736595680410814,-0.7435130644917686,-0.0,-0.5789759855006796,-0.660836731611539,0.0
2018-10-24,1.0,-0.034730394375546904,-0.7413174014061134,-0.0,-0.5792221115838387,-0.6621405509791497,0.0
2018-10-25,1.0,-0.02483542788749252,-0.7329443447037702,-0.0,-0.5780071813285458,-0.6564033512866547,0.0
2018-10-26,1.0,-0.025495412021400602,-0.7309979974295365,-0.0,-0.5775174104073887,-0.6549302089248887,0.0
2018-10-29,1.0,-0.0022339379858815124,-0.7431864891430615,-0.0,-0.5692073988026093,-0.663985941083609,0.0
2018-10-30,1.0,-0.0,-0.7418096259232786,-0.0,-0.5671015010721944,-0.6694067190850607,0.0
2018-10-31,1.0,-0.0,-0.7292542794527038,-0.0,-0.5659539181425102,-0.6663507670437718,0.0
2018-11-01,1.0,-0.0,-0.7304345252190386,-0.0,-0.5642611887283921,-0.6652557423632489,0.0
2018-11-02,1.0,-0.0,-0.7215074071888096,-0.0,-0.5662515493124004,-0.6633122823584962,0.0
2018-11-05,1.0,-0.0,-0.7339612057512326,-0.0,-0.5662070798027812,-0.6522098550382333,0.0
2018-11-06,1.0,-0.0,-0.7458288959886404,-0.0,-0.5658501952431665,-0.6464915394627855,0.0
2018-11-07,1.0,-0.004389976220962137,-0.7801963294921042,-0.0,-0.5916102676666057,-0.6723980245107006,0.0
2018-11-08,1.0,-0.0,-0.7769842950948649,-0.0,-0.5765727600084728,-0.6724059672587527,0.0
2018-11-09,1.0,-0.0,-0.777740753082306,-0.0,-0.5790191148405077,-0.6725636908909151,0.0
2018-11-12,1.0,-0.0,-0.7585338471341445,-0.0,-0.599811876080954,-0.6759110355918319,0.0
2018-11-13,1.0,-0.0,-0.750835667178607,-0.0,-0.5919233896467613,-0.6686541994157859,0.0
2018-11-14,1.0,-0.0,-0.7505874555642587,-0.0,-0.5931794902693257,-0.6688256913900102,0.0
2018-11-15,1.0,-0.0,-0.7520381665559516,-0.0,-0.5933933208527086,-0.6740745214082976,0.0
2018-11-16,1.0,-0.0,-0.7552248737259173,-0.0,-0.5953180292169495,-0.6740162719656414,0.0
2018-11-19,1.0,-0.0,-0.7558642816065861,-0.0,-0.5957504767093434,-0.6751414994400556,0.0
2018-11-20,1.0,-0.0,-0.7393583370989607,-0.0,-0.5851483657177285,-0.6879650549781593,0.0
2018-11-21,1.0,-0.0,-0.7354699832575938,-0.0,-0.5834130590767759,-0.6708323367615403,0.0
2018-11-23,1.0,-0.0,-0.7198157233456982,-0.0,-0.5956982170635395,-0.6759901878664593,0.0
2018-11-26,1.0,-0.0,-0.722928317234367,-0.0,-0.5936182302102335,-0.6739435987918299,0.0
2018-11-27,1.0,-0.0,-0.7255556217601143,-0.0,-0.5860096526246797,-0.6676398736817016,0.0
2018-11-28,1.0,-0.0,-0.7275706921724621,-0.0,-0.5850540806293019,-0.6670242245463485,0.0
2018-11-29,1.0,-0.0,-0.7118318920992828,-0.0,-0.5735324499011303,-0.6659386713100965,0.0
2018-11-30,1.0,-0.0,-0.7120375564675663,-0.0,-0.5732380643065931,-0.6672473353213854,0.0
2018-12-03,1.0,-0.0,-0.7118318920992828,-0.0,-0.5727355901189387,-0.6667650444175545,0.0
2018-12-04,1.0,-0.0,-0.7137052848520535,-0.0,-0.5666126895333432,-0.6638598557338437,0.0
2018-12-06,1.0,-0.0,-0.6983793867319575,-0.0,-0.5606564066689985,-0.6557362714235747,0.0
2018-12-07,1.0,-0.0,-0.6984640494302118,-0.0,-0.5606948209029173,-0.655358339890997,0.0
2018-12-10,1.0,-0.0,-0.6974984112311515,-0.0,-0.552458258709342,-0.6387428505401814,0.0
2018-12-11,1.0,-0.0,-0.7081243438702904,-0.0,-0.5450250787355652,-0.6629534585326023,0.0
2018-12-12,1.0,-0.0,-0.7102978574142819,-0.0,-0.5451462979743357,-0.6675922948759171,0.0
2018-12-13,1.0,-0.0,-0.7096642216312575,-0.0,-0.5454864256699494,-0.6672024313977615,0.0
2018-12-14,1.0,-0.0,-0.7132413147736578,-0.0,-0.5437770499473623,-0.6673002690373143,0.0
2018-12-17,1.0,-0.0,-0.7103245181794327,-0.0,-0.5240400034988483,-0.6813715485319416,0.0
2018-12-18,1.0,-0.0,-0.6988814188014374,-0.0,-0.5164599513156369,-0.6825373826359105,0.0
2018-12-19,1.0,-0.0,-0.7048735672412284,-0.0,-0.5244553329250153,-0.6872283956018316,0.0
2018-12-20,1.0,-0.0,-0.7088048659239115,-0.0,-0.5258063572828026,-0.6896218966576015,0.0
2018-12-21,1.0,-0.0,-0.7108988174986893,-0.0,-0.528950894157395,-0.6727150929108173,0.0
2018-12-24,1.0,-0.0,-0.6848957578217879,-0.0,-0.5187751906515499,-0.6959723953953664,0.0
2018-12-26,1.0,-0.0,-0.689485497237569,-0.0,-0.5012373388581952,-0.6868093922651934,0.0
2018-12-27,1.0,-0.0,-0.6651783206964336,-0.0,-0.4612187587756248,-0.6817747823645043,0.0
