Date,IWF,IWM,MTUM,SPY,UI,VLUE,VXX
2018-09-24,-0.8798198198198198,-1.4586186186186185,-0.2923123123123123,-1.2046246246246246,1.0,-1.1706306306306307,0.0
2018-09-25,-0.8813783167246968,-1.456297274582783,-0.2952335214311442,-1.2026653860007204,1.0,-1.1676071557209748,0.0
2018-09-26,-0.8820315783154229,-1.457045086149967,-0.29663204658702047,-1.2023173440595545,1.0,-1.1654559644593865,0.0
2018-09-27,-0.8833513254168166,-1.4502219023629603,-0.2980688497061293,-1.2013913877893727,1.0,-1.164327695813842,0.0
2018-09-28,-0.8828256176541137,-1.4501079395538499,-0.29869273207004077,-1.2009474694171265,1.0,-1.164068121851763,0.0
2018-10-01,-0.8834852482609739,-1.4491484768529626,-0.2988726313264572,-1.2012473015111538,1.0,-1.163948189014152,0.0
2018-10-02,-0.8835924836405116,-1.4597466530587742,-0.29699225550819475,-1.2002761601729004,1.0,-1.162814432370775,0.0
2018-10-03,-0.8832002880979533,-1.4482323990156654,-0.29560050417141825,-1.2046695876598044,1.0,-1.1703379148910629,0.0
2018-10-04,-0.8849775112443778,-1.4423388305847076,-0.296431784107946,-1.2065967016491752,1.0,-1.1667166416791603,0.0
2018-10-05,-0.8752987571701721,-1.4391730401529634,-0.2801744741873805,-1.2099665391969407,1.0,-1.1704708413001912,0.0
2018-10-08,-0.8732327149078328,-1.4364970470679472,-0.27697906102726244,-1.2098669689196444,1.0,-1.1689435065322438,0.0
2018-10-09,-0.8734637871375732,-1.4370600167044507,-0.2768166089965398,-1.2099391480730224,1.0,-1.1686552917312971,0.0
2018-10-10,-0.8747005270723527,-1.4469932918064208,-0.2733588883564926,-1.2152611403929086,1.0,-1.1791447053186392,0.0
2018-10-11,-0.8005548170837428,-1.433970987689996,-0.1655782234294631,-1.1901982315205457,1.0,-1.1890423625960818,0.0
2018-10-12,-0.8187650360866079,-1.4318936877076411,-0.15408408752434413,-1.165597433841219,1.0,-1.1577500286401647,0.0
2018-10-15,-0.8126394052044609,-1.4407206176722906,-0.14114955676293967,-1.1658564483843294,1.0,-1.1588218472976837,0.0
2018-10-16,-0.8106701738334858,-1.4472209515096064,-0.1361505032021958,-1.1657136322049406,1.0,-1.1585086916742908,0.0
2018-10-17,-0.7846334902488231,-1.392793095718449,-0.1124187401927819,-1.1538332212508406,1.0,-1.1604460883210044,0.0
2018-10-18,-0.7833352024223393,-1.390490075137378,-0.11416395648760794,-1.1576202758775374,1.0,-1.1616014354603568,0.0
2018-10-19,-0.7665980299404531,-1.3765373699148533,-0.09126829539762926,-1.1653959597083867,1.0,-1.1653403083087541,0.0
2018-10-22,-0.7666796505481053,-1.3754938512047186,-0.09242668744087697,-1.1649323910745089,1.0,-1.1649880362806744,0.0
2018-10-23,-0.7748436802143814,-1.379745422063421,-0.10473425636444841,-1.1599486377847255,1.0,-1.1635774899508708,0.0
2018-10-24,-0.7750697155605132,-1.3773563859453433,-0.0966536530953709,-1.1619074177356385,1.0,-1.166201896263246,0.0
2018-10-25,-0.7250403009134874,-1.3041375604513703,-0.07571198280494358,-1.1542718968296615,1.0,-1.114400859752821,0.0
2018-10-26,-0.7079331387635978,-1.2843725126028125,-0.05831785619527726,-1.1551074555585037,1.0,-1.100769434863359,0.0
2018-10-29,-0.6866247423770014,-1.302594725994821,-0.03413835015589494,-1.1479680811710617,1.0,-1.1132484278391375,0.0
2018-10-30,-0.6800654975702515,-1.3031903655186985,-0.02942108599197127,-1.1491126135643355,1.0,-1.1202725544052399,0.0
2018-10-31,-0.6800461119262209,-1.2787151540557535,-0.0302347516243974,-1.1411129742192412,1.0,-1.1099350241039614,0.0
2018-11-01,-0.6766137898539343,-1.2817129993194074,-0.02649075964609183,-1.1407256164598711,1.0,-1.1097848280194753,0.0
2018-11-02,-0.6952634880803011,-1.2379757423672104,-0.012547051442910915,-1.1700648264324551,1.0,-1.1121392722710164,0.0
2018-11-05,-0.6896641908149388,-1.2574014018202742,-0.011716706768490428,-1.1722983575687835,1.0,-1.0995920075321686,0.0
2018-11-06,-0.7080859559712079,-1.2774654547365103,-0.003152419481952398,-1.172384805338097,1.0,-1.0929963747175957,0.0
2018-11-07,-0.7050393700787402,-1.2765354330708663,-0.0075065616797900265,-1.1691338582677164,1.0,-1.0911286089238845,0.0
2018-11-08,-0.673888196176226,-1.2737427265170407,-0.0,-1.155081047381546,1.0,-1.092633000831255,0.0
2018-11-09,-0.672954014029618,-1.2739412834502468,-0.0,-1.1566121070407898,1.0,-1.0926474408937386,0.0
2018-11-12,-0.7818834080717488,-1.4284603886397609,-0.0,-1.4520777279521673,1.0,-1.3166517189835574,0.0
2018-11-13,-0.7477392280867664,-1.4137360364087712,-0.0,-1.4457119215083634,1.0,-1.3032685146876293,0.0
2018-11-14,-0.7492463202695514,-1.4128982680144235,-0.0,-1.446119288289886,1.0,-1.302949695572501,0.0
2018-11-15,-0.7499112320984732,-1.4201680672268908,-0.0,-1.4571546928630608,1.0,-1.2906261095987692,0.0
2018-11-16,-0.7454159542479806,-1.4079358528388657,-0.0,-1.451683273391899,1.0,-1.2908437002535227,0.0
2018-11-19,-0.7482311320754718,-1.4071933962264151,-0.0,-1.4504127358490566,1.0,-1.2903891509433962,0.0
2018-11-20,-0.6873318516785589,-1.390805942215464,-0.0,-1.4539127383319688,1.0,-1.3165867352906773,0.0
2018-11-21,-0.6898027647637227,-1.3750361501532766,-0.0,-1.4443287639539593,1.0,-1.2748568453930245,0.0
2018-11-23,-0.6901888317837963,-1.3641508344401456,-0.0,-1.4461511809204828,1.0,-1.2741814402032685,0.0
2018-11-26,-0.68890684520374,-1.3686367309246221,-0.0,-1.443091307861018,1.0,-1.271037746739005,0.0
2018-11-27,-0.6722901245194238,-1.3712629827279508,-0.0,-1.433809605784128,1.0,-1.2609169679233372,0.0
2018-11-28,-0.6712604076945162,-1.3795578524260694,-0.0,-1.4314097042779212,1.0,-1.2599483204134367,0.0
2018-11-29,-0.6166070719110052,-1.3601225949259321,-0.0,-1.4283444009308133,1.0,-1.2706737045235257,0.0
2018-11-30,-0.6166155941436842,-1.3604585177618886,-0.0,-1.4295199182839635,1.0,-1.2681307456588355,0.0
2018-12-03,-0.6122100954979537,-1.3667576170986813,-0.0,-1.4339472487494316,1.0,-1.271487039563438,0.0
2018-12-04,-0.6031494278916959,-1.3662626033760055,-0.0,-1.4282315622521806,1.0,-1.2667384162229522,0.0
2018-12-06,-0.58008444371333,-1.262872182924823,-0.0,-1.422766902451061,1.0,-1.217634479355157,0.0
2018-12-07,-0.58818685842894,-1.2635999341274633,-0.0,-1.424438711094033,1.0,-1.2131525498161058,0.0
2018-12-10,-0.5510723570190641,-1.260127816291161,-0.0,-1.417894280762565,1.0,-1.18690424610052,0.0
2018-12-11,-0.5648354032214329,-1.2575519279787408,-0.0,-1.4237756928249905,1.0,-1.1770703400401323,0.0
2018-12-12,-0.5644627650919346,-1.2578510603677389,-0.0,-1.4236047079242826,1.0,-1.1779573683354125,0.0
2018-12-13,-0.5654816824966079,-1.259484396200814,-0.0,-1.4232835820895522,1.0,-1.179158751696065,0.0
2018-12-14,-0.5662415196743555,-1.259538670284939,-0.0,-1.4225780189959296,1.0,-1.1791044776119404,0.0
2018-12-17,-0.5428818319291424,-1.256750918124865,-0.0,-1.4059732123568807,1.0,-1.1951285374810974,0.0
2018-12-18,-0.52701183273545,-1.2395459656261711,-0.0,-1.397119451732077,1.0,-1.1905552283557317,0.0
2018-12-19,-0.5196825056312346,-1.2445564732382282,-0.0,-1.4037863348707498,1.0,-1.1950552397297007,0.0
2018-12-20,-0.5160345194971234,-1.2235776688685276,-0.0,-1.4034732580438953,1.0,-1.1839974430002131,0.0
2018-12-21,-0.507833174552768,-1.2205991319995766,-0.0,-1.403620196887901,1.0,-1.1606330051868319,0.0
2018-12-24,-0.48082069580731496,-1.1909009812667262,-0.0,-1.3963373038778402,1.0,-1.1793566668415807,0.0
2018-12-26,-0.4774344326149052,-1.1999480654375487,-0.0,-1.3609452090366139,1.0,-1.155128538042067,0.0
2018-12-27,-0.3957120827737154,-1.1460975973735263,-0.0,-1.269462269313038,1.0,-1.1631597274038703,0.0
2018-12-28,-0.39213834915271084,-1.1490831386970133,-0.0,-1.2680017889976645,1.0,-1.1602643740992893,0.0
2018-12-31,-0.39173003329854383,-1.1503901396550869,-0.0,-1.2677799314149396,1.0,-1.1600318075642364,0.0
2019-01-02,-0.38682289856511587,-1.149992552504841,-0.0,-1.2657762772454197,1.0,-1.1623553944689937,0.0
2019-01-03,-0.39610937422460424,-1.1465435958513226,-0.0,-1.2717979256612575,1.0,-1.1480819810431244,0.0
2019-01-04,-0.3624223908544397,-1.1531487139055878,-0.0,-1.2588449788114713,1.0,-1.1531979895535625,0.0
2019-01-07,-0.3326264038174194,-1.1117751964139395,-0.0,-1.250542247071866,1.0,-1.1250783245770473,0.0
2019-01-08,-0.33415103415103414,-1.1021645021645021,-0.0,-1.2522366522366524,1.0,-1.1214526214526215,0.0
2019-01-09,-0.3300998847483672,-1.0879273914713792,-0.0,-1.253409527468306,1.0,-1.130666538609297,0.0
2019-01-10,-0.3317974562035037,-1.0833693304535637,-0.0,-1.2560115190784735,1.0,-1.1284377249820015,0.0
2019-01-11,-0.3352893078735991,-1.0709441585301331,-0.0,-1.2613630897984704,1.0,-1.1422250012024433,0.0
2019-01-14,-0.34517742090585635,-1.0698624867775748,-0.0,-1.2606981440523126,1.0,-1.1324165785171652,0.0
2019-01-15,-0.3420849047480901,-1.0775553621506624,-0.0,-1.2639976791412821,1.0,-1.1514843825548786,0.0
2019-01-16,-0.3332206500217318,-1.0764958709615107,-0.0,-1.260008692712609,1.0,-1.1595595692277973,0.0
2019-01-17,-0.3358612694425659,-1.0717805042991015,-0.0,-1.262293498212733,1.0,-1.16051589218433,0.0
2019-01-18,-0.34207070952682,-1.0658464231872782,-0.0,-1.264455575548315,1.0,-1.1906822934396732,0.0
2019-01-22,-0.0877975444750689,-1.1361062390378351,-0.0,-1.5139062891505888,1.0,-1.2734652969180658,0.0
2019-01-23,-0.07785545440828849,-1.1038072725443846,-0.0,-1.5400593471810087,1.0,-1.3076497510436051,0.0
2019-01-24,-0.08263714141922497,-1.0991947659788626,-0.0,-1.5449924509310518,1.0,-1.3058882737795672,0.0
2019-01-25,-0.0,-1.0794886047804335,-0.0,-1.6622871292131993,1.0,-1.3115367123149224,0.0
2019-01-28,-0.0,-1.067114772325264,-0.0,-1.6749380906655886,1.0,-1.3117703542730077,0.0
2019-01-29,-0.0,-1.0410515672396359,-0.0,-1.6822548028311426,1.0,-1.3323053589484326,0.0
2019-01-30,-0.0,-1.040960809102402,-0.0,-1.682174462705436,1.0,-1.3337547408343866,0.0
2019-01-31,-0.0,-1.0582096357464916,-0.0,-1.6485637570292313,1.0,-1.3593393788945742,0.0
2019-02-01,-0.0,-1.0559635350721701,-0.0,-1.6451759939225121,1.0,-1.3634337807039758,0.0
2019-02-04,-0.0,-1.0605968639352554,-0.0,-1.6387961557916035,1.0,-1.358775923115832,0.0
2019-02-05,-0.0,-0.755398272552783,-0.0,-1.3590451055662187,1.0,-0.8843170185540626,0.0
2019-02-06,-0.0,-0.7413378248315688,-0.0,-1.3517003529034328,1.0,-0.9172281039461021,0.0
