Date,BCLI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9686369119420989,-2.241467395160718,-0.0,-1.5162846803377563,-1.3693322926275457,0.0
2018-09-25,1.0,-0.9701545441656033,-2.2384091875797534,-0.0,-1.5141783638168156,-1.3664398128455977,0.0
2018-09-26,1.0,-0.9707237541645992,-2.2390302686609482,-0.0,-1.5140001417735875,-1.3649252144325512,0.0
2018-09-27,1.0,-0.9750229958253732,-2.2246515248001133,-0.0,-1.5127007712446048,-1.3631925281256632,0.0
2018-09-28,1.0,-0.9721730510514764,-2.2296962401756004,-0.0,-1.513913474474262,-1.3648658217092686,0.0
2018-10-01,1.0,-0.9731662418578305,-2.2280515434721044,-0.0,-1.5142310960067968,-1.364698385726423,0.0
2018-10-02,1.0,-0.9766454352441614,-2.213446567586695,-0.0,-1.5180467091295116,-1.3690021231422504,0.0
2018-10-03,1.0,-0.9751908396946566,-2.204481198756008,-0.0,-1.5178117048346056,-1.3707237772123269,0.0
2018-10-04,1.0,-0.9784075573549259,-2.2196888983592586,-0.0,-1.5216279565310036,-1.383052773634491,0.0
2018-10-05,1.0,-0.9446556822982678,-2.199690184481059,-0.0,-1.5163357273623435,-1.3805801999718348,0.0
2018-10-08,1.0,-0.9356376638855781,-2.187267755731613,-0.0,-1.5148285774381265,-1.3733436163499964,0.0
2018-10-09,1.0,-0.9422631172297534,-2.192526515417574,-0.0,-1.5165414061951255,-1.3725503968532697,0.0
2018-10-10,1.0,-0.9450217666058137,-2.190773767729252,-0.0,-1.5181154332256708,-1.367574778823199,0.0
2018-10-11,1.0,-0.7572893625578122,-2.150613311884175,-0.0,-1.4356190093169785,-1.359340438367183,0.0
2018-10-12,1.0,-0.7598714416896234,-2.125737898465171,-0.0,-1.3787878787878787,-1.2946346582710218,0.0
2018-10-15,1.0,-0.7147891920114868,-2.1588565461428013,-0.0,-1.3643127529043206,-1.2886046208066833,0.0
2018-10-16,1.0,-0.7068391142465217,-2.1747338167091255,-0.0,-1.3630544124371284,-1.2874126330916453,0.0
2018-10-17,1.0,-0.6590390507855792,-2.1115457330986374,-0.0,-1.3930503944194537,-1.355694634591564,0.0
2018-10-18,1.0,-0.6584792265482101,-2.1111183694800104,-0.0,-1.40253462241965,-1.3603344656388818,0.0
2018-10-19,1.0,-0.6163120567375887,-2.0809800128949067,-0.0,-1.3989684074790458,-1.3511927788523534,0.0
2018-10-22,1.0,-0.6180130230159242,-2.0792340919347563,-0.0,-1.3986848043324094,-1.3511056669460384,0.0
2018-10-23,1.0,-0.6196030416290759,-2.0784894960690807,-0.0,-1.3964428405722387,-1.3495940198479184,0.0
2018-10-24,1.0,-0.617939769936668,-2.0757399508853562,-0.0,-1.4059713067080264,-1.3628667442161044,0.0
2018-10-25,1.0,-0.5297002724795641,-1.9257644565546472,-0.0,-1.3518619436875567,-1.247835301241296,0.0
2018-10-26,1.0,-0.48740599259878237,-1.893279216903426,-0.0,-1.3620031037364213,-1.2260355735943655,0.0
2018-10-29,1.0,-0.4418549487042638,-1.9130048034157623,-0.0,-1.340805313408053,-1.234477850916207,0.0
2018-10-30,1.0,-0.4388595815304368,-1.912156955722838,-0.0,-1.3401695216643945,-1.236204137276984,0.0
2018-10-31,1.0,-0.45964432284541723,-1.8790816629988698,-0.0,-1.362517099863201,-1.2465354190209956,0.0
2018-11-01,1.0,-0.4656538576109621,-1.8778671432826928,-0.0,-1.3652070300863866,-1.2489127196901997,0.0
2018-11-02,1.0,-0.46965683677673786,-1.8252398610865852,-0.0,-1.3615869091765258,-1.2296780269586203,0.0
2018-11-05,1.0,-0.4745632672332389,-1.8205264400377716,-0.0,-1.365675165250236,-1.2410292728989611,0.0
2018-11-06,1.0,-0.47708370199964606,-1.8208576653099748,-0.0,-1.362944611573173,-1.2377750250693094,0.0
2018-11-07,1.0,-0.4775623925543897,-1.8337779358586757,-0.0,-1.3697907404114054,-1.2469026024067815,0.0
2018-11-08,1.0,-0.40972263291738126,-1.8594831155006208,-0.0,-1.365367555739547,-1.2794961263232598,0.0
2018-11-09,1.0,-0.40872968805598386,-1.8645475032617722,-0.0,-1.373680464950777,-1.2835962519274107,0.0
2018-11-12,1.0,-0.40505882352941175,-1.8364117647058824,-0.0,-1.3699411764705882,-1.271,0.0
2018-11-13,1.0,-0.3520204069801148,-1.8247434633891817,-0.0,-1.3650066670531624,-1.2556669951881267,0.0
2018-11-14,1.0,-0.35421379270343945,-1.8241401310828838,-0.0,-1.3661620555652223,-1.255611623455716,0.0
2018-11-15,1.0,-0.3523754345307068,-1.8280996523754343,-0.0,-1.3735805330243338,-1.2397450753186559,0.0
2018-11-16,1.0,-0.347104580812446,-1.8090463843272833,-0.0,-1.3651973494670122,-1.2406799193316047,0.0
2018-11-19,1.0,-0.3494843578959497,-1.8082041827504753,-0.0,-1.3636573140519677,-1.2400184363657314,0.0
2018-11-20,1.0,-0.2443815356173089,-1.8115431278525624,-0.0,-1.4015829915073084,-1.3198336125714947,0.0
2018-11-21,1.0,-0.25379609544468545,-1.798721315218632,-0.0,-1.394565589679187,-1.2613312021920309,0.0
2018-11-23,1.0,-0.25516770115597065,-1.7823586356130061,-0.0,-1.3968452821593305,-1.2601218609418599,0.0
2018-11-26,1.0,-0.26073460941541643,-1.78772202103811,-0.0,-1.4191527274817497,-1.2805656147611657,0.0
2018-11-27,1.0,-0.2421670274581292,-1.78648741027686,-0.0,-1.4032129429189928,-1.2648399225247806,0.0
2018-11-28,1.0,-0.24144616788321172,-1.7962477189781023,-0.0,-1.400832572992701,-1.264028284671533,0.0
2018-11-29,1.0,-0.17038585390655894,-1.7800124286763461,-0.0,-1.4090164397491667,-1.2899836167448167,0.0
2018-11-30,1.0,-0.17239423840308496,-1.7887603493251674,-0.0,-1.420948168311217,-1.2887036406941137,0.0
2018-12-03,1.0,-0.16794195998412967,-1.7905118177180752,-0.0,-1.4211868729807857,-1.28827296944964,0.0
2018-12-04,1.0,-0.14861959719393528,-1.8038017651052274,-0.0,-1.4170626838651277,-1.2879045032812853,0.0
2018-12-06,1.0,-0.12392977132329035,-1.6726996857049963,-0.0,-1.402893681586648,-1.2193562371301614,0.0
2018-12-07,1.0,-0.12673385348938015,-1.6726267880364107,-0.0,-1.4029583875162548,-1.2160273081924577,0.0
2018-12-10,1.0,-0.05911942881869321,-1.7122998701860668,-0.0,-1.4367157074859371,-1.200832972739074,0.0
2018-12-11,1.0,-0.05295933286402773,-1.7162506091947798,-0.0,-1.4362376130394758,-1.2096171549250012,0.0
2018-12-12,1.0,-0.059799760583306126,-1.7226031124170202,-0.0,-1.4475459788878007,-1.21133964522799,0.0
2018-12-13,1.0,-0.06099151989562949,-1.7192324418351814,-0.0,-1.446401391606871,-1.209338986736247,0.0
2018-12-14,1.0,-0.06320652173913044,-1.7170652173913044,-0.0,-1.4455978260869566,-1.208913043478261,0.0
2018-12-17,1.0,-0.03668338997680315,-1.7120353886820951,-0.0,-1.4219129308949667,-1.2239844635054216,0.0
2018-12-18,1.0,-0.005421363392377886,-1.6961889425657541,-0.0,-1.4263553408480947,-1.2396672034353193,0.0
2018-12-19,1.0,-0.0014502094747019013,-1.6983564292620044,-0.0,-1.4296379847459448,-1.2417015791169834,0.0
2018-12-20,1.0,-0.0,-1.6718055778598575,-0.0,-1.4468711525078957,-1.2343557625394785,0.0
2018-12-21,1.0,-0.0,-1.6660125172377214,-0.0,-1.4402779251087303,-1.1976238463986422,0.0
2018-12-24,1.0,-0.0,-1.9327597617471872,-0.0,-1.9208471211118463,-1.7645929847782922,0.0
2018-12-26,1.0,-0.0,-1.9114451167935453,-0.0,-1.8692823215563796,-1.7258767649163902,0.0
