Date,IWF,IWM,MTUM,SPY,VLUE,VXRT,VXX
2018-09-24,-3.906744582420258,-6.786949111273435,-1.5787679571463353,-5.625517409301192,-5.450693937180423,1.0,0.0
2018-09-25,-3.8982515784361342,-6.767848470131131,-1.5762506070908207,-5.609033511413307,-5.432734337056823,1.0,0.0
2018-09-26,-3.902723735408561,-6.777723735408561,-1.5744163424124515,-5.618677042801557,-5.445038910505836,1.0,0.0
2018-09-27,-3.8916565900846436,-6.713180169286578,-1.574123337363966,-5.589359129383313,-5.415477629987908,1.0,0.0
2018-09-28,-3.9010935601458083,-6.757229647630619,-1.5837181044957473,-5.616767922235723,-5.44277035236938,1.0,0.0
2018-10-01,-3.9091130604288495,-6.7819200779727105,-1.5830896686159843,-5.633284600389864,-5.45906432748538,1.0,0.0
2018-10-02,-3.907276709661718,-6.7522511559990255,-1.5911413969335602,-5.629593575079094,-5.456558773424191,1.0,0.0
2018-10-03,-3.9058394160583947,-6.712165450121655,-1.5866180048661802,-5.644525547445256,-5.481995133819952,1.0,0.0
2018-10-04,-3.921654501216545,-6.686131386861314,-1.5919708029197082,-5.663017031630171,-5.467883211678833,1.0,0.0
2018-10-05,-5.293854748603352,-5.5720670391061455,-5.086871508379888,-5.48854748603352,-5.4916201117318435,1.0,0.0
2018-10-08,-5.2674450931331664,-5.544064498192938,-5.060050041701418,-5.46371976647206,-5.465387823185988,1.0,0.0
2018-10-09,-5.262222222222222,-5.539722222222222,-5.054166666666667,-5.459722222222223,-5.461666666666667,1.0,0.0
2018-10-10,-5.510026155187445,-5.815751235106073,-5.280441732054634,-5.725951758209822,-5.728857890148213,1.0,0.0
2018-10-11,-5.1243537414965985,-5.453877551020408,-4.8900680272108845,-5.36,-5.382312925170068,1.0,0.0
2018-10-12,-5.1678992056970685,-5.49438509997261,-4.923308682552725,-5.392221309230347,-5.41194193371679,1.0,0.0
2018-10-15,-5.111895708853884,-5.467952199891364,-4.862846279196089,-5.346279196089082,-5.3701792504073875,1.0,0.0
2018-10-16,-5.0975345434841515,-5.4584123543755085,-4.846924952587375,-5.332972094283392,-5.357084800866974,1.0,0.0
2018-10-17,-5.541176470588235,-5.9388235294117635,-5.248529411764705,-5.823529411764706,-5.859705882352941,1.0,0.0
2018-10-18,-5.7181432038834945,-6.138956310679611,-5.408373786407767,-6.01881067961165,-6.055521844660193,1.0,0.0
2018-10-19,-5.583852775304245,-6.001780943900267,-5.276343128524785,-5.891956070050461,-5.92816859602256,1.0,0.0
2018-10-22,-5.581726490655592,-5.994067042420647,-5.269059626223673,-5.89202017205577,-5.927914565410858,1.0,0.0
2018-10-23,-5.581726490655592,-5.994067042420647,-5.269356274102641,-5.891723524176803,-5.92761791753189,1.0,0.0
2018-10-24,-5.56715976331361,-5.976035502958581,-5.251775147928995,-5.877218934911243,-5.913905325443788,1.0,0.0
2018-10-25,-5.198723286150431,-5.586455731334999,-4.903413821815154,-5.525395503746878,-5.540938107132945,1.0,0.0
2018-10-26,-5.118532712838763,-5.509444292362442,-4.817957842868875,-5.460717218724336,-5.467834656446756,1.0,0.0
2018-10-29,-5.060754000542446,-5.468673718470301,-4.761594792514239,-5.40737727149444,-5.423921887713588,1.0,0.0
2018-10-30,-5.039751216873986,-5.453217955651704,-4.74229313142239,-5.3923742563547865,-5.414007571660357,1.0,0.0
2018-10-31,-5.017218186709711,-5.415119720204466,-4.7175141242937855,-5.367231638418079,-5.386333064299166,1.0,0.0
2018-11-01,-4.970619658119658,-5.388621794871795,-4.667735042735043,-5.330929487179486,-5.351495726495727,1.0,0.0
2018-11-02,-4.917855256207079,-5.314315900686741,-4.6090861067089275,-5.278922345483361,-5.292657157950344,1.0,0.0
2018-11-05,-4.904084321475626,-5.306192358366272,-4.596837944664032,-5.266139657444006,-5.276943346508564,1.0,0.0
2018-11-06,-4.903344745851989,-5.304977613905716,-4.593363181459047,-5.262312351856729,-5.2725836186462995,1.0,0.0
2018-11-07,-4.9077247561297135,-5.311099393619826,-4.600580015818613,-5.267334563669919,-5.277880305826523,1.0,0.0
2018-11-08,-4.864517819706498,-5.290880503144654,-4.552672955974843,-5.238207547169812,-5.258909853249476,1.0,0.0
2018-11-09,-4.889884088514226,-5.321127502634352,-4.575605900948367,-5.268177028451,-5.288461538461538,1.0,0.0
2018-11-12,-4.840031315240084,-5.267484342379959,-4.5221816283924845,-5.224425887265135,-5.241649269311065,1.0,0.0
2018-11-13,-4.733623336745138,-5.166837256908905,-4.41734902763562,-5.127686796315252,-5.143295803480042,1.0,0.0
2018-11-14,-4.738729508196721,-5.172131147540983,-4.421618852459017,-5.133196721311475,-5.148565573770492,1.0,0.0
2018-11-15,-4.765645119752768,-5.2039660056657215,-4.4439866082925565,-5.165078547514807,-5.174607262425959,1.0,0.0
2018-11-16,-4.7317635014077295,-5.1714870744817,-4.406194010749936,-5.136677757870489,-5.148963399027386,1.0,0.0
2018-11-19,-4.756624646256753,-5.1996398250578855,-4.429379984563931,-5.1643941342938,-5.17674298945202,1.0,0.0
2018-11-20,-4.821157371039539,-5.304529981670594,-4.475255302435192,-5.27834511652265,-5.3058392249279915,1.0,0.0
2018-11-21,-4.717508331197129,-5.190720328120994,-4.375801076647013,-5.16688028710587,-5.183542681363752,1.0,0.0
2018-11-23,-4.756595964821521,-5.245214692188308,-4.402483186756337,-5.22296947749612,-5.239265390584584,1.0,0.0
2018-11-26,-4.843033974190151,-5.353963655517514,-4.4753752962865425,-5.323939952594154,-5.34026863313142,1.0,0.0
2018-11-27,-5.005988023952096,-5.556614044637996,-4.608600979858465,-5.515514425694065,-5.531573217201959,1.0,0.0
2018-11-28,-5.0152713389691845,-5.570493591491682,-4.616307608399237,-5.525770384510499,-5.542132533406054,1.0,0.0
2018-11-29,-4.781356376014664,-5.363707776904948,-4.368682901283058,-5.3244304791830315,-5.346687614558785,1.0,0.0
2018-11-30,-4.791601049868766,-5.378740157480315,-4.375590551181102,-5.339107611548556,-5.361417322834646,1.0,0.0
2018-12-03,-4.777225130890053,-5.367015706806283,-4.357853403141362,-5.326701570680628,-5.349214659685864,1.0,0.0
2018-12-04,-4.77646750524109,-5.378930817610063,-4.362945492662474,-5.33149895178197,-5.355607966457023,1.0,0.0
2018-12-06,-4.639632746748278,-5.194593216016322,-4.267023718439173,-5.198418770721755,-5.204029584289722,1.0,0.0
2018-12-07,-4.661881568828505,-5.224557805690848,-4.285055114073314,-5.228146629069469,-5.235067931299667,1.0,0.0
2018-12-10,-4.836,-5.468533333333333,-4.4392000000000005,-5.4648,-5.4581333333333335,1.0,0.0
2018-12-11,-4.868619022031166,-5.516120365394948,-4.4658785599140245,-5.509134873723804,-5.507522837184309,1.0,0.0
2018-12-12,-4.869927438860522,-5.517871539908627,-4.46680999731255,-5.510615425960763,-5.509271701155603,1.0,0.0
2018-12-13,-4.856836461126005,-5.501876675603217,-4.456300268096515,-5.4994638069705095,-5.495174262734585,1.0,0.0
2018-12-14,-4.85087014725569,-5.489424364123159,-4.452744310575636,-5.493172690763052,-5.4872824631860775,1.0,0.0
2018-12-17,-4.757503949447077,-5.402053712480252,-4.362295945234334,-5.398104265402844,-5.409689310163244,1.0,0.0
2018-12-18,-4.682762201453791,-5.3219106957424716,-4.2879023883696785,-5.325804776739356,-5.342159916926272,1.0,0.0
2018-12-19,-4.681983385254414,-5.322170301142264,-4.288161993769471,-5.326064382139149,-5.342159916926272,1.0,0.0
2018-12-20,-4.605370843989769,-5.232992327365729,-4.229156010230179,-5.248593350383632,-5.2593350383631705,1.0,0.0
2018-12-21,-5.193194925028835,-5.963667820069204,-4.726355247981545,-5.9832756632064585,-5.968569780853517,1.0,0.0
2018-12-24,-5.065800621293421,-5.823213781417679,-4.62750635413725,-5.860491386613951,-5.863880259813612,1.0,0.0
2018-12-26,-5.018741258741259,-5.7860139860139865,-4.570629370629371,-5.793286713286713,-5.802797202797203,1.0,0.0
2018-12-27,-5.197545295149036,-6.081531268264173,-4.732612507305669,-6.0672121566335475,-6.143775569842198,1.0,0.0
2018-12-28,-5.230656075316269,-6.130920859076198,-4.762283024418947,-6.110326566637247,-6.186231244483672,1.0,0.0
2018-12-31,-5.229117647058823,-6.1291176470588224,-4.760882352941176,-6.108529411764706,-6.184117647058823,1.0,0.0
2019-01-02,-5.488724127278344,-6.464627741736175,-4.973123262279889,-6.4408402842137775,-6.525795489650911,1.0,0.0
2019-01-03,-5.492578849721707,-6.4721706864564,-4.975262832405689,-6.449288806431664,-6.532467532467533,1.0,0.0
2019-01-04,-5.280538922155689,-6.2856287425149695,-4.792814371257485,-6.2395209580838324,-6.341616766467066,1.0,0.0
2019-01-07,-5.369226063016214,-6.4151116549403495,-4.916794126644235,-6.399510553686143,-6.489446313857449,1.0,0.0
2019-01-08,-5.309884778653729,-6.358399029714978,-4.853244390539721,-6.357186173438447,-6.442692540933899,1.0,0.0
2019-01-09,-5.25045045045045,-6.292192192192191,-4.794294294294294,-6.301801801801801,-6.391591591591591,1.0,0.0
2019-01-10,-5.29198184568835,-6.33857791225416,-4.830559757942511,-6.354614220877458,-6.44145234493192,1.0,0.0
2019-01-11,-5.337606837606837,-6.384615384615386,-4.873626373626374,-6.417887667887668,-6.511294261294262,1.0,0.0
2019-01-14,-5.348623853211009,-6.396330275229358,-4.88348623853211,-6.4308868501529055,-6.5217125382263,1.0,0.0
2019-01-15,-5.427772600186392,-6.49332090711401,-4.965827896862379,-6.5377446411929165,-6.641192917054985,1.0,0.0
2019-01-16,-5.484114501415539,-6.586033343818811,-5.013840830449827,-6.622837370242215,-6.749606794589494,1.0,0.0
2019-01-17,-5.4820754716981135,-6.582389937106918,-5.011006289308176,-6.622012578616351,-6.749056603773584,1.0,0.0
2019-01-18,-5.4656200941915225,-6.554160125588696,-5.01193092621664,-6.609105180533751,-6.756043956043956,1.0,0.0
2019-01-22,-5.6113989637305695,-6.773963730569948,-5.170984455958549,-6.856865284974093,-6.970207253886009,1.0,0.0
2019-01-23,-5.544348382965097,-6.655139289145053,-5.137688120397054,-6.778738392571245,-6.904578930515529,1.0,0.0
2019-01-24,-5.507306226175349,-6.593392630241422,-5.102287166454892,-6.72141041931385,-6.84148665819568,1.0,0.0
2019-01-25,-4.880685008422235,-5.725715889949466,-4.553902302077485,-5.906513194834362,-6.007299270072993,1.0,0.0
2019-01-28,-4.837973273942093,-5.65673719376392,-4.533685968819599,-5.860523385300668,-5.950723830734966,1.0,0.0
2019-01-29,-4.901888920214265,-5.722018607273752,-4.600789399492529,-5.936002255427121,-6.032421764871722,1.0,0.0
2019-01-30,-4.936079545454545,-5.768465909090909,-4.631818181818181,-5.986647727272727,-6.086079545454545,1.0,0.0
2019-01-31,-4.867079695860322,-5.737538721486906,-4.581526330611095,-5.923120247817516,-6.051534778935511,1.0,0.0
2019-02-01,-4.760055096418733,-5.605234159779615,-4.480440771349863,-5.790909090909091,-5.911570247933884,1.0,0.0
2019-02-04,-4.6705374021064,-5.4887928706454225,-4.402646502835539,-5.662975965433432,-5.780178233864435,1.0,0.0
2019-02-05,-4.67,-5.488378378378378,-4.411351351351351,-5.6672972972972975,-5.79,1.0,0.0
2019-02-06,-4.666846798162659,-5.484463658470683,-4.410699810861929,-5.66657660091867,-5.791137530397189,1.0,0.0
2019-02-07,-4.660280626011873,-5.4754452239611435,-4.405018888289261,-5.658391797085806,-5.784133837021046,1.0,0.0
