Date,ARI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12721625469134204,-0.33577991828283016,-0.0,-0.21553365749043246,-0.17025642921851025,0.0
2018-09-25,1.0,-0.12755573631086628,-0.33560099086774875,-0.0,-0.21542130365659778,-0.1700188560653677,0.0
2018-09-26,1.0,-0.12778897166201453,-0.33580420356027135,-0.0,-0.21539087195223397,-0.1695472946743812,0.0
2018-09-27,1.0,-0.12759347609009208,-0.33647694071526313,-0.0,-0.21544805651096563,-0.16966233958356447,0.0
2018-09-28,1.0,-0.12809840917499077,-0.33625601183869774,-0.0,-0.21561228264890864,-0.16982981871994082,0.0
2018-10-01,1.0,-0.1282952548330404,-0.33606511886041995,-0.0,-0.21572472481731572,-0.16986402737952086,0.0
2018-10-02,1.0,-0.12695790958354986,-0.3474129611758593,-0.0,-0.21373691633880187,-0.16773068072155,0.0
2018-10-03,1.0,-0.12669523756516576,-0.3447431402014805,-0.0,-0.21454147418415245,-0.16929184987291515,0.0
2018-10-04,1.0,-0.12543521569941724,-0.35020201455994343,-0.0,-0.2132044908674524,-0.1730436239736357,0.0
2018-10-05,1.0,-0.12574660886068884,-0.352138883203394,-0.0,-0.21197179167519492,-0.17085015722977878,0.0
2018-10-08,1.0,-0.12421979491752116,-0.35025635309852876,-0.0,-0.21301456382820624,-0.17012186060335857,0.0
2018-10-09,1.0,-0.11981909884424263,-0.3509147419552959,-0.0,-0.2157972120377436,-0.17459194878189502,0.0
2018-10-10,1.0,-0.12005134692662599,-0.3506102098526566,-0.0,-0.21588033933621076,-0.173872600089299,0.0
2018-10-11,1.0,-0.09792538671519563,-0.3449135577797998,-0.0,-0.2051319381255687,-0.17186533212010918,0.0
2018-10-12,1.0,-0.09546599952865248,-0.3449176048294991,-0.0,-0.2033139355704211,-0.16917749859502182,0.0
2018-10-15,1.0,-0.08851029967627004,-0.35033367695730017,-0.0,-0.20129130269654386,-0.1684119147089143,0.0
2018-10-16,1.0,-0.08231364147997532,-0.36376674775788825,-0.0,-0.20124541592534767,-0.1681674594241313,0.0
2018-10-17,1.0,-0.07675560913294589,-0.353334892675291,-0.0,-0.1994278414509077,-0.1697223771568398,0.0
2018-10-18,1.0,-0.0763861403950635,-0.3526247616306264,-0.0,-0.20021228366854962,-0.16979095455690282,0.0
2018-10-19,1.0,-0.07197294976384715,-0.34997137541147844,-0.0,-0.1992808072133963,-0.16781165020752825,0.0
2018-10-22,1.0,-0.07267155325364255,-0.35400275990609154,-0.0,-0.1983548092259718,-0.16711769028118784,0.0
2018-10-23,1.0,-0.07817917257980492,-0.3559200244309914,-0.0,-0.19586110262812798,-0.16645409308926296,0.0
2018-10-24,1.0,-0.07834367335160872,-0.3616721973741163,-0.0,-0.19715769730197663,-0.16629995671620257,0.0
2018-10-25,1.0,-0.06402847276058919,-0.3432941010642047,-0.0,-0.20163506941997322,-0.15297061103671858,0.0
2018-10-26,1.0,-0.0609458629463894,-0.3402649820128104,-0.0,-0.20243923839606917,-0.15119768360094762,0.0
2018-10-29,1.0,-0.06571776284459496,-0.3403707427200734,-0.0,-0.2075594828650546,-0.15013140025045418,0.0
2018-10-30,1.0,-0.0651851851851852,-0.34035273368606705,-0.0,-0.2075661375661376,-0.1505820105820106,0.0
2018-10-31,1.0,-0.06486076038778718,-0.34190962227833793,-0.0,-0.20796764908439141,-0.15110632361510887,0.0
2018-11-01,1.0,-0.06730650264241654,-0.3404210191420542,-0.0,-0.2083885677925659,-0.15138660586457395,0.0
2018-11-02,1.0,-0.07170655255604276,-0.3229964604574991,-0.0,-0.2164579921460898,-0.1498054132107701,0.0
2018-11-05,1.0,-0.06941485146771381,-0.32953564950958814,-0.0,-0.21724277588969693,-0.14471112363309796,0.0
2018-11-06,1.0,-0.07123991970982851,-0.330880022537592,-0.0,-0.2158854808606543,-0.14272634433214776,0.0
2018-11-07,1.0,-0.07119216956552354,-0.3308569819026829,-0.0,-0.21572424477149496,-0.14266600943595523,0.0
2018-11-08,1.0,-0.06271984320039199,-0.33104667238331903,-0.0,-0.21230946922632693,-0.14391964020089948,0.0
2018-11-09,1.0,-0.06275923624844679,-0.33099984248936803,-0.0,-0.21237683543639196,-0.143982218799769,0.0
2018-11-12,1.0,-0.06278136450881172,-0.32168905950095966,-0.0,-0.2175536555574943,-0.14287209911010293,0.0
2018-11-13,1.0,-0.056770300497650465,-0.32050770751330826,-0.0,-0.21692011582944634,-0.13977562379705571,0.0
2018-11-14,1.0,-0.05792926312866614,-0.3201728506473222,-0.0,-0.21762521259241266,-0.13972093991878104,0.0
2018-11-15,1.0,-0.05764323417345406,-0.32289299821721956,-0.0,-0.21865277729227112,-0.14863494948788758,0.0
2018-11-16,1.0,-0.05593551538837323,-0.3188115011515109,-0.0,-0.2183857910531091,-0.15158071044734453,0.0
2018-11-19,1.0,-0.055748460155991,-0.318891661286664,-0.0,-0.2185444330058802,-0.15168117813334261,0.0
2018-11-20,1.0,-0.04561799704681664,-0.3166681143055676,-0.0,-0.21912620515938505,-0.1557717362980978,0.0
2018-11-21,1.0,-0.04625706825295267,-0.3152916356845181,-0.0,-0.21790105310484362,-0.14976914696778434,0.0
2018-11-23,1.0,-0.04636242585643385,-0.3150950248153977,-0.0,-0.21797776125339374,-0.1498434987116745,0.0
2018-11-26,1.0,-0.04605411012187743,-0.31686403319215145,-0.0,-0.21701097761258537,-0.1488287665312473,0.0
2018-11-27,1.0,-0.04494382022471911,-0.31700581646214127,-0.0,-0.21617563299332057,-0.14782788795112103,0.0
2018-11-28,1.0,-0.04647386061297122,-0.3116167375004319,-0.0,-0.21955011920804396,-0.15002937009778514,0.0
2018-11-29,1.0,-0.044200037925149545,-0.310158768466962,-0.0,-0.2190349773311038,-0.15049388887931184,0.0
2018-11-30,1.0,-0.04410624105896345,-0.3101914889949844,-0.0,-0.219066167979455,-0.1502094141574312,0.0
2018-12-03,1.0,-0.04236689246255408,-0.3112363617560371,-0.0,-0.21964251857214265,-0.15040419187479534,0.0
2018-12-04,1.0,-0.041935150408325,-0.31134350987216153,-0.0,-0.21949622687019746,-0.15011543365149374,0.0
2018-12-06,1.0,-0.04079214624238321,-0.29295870006770486,-0.0,-0.21905890318212595,-0.1398273527420447,0.0
2018-12-07,1.0,-0.039294360641305634,-0.2933787055377791,-0.0,-0.2193949244078758,-0.1409247126144886,0.0
2018-12-10,1.0,-0.03512201698800054,-0.29386881488472427,-0.0,-0.21899015774571928,-0.13733652420115952,0.0
2018-12-11,1.0,-0.027987501055654087,-0.29744109450215356,-0.0,-0.2182417025589055,-0.14537623511527742,0.0
2018-12-12,1.0,-0.029186594784607327,-0.2974092038329587,-0.0,-0.21906001250612636,-0.1443612580487063,0.0
2018-12-13,1.0,-0.029267633242083205,-0.29703606069823246,-0.0,-0.21927067491297442,-0.14424279292980502,0.0
2018-12-14,1.0,-0.02994052446607191,-0.2953500946201676,-0.0,-0.22007637199243038,-0.1442788591511219,0.0
