Date,IWF,IWM,MTUM,SPY,SRLP,VLUE,VXX
2018-09-24,-0.4490903934200397,-0.9978525991653499,-0.0,-0.8228596896398038,1.0,-0.7818970057939306,0.0
2018-09-25,-0.44900109413624023,-0.9980953924707218,-0.0,-0.8230741175993841,1.0,-0.782226364631033,0.0
2018-09-26,-0.4480905463724453,-1.0012213989088836,-0.0,-0.8283934533018484,1.0,-0.7936242976956274,0.0
2018-09-27,-0.4511486074405367,-0.9933726367147795,-0.0,-0.8282171173002643,1.0,-0.7931286846920106,0.0
2018-09-28,-0.44870959863225596,-0.9981274932833999,-0.0,-0.8293576487828707,1.0,-0.7944720345192543,0.0
2018-10-01,-0.44869289030051307,-0.9990634416483428,-0.0,-0.8293835002850395,1.0,-0.794893720987051,0.0
2018-10-02,-0.4555283557731538,-0.9804569563443492,-0.0,-0.8392492860057119,1.0,-0.8047327621379029,0.0
2018-10-03,-0.4560257927600702,-0.9814308452026282,-0.0,-0.8391625515243032,1.0,-0.8044729216830592,0.0
2018-10-04,-0.4586561200358803,-0.9757808040446873,-0.0,-0.8418820843186822,1.0,-0.8009459349262008,0.0
2018-10-05,-0.4432956250253416,-0.9665490816202409,-0.0,-0.8421522118152699,1.0,-0.8026598548432875,0.0
2018-10-08,-0.4392610259934511,-0.9609491854307313,-0.0,-0.8423818571370821,1.0,-0.79993531956179,0.0
2018-10-09,-0.4314157486740106,-0.9714810281517747,-0.0,-0.8577315381476948,1.0,-0.819298245614035,0.0
2018-10-10,-0.4355016538037486,-0.9710482257340031,-0.0,-0.8611213197762261,1.0,-0.8157540120053902,0.0
2018-10-11,-0.3371235884567127,-0.9430677540777918,-0.0,-0.8217142409033877,1.0,-0.8190872020075283,0.0
2018-10-12,-0.34550366653801623,-0.9313392512543419,-0.0,-0.7946738710922424,1.0,-0.7879969123890389,0.0
2018-10-15,-0.3133495052173578,-0.9600708482538216,-0.0,-0.7884178506796041,1.0,-0.7886103731084672,0.0
2018-10-16,-0.3144738869203513,-0.9589816669234325,-0.0,-0.7889385302726852,1.0,-0.7890925897396396,0.0
2018-10-17,-0.28555831639183793,-0.9043370228145471,-0.0,-0.778781718244108,1.0,-0.7961373390557939,0.0
2018-10-18,-0.28483776255363996,-0.9030715952721524,-0.0,-0.7800195738914402,1.0,-0.7962809606263646,0.0
2018-10-19,-0.26424156675850774,-0.8857323702435029,-0.0,-0.7797304341350808,1.0,-0.7936182887780178,0.0
2018-10-22,-0.26425487568855144,-0.877028435313384,-0.0,-0.783534315914843,1.0,-0.7970820306684532,0.0
2018-10-23,-0.2646248883596308,-0.8768978862756772,-0.0,-0.7830455492706162,1.0,-0.7967401012206013,0.0
2018-10-24,-0.26277589608069374,-0.8782149104849815,-0.0,-0.783824022034466,1.0,-0.7972605798935497,0.0
2018-10-25,-0.21654344798028502,-0.8131361834351227,-0.0,-0.7877781349333904,1.0,-0.7541340762170077,0.0
2018-10-26,-0.18863095026485124,-0.8048277578299976,-0.0,-0.8112623982366952,1.0,-0.7503288421202319,0.0
2018-10-29,-0.15826955782312926,-0.8212514172335601,-0.0,-0.8012329931972789,1.0,-0.7623653628117915,0.0
2018-10-30,-0.16923186293676465,-0.8244765933245654,-0.0,-0.8038957807556961,1.0,-0.7569047026623538,0.0
2018-10-31,-0.18107215176382818,-0.7989626629720415,-0.0,-0.8133503854488613,1.0,-0.7591033429251483,0.0
2018-11-01,-0.18440145102781139,-0.7977807809943809,-0.0,-0.814353794722242,1.0,-0.7599046873888613,0.0
2018-11-02,-0.19440608957337582,-0.757372986369269,-0.0,-0.832536732164985,1.0,-0.7561692334926536,0.0
2018-11-05,-0.19091262960472768,-0.766587635797445,-0.0,-0.8329735659435932,1.0,-0.7482218054425138,0.0
2018-11-06,-0.2046700363066847,-0.7839752260269096,-0.0,-0.8307823734605253,1.0,-0.740051256496049,0.0
2018-11-07,-0.20378825711635873,-0.7887208389812371,-0.0,-0.8318470428765071,1.0,-0.7427766283798245,0.0
2018-11-08,-0.20160557406846408,-1.327880440270625,-0.0,-1.285065131778249,1.0,-1.2344744016964555,0.0
2018-11-09,-0.208638956805216,-1.341992665036675,-0.0,-1.2957925835370823,1.0,-1.2473003259983702,0.0
2018-11-12,-0.21411643482740855,-1.3248840803709427,-0.0,-1.3460072127769191,1.0,-1.2670273055126224,0.0
2018-11-13,-0.16063440422936154,-1.312932086213908,-0.0,-1.3499898332655549,1.0,-1.2597600650671004,0.0
2018-11-14,-0.16085241534757438,-1.3276983761077814,-0.0,-1.362122842067517,1.0,-1.272065980226423,0.0
2018-11-15,-0.158249502119185,-1.3260991676454066,-0.0,-1.3637338507889496,1.0,-1.25833631210744,0.0
2018-11-16,-0.15193664653028072,-1.3063607289710137,-0.0,-1.3563125031727497,1.0,-1.2618407025737348,0.0
2018-11-19,-0.15841684895965816,-1.3081345067914738,-0.0,-1.3568194536297502,1.0,-1.2638754642112224,0.0
2018-11-20,-0.08503144654088049,-1.2881006289308177,-0.0,-1.3614088050314463,1.0,-1.2969559748427673,0.0
2018-11-21,-0.08459677021087461,-1.2613462393204604,-0.0,-1.3385846214627883,1.0,-1.2539878512519136,0.0
2018-11-23,-0.08686377616827066,-1.2748288520686575,-0.0,-1.340857227899593,1.0,-1.258259747990872,0.0
2018-11-26,-0.08579075184616146,-1.2781384745006692,-0.0,-1.337364325717401,1.0,-1.2547950636863756,0.0
2018-11-27,-0.06422200198216055,-1.297621407333994,-0.0,-1.3393954410307234,1.0,-1.2541625371655103,0.0
2018-11-28,-0.06704021421133535,-1.2909703971835178,-0.0,-1.3435810978330935,1.0,-1.2570040164625378,0.0
2018-11-29,-0.005970733617187882,-1.2711300347477121,-0.0,-1.3437576469436694,1.0,-1.2731855332060882,0.0
2018-11-30,-0.006319502277960123,-1.2738450987116052,-0.0,-1.3483564395238328,1.0,-1.2703669230392396,0.0
2018-12-03,-0.001959247648902821,-1.2761559561128526,-0.0,-1.3493828369905956,1.0,-1.2705721003134796,0.0
2018-12-04,-0.0,-1.2803574044236123,-0.0,-1.3378253014989503,1.0,-1.2643913871393,0.0
2018-12-06,-0.0,-1.1449570121105668,-0.0,-1.291393177405935,1.0,-1.1860035129888138,0.0
2018-12-07,-0.0,-1.1451821712594785,-0.0,-1.2916127242463473,1.0,-1.1868873682263732,0.0
2018-12-10,-0.0,-1.1364443432733895,-0.0,-1.2711131345322102,1.0,-1.1450944684725701,0.0
2018-12-11,-0.0,-1.139491347427058,-0.0,-1.2877950778503264,1.0,-1.1387151271631433,0.0
2018-12-12,-0.0,-1.1401425178147269,-0.0,-1.2897405444911383,1.0,-1.1380412936232414,0.0
2018-12-13,-0.0,-1.133682771194166,-0.0,-1.2903828623518685,1.0,-1.1338195077484048,0.0
2018-12-14,-0.0,-1.1235034369736423,-0.0,-1.2953065962580235,1.0,-1.133427413848045,0.0
2018-12-17,-0.0,-1.1117285623926991,-0.0,-1.2636667570253908,1.0,-1.142540887322671,0.0
2018-12-18,-0.0,-1.1003861003861004,-0.0,-1.2533447068330787,1.0,-1.1358085660411241,0.0
2018-12-19,-0.0,-1.149944258639911,-0.0,-1.3131270903010033,1.0,-1.1820419918246003,0.0
2018-12-20,-0.0,-1.1489482391869534,-0.0,-1.374001418104467,1.0,-1.2040179626565823,0.0
2018-12-21,-0.0,-1.1379197455803947,-0.0,-1.3633429987840238,1.0,-1.1755682349639882,0.0
2018-12-24,-0.0,-1.0959738043628648,-0.0,-1.3356085412535168,1.0,-1.18032560070101,0.0
2018-12-26,-0.0,-1.0939326657302098,-0.0,-1.2887761112873262,1.0,-1.1484888304862024,0.0
2018-12-27,-0.0,-0.9972412036840541,-0.0,-1.1314035906795126,1.0,-1.1156572301684986,0.0
2018-12-28,-0.0,-1.0033525717195724,-0.0,-1.1290527923951792,1.0,-1.1113563062298422,0.0
2018-12-31,-0.0,-1.009521380600187,-0.0,-1.129601292187367,1.0,-1.1115361727450481,0.0
2019-01-02,-0.0,-1.0110245605073853,-0.0,-1.1276976120546545,1.0,-1.1178648959264463,0.0
2019-01-03,-0.0,-1.1379519194931047,-0.0,-1.2095601938128961,1.0,-1.311451733134551,0.0
2019-01-04,-0.0,-1.1437430581266197,-0.0,-1.1676231025546095,1.0,-1.3165494261384674,0.0
2019-01-07,-0.0,-1.0846683970285511,-0.0,-1.1249888123154033,1.0,-1.2653718786359975,0.0
2019-01-08,-0.0,-1.0728781053476653,-0.0,-1.1268899692252798,1.0,-1.2603808929128943,0.0
2019-01-09,-0.0,-1.0990893517266251,-0.0,-1.1429086646830766,1.0,-1.2662068343702102,0.0
2019-01-10,-0.0,-1.0977291159772913,-0.0,-1.1428313958727583,1.0,-1.2651166982067223,0.0
2019-01-11,-0.0,-1.091824296871473,-0.0,-1.1481197237145049,1.0,-1.2745248521511443,0.0
2019-01-14,-0.0,-1.1095354967730207,-0.0,-1.1755294973184256,1.0,-1.2599763657849288,0.0
2019-01-15,-0.0,-1.1007007644703313,-0.0,-1.171914816163087,1.0,-1.277803057881325,0.0
2019-01-16,-0.0,-1.1063888002188882,-0.0,-1.1757946098773313,1.0,-1.2779880523507683,0.0
2019-01-17,-0.0,-1.1067146829557368,-0.0,-1.1750467247116743,1.0,-1.2767470483657746,0.0
2019-01-18,-0.0,-1.0869624885635865,-0.0,-1.1740164684354986,1.0,-1.313540713632205,0.0
2019-01-22,-0.0,-1.082889733840304,-0.0,-1.2698193916349811,1.0,-1.4001425855513308,0.0
2019-01-23,-0.0,-1.0370246192164,-0.0,-1.3008429926238145,1.0,-1.4518632052878628,0.0
2019-01-24,-0.0,-1.1915239142961915,-0.0,-1.421970768505422,1.0,-1.625124417203625,0.0
2019-01-25,-0.0,-1.1095890410958904,-0.0,-1.570921792282923,1.0,-1.7771107351416253,0.0
2019-01-28,-0.0,-1.0369141878878665,-0.0,-1.5855981168414293,1.0,-1.727369997860047,0.0
2019-01-29,-0.0,-1.0305376344086021,-0.0,-1.592741935483871,1.0,-1.7530645161290324,0.0
2019-01-30,-0.0,-1.0295838926174496,-0.0,-1.5905503355704698,1.0,-1.7489932885906039,0.0
2019-01-31,-0.0,-1.055320516253414,-0.0,-1.5453863867616344,1.0,-1.754618968564237,0.0
2019-02-01,-0.0,-1.0500908799315727,-0.0,-1.559446167005239,1.0,-1.7363947396557253,0.0
2019-02-04,-0.0,-1.054243641231593,-0.0,-1.570281124497992,1.0,-1.730227576974565,0.0
2019-02-05,-0.0,-1.0824425008098477,-0.0,-1.5861678004535147,1.0,-1.7303746895583632,0.0
2019-02-06,-0.0,-1.0804690877648075,-0.0,-1.5832792909641158,1.0,-1.7404345006485082,0.0
2019-02-07,-0.0,-1.0793299108349095,-0.0,-1.5864360983517969,1.0,-1.7381248311267226,0.0
2019-02-08,-0.0,-1.0673212542041879,-0.0,-1.6019854616469569,1.0,-1.7554518823912335,0.0
2019-02-11,-0.0,-1.031730560970327,-0.0,-1.6069417370586958,1.0,-1.7760991986138186,0.0
2019-02-12,-0.0,-1.0328208483262458,-0.0,-1.6390251880929017,1.0,-1.7801221240867955,0.0
2019-02-13,-0.0,-1.0636928899702622,-0.0,-1.6035685320356854,1.0,-1.7396052987293864,0.0
2019-02-14,-0.0,-1.0475052934469842,-0.0,-1.6324990498941312,1.0,-1.7491720505999242,0.0
2019-02-15,-0.0,-1.0879455782312926,-0.0,-1.6181224489795918,1.0,-1.7360544217687075,0.0
2019-02-19,-0.0,-1.0578771072428752,-0.0,-1.6784361100433804,1.0,-1.7548734281478227,0.0
