Date,ETNB,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-04,1.0,-1.7367377631938747,-0.6222996992070003,-1.750683620453924,-1.7265518184304076,-0.0,0.0
2020-08-05,1.0,-1.73670176398195,-0.6228633939559688,-1.7508546424176124,-1.7267195405442362,-0.0,0.0
2020-08-06,1.0,-1.7368241164809624,-0.619796295030419,-1.7524095973750766,-1.7267072253742566,-0.0,0.0
2020-08-07,1.0,-1.736397941680961,-0.6288850771869641,-1.764939965694683,-1.7308404802744426,-0.0,0.0
2020-08-10,1.0,-1.7262861460265129,-0.6464729720447833,-1.759667559585136,-1.7362456212651969,-0.0,0.0
2020-08-11,1.0,-1.7235884050006869,-0.6510509685396346,-1.7561478225030913,-1.7382195356505015,-0.0,0.0
2020-08-12,1.0,-1.7197146384963644,-0.6512553162299355,-1.748730964467005,-1.7399506105089861,-0.0,0.0
2020-08-13,1.0,-1.7132761578044597,-0.6745797598627788,-1.7248027444253862,-1.748473413379074,-0.0,0.0
2020-08-14,1.0,-1.7156095551894563,-0.6740115321252059,-1.7272103239978034,-1.7475288303130145,-0.0,0.0
2020-08-17,1.0,-1.716512186749056,-0.6742190181943014,-1.7275660830758668,-1.7475454857535186,-0.0,0.0
2020-08-18,1.0,-1.7163451637262308,-0.6738518569369122,-1.726573762614128,-1.7480606851101805,-0.0,0.0
2020-08-19,1.0,-1.7248968363136177,-0.6670563961485557,-1.7326685006877578,-1.7529573590096286,-0.0,0.0
2020-08-20,1.0,-1.7240264208063851,-0.6707719829365625,-1.732214118618412,-1.7534058070730703,-0.0,0.0
2020-08-21,1.0,-1.7194903581267218,-0.6805096418732782,-1.7275482093663912,-1.7595730027548209,-0.0,0.0
2020-08-24,1.0,-1.7186057725425363,-0.6843700489081767,-1.7268719432389614,-1.7586278156643937,-0.0,0.0
2020-08-25,1.0,-1.7213329653649785,-0.6876638609079618,-1.7228508348282046,-1.767489995860356,-0.0,0.0
2020-08-26,1.0,-1.7224292615596963,-0.6873706004140786,-1.723671497584541,-1.7677708764665285,-0.0,0.0
2020-08-27,1.0,-1.7094305804494692,-0.7022611333241418,-1.7158417206673102,-1.7661657245277815,-0.0,0.0
2020-08-28,1.0,-1.7099620820406756,-0.7017580144777663,-1.7163047225094794,-1.7662185453291965,-0.0,0.0
2020-08-31,1.0,-1.7100020679671883,-0.7012476735369132,-1.716481698490384,-1.765423588612394,-0.0,0.0
2020-09-01,1.0,-1.7097263390087543,-0.702557386089474,-1.7139312056248708,-1.7670090301233887,-0.0,0.0
2020-09-02,1.0,-1.704066161268091,-0.7022742935906271,-1.7148862853204685,-1.7705720192970367,-0.0,0.0
2020-09-03,1.0,-1.7038440341691925,-0.7041195921741525,-1.7176908239184348,-1.763226784238082,-0.0,0.0
2020-09-04,1.0,-1.6438496117695136,-0.7180220678381691,-1.660468601008037,-1.7721700040866364,-0.01655087862689007,0.0
2020-09-08,1.0,-1.6323739538681366,-0.7172892427025924,-1.653398652786283,-1.7680479009321632,-0.03299993195890318,0.0
2020-09-09,1.0,-1.5979068197164077,-0.7297096556380823,-1.6079675894665764,-1.7577987846049965,-0.058811613774476704,0.0
2020-09-10,1.0,-1.582682992465016,-0.7307588805166846,-1.5881324004305706,-1.7543729817007536,-0.07164962325080731,0.0
2020-09-11,1.0,-1.574228187919463,-0.7340268456375839,-1.5838255033557047,-1.749261744966443,-0.07006711409395973,0.0
2020-09-14,1.0,-1.5753893662728247,-0.7362379162191192,-1.5844522019334049,-1.747986036519871,-0.06914607948442535,0.0
2020-09-15,1.0,-1.5749899477281868,-0.7284546307465488,-1.5778715989813699,-1.7503685832998257,-0.06982978153062593,0.0
2020-09-16,1.0,-1.6068194291986828,-0.7460208562019759,-1.5845225027442371,-1.8197722283205269,-0.10345773874862788,0.0
2020-09-17,1.0,-1.606888035126235,-0.7459522502744237,-1.5845911086717892,-1.819840834248079,-0.1033205268935236,0.0
2020-09-18,1.0,-1.6320996195088202,-0.75025942580422,-1.6013144240747146,-1.8435143548944999,-0.09083362158422689,0.0
2020-09-21,1.0,-1.6268253858398503,-0.7583915841926776,-1.6090386877984635,-1.8371513599557063,-0.08955637068309225,0.0
2020-09-22,1.0,-1.6311055763110558,-0.7507264425072644,-1.6136709561367095,-1.83769198837692,-0.08530510585305107,0.0
2020-09-23,1.0,-1.622571053177512,-0.7495332273010166,-1.6160016596362632,-1.8342438282276468,-0.09287047921997096,0.0
2020-09-24,1.0,-1.60954282566786,-0.7336821812172954,-1.6031396309556594,-1.8337923437069679,-0.10499862296887909,0.0
2020-09-25,1.0,-1.6091566265060242,-0.7340447504302927,-1.6031669535283994,-1.8330464716006885,-0.10526678141135973,0.0
2020-09-28,1.0,-1.6015662567836777,-0.7303702685992993,-1.5918114996221748,-1.8305969636600947,-0.11520230816789173,0.0
2020-09-29,1.0,-1.6063544460491024,-0.7187951310088714,-1.6024344955642664,-1.8378378378378375,-0.11168420328725671,0.0
2020-09-30,1.0,-1.6063544460491024,-0.7193452994979712,-1.604085001031566,-1.8361873323705384,-0.1112028058592944,0.0
2020-10-01,1.0,-1.6059126847713991,-0.7200412512891028,-1.6029563423856996,-1.8351323478858714,-0.11124097628050877,0.0
2020-10-02,1.0,-1.6036879042245769,-0.709439933947984,-1.6010045410760976,-1.8440209164717216,-0.12226503371404983,0.0
2020-10-05,1.0,-1.5848874819351733,-0.728580276649921,-1.5800013763677654,-1.847085541256624,-0.141352969513454,0.0
2020-10-06,1.0,-1.588882773802972,-0.7113373692900387,-1.5740231150247663,-1.8553247110621904,-0.14990368739680793,0.0
2020-10-07,1.0,-1.5875558611206602,-0.7119972499140599,-1.5727741491921623,-1.8554142316947404,-0.1475421106909591,0.0
2020-10-08,1.0,-1.5853574859338548,-0.7075614107314395,-1.5701934952655412,-1.8539179360505007,-0.14443529573212568,0.0
2020-10-09,1.0,-1.5891595197255575,-0.7075128644939966,-1.572967409948542,-1.852967409948542,-0.13838765008576331,0.0
2020-10-12,1.0,-1.5801002540685298,-0.7065851816246652,-1.5709675204284832,-1.8515415779715716,-0.15752248849824896,0.0
2020-10-13,1.0,-1.565671129419842,-0.7176793683487813,-1.5688980432543769,-1.8473738414006178,-0.1662203913491246,0.0
2020-10-14,1.0,-1.5666620897981598,-0.7174927914321021,-1.5711245365920636,-1.8456679939585336,-0.16442400109844843,0.0
2020-10-15,1.0,-1.5641043239533288,-0.7143445435827043,-1.570624571036376,-1.844955387783116,-0.16932052161976666,0.0
2020-10-16,1.0,-1.5634479445473886,-0.7151190721295724,-1.5700363736188319,-1.8445542515956352,-0.16978930752865282,0.0
2020-10-19,1.0,-1.5620753551575046,-0.7145700363736188,-1.5698991146798436,-1.8450346578820946,-0.1713677853270194,0.0
2020-10-20,1.0,-1.5639771239578306,-0.7178391786674015,-1.5741059739543855,-1.8482050575346243,-0.18631571694343002,0.0
2020-10-21,1.0,-1.5667241974456334,-0.7191577493959268,-1.582947877114256,-1.8501898515705903,-0.18467380048325854,0.0
2020-10-22,1.0,-1.5667840132532616,-0.7179540277490164,-1.5819010147028372,-1.8502795609857114,-0.18582177124318355,0.0
2020-10-23,1.0,-1.5654515327257663,-0.7198978182822425,-1.5809168737917703,-1.8505937586302128,-0.18737917702292187,0.0
2020-10-26,1.0,-1.5645929710695299,-0.7179451771041913,-1.5812331699233586,-1.8496858385693575,-0.1911206241800732,0.0
2020-10-27,1.0,-1.5601128621567684,-0.711926226687771,-1.587846672630927,-1.8440575321725965,-0.17796435207487443,0.0
2020-10-28,1.0,-1.5626934452163148,-0.7126349817731619,-1.5838090652727148,-1.8425613866153108,-0.17621569571497353,0.0
2020-10-29,1.0,-1.5140496986932088,-0.7091881643984022,-1.5669307332927078,-1.8028302525560296,-0.17794028031687997,0.0
2020-10-30,1.0,-1.483272120200334,-0.7089148580968281,-1.556060100166945,-1.7632053422370617,-0.16634390651085143,0.0
2020-11-02,1.0,-1.4672704268495707,-0.7045348604914431,-1.5483119131650795,-1.7606712392621697,-0.17839781580875008,0.0
2020-11-03,1.0,-1.4703967040999402,-0.6962588876337298,-1.541896471526347,-1.7573925177752672,-0.17908166655591734,0.0
2020-11-04,1.0,-1.4713139218677458,-0.6823638654904822,-1.5406247927306493,-1.75817470319029,-0.1802082642435498,0.0
2020-11-05,1.0,-1.4229909246350123,-0.7103774825726688,-1.5016440878600552,-1.743061949230567,-0.19821123240825989,0.0
2020-11-06,1.0,-1.4171319713591277,-0.6994679103987388,-1.5077185837219995,-1.7492609866649151,-0.19549366090783682,0.0
