Date,IWF,IWM,MTUM,SPY,UBA,VLUE,VXX
2018-09-24,-0.2051028423471911,-0.7766270037529457,-0.0,-0.4816862071975097,1.0,-0.4458732144415676,0.0
2018-09-25,-0.20323851203501095,-0.7801896425966447,-0.0,-0.48446389496717723,1.0,-0.4496863603209336,0.0
2018-09-26,-0.2056126620721878,-0.7828232683097768,-0.0,-0.4850484756453685,1.0,-0.44673519448662535,0.0
2018-09-27,-0.20749212276811763,-0.7783872097094175,-0.0,-0.48506243435640095,1.0,-0.44655152293149725,0.0
2018-09-28,-0.21092174116408924,-0.7779401876808841,-0.0,-0.48665477826175935,1.0,-0.44786154880580004,0.0
2018-10-01,-0.21105144232180062,-0.78401854623353,-0.0,-0.4885406579217654,1.0,-0.4508906300437245,0.0
2018-10-02,-0.21106870229007632,-0.7866412213740458,-0.0,-0.4879330593071051,1.0,-0.4503229594832648,0.0
2018-10-03,-0.2106452275461401,-0.7820193069452187,-0.0,-0.48898213080602093,1.0,-0.4525688800211261,0.0
2018-10-04,-0.2189469344484363,-0.7758701925908474,-0.0,-0.500588962836445,1.0,-0.44940809234937273,0.0
2018-10-05,-0.2079791288034238,-0.7718238846221492,-0.0,-0.5010845986984815,1.0,-0.4504895350882336,0.0
2018-10-08,-0.2050547007546949,-0.7684724741122096,-0.0,-0.5025741531621131,1.0,-0.44907271982682967,0.0
2018-10-09,-0.19700549288287758,-0.7761207252967929,-0.0,-0.5148839407004903,1.0,-0.4651526785186936,0.0
2018-10-10,-0.19845885861061086,-0.775294499719524,-0.0,-0.5158395087242773,1.0,-0.4627852735378347,0.0
2018-10-11,-0.14217914629613745,-0.7633587786259541,-0.0,-0.49246647797123816,1.0,-0.4610458301169339,0.0
2018-10-12,-0.13657038890152376,-0.7634182397088924,-0.0,-0.4878610416192859,1.0,-0.4549977257220832,0.0
2018-10-15,-0.1012015183081709,-0.8059590741744913,-0.0,-0.4858871543137647,1.0,-0.46091498045035534,0.0
2018-10-16,-0.09762502854532998,-0.8120575473852477,-0.0,-0.48489952043845624,1.0,-0.45995090203242744,0.0
2018-10-17,-0.08999689081093304,-0.7973091381893214,-0.0,-0.4801435880041833,1.0,-0.4590576330591594,0.0
2018-10-18,-0.09231773419984676,-0.804353378550955,-0.0,-0.47972301841813997,1.0,-0.46150353321792426,0.0
2018-10-19,-0.07585993356977988,-0.795755221527895,-0.0,-0.48209761864549905,1.0,-0.46109891347182347,0.0
2018-10-22,-0.07597217920198238,-0.7871202095007462,-0.0,-0.48706107622560757,1.0,-0.4656886210683412,0.0
2018-10-23,-0.07456461703206899,-0.7877191004903342,-0.0,-0.4888406695598264,1.0,-0.4668601702079694,0.0
2018-10-24,-0.07232509709011088,-0.7853604998030056,-0.0,-0.4889120279169246,1.0,-0.4676084876456352,0.0
2018-10-25,-0.03926973037877961,-0.7477076738347342,-0.0,-0.5003547647636721,1.0,-0.4416548411745443,0.0
2018-10-26,-0.03456877152075482,-0.7404766423555569,-0.0,-0.499335737331562,1.0,-0.4369221592603638,0.0
2018-10-29,-0.022206033133667907,-0.744536182612919,-0.0,-0.4937402190923318,1.0,-0.437725972694404,0.0
2018-10-30,-0.0022751279759486475,-0.7490588012242355,-0.0,-0.49871346929931476,1.0,-0.4584382871536524,0.0
2018-10-31,-0.0043599956938314135,-0.7368392722575089,-0.0,-0.49585531273549355,1.0,-0.45430078587576705,0.0
2018-11-01,-0.0,-0.7655393301123717,-0.0,-0.49291569404484015,1.0,-0.45583844525270073,0.0
2018-11-02,-0.0,-0.7493724865725622,-0.0,-0.49701762435561797,1.0,-0.45259237267550134,0.0
2018-11-05,-0.0,-0.7429252954570096,-0.0,-0.5016534750081318,1.0,-0.4660631031117857,0.0
2018-11-06,-0.0,-0.7417946074974231,-0.0,-0.5027939022405469,1.0,-0.4679379373948896,0.0
2018-11-07,-0.0,-0.7419818744234006,-0.0,-0.5032289575080047,1.0,-0.46822597275736694,0.0
2018-11-08,-0.0,-0.7372926986861943,-0.0,-0.49001184578936036,1.0,-0.4649203101443033,0.0
2018-11-09,-0.0,-0.7376603082228688,-0.0,-0.49164780687574094,1.0,-0.46494773143657725,0.0
2018-11-12,-0.0,-0.7293031246644475,-0.0,-0.49285944378825297,1.0,-0.4622839042199076,0.0
2018-11-13,-0.0,-0.7229679343773303,-0.0,-0.4867369766698626,1.0,-0.4535527857675509,0.0
2018-11-14,-0.0,-0.7226884040597777,-0.0,-0.4875995631210208,1.0,-0.45360824742268036,0.0
2018-11-15,-0.0,-0.7228687847878772,-0.0,-0.48736317877972785,1.0,-0.4529281738528323,0.0
2018-11-16,-0.0,-0.713556695522069,-0.0,-0.49104948167147594,1.0,-0.4671636208186385,0.0
2018-11-19,-0.0,-0.7172210300429185,-0.0,-0.495332618025751,1.0,-0.4698497854077253,0.0
2018-11-20,-0.0,-0.7015917953100795,-0.0,-0.4856845253992843,1.0,-0.48349447144917473,0.0
2018-11-21,-0.0,-0.6977630708140304,-0.0,-0.48341495698213105,1.0,-0.4660489741892787,0.0
2018-11-23,-0.0,-0.6898630426735762,-0.0,-0.48707101686848925,1.0,-0.46705621067103803,0.0
2018-11-26,-0.0,-0.6906750541840672,-0.0,-0.4862293175450653,1.0,-0.4662208595443252,0.0
2018-11-27,-0.0,-0.6931196041271848,-0.0,-0.4790482206780375,1.0,-0.45999157717414196,0.0
2018-11-28,-0.0,-0.6980982984775852,-0.0,-0.4769530632671337,1.0,-0.45891060422483276,0.0
2018-11-29,-0.0,-0.684541188738269,-0.0,-0.466266944734098,1.0,-0.4560740354535975,0.0
2018-11-30,-0.0,-0.6847976230811332,-0.0,-0.46680914279757096,1.0,-0.4546378586880034,0.0
2018-12-03,-0.0,-0.685255223140927,-0.0,-0.46766999660919684,1.0,-0.45541093925245835,0.0
2018-12-04,-0.0,-0.6855782737630717,-0.0,-0.4630872483221477,1.0,-0.45265594922220487,0.0
2018-12-06,-0.0,-0.6555858171914374,-0.0,-0.4552396467024716,1.0,-0.43454577850179454,0.0
2018-12-07,-0.0,-0.6754894568523958,-0.0,-0.4842567795949143,1.0,-0.4402641636982918,0.0
2018-12-10,-0.0,-0.6755038480347996,-0.0,-0.4766157885253919,1.0,-0.4218166842552315,0.0
2018-12-11,-0.0,-0.675178254266519,-0.0,-0.47916291281628876,1.0,-0.4197276635177225,0.0
2018-12-12,-0.0,-0.6757780296784831,-0.0,-0.47877164056059357,1.0,-0.4217075432811212,0.0
2018-12-13,-0.0,-0.6723500038808827,-0.0,-0.4928462394245944,1.0,-0.42205893767302266,0.0
2018-12-14,-0.0,-0.656259724095011,-0.0,-0.5106057462918785,1.0,-0.4262265325173737,0.0
2018-12-17,-0.0,-0.6584039952140665,-0.0,-0.4902720699162461,1.0,-0.4523747594027987,0.0
2018-12-18,-0.0,-0.6814450790277593,-0.0,-0.5114092176915925,1.0,-0.46354097489706464,0.0
