Date,IWF,IWM,KSS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4352500967700314,-1.1907874930110534,1.0,-0.08477054750333318,-0.731194357231947,-0.8588877897724829,0.0
2018-09-25,-0.43473956091261295,-1.1927249246663796,1.0,-0.083125269048644,-0.7329746018080069,-0.8611708996986656,0.0
2018-09-26,-0.434586077747643,-1.192733221404279,1.0,-0.08265530156270179,-0.7331783546429033,-0.8618106676998579,0.0
2018-09-27,-0.4440704298291041,-1.1805195926117729,1.0,-0.08756257552218194,-0.7380890730191609,-0.8653115829449335,0.0
2018-09-28,-0.44059812437875445,-1.1862656121699295,1.0,-0.08863822982842819,-0.7394442283590474,-0.8667617442413241,0.0
2018-10-01,-0.44173582295988933,-1.185036307053942,1.0,-0.08869294605809128,-0.7401452282157677,-0.866701244813278,0.0
2018-10-02,-0.4481023639123834,-1.1571459553242247,1.0,-0.10015181088700932,-0.7526783777922359,-0.8793754066363045,0.0
2018-10-03,-0.45471640355096865,-1.1836707919709626,1.0,-0.10338041719508462,-0.7552368041282196,-0.8761534088424366,0.0
2018-10-04,-0.460048108462716,-1.1755521539470806,1.0,-0.10443909905969823,-0.762169254318828,-0.8712879947518042,0.0
2018-10-05,-0.4459300553111798,-1.1703758547101608,1.0,-0.08954313836505377,-0.7682592221593136,-0.8810591873176256,0.0
2018-10-08,-0.4438979805013928,-1.1674355849582174,1.0,-0.0828690807799443,-0.7759401114206128,-0.882224930362117,0.0
2018-10-09,-0.44381093314763237,-1.167783774373259,1.0,-0.08256441504178273,-0.7759836350974931,-0.882224930362117,0.0
2018-10-10,-0.44335104066881476,-1.1693372811982932,1.0,-0.08133762953931899,-0.7763650613951057,-0.883871810502482,0.0
2018-10-11,-0.36041327274286206,-1.2002057789591014,1.0,-0.0,-0.7801594786933036,-0.9462831175512304,0.0
2018-10-12,-0.3659279309761462,-1.1928184740314667,1.0,-0.0,-0.7521992894603282,-0.9184571138555235,0.0
2018-10-15,-0.35882377793738646,-1.1974734885293,1.0,-0.0,-0.7501795597617136,-0.9184587435041616,0.0
2018-10-16,-0.3634248487668683,-1.1931130758492323,1.0,-0.0,-0.7528237235077626,-0.9209357417826474,0.0
2018-10-17,-0.33696058479046387,-1.1454084811230636,1.0,-0.0,-0.7434065705860364,-0.9275657266270715,0.0
2018-10-18,-0.3427901916478367,-1.1616871704745166,1.0,-0.0,-0.7453761821072894,-0.9346388819148046,0.0
2018-10-19,-0.31696130753835894,-1.150558705803869,1.0,-0.0,-0.7570463642428286,-0.9448382254836558,0.0
2018-10-22,-0.3171229737050465,-1.1427678459807475,1.0,-0.0,-0.7600533400008335,-0.9472434054256783,0.0
2018-10-23,-0.33090482770171253,-1.1502742536532262,1.0,-0.0,-0.7576100154921911,-0.9483314491479296,0.0
2018-10-24,-0.3283669540470411,-1.1451410395915291,1.0,-0.0,-0.758935297564242,-0.9527496442621578,0.0
2018-10-25,-0.2779894608836644,-1.0861370085123632,1.0,-0.0,-0.7738143494122415,-0.91552492906364,0.0
2018-10-26,-0.25907233838019705,-1.068092605944084,1.0,-0.0,-0.7756548906512857,-0.9026275734999599,0.0
2018-10-29,-0.23102376016584278,-1.081167277946101,1.0,-0.0,-0.7629963323233934,-0.9114176367405517,0.0
2018-10-30,-0.1994783306581059,-1.0916131621187801,1.0,-0.0,-0.7740770465489566,-0.9476725521669342,0.0
2018-10-31,-0.20149848557309105,-1.074127211860354,1.0,-0.0,-0.7687709230033477,-0.9409373505499762,0.0
2018-11-01,-0.15679484598349105,-1.1296557278035033,1.0,-0.0,-0.7836118381316691,-0.9565129857056575,0.0
2018-11-02,-0.1673750902237549,-1.0868554013954608,1.0,-0.0,-0.8029914187184217,-0.9526826529793889,0.0
2018-11-05,-0.16020412263430708,-1.1126290834572266,1.0,-0.0,-0.8080122152127617,-0.9373166713545225,0.0
2018-11-06,-0.1554255748285599,-1.1112545381202097,1.0,-0.0,-0.8178701089148851,-0.9493344090359015,0.0
2018-11-07,-0.15492844184640195,-1.110905059463818,1.0,-0.0,-0.8168514412416852,-0.9487603305785124,0.0
2018-11-08,-0.11770346398178112,-1.1142674497582805,1.0,-0.0,-0.8051460306044987,-0.9582084781653282,0.0
2018-11-09,-0.11645863338134102,-1.115938550168027,1.0,-0.0,-0.8091294607137143,-0.9591134581533046,0.0
2018-11-12,-0.1155532525510204,-1.0933115433673468,1.0,-0.0,-0.8203922193877552,-0.9567123724489797,0.0
2018-11-13,-0.08312939133180705,-1.0892081787321386,1.0,-0.0,-0.820754716981132,-0.9542117312702297,0.0
2018-11-14,-0.08298132722750781,-1.0894556077533457,1.0,-0.0,-0.8208913978919112,-0.9544036950771783,0.0
2018-11-15,-0.08411588411588412,-1.1020579420579422,1.0,-0.0,-0.8304495504495506,-0.9793806193806195,0.0
2018-11-16,-0.07630505874278332,-1.0966530744075256,1.0,-0.0,-0.8501352497072955,-1.0142113125277565,0.0
2018-11-19,-0.08179099652469086,-1.0963388022306635,1.0,-0.0,-0.8487028206578842,-1.0142649317061343,0.0
2018-11-20,-0.04390048154093098,-1.087800963081862,1.0,-0.0,-0.8497592295345104,-1.0313804173354737,0.0
2018-11-21,-0.03751023751023751,-1.1134316134316133,1.0,-0.0,-0.8735462735462736,-1.0705569205569205,0.0
2018-11-23,-0.03794459924602524,-1.1160465497459433,1.0,-0.0,-0.8730945746598918,-1.0706031798065891,0.0
2018-11-26,-0.04043026706231454,-1.1147378832838775,1.0,-0.0,-0.884932410154962,-1.081231454005935,0.0
2018-11-27,-0.03269341209287062,-1.114242349659529,1.0,-0.0,-0.8788661908277956,-1.0762572811551399,0.0
2018-11-28,-0.04181833223031105,-1.0962938451356716,1.0,-0.0,-0.9042852415618796,-1.0939774983454664,0.0
2018-11-29,-0.004331834899877401,-1.0804250102165918,1.0,-0.0,-0.9010216591744994,-1.1008990600735595,0.0
2018-11-30,-0.0027478161013821108,-1.0845671164335808,1.0,-0.0,-0.903949472993479,-1.109953656235902,0.0
2018-12-03,-0.0,-1.0852903807533094,1.0,-0.0,-0.9038075330956186,-1.1093487438009755,0.0
2018-12-04,-0.0,-1.0856757640137278,1.0,-0.0,-0.8951217519202485,-1.1047965353815983,0.0
2018-12-06,-0.0,-1.0147216380302368,1.0,-0.0,-0.8807983810166263,-1.0725764850601165,0.0
2018-12-07,-0.0,-1.0169592501390103,1.0,-0.0,-0.8849789498768766,-1.0697434268011756,0.0
2018-12-10,-0.0,-1.011388713745271,1.0,-0.0,-0.873266078184111,-1.0560766078184112,0.0
2018-12-11,-0.0,-1.0136374416949956,1.0,-0.0,-0.8925606767333387,-1.0466835322950432,0.0
2018-12-12,-0.0,-1.0137175838077166,1.0,-0.0,-0.8923940543959519,-1.047043010752688,0.0
2018-12-13,-0.0,-1.0113762047716859,1.0,-0.0,-0.8931900774213936,-1.0455048190867438,0.0
2018-12-14,-0.0,-1.0377230989386652,1.0,-0.0,-0.8872679572286043,-1.0500457129228444,0.0
