Date,IWF,IWM,MTUM,SDY,SPY,USMV,VLUE,WORK,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-05-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6312933152432988,-0.0,-0.0,-0.0,-0.0,-0.8474203366213193,-0.0,-0.0,-0.42235341571632873,-0.765831836016281
2020-05-15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6384149697303246,-0.0,-0.0,-0.0,-0.0,-0.8318840579710144,-0.0,-0.0,-0.429242340854889,-0.7695468721335534
2020-05-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6383508476438065,-0.0,-0.0,-0.0,-0.0,-0.8216835707224195,-0.0,-0.0,-0.4419464684559335,-0.7595840503826297
2020-05-19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6857926577236689,-0.0,-0.0,-0.0,-0.0,-0.8675459361965957,-0.0,-0.0,-0.5629579528801715,-0.6413031225340999
2020-05-20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7118707317983357,-0.0,-0.0,-0.0,-0.0,-0.8488636787700117,-0.0,-0.0,-0.5336045079673098,-0.6374220994887487
2020-05-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7213114754098361,-0.0,-0.0,-0.0,-0.0,-0.8624668583591621,-0.0,-0.0,-0.5100265133126705,-0.6404645431121402
2020-05-22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7151171466945232,-0.0,-0.0,-0.0,-0.0,-0.8576704969407551,-0.0,-0.0,-0.5078719594090434,-0.6501268467392927
2020-05-26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.71219184723828,-0.0,-0.0,-0.0,-0.0,-0.854175213515832,-0.0,-0.0,-0.5089695297057398,-0.6541975907209191
2020-05-27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7102897848058778,-0.0,-0.0,-0.0,-0.0,-0.8562264573154814,-0.0,-0.0,-0.5073658300078321,-0.6556148137097677
2020-05-28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7268116212285086,-0.0,-0.0,-0.0,-0.0,-0.8455972848991161,-0.0,-0.0,-0.5141162868757693,-0.6430089881773767
2020-05-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7140417316403058,-0.0,-0.0,-0.0,-0.0,-0.8369718571322491,-0.0,-0.0,-0.5264349892329397,-0.6353308086433503
2020-06-01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7072924834770921,-0.0,-0.0,-0.0,-0.0,-0.8320077667002725,-0.0,-0.0,-0.5599865576341436,-0.6347410477577388
2020-06-02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.724203893327332,-0.0,-0.0,-0.0,-0.0,-0.8545440906192565,-0.0,-0.0,-0.5270620006751434,-0.6449870597501969
2020-06-03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7257755936526992,-0.0,-0.0,-0.0,-0.0,-0.8476947893611435,-0.0,-0.0,-0.5355441347488465,-0.6423453501894437
2020-06-04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7135207997903172,-0.0,-0.0,-0.0,-0.0,-0.841015464110533,-0.0,-0.0,-0.533043771295915,-0.6567566555584679
2020-06-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7208689194207204,-0.0,-0.0,-0.0,-0.0,-0.8192721871518752,-0.0,-0.0,-0.5233197177868548,-0.6499071667285556
2020-06-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7987583043340716,-0.0,-0.0,-0.0,-0.0,-0.9686807972160709,-0.0,-0.0,-0.5914663081303385,-0.5955393862701678
2020-06-09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7844278193405375,-0.0,-0.0,-0.0,-0.0,-0.9663143727981632,-0.0,-0.0,-0.6139017535526263,-0.593674543799232
2020-06-10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7880335788389958,-0.0,-0.0,-0.0,-0.0,-0.9625405876296824,-0.0,-0.0,-0.6201789815474777,-0.5890156014888731
2020-06-11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7890860129890701,-0.0,-0.0,-0.0,-0.0,-0.9630524314905748,-0.0,-0.0,-0.6243861872326945,-0.5835577380009503
2020-06-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7879519950124689,-0.0,-0.0,-0.0,-0.0,-0.9717503117206984,-0.0,-0.0,-0.5671368453865338,-0.5696695760598504
2020-06-15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7919329696024942,-0.0,-0.0,-0.0,-0.0,-0.9735385814497273,-0.0,-0.0,-0.5653546375681996,-0.5662899454403741
2020-06-16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7782366462773211,-0.0,-0.0,-0.0,-0.0,-0.9666108232360617,-0.0,-0.0,-0.5818755600576616,-0.5693302684380722
2020-06-17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7803871168750244,-0.0,-0.0,-0.0,-0.0,-0.9670132803676442,-0.0,-0.0,-0.5788448806324727,-0.5683296335241657
2020-06-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7791014560460952,-0.0,-0.0,-0.0,-0.0,-0.9675698824262244,-0.0,-0.0,-0.5769290664175037,-0.5695709725142102
2020-06-19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7944862155388472,-0.0,-0.0,-0.0,-0.0,-0.9952224310776943,-0.0,-0.0,-0.571781015037594,-0.5545504385964913
2020-06-22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7954857703631011,-0.0,-0.0,-0.0,-0.0,-1.0127968596663397,-0.0,-0.0,-0.5521884200196271,-0.564946025515211
2020-06-23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7995677799607073,-0.0,-0.0,-0.0,-0.0,-1.0108055009823183,-0.0,-0.0,-0.5453831041257368,-0.5734774066797642
2020-06-24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7987970279514095,-0.0,-0.0,-0.0,-0.0,-1.0166686323072691,-0.0,-0.0,-0.5442858827691944,-0.5715689743287338
2020-06-25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7966648312750728,-0.0,-0.0,-0.0,-0.0,-1.024148509399827,-0.0,-0.0,-0.5433807913159758,-0.5687878549516243
2020-06-26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7964455628514134,-0.0,-0.0,-0.0,-0.0,-1.0266975976094053,-0.0,-0.0,-0.5422089411394645,-0.5665473990484803
2020-06-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7053791163717333,-0.0,-0.0,-0.0,-0.0,-1.023594671666862,-0.0,-0.0,-0.5781475838899957,-0.5992812219227314
2020-06-30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6978054450179269,-0.0,-0.0,-0.0,-0.0,-1.0213545565580553,-0.0,-0.0,-0.6323233915133367,-0.5884322918718727
2020-07-01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7023504862396157,-0.0,-0.0,-0.0,-0.0,-1.026497106185283,-0.0,-0.0,-0.6231741407142014,-0.5851017756604591
2020-07-02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6731525157232705,-0.0,-0.0,-0.0,-0.0,-1.0421383647798743,-0.0,-0.0,-0.6196933962264151,-0.595872641509434
2020-07-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6893605292171995,-0.0,-0.0,-0.0,-0.0,-1.0440226807371238,-0.0,-0.0,-0.6129311702630335,-0.5912742164120333
2020-07-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6905305415617129,-0.0,-0.0,-0.0,-0.0,-1.0512043450881614,-0.0,-0.0,-0.6088633501259446,-0.5851700251889169
2020-07-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6842580240131837,-0.0,-0.0,-0.0,-0.0,-1.0506160244840306,-0.0,-0.0,-0.6133171152789768,-0.5755316644432238
2020-07-09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7076861966236346,-0.0,-0.0,-0.0,-0.0,-1.0643495531281035,-0.0,-0.0,-0.6157298907646476,-0.5843892750744787
2020-07-10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7076104648854659,-0.0,-0.0,-0.0,-0.0,-1.0639564889435866,-0.0,-0.0,-0.6146730715788638,-0.5837071737663265
2020-07-13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.6991725066318247,-0.0,-0.0,-0.0,-0.0,-1.0318723522191868,-0.0,-0.0,-0.6469097675891832,-0.5813437858811418
2020-07-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.696924112267923,-0.0,-0.0,-0.0,-0.0,-1.0335299473496693,-0.0,-0.0,-0.6489054273385853,-0.5792723961838406
2020-07-15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7100396825396825,-0.0,-0.0,-0.0,-0.0,-1.0428968253968254,-0.0,-0.0,-0.6253571428571428,-0.5899603174603174
2020-07-16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7090916284222187,-0.0,-0.0,-0.0,-0.0,-1.053568602626998,-0.0,-0.0,-0.603932584269663,-0.5896898243392942
2020-07-17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7066043712385176,-0.0,-0.0,-0.0,-0.0,-1.052304402914159,-0.0,-0.0,-0.6074992081089642,-0.593086791257523
2020-07-20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7058008315185111,-0.0,-0.0,-0.0,-0.0,-1.0520293011284894,-0.0,-0.0,-0.6096614531775886,-0.5921599683231042
2020-07-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7061126047762138,-0.0,-0.0,-0.0,-0.0,-1.0393009647319311,-0.0,-0.0,-0.6073066582318519,-0.6010596235963941
2020-07-22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7173156062044951,-0.0,-0.0,-0.0,-0.0,-1.0282921810699588,-0.0,-0.0,-0.6145140867363089,-0.5968265273820829
2020-07-23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7439588483930138,-0.0,-0.0,-0.0,-0.0,-1.0483690884440544,-0.0,-0.0,-0.6091394848074009,-0.5861312704362389
2020-07-24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.764670634762114,-0.0,-0.0,-0.0,-0.0,-1.0419446330843287,-0.0,-0.0,-0.6305676507010746,-0.5575040945951344
2020-07-27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7681356474446133,-0.0,-0.0,-0.0,-0.0,-1.0379508917859714,-0.0,-0.0,-0.6403663120850995,-0.552587379029033
2020-07-28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7712441453142834,-0.0,-0.0,-0.0,-0.0,-1.027748258353997,-0.0,-0.0,-0.5994410989097492,-0.5374503089699689
2020-07-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7675032504629448,-0.0,-0.0,-0.0,-0.0,-1.0220243489224223,-0.0,-0.0,-0.613411607107679,-0.5370158780189906
2020-07-30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7906967599874174,-0.0,-0.0,-0.0,-0.0,-1.0231991192198806,-0.0,-0.0,-0.6008178672538534,-0.5173796791443851
2020-07-31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7888469700542324,-0.0,-0.0,-0.0,-0.0,-1.017645209463177,-0.0,-0.0,-0.6045743928318792,-0.518824176687888
2020-08-03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7823836140600968,-0.0,-0.0,-0.0,-0.0,-0.9201710620099788,-0.0,-0.0,-0.560978354653562,-0.4878643508271749
2020-08-04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7760891590678825,-0.0,-0.0,-0.0,-0.0,-0.9041239821381665,-0.0,-0.0,-0.5838493001613569,-0.4883860557619422
2020-08-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7831415614107418,-0.0,-0.0,-0.0,-0.0,-0.8881226340841798,-0.0,-0.0,-0.5899703909148832,-0.486750871406619
2020-08-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7919460573141036,-0.0,-0.0,-0.0,-0.0,-0.8823749765873758,-0.0,-0.0,-0.5953174751826185,-0.47638134482112754
2020-08-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7640119091924079,-0.0,-0.0,-0.0,-0.0,-0.8670264235206551,-0.0,-0.0,-0.5998139188686268,-0.49077037588388533
2020-08-10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7794776119402985,-0.0,-0.0,-0.0,-0.0,-0.8642537313432835,-0.0,-0.0,-0.5999626865671641,-0.4876119402985074
2020-08-11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.7983994615010658,-0.0,-0.0,-0.0,-0.0,-0.8571108036348678,-0.0,-0.0,-0.6166560712015258,-0.46744699151116265
2020-08-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8007327650665471,-0.0,-0.0,-0.0,-0.0,-0.8534096007178107,-0.0,-0.0,-0.6190369373411096,-0.4654179751757141
2020-08-13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8159477318286436,-0.0,-0.0,-0.0,-0.0,-0.8250055683421189,-0.0,-0.0,-0.5911351993466478,-0.4801395797757814
2020-08-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8294486777229941,-0.0,-0.0,-0.0,-0.0,-0.8129388913790527,-0.0,-0.0,-0.6060809801284924,-0.48673987748393843
2020-08-17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8326144844916177,-0.0,-0.0,-0.0,-0.0,-0.8089112252934779,-0.0,-0.0,-0.6205228218880097,-0.48846716423508235
2020-08-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8384543237666479,-0.0,-0.0,-0.0,-0.0,-0.809679234665166,-0.0,-0.0,-0.6198836991183643,-0.4836616019508535
2020-08-19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8449468085106383,-0.0,-0.0,-0.0,-0.0,-0.8490121580547112,-0.0,-0.0,-0.6072188449848024,-0.498176291793313
2020-08-20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8096684768161623,-0.0,-0.0,-0.0,-0.0,-0.8700489879618729,-0.0,-0.0,-0.6129571260395701,-0.5048418334409296
2020-08-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.818609351315636,-0.0,-0.0,-0.0,-0.0,-0.965136616269579,-0.0,-0.0,-0.6401725679194682,-0.4628240506821097
2020-08-24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8618035477064937,-0.0,-0.0,-0.0,-0.0,-0.9407282956943034,-0.0,-0.0,-0.6579276392904587,-0.4467062592795186
2020-08-25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8413690834034708,-0.0,-0.0,-0.0,-0.0,-0.9878561981483708,-0.0,-0.0,-0.7831750230451685,-0.39545509198028134
2020-08-26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8706455736657079,-0.0,-0.0,-0.0,-0.0,-0.938039309683605,-0.0,-0.0,-0.7581096196868009,-0.42809204218600194
2020-08-27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.8907034175097587,-0.0,-0.0,-0.0,-0.0,-0.9263522663905043,-0.0,-0.0,-0.7520513024774954,-0.4140046204094639
2020-08-28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.949549180327869,-0.0,-0.0,-0.0,-0.0,-0.9322950819672131,-0.0,-0.0,-0.7848360655737705,-0.43168032786885246
2020-08-31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.9796778190830235,-0.0,-0.0,-0.0,-0.0,-0.9028500619578685,-0.0,-0.0,-0.7615035109458901,-0.4864931846344485
2020-09-01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.9674696751208754,-0.0,-0.0,-0.0,-0.0,-0.977097294087709,-0.0,-0.0,-0.758503689880397,-0.5382135889388414
2020-09-02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.079236276849642,-0.0,-0.0,-0.0,-0.0,-1.3499761336515514,-0.0,-0.0,-0.6412887828162291,-0.7027684964200478
2020-09-03,-0.12816734014737344,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.336296648443071,-0.0,-0.0,-0.0,-0.0,-1.4933206560494414,-0.0,-0.0,-0.438269550748752,-0.35792726408367004
2020-09-04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.7833803284126721,-0.0,-0.0,-0.0,-0.0,-1.6256980151490021,-0.0,-0.0,-0.5111405982197158,-0.6085586332725161
2020-09-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.900680693069307,-0.0,-0.0,-0.0,-0.0,-2.19220297029703,-0.0,-0.0,-0.5614480198019802,-0.5337252475247525
2020-09-09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.820675105485232,-0.0,-0.0,-0.0,-0.0,-2.2658227848101267,-0.0,-0.0,-0.5893108298171589,-0.7172356476153944
2020-09-10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.7969168462995624,-0.0,-0.0,-0.0,-0.0,-2.7406754196877654,-0.0,-0.0,-0.7411979881115683,-0.25331504343850025
2020-09-11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.8719251880463508,-0.0,-0.0,-0.0,-0.0,-3.4589008606085248,-0.0,-0.0,-0.44568679270854505,-0.0
2020-09-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.3470073548059853,-0.0,-0.0,-0.0,-0.0,-3.123256403753487,-0.0,-0.0,-0.8700862287598274,-0.0
2020-09-15,-0.0,-0.0,-0.23631288914334792,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.2457596793816648,-0.0,-0.0,-0.0,-0.0,-3.648464896586274,-0.0,-0.0,-1.0261218063408002,-0.0
2020-09-16,-0.0,-0.0,-0.1867910983488873,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.28872936109117,-0.0,-0.0,-0.0,-0.0,-3.6786073223259157,-0.0,-0.0,-1.024551328068916,-0.0
2020-09-17,-0.0,-0.0,-0.08525345622119816,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.4275079758950728,-0.0,-0.0,-0.0,-0.0,-4.807337823466856,-0.0,-0.0,-1.5419177596596954,-0.0
2020-09-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.5926251097453907,-0.0,-0.0,-0.0,-0.0,-4.5323968393327485,-0.0,-0.0,-1.654521510096576,-0.0
2020-09-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.4910787812242656,-0.0,-0.0,-0.0,-0.0,-4.673620642327752,-0.0,-0.0,-1.9853600512398208,-0.0
2020-09-22,-0.0,-0.0,-0.048034934497816595,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.486365841824357,-0.0,-0.0,-0.0,-0.0,-5.245317806889859,-0.0,-0.0,-1.9244056283357591,-0.0
2020-09-23,-0.0,-0.0,-0.2541224076884168,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.5244309559939302,-0.0,-0.0,-0.0,-0.0,-5.168740515933233,-0.0,-0.0,-2.1689428426909463,-0.0
2020-09-24,-0.0,-0.0,-0.0034249926607300128,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.3248850181035328,-0.0,-0.0,-0.0,-0.0,-5.054995596438007,-0.0,-0.0,-2.4024855661023583,-0.0
2020-09-25,-0.0,-0.0,-0.023267133956386292,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.3394665109034267,-0.0,-0.0,-0.0,-0.0,-4.969918224299065,-0.0,-0.0,-2.4026479750778815,-0.0
2020-09-28,-0.0,-0.0,-0.33593038551047255,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.5901042193665893,-0.0,-0.0,-0.0,-0.0,-4.722655064251745,-0.0,-0.0,-2.46959425275726,-0.0
2020-09-29,-0.0,-0.0,-0.3380180549856381,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-1.552831350020517,-0.0,-0.0,-0.0,-0.0,-4.838120640131309,-0.0,-0.0,-2.529544521953221,-0.0
2020-09-30,-0.0,-0.0,-0.2590328566750355,-0.0,-0.0,-0.07630171378670451,-0.0,1.0,-0.0,-1.5950223774697085,-0.0,-0.0,-0.0,-0.0,-4.946839864643598,-0.0,-0.0,-3.0387512280318747,-0.0
2020-10-01,-0.0,-0.0,-0.22924168030551012,-0.0,-0.0,-0.41549372613202407,-0.0,1.0,-0.0,-1.6118930714675397,-0.0,-0.0,-0.0,-0.0,-4.8044735406437535,-0.0,-0.0,-2.8499727223131477,-0.0
2020-10-02,-0.0,-0.0,-0.15929398786541643,-0.0,-0.0,-0.6607832322118037,-0.0,1.0,-0.0,-1.5707666850523994,-0.0,-0.0,-0.0,-0.0,-4.763375620518478,-0.0,-0.02471042471042471,-2.8523993381136243,-0.0
2020-10-05,-0.0,-0.0,-0.25307491613865074,-0.0,-0.0,-0.3961982855013045,-0.0,1.0,-0.0,-1.4240278295440427,-0.0,-0.0,-0.0,-0.0,-6.134675114921108,-0.0,-0.056777239408622185,-3.159025965958504,-0.0
2020-10-06,-0.0,-0.0,-0.3966663035189018,-0.0,-0.0,-0.737770999019501,-0.0,1.0,-0.0,-1.1277916984420961,-0.0,-0.0,-0.0,-0.0,-5.210807277481208,-0.0,-0.16319860551258308,-2.2584159494498315,-0.0
2020-10-07,-0.0,-0.0,-0.4219620958751394,-0.0,-0.0,-0.6470457079152732,-0.0,1.0,-0.0,-1.0360089186176142,-0.0,-0.0,-0.0,-0.0,-5.39799331103679,-0.0,-0.289520624303233,-2.3558528428093646,-0.0
2020-10-08,-0.0,-0.0,-0.363375491550643,-0.0,-0.0,-1.0077585290679139,-0.0,1.0,-0.0,-0.9280476139866086,-0.0,-0.0,-0.0,-0.0,-4.77850993729408,-0.0,-0.4113083218195345,-2.139228398342013,-0.0
2020-10-09,-0.0,-0.0,-0.4687759336099585,-0.0,-0.0,-1.1483402489626557,-0.0,1.0,-0.0,-0.7618257261410789,-0.0,-0.0,-0.0,-0.0,-4.58350622406639,-0.0,-0.6131742738589212,-1.7978215767634853,-0.0
2020-10-12,-0.0,-0.0,-0.5530017152658662,-0.0,-0.0,-1.258433390508862,-0.0,1.0,-0.0,-0.833390508862207,-0.0,-0.0,-0.0,-0.0,-5.060720411663808,-0.0,-0.6546598056032018,-2.0750142938822185,-0.0
2020-10-13,-0.0,-0.0,-0.6580351189153145,-0.0,-0.0,-1.211046899310958,-0.0,1.0,-0.0,-0.8128472993998666,-0.0,-0.0,-0.0,-0.0,-4.588908646365859,-0.0,-0.8513002889531006,-1.991442542787286,-0.0
2020-10-14,-0.0,-0.0,-0.7490787269681741,-0.0,-0.0,-1.2349525404801784,-0.0,1.0,-0.0,-0.7346733668341708,-0.0,-0.0,-0.0,-0.0,-4.7099944165270795,-0.0,-0.8905639307649358,-1.8477945281965382,-0.0
2020-10-15,-0.0,-0.0,-0.7667813158770665,-0.0,-0.0,-1.2001553311882835,-0.0,1.0,-0.0,-0.6972151336957727,-0.0,-0.0,-0.0,-0.0,-4.6799068012870295,-0.0,-0.8759569510706757,-1.8749583934317098,-0.0
2020-10-16,-0.0,-0.0,-0.7699520035718271,-0.0,-0.0,-1.2496930460988949,-0.0,1.0,-0.0,-0.6830003348588012,-0.0,-0.0,-0.0,-0.0,-4.687241879674071,-0.0,-0.8901663132045987,-1.8817948431744613,-0.0
2020-10-19,-0.0,-0.0,-0.7802615401810663,-0.0,-0.0,-1.2267799262322567,-0.0,1.0,-0.0,-0.711411646361909,-0.0,-0.0,-0.0,-0.0,-4.6819045490108415,-0.0,-0.8716888342461161,-1.904996088074215,-0.0
2020-10-20,-0.0,-0.0,-0.7868493150684932,-0.0,-0.0,-1.1658082191780823,-0.0,1.0,-0.0,-0.7604383561643835,-0.0,-0.0,-0.0,-0.0,-4.521424657534246,-0.0,-0.8871232876712328,-1.8372602739726027,-0.0
2020-10-21,-0.0,-0.0,-0.8869851355951436,-0.0,-0.0,-1.3351866560762509,-0.0,1.0,-0.0,-0.6472256893225916,-0.0,-0.0,-0.0,-0.0,-4.713264495631454,-0.0,-0.9977306252127538,-1.766481334392375,-0.0
