Date,IWF,IWM,MTUM,MYN,SPY,VLUE,VXX
2018-10-29,-0.04247975375788184,-0.17743477871081492,-0.0,1.0,-0.1477602127723157,-0.1265128649553238,0.0
2018-10-30,-0.05032465098145066,-0.17886544603895813,-0.0,1.0,-0.14887459324905902,-0.12147794922548623,0.0
2018-10-31,-0.051607028229357935,-0.1733321390717602,-0.0,1.0,-0.14796900891217699,-0.11990386194336215,0.0
2018-11-01,-0.05501884309385655,-0.17142728958545192,-0.0,1.0,-0.14868098343004127,-0.12037147813602919,0.0
2018-11-02,-0.05624124258414572,-0.16522076141072653,-0.0,1.0,-0.15010583430223892,-0.11905613689890587,0.0
2018-11-05,-0.05744175981613861,-0.16256510513826913,-0.0,1.0,-0.15029773008790123,-0.12207679794648318,0.0
2018-11-06,-0.05371039570556747,-0.16135610502166708,-0.0,1.0,-0.15562819570856637,-0.128758003328785,0.0
2018-11-07,-0.053174888968911295,-0.1626005281478814,-0.0,1.0,-0.15536850318089065,-0.1292912015364302,0.0
2018-11-08,-0.05107567098530863,-0.16193411328206817,-0.0,1.0,-0.15404984889739984,-0.12900571496962987,0.0
2018-11-09,-0.05023590204448439,-0.16258518684939713,-0.0,1.0,-0.15566539354452183,-0.1293042761926159,0.0
2018-11-12,-0.0501917824575019,-0.15639598226945062,-0.0,1.0,-0.15785860334611884,-0.12803904302792413,0.0
2018-11-13,-0.04119003281014454,-0.15317312524016435,-0.0,1.0,-0.15794685347757975,-0.12562442730040496,0.0
2018-11-14,-0.041602624733979666,-0.15285824071884604,-0.0,1.0,-0.1580013005438638,-0.12542858831875148,0.0
2018-11-15,-0.04144963036196491,-0.1527394531422922,-0.0,1.0,-0.1585090528117576,-0.12290280216618218,0.0
2018-11-16,-0.039427737914573234,-0.14863491034462434,-0.0,1.0,-0.1587128523227888,-0.12660782955901637,0.0
2018-11-19,-0.04051923558620283,-0.14834460504796004,-0.0,1.0,-0.15812815865859228,-0.12643474929643872,0.0
2018-11-20,-0.029705145669464337,-0.1449077939388613,-0.0,1.0,-0.15864715618637487,-0.13147602935360547,0.0
2018-11-21,-0.03108582073261246,-0.14234569877606856,-0.0,1.0,-0.15701541193078455,-0.12488175454426381,0.0
2018-11-23,-0.031371807551340974,-0.13988597358775962,-0.0,1.0,-0.15803711676071908,-0.12512362557449533,0.0
2018-11-26,-0.03108552153304836,-0.14148419552763966,-0.0,1.0,-0.15715781209107565,-0.12421123033528166,0.0
2018-11-27,-0.0282801662346689,-0.14224069274098958,-0.0,1.0,-0.1552730274113439,-0.12224329920792365,0.0
2018-11-28,-0.028648398122936094,-0.14112739702218874,-0.0,1.0,-0.15590058513411736,-0.12267539540003475,0.0
2018-11-29,-0.023327185752982538,-0.13865195089620194,-0.0,1.0,-0.15519278427756325,-0.12366722379113597,0.0
2018-11-30,-0.023808836269130815,-0.140282991625758,-0.0,1.0,-0.15809991336991047,-0.12165752237943979,0.0
2018-12-03,-0.024156962464241337,-0.14039067240731645,-0.0,1.0,-0.15833501892680674,-0.12191175195769642,0.0
2018-12-04,-0.02377755641214431,-0.14026881487577056,-0.0,1.0,-0.15802618851689837,-0.1216163541080168,0.0
2018-12-06,-0.023803809174208306,-0.11887786076324669,-0.0,1.0,-0.1574496322127942,-0.11171977579804883,0.0
2018-12-07,-0.025463322370742586,-0.11855124423052492,-0.0,1.0,-0.15726847996386578,-0.11020932431860204,0.0
2018-12-10,-0.01910533829745542,-0.11863505304705653,-0.0,1.0,-0.15690171598130057,-0.10503037258908826,0.0
2018-12-11,-0.024871787686012947,-0.1171566292071855,-0.0,1.0,-0.15930555166325702,-0.09989350671187962,0.0
2018-12-12,-0.023115055681163895,-0.11859455967644539,-0.0,1.0,-0.15989551882486766,-0.10269769270738249,0.0
2018-12-13,-0.022726953689796034,-0.11673708887235566,-0.0,1.0,-0.16244367393348963,-0.10184314331035839,0.0
2018-12-14,-0.021362472927741682,-0.12157905099429021,-0.0,1.0,-0.160844373189323,-0.10256518437262677,0.0
2018-12-17,-0.015902372045451363,-0.12113824555504182,-0.0,1.0,-0.1559273114483068,-0.10812211900858869,0.0
2018-12-18,-0.01659616925001054,-0.12328382119419345,-0.0,1.0,-0.15741768665420666,-0.10798049493402287,0.0
2018-12-19,-0.01342187456034216,-0.12465179099017981,-0.0,1.0,-0.15968372773572695,-0.10913362784546556,0.0
2018-12-20,-0.012201279030629416,-0.11906765398855605,-0.0,1.0,-0.1637776281835521,-0.10739930438685066,0.0
2018-12-21,-0.011728308254816482,-0.11947686682604415,-0.0,1.0,-0.1643931936436507,-0.11067360427506681,0.0
2018-12-24,-0.0037606598629945477,-0.1105829721795051,-0.0,1.0,-0.16331609115056617,-0.1203550957640151,0.0
2018-12-26,-0.004063117468622158,-0.11077561016335959,-0.0,1.0,-0.15907383185372778,-0.1175660256588651,0.0
2018-12-27,-0.0,-0.10375396738535625,-0.0,1.0,-0.1450147750902922,-0.11930885410966399,0.0
2018-12-28,-0.0,-0.10343128532909954,-0.0,1.0,-0.14542244364452594,-0.11982809356308939,0.0
2018-12-31,-0.0,-0.1075236357149718,-0.0,1.0,-0.14524472741742936,-0.11940667151501845,0.0
2019-01-02,-0.0,-0.1079945054945055,-0.0,1.0,-0.14618131868131867,-0.11945054945054945,0.0
2019-01-03,-0.0,-0.10930331877608937,-0.0,1.0,-0.14220177166710293,-0.12615206579690577,0.0
2019-01-04,-0.0,-0.1099336477297653,-0.0,1.0,-0.1341440008773854,-0.1268370256635227,0.0
2019-01-07,-0.0,-0.10247024051628296,-0.0,1.0,-0.13174164158464166,-0.12157325307085333,0.0
2019-01-08,-0.0,-0.10376129610030123,-0.0,1.0,-0.1311568834975169,-0.12197074547477543,0.0
2019-01-09,-0.0,-0.09982650654666703,-0.0,1.0,-0.1310688823226436,-0.12452221529453224,0.0
2019-01-10,-0.0,-0.10123661241499138,-0.0,1.0,-0.13067911876094424,-0.12549376264100234,0.0
2019-01-11,-0.0,-0.09732432836429357,-0.0,1.0,-0.13203060239981518,-0.12953022870265937,0.0
2019-01-14,-0.0,-0.09698392876533825,-0.0,1.0,-0.13011727657726138,-0.13026658703442284,0.0
2019-01-15,-0.0,-0.09578382782266277,-0.0,1.0,-0.13053160431801206,-0.13155000339466358,0.0
2019-01-16,-0.0,-0.09414668547249647,-0.0,1.0,-0.1304790061842248,-0.13156395790387326,0.0
2019-01-17,-0.0,-0.09355551638577414,-0.0,1.0,-0.1306523124483072,-0.13166922023510907,0.0
2019-01-18,-0.0,-0.09351830358971558,-0.0,1.0,-0.13295192320821442,-0.1389598153938583,0.0
2019-01-22,-0.0,-0.05979183960155801,-0.0,1.0,-0.10400357576144563,-0.11326224379030714,0.0
2019-01-23,-0.0,-0.05790472793059077,-0.0,1.0,-0.10389726210648355,-0.11222942757768407,0.0
2019-01-24,-0.0,-0.056130380488799404,-0.0,1.0,-0.1072784729478325,-0.11083360941920029,0.0
2019-01-25,-0.0,-0.04171510719419963,-0.0,1.0,-0.09798112382023877,-0.11038189886867929,0.0
2019-01-28,-0.0,-0.03865731187233457,-0.0,1.0,-0.10247751972886103,-0.10950612188746732,0.0
2019-01-29,-0.0,-0.03685672807368843,-0.0,1.0,-0.10074589507408892,-0.11389917901481778,0.0
2019-01-30,-0.0,-0.037308486023388154,-0.0,1.0,-0.10123194296791946,-0.11215058470389594,0.0
2019-01-31,-0.0,-0.03865743927315505,-0.0,1.0,-0.09930293966736332,-0.11348192273517965,0.0
2019-02-01,-0.0,-0.03890154454652415,-0.0,1.0,-0.09934413097353993,-0.11340025533832328,0.0
2019-02-04,-0.0,-0.039416697959694574,-0.0,1.0,-0.0994742771310552,-0.11283014144448617,0.0
2019-02-05,-0.0,-0.03738259236067627,-0.0,1.0,-0.09739511584220414,-0.11757044458359425,0.0
2019-02-06,-0.0,-0.03812103428385123,-0.0,1.0,-0.1017229704311188,-0.11413738620118878,0.0
2019-02-07,-0.0,-0.0363057803613039,-0.0,1.0,-0.1040941093934003,-0.11240009020069654,0.0
2019-02-08,-0.0,-0.03808177005769207,-0.0,1.0,-0.10666149398675961,-0.10671155217940857,0.0
2019-02-11,-0.0,-0.03806102325113995,-0.0,1.0,-0.11619289276338103,-0.10187290381740759,0.0
2019-02-12,-0.0,-0.05016561733545728,-0.0,1.0,-0.11302434954107561,-0.1010645022630155,0.0
2019-02-13,-0.0,-0.05270939695698326,-0.0,1.0,-0.11224283475711469,-0.09874639842288833,0.0
2019-02-14,-0.0,-0.05135768086587759,-0.0,1.0,-0.1174504715488322,-0.09708209380340527,0.0
2019-02-15,-0.0,-0.057194240048632834,-0.0,1.0,-0.11464177611165288,-0.09465672057650173,0.0
2019-02-19,-0.0,-0.05246030339098944,-0.0,1.0,-0.11981158355914605,-0.09396763491782105,0.0
2019-02-20,-0.0,-0.04549072120668528,-0.0,1.0,-0.12301822913376874,-0.09475865031139857,0.0
2019-02-21,-0.0,-0.04224711721838413,-0.0,1.0,-0.1236849084961542,-0.09706101519380629,0.0
2019-02-22,-0.0,-0.03557237464522233,-0.0,1.0,-0.1297256385998108,-0.09613371176285083,0.0
2019-02-25,-0.0,-0.03586423187819313,-0.0,1.0,-0.13211340988416206,-0.09662855986645759,0.0
2019-02-26,-0.0,-0.036433098457918506,-0.0,1.0,-0.13362597882326152,-0.09499171400017711,0.0
2019-02-27,-0.0,-0.033865272909047194,-0.0,1.0,-0.1359419886356446,-0.0957111580759058,0.0
2019-02-28,-0.0,-0.03591873955114241,-0.0,1.0,-0.13801357718222806,-0.09259587618420385,0.0
2019-03-01,-0.0,-0.03429641722667274,-0.0,1.0,-0.1391472721060025,-0.09210676183606059,0.0
2019-03-04,-0.0,-0.036397473065869934,-0.0,1.0,-0.13681651875577613,-0.0927724113484156,0.0
2019-03-05,-0.0,-0.0347900946979288,-0.0,1.0,-0.13960348407353015,-0.09160885197751556,0.0
2019-03-06,-0.0,-0.034260537077598976,-0.0,1.0,-0.13806768545129963,-0.09376701315472949,0.0
2019-03-07,-0.0,-0.029035153139260028,-0.0,1.0,-0.1446069446726751,-0.09040462135480527,0.0
2019-03-08,-0.0,-0.024670094475823814,-0.0,1.0,-0.15279501532382664,-0.08896684481142829,0.0
2019-03-11,-0.0,-0.02537164003193633,-0.0,1.0,-0.15217914760414158,-0.08976389927382869,0.0
2019-03-12,-0.0,-0.023426745639846938,-0.0,1.0,-0.15130773019461247,-0.08816286324084714,0.0
2019-03-13,-0.0,-0.023674938531342674,-0.0,1.0,-0.15448277610199992,-0.08923728169121188,0.0
2019-03-14,-0.0,-0.025042095534708243,-0.0,1.0,-0.15159456619443706,-0.08939445731576083,0.0
2019-03-15,-0.0,-0.025624762146390968,-0.0,1.0,-0.15051376379550932,-0.09240137003678803,0.0
2019-03-18,-0.0,-0.028847011454709935,-0.0,1.0,-0.1519437330377279,-0.09337053884280672,0.0
2019-03-19,-0.0,-0.02893505234834283,-0.0,1.0,-0.15195684609204638,-0.09432903579580958,0.0
2019-03-20,-0.0,-0.029109108086714505,-0.0,1.0,-0.15166100656231649,-0.09594515231213134,0.0
2019-03-21,-0.0,-0.028388068080328663,-0.0,1.0,-0.16340044400214343,-0.08407971624690602,0.0
2019-03-22,-0.0,-0.026468474019305813,-0.0,1.0,-0.17354692955432327,-0.08361573218319984,0.0
2019-03-25,-0.0,-0.0002041389165327005,-0.0,1.0,-0.18938987981321287,-0.08627420959963254,0.0
2019-03-26,-0.0,-0.0008321384678410486,-0.0,1.0,-0.1876664276935682,-0.09171446128635805,0.0
2019-03-27,-0.0,-0.0013301614099710945,-0.0,1.0,-0.18718184841275934,-0.09048934591870667,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-0.18402426693629928,-0.09589023562990363,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-0.18383698754623765,-0.09609747980903377,0.0
2019-04-01,-0.0,-0.0012033540293157523,-0.0,1.0,-0.18452281892082184,-0.09445048966267681,0.0
2019-04-02,-0.0,-0.004977097673942526,-0.0,1.0,-0.19035799278384807,-0.08412446582563525,0.0
2019-04-03,-0.0,-0.005424006345064026,-0.0,1.0,-0.1913369408092515,-0.08248583234191707,0.0
2019-04-04,-0.0,-0.0057282409952818724,-0.0,1.0,-0.19147412701862956,-0.08142285414722092,0.0
2019-04-05,-0.0,-0.003930455267066113,-0.0,1.0,-0.19302760280637066,-0.08330772776156092,0.0
2019-04-08,-0.0,-0.0013936480335498388,-0.0,1.0,-0.19225949982099932,-0.08492302971411037,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-0.20301108334934972,-0.07830098020372862,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-0.20095485555569778,-0.07901237728314155,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-0.20105176958313073,-0.07847327072190803,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-0.1996471174868628,-0.07891271272039174,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-0.1970756272447245,-0.08105931824282007,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-0.19765033749232971,-0.08072969932501534,0.0
2019-04-17,-0.0,-0.0,-0.0008958280010238034,1.0,-0.20670591246480677,-0.07215254671103148,0.0
2019-04-18,-0.0,-0.0,-0.002265136100126694,1.0,-0.20592262704598097,-0.07155014652999066,0.0
2019-04-22,-0.0,-0.0,-0.0007694971336231771,1.0,-0.20848242340297282,-0.07324330216869943,0.0
2019-04-23,-0.0,-0.0,-0.0,1.0,-0.20602647647390834,-0.07674842218687465,0.0
2019-04-24,-0.0,-0.0,-0.0017680747203751392,1.0,-0.20182957297151863,-0.07762872993299252,0.0
2019-04-25,-0.0,-0.0,-0.005574778931180315,1.0,-0.20158913238498014,-0.07439446366782007,0.0
2019-04-26,-0.0,-0.0,-0.0071038181422555585,1.0,-0.20027647292229317,-0.07257414210196218,0.0
2019-04-29,-0.0,-0.0,-0.009360414422731703,1.0,-0.20340308765451093,-0.06947222649638406,0.0
2019-04-30,-0.0,-0.0,-0.006843510862308048,1.0,-0.20517692979302554,-0.07194032150377486,0.0
2019-05-01,-0.0,-0.0,-0.011553702845967783,1.0,-0.1992949410735423,-0.07575523647779321,0.0
2019-05-02,-0.0,-0.0,-0.011109111013963537,1.0,-0.19492375343945278,-0.07974387327384473,0.0
2019-05-03,-0.0,-0.0,-0.010278944866309474,1.0,-0.19425920929216614,-0.08032995413020853,0.0
2019-05-06,-0.0,-0.0,-0.009355402487920222,1.0,-0.19272386141667525,-0.08300349542510538,0.0
2019-05-07,-0.0,-0.0,-0.009780610999010371,1.0,-0.19232202758106595,-0.08312876733455858,0.0
2019-05-08,-0.0,-0.0,-0.01559948044599339,1.0,-0.18136807314908884,-0.08905721524196557,0.0
2019-05-09,-0.0,-0.0,-0.013016273560613863,1.0,-0.1784684313523535,-0.09596765887321042,0.0
2019-05-10,-0.0,-0.0,-0.013335907832914976,1.0,-0.17922378837613437,-0.0946772221149514,0.0
2019-05-13,-0.0,-0.0,-0.010596384611422979,1.0,-0.18017716434052636,-0.09674512025544625,0.0
2019-05-14,-0.0,-0.0,-0.02185799363384331,1.0,-0.16962727179381865,-0.09201406715268508,0.0
2019-05-15,-0.0,-0.0,-0.021600853240127987,1.0,-0.17129052569357886,-0.09210881381632206,0.0
2019-05-16,-0.0,-0.0,-0.023691991258516516,1.0,-0.1699575780948708,-0.0918627072888546,0.0
2019-05-17,-0.0,-0.0,-0.025949798654264285,1.0,-0.16574678039805987,-0.09485764277535477,0.0
2019-05-20,-0.0,-0.0,-0.030971344750826718,1.0,-0.1626413783342126,-0.09310704221727549,0.0
2019-05-21,-0.0,-0.0,-0.026929634221946684,1.0,-0.16996021905352346,-0.09468640214920437,0.0
2019-05-22,-0.0,-0.0,-0.028587668419216908,1.0,-0.16876154551678704,-0.09445686013615637,0.0
2019-05-23,-0.0,-0.0,-0.03664813405399828,1.0,-0.1673482024225694,-0.08597670308690548,0.0
2019-05-24,-0.0,-0.0,-0.03778029503385424,1.0,-0.16582138351826584,-0.08361867003063615,0.0
2019-05-28,-0.0,-0.0,-0.0372931556242354,1.0,-0.16622239392183377,-0.08423153692614771,0.0
2019-05-29,-0.0,-0.0,-0.03746843271659022,1.0,-0.16614698757924032,-0.08484512704220998,0.0
2019-05-30,-0.0,-0.0,-0.035490470271390094,1.0,-0.1741117671431531,-0.08518489745183344,0.0
2019-05-31,-0.0,-0.0,-0.04075910589579169,1.0,-0.17775643189075524,-0.0795451595316597,0.0
2019-06-03,-0.0,-0.0,-0.04565849873925131,1.0,-0.17647895519493115,-0.07093812633348419,0.0
2019-06-04,-0.0,-0.0,-0.046656238284229434,1.0,-0.17757553036081342,-0.06854291365557896,0.0
2019-06-05,-0.0,-0.0,-0.05183671370915914,1.0,-0.1775275699853474,-0.05596257165625562,0.0
2019-06-06,-0.0,-0.0,-0.04711052854774663,1.0,-0.175707107701402,-0.0622486089157896,0.0
2019-06-07,-0.0,-0.0,-0.0473514319885801,1.0,-0.1748093468280199,-0.06386399002044779,0.0
2019-06-10,-0.0,-0.0,-0.05025002577585317,1.0,-0.17608774100422722,-0.0624548922569337,0.0
2019-06-11,-0.0,-0.0,-0.05351140417530619,1.0,-0.1753319510090538,-0.05903640836091542,0.0
2019-06-12,-0.0,-0.0,-0.05424968766502234,1.0,-0.17508790458649426,-0.05864169704151157,0.0
2019-06-13,-0.0,-0.0,-0.05786744408039008,1.0,-0.17339593921725446,-0.05869301617605325,0.0
2019-06-14,-0.0,-0.0,-0.05884099888954884,1.0,-0.17324329210030215,-0.05913798001187924,0.0
2019-06-17,-0.0,-0.0,-0.05861699518517084,1.0,-0.1709587060630704,-0.06126321496340472,0.0
2019-06-18,-0.0,-0.0,-0.05813007605200976,1.0,-0.17225973891822796,-0.06081578369723811,0.0
2019-06-19,-0.0,-0.0,-0.055816587927860664,1.0,-0.17428523615205388,-0.057181107835691206,0.0
2019-06-20,-0.0,-0.0,-0.05601905497618128,1.0,-0.17415990730011588,-0.05731942835071456,0.0
2019-06-21,-0.0,-0.0,-0.056297918948521354,1.0,-0.1747310095998969,-0.05754783841247342,0.0
2019-06-24,-0.0,-0.0,-0.06140226171243941,1.0,-0.16692730210016155,-0.06409046849757674,0.0
2019-06-25,-0.0,-0.0,-0.061929865364240125,1.0,-0.16697676822492702,-0.06319611339380314,0.0
2019-06-26,-0.0,-0.0,-0.06220368403326511,1.0,-0.17189564496489548,-0.06127101738387005,0.0
2019-06-27,-0.0,-0.0,-0.06322368165138804,1.0,-0.17055871789219818,-0.0628606252350142,0.0
2019-06-28,-0.0,-0.0,-0.06325696112156812,1.0,-0.16865061335756476,-0.06619069254235088,0.0
2019-07-01,-0.0,-0.0,-0.06367410482615464,1.0,-0.17047223663725997,-0.06320705760249092,0.0
2019-07-02,-0.0,-0.0,-0.06313592824461121,1.0,-0.16945989034490802,-0.06356366087283379,0.0
2019-07-03,-0.0,-0.0,-0.06258101311764401,1.0,-0.169285010628921,-0.06434385855757764,0.0
2019-07-05,-0.0,-0.0,-0.06281908414751082,1.0,-0.16852826081322728,-0.0644258429004587,0.0
2019-07-08,-0.0,-0.0,-0.06303702647710631,1.0,-0.16859553401329688,-0.06437189772035096,0.0
2019-07-09,-0.0,-0.0,-0.06318638624119353,1.0,-0.16724513054289267,-0.06463686282635724,0.0
2019-07-10,-0.0,-0.0,-0.05911674456542849,1.0,-0.17403576006318217,-0.06157670546499734,0.0
2019-07-11,-0.0,-0.0,-0.05800124371663989,1.0,-0.1754288231331295,-0.0621080997046173,0.0
2019-07-12,-0.0,-0.0,-0.057482887367766015,1.0,-0.17426363824932586,-0.06466500725990458,0.0
2019-07-15,-0.0,-0.0,-0.06034572259136212,1.0,-0.17244601328903653,-0.0649657392026578,0.0
2019-07-16,-0.0,-0.0,-0.05909781662791755,1.0,-0.1738255120728397,-0.06591679546960034,0.0
2019-07-17,-0.0,-0.0,-0.057571704948258175,1.0,-0.17500032460365894,-0.06584260617785684,0.0
2019-07-18,-0.0,-0.0,-0.05819460483462871,1.0,-0.17409074984753922,-0.06525321465180553,0.0
2019-07-19,-0.0,-0.0,-0.05889224938018406,1.0,-0.173172029751165,-0.06596658835135451,0.0
2019-07-22,-0.0,-0.0,-0.060576935565570894,1.0,-0.17532762718688713,-0.06292779863104438,0.0
2019-07-23,-0.0,-0.0,-0.061610635339371805,1.0,-0.17574820340216502,-0.06215643721329157,0.0
2019-07-24,-0.0,-0.0,-0.05642350914287951,1.0,-0.18136966991659814,-0.06740018533745774,0.0
2019-07-25,-0.0,-0.0,-0.055323263471489054,1.0,-0.18000313594313488,-0.0713035070297392,0.0
2019-07-26,-0.0,-0.0,-0.055514192039917976,1.0,-0.1795002416500124,-0.07121491176509007,0.0
2019-07-29,-0.0,-0.0,-0.05498992331248201,1.0,-0.18195618603920746,-0.07170152066375271,0.0
2019-07-30,-0.0,-0.0,-0.05540931651802669,1.0,-0.1815372123783706,-0.0726698882908367,0.0
2019-07-31,-0.0,-0.0,-0.05562469705107883,1.0,-0.18128463443071804,-0.07315315787405186,0.0
2019-08-01,-0.0,-0.0,-0.05173789621024816,1.0,-0.18490901717619662,-0.07151733971717489,0.0
2019-08-02,-0.0,-0.0,-0.05650765452740478,1.0,-0.18189299336433462,-0.06783269763310518,0.0
2019-08-05,-0.0,-0.0,-0.05386844922578792,1.0,-0.1819071989973105,-0.06980964566415124,0.0
2019-08-06,-0.0,-0.0,-0.05416607117336001,1.0,-0.17438642535112453,-0.07070562708693337,0.0
2019-08-07,-0.0,-0.0,-0.04827165936260146,1.0,-0.17230246609444289,-0.07600549749760133,0.0
2019-08-08,-0.0,-0.0,-0.048282121094256454,1.0,-0.17225463503176455,-0.07596266044340724,0.0
2019-08-09,-0.0,-0.0,-0.04895466108808223,1.0,-0.166427768953628,-0.07595655935639664,0.0
2019-08-12,-0.0,-0.0,-0.05178110480123903,1.0,-0.16548786783686112,-0.0733866804336603,0.0
2019-08-13,-0.0,-0.0,-0.051512348058489456,1.0,-0.16380130033664844,-0.06960398838434458,0.0
2019-08-14,-0.0,-0.0,-0.05186466743560169,1.0,-0.16132256824298347,-0.06837113930539536,0.0
2019-08-15,-0.0,-0.0,-0.05794944213325191,1.0,-0.15669885373331807,-0.05756777731129855,0.0
2019-08-16,-0.0,-0.0,-0.05786480400015268,1.0,-0.15636729137244423,-0.05808109724289732,0.0
2019-08-19,-0.0,-0.0,-0.05897130097185922,1.0,-0.1565251592275876,-0.05324925778375498,0.0
2019-08-20,-0.0,-0.0,-0.06269302820110374,1.0,-0.15315680218723102,-0.04990886537390512,0.0
2019-08-21,-0.0,-0.0,-0.07085608818770227,1.0,-0.14818466828478966,-0.045117819579288024,0.0
2019-08-22,-0.0,-0.0,-0.07412259706230633,1.0,-0.14868610012345368,-0.03693532538862714,0.0
2019-08-23,-0.0,-0.0,-0.07398775479351961,1.0,-0.148479427549195,-0.03731512509763411,0.0
2019-08-26,-0.0,-0.0,-0.07393845150610719,1.0,-0.1457575681573073,-0.034348273181008755,0.0
2019-08-27,-0.0,-0.0,-0.07454224602946147,1.0,-0.1428642945645236,-0.03415476652357292,0.0
2019-08-28,-0.0,-0.0,-0.07666916729182296,1.0,-0.1418979744936234,-0.03173293323330833,0.0
2019-08-29,-0.0,-0.0,-0.07435820296831126,1.0,-0.1418095667870036,-0.03734205776173285,0.0
2019-08-30,-0.0,-0.0,-0.07548467792370232,1.0,-0.14280175109443402,-0.0324953095684803,0.0
2019-09-03,-0.0,-0.0,-0.07667659649034972,1.0,-0.14605602423210756,-0.028938343304878968,0.0
2019-09-04,-0.0,-0.0,-0.08443301414499556,1.0,-0.13583190801383288,-0.02819011473301789,0.0
2019-09-05,-0.0,-0.0,-0.08338111739921718,1.0,-0.13778016005584504,-0.025379571688564233,0.0
2019-09-06,-0.0,-0.0,-0.08628134137995395,1.0,-0.1418030237043489,-0.016238412244136132,0.0
2019-09-09,-0.0,-0.0,-0.08606200740906492,1.0,-0.14043658785211705,-0.016620670793863902,0.0
2019-09-10,-0.0,-0.0,-0.0926978140585068,1.0,-0.13565987643599733,-0.01223234002431581,0.0
2019-09-11,-0.0,-0.0,-0.1054438207120463,1.0,-0.13375961931670322,-0.0,0.0
2019-09-12,-0.0,-0.0,-0.10447151452128055,1.0,-0.13348931639802916,-0.0,0.0
2019-09-13,-0.0,-0.0,-0.09931743990503512,1.0,-0.13317340983282225,-0.004031061430408546,0.0
2019-09-16,-0.0,-0.0,-0.10819455853433899,1.0,-0.13327359171582903,-0.003148881089288826,0.0
2019-09-17,-0.0,-0.0,-0.10882686013664024,1.0,-0.1326455691476785,-0.0029742275097377952,0.0
2019-09-18,-0.0,-0.0,-0.11177085667338858,1.0,-0.13218562501556003,-0.0008464660044314985,0.0
