Date,AEO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.49813171415226526,-1.4581036898645492,-0.04736104624007473,-0.7884166277440449,-0.8787015413358243,0.0
2018-09-25,1.0,-0.49808464916378586,-1.458376156217883,-0.04718303279454358,-0.7887508175277959,-0.8791460338222928,0.0
2018-09-26,1.0,-0.5005378104101389,-1.4618622270027593,-0.051162138147126224,-0.7888977224898285,-0.8741055979048777,0.0
2018-09-27,1.0,-0.514813769751693,-1.4501034612490595,-0.057468021068472534,-0.7986738148984199,-0.8817249811888638,0.0
2018-09-28,1.0,-0.5160410198513501,-1.4491485558378023,-0.05800169348010161,-0.7990403612757551,-0.8819268040267194,0.0
2018-10-01,1.0,-0.5161821431931508,-1.4487251858124002,-0.05837802239157023,-0.7989933201618215,-0.8818327217988522,0.0
2018-10-02,1.0,-0.5165363233769905,-1.4600018844812965,-0.05620465466880241,-0.7980778290775463,-0.8804296617356072,0.0
2018-10-03,1.0,-0.5324531925108017,-1.5124819971195391,-0.06231397023523764,-0.8106577052328372,-0.8828132501200191,0.0
2018-10-04,1.0,-0.5415023564489757,-1.5030297201115705,-0.0636722131384053,-0.8230739636433586,-0.8778012888333172,0.0
2018-10-05,1.0,-0.5264895908111988,-1.4991624790619764,-0.04690117252931323,-0.8278056951423787,-0.8854749940177076,0.0
2018-10-08,1.0,-0.523898288882516,-1.4954115285345568,-0.04010132874486187,-0.8345282477774592,-0.8857183825638085,0.0
2018-10-09,1.0,-0.5326066077602766,-1.5021129466000769,-0.05215136381098732,-0.8340376488666923,-0.8812908182865923,0.0
2018-10-10,1.0,-0.5334325349205588,-1.5009360149762399,-0.053136850189603034,-0.8343013488215811,-0.8783180530888495,0.0
2018-10-11,1.0,-0.44257651047229835,-1.5012306692054056,-0.0,-0.8033715692193378,-0.8969024288301677,0.0
2018-10-12,1.0,-0.44803293687099727,-1.4943732845379691,-0.0,-0.770128087831656,-0.8620311070448308,0.0
2018-10-15,1.0,-0.43707762557077623,-1.5026940639269406,-0.0,-0.7660730593607306,-0.8603196347031963,0.0
2018-10-16,1.0,-0.42912017559904886,-1.5190689592098041,-0.0,-0.7653191878543991,-0.8593835741723066,0.0
2018-10-17,1.0,-0.39343744358187394,-1.4627640368297525,-0.0,-0.7690016248420293,-0.8882469759884456,0.0
2018-10-18,1.0,-0.39321177107781186,-1.4629897093338147,-0.0,-0.7690016248420293,-0.8882469759884456,0.0
2018-10-19,1.0,-0.3717134680736898,-1.451305669826507,-0.0,-0.7647111429082454,-0.8837864424968699,0.0
2018-10-22,1.0,-0.37173008988060635,-1.4389840361311093,-0.0,-0.771318696060457,-0.8896391360729776,0.0
2018-10-23,1.0,-0.3988103346501385,-1.4625618671389002,-0.0,-0.777868591926622,-0.901466648503837,0.0
2018-10-24,1.0,-0.39619644153957884,-1.4577432824981846,-0.0,-0.7791394335511983,-0.9057734204793029,0.0
2018-10-25,1.0,-0.3374165303144209,-1.4002564896298588,-0.0,-0.8149736877017645,-0.8695882899217265,0.0
2018-10-26,1.0,-0.3129254669226741,-1.3779455402338976,-0.0,-0.8185547215919008,-0.8543375807296213,0.0
2018-10-29,1.0,-0.2718565493111743,-1.41360157445878,-0.0,-0.8094467526787666,-0.8786354690575114,0.0
2018-10-30,1.0,-0.2543537236370001,-1.4152445961319682,-0.0,-0.8115865931565591,-0.8944167323006914,0.0
2018-10-31,1.0,-0.25819316802496967,-1.387766603086527,-0.0,-0.8044910698803537,-0.8846020461245014,0.0
2018-11-01,1.0,-0.21298849065686404,-1.44317535337622,-0.0,-0.8193952124633496,-0.9006608025906963,0.0
2018-11-02,1.0,-0.24455986388466017,-1.4009581803528253,-0.0,-0.9008238560042984,-0.9311363839885376,0.0
2018-11-05,1.0,-0.23871372268004298,-1.4188462916517377,-0.0,-0.9029469724113222,-0.9181744894303117,0.0
2018-11-06,1.0,-0.24021670994895675,-1.4188680934897466,-0.0,-0.9017641264439867,-0.9166293543476314,0.0
2018-11-07,1.0,-0.23904097334049024,-1.41876901055645,-0.0,-0.899534800500984,-0.915727321524423,0.0
2018-11-08,1.0,-0.1932251485324111,-1.4256451183825485,-0.0,-0.8866276491974817,-0.9283054003724395,0.0
2018-11-09,1.0,-0.19217460739952089,-1.4261822376009226,-0.0,-0.8891846331292698,-0.9285777659480081,0.0
2018-11-12,1.0,-0.19154217828804468,-1.4245755574271908,-0.0,-0.8889578438760583,-0.9277450241588723,0.0
2018-11-13,1.0,-0.15929707699723913,-1.4199570533327488,-0.0,-0.8841754678119111,-0.9189272097813225,0.0
2018-11-14,1.0,-0.16048030150313336,-1.4190805907357904,-0.0,-0.8843069372014549,-0.9184451553529952,0.0
2018-11-15,1.0,-0.15866351788681884,-1.419531181667104,-0.0,-0.8857255313565993,-0.9093851132686085,0.0
2018-11-16,1.0,-0.151785324068004,-1.4055329749573882,-0.0,-0.8886412307154408,-0.9244788252261701,0.0
2018-11-19,1.0,-0.16606466390626376,-1.4125187208175491,-0.0,-0.8940621971632455,-0.9322086159809709,0.0
2018-11-20,1.0,-0.13306222397131487,-1.4049586776859502,-0.0,-0.8919935283571647,-0.9426734881280335,0.0
2018-11-21,1.0,-0.13976122501946533,-1.3969634051388529,-0.0,-0.8859762955272947,-0.9029760359892725,0.0
2018-11-23,1.0,-0.1425049736181991,-1.376351526684543,-0.0,-0.8983651933223769,-0.9076636969120317,0.0
2018-11-26,1.0,-0.14116883116883117,-1.387186147186147,-0.0,-0.8959307359307359,-0.9046753246753246,0.0
2018-11-27,1.0,-0.14114739170027318,-1.389358657473657,-0.0,-0.898746801960019,-0.9070291834699276,0.0
2018-11-28,1.0,-0.14358840881485335,-1.3823095609925384,-0.0,-0.9026114870727052,-0.90950893631789,0.0
2018-11-29,1.0,-0.10818901004917682,-1.362069702800941,-0.0,-0.8941629249518923,-0.9118238186871926,0.0
2018-11-30,1.0,-0.10670901832854016,-1.3668283469974674,-0.0,-0.8976692277975705,-0.921191569730008,0.0
2018-12-03,1.0,-0.10578242964996569,-1.3664636238846946,-0.0,-0.8969200411805079,-0.9204701441317776,0.0
2018-12-04,1.0,-0.09807190799880294,-1.3682185455944593,-0.0,-0.8916677354538071,-0.9171903723654397,0.0
2018-12-06,1.0,-0.08716224629560454,-1.30917693935998,-0.0,-0.8731581787241107,-0.8810442867222844,0.0
2018-12-07,1.0,-0.08665698277650964,-1.3096078024486408,-0.0,-0.8732517119734385,-0.8807221415231377,0.0
2018-12-10,1.0,-0.06402201141636893,-1.3105416615334073,-0.0,-0.8673565767319618,-0.8647283479117901,0.0
2018-12-11,1.0,-0.08844042755148364,-1.3081589699145721,-0.0,-0.8822582642070076,-0.8480871610746564,0.0
2018-12-12,1.0,-0.08467207684663795,-1.3132245776747267,-0.0,-0.8857651540245114,-0.8567820470354421,0.0
2018-12-13,1.0,-0.08571902059079421,-1.3141235447652981,-0.0,-0.8854041513029789,-0.8577702282802336,0.0
2018-12-14,1.0,-0.08108220777055193,-1.3403785225946305,-0.0,-0.8825662831415708,-0.8647240286810072,0.0
2018-12-17,1.0,-0.06514522821576763,-1.3395435684647303,-0.0,-0.8691286307053943,-0.8755186721991701,0.0
2018-12-18,1.0,-0.04962962962962963,-1.3269135802469136,-0.0,-0.8623868312757201,-0.8763374485596708,0.0
2018-12-19,1.0,-0.06728499855078465,-1.329344540598733,-0.0,-0.8635253198625317,-0.8804190302678978,0.0
2018-12-20,1.0,-0.06575861075675898,-1.3111806098514465,-0.0,-0.8663017982799062,-0.8718159746512488,0.0
2018-12-21,1.0,-0.05860206253069242,-1.314658700278278,-0.0,-0.870477983303323,-0.8485840563103617,0.0
2018-12-24,1.0,-0.04789053591790194,-1.3058315686593909,-0.0,-0.8654096758429712,-0.8531927023945268,0.0
2018-12-26,1.0,-0.04951219512195122,-1.34130081300813,-0.0,-0.8344715447154472,-0.8397560975609757,0.0
2018-12-27,1.0,-0.04650978841210203,-1.2987542020961045,-0.0,-0.78299386988333,-0.826656120229385,0.0
2018-12-28,1.0,-0.04165843247302478,-1.3040591280977036,-0.0,-0.7826172878542349,-0.8240780996798545,0.0
2018-12-31,1.0,-0.04618553434207399,-1.2987800047532283,-0.0,-0.7868969341677889,-0.8291214449813832,0.0
2019-01-02,1.0,-0.04456581967861949,-1.298464339428481,-0.0,-0.7856407820786828,-0.8292567086202802,0.0
2019-01-03,1.0,-0.05094130675526024,-1.2956019617149184,-0.0,-0.7895111532985286,-0.819015978484417,0.0
2019-01-04,1.0,-0.018672851639279817,-1.3067851246167153,-0.0,-0.7782451450585738,-0.8274235395864455,0.0
2019-01-07,1.0,-0.0,-1.2742185082017952,-0.0,-0.7847802537913959,-0.8098112039616219,0.0
2019-01-08,1.0,-0.0,-1.2697376048228155,-0.0,-0.7863353557212969,-0.8083626386366272,0.0
2019-01-09,1.0,-0.0,-1.2525006758583401,-0.0,-0.7880122040705982,-0.8214961572625806,0.0
2019-01-10,1.0,-0.0,-1.2486972632879143,-0.0,-0.791484926853746,-0.8197784382599297,0.0
2019-01-11,1.0,-0.0,-1.242644486765906,-0.0,-0.8052392242216954,-0.8388200085506626,0.0
2019-01-14,1.0,-0.0,-1.2400966936993139,-0.0,-0.8063786650031192,-0.8524251403618216,0.0
2019-01-15,1.0,-0.0,-1.2301711338594985,-0.0,-0.8074939438930999,-0.8695006642181761,0.0
2019-01-16,1.0,-0.0,-1.2240686561341916,-0.0,-0.7963721474546518,-0.8804759118392821,0.0
2019-01-17,1.0,-0.0,-1.2218235707043135,-0.0,-0.797090710552999,-0.8809765228921301,0.0
2019-01-18,1.0,-0.0,-1.2132422243166825,-0.0,-0.8078463713477851,-0.9060241910147661,0.0
2019-01-22,1.0,-0.0,-1.3368889601796528,-0.0,-0.7866623892208365,-0.8865541163732605,0.0
