Date,IWF,IWM,MTUM,SPY,UEIC,VLUE,VXX
2018-09-24,-2.00590115564298,-2.887509220555692,-1.2790754856159332,-2.5553233341529387,1.0,-2.5662650602409642,0.0
2018-09-25,-2.0089746742070322,-2.8850504057044506,-1.2841160560609788,-2.5533562822719453,1.0,-2.562576837964101,0.0
2018-09-26,-2.0089746742070322,-2.8850504057044506,-1.2839931153184168,-2.5533562822719453,1.0,-2.5626997787066634,0.0
2018-09-27,-2.0066257668711653,-2.874478527607362,-1.2823312883435583,-2.5487116564417174,1.0,-2.5576687116564414,0.0
2018-09-28,-2.0042939516623726,-2.8760888234572444,-1.2826647037173353,-2.5481536007851795,1.0,-2.5573549257759782,0.0
2018-10-01,-2.0041712673291623,-2.8759661391240336,-1.2830327567169673,-2.5479082321187585,1.0,-2.5572322414427675,0.0
2018-10-02,-2.004415552557341,-2.87023181650926,-1.285048448423893,-2.5481417882987856,1.0,-2.557586164601987,0.0
2018-10-03,-2.0022056120573457,-2.856390148266144,-1.2826859453498345,-2.549810072295062,1.0,-2.562308540620022,0.0
2018-10-04,-2.0018350868607784,-2.8462197210667974,-1.281502324443357,-2.5490579887448006,1.0,-2.5552972840714463,0.0
2018-10-05,-1.970069351502616,-2.8260128969461005,-1.2456503224236526,-2.556515391166809,1.0,-2.5686823214502983,0.0
2018-10-08,-1.9558485544937705,-2.8082738599250034,-1.231522922462804,-2.5455425184468368,1.0,-2.5550985847344867,0.0
2018-10-09,-1.957632247911875,-2.811402977847718,-1.2322963321631764,-2.547391356978574,1.0,-2.556349110277206,0.0
2018-10-10,-1.9571739656423908,-2.8090975078635374,-1.2317928865231067,-2.5465763368013548,1.0,-2.5532300992015484,0.0
2018-10-11,-1.7786488356006456,-2.7516716624394744,-0.9967719621858427,-2.465183306433018,1.0,-2.536430712474061,0.0
2018-10-12,-1.7823509291984951,-2.735833998403831,-0.9695587732299624,-2.424695017671873,1.0,-2.488769809599818,0.0
2018-10-15,-1.7403201998410356,-2.791188827069377,-0.9060974225048257,-2.420801635063018,1.0,-2.496196207562167,0.0
2018-10-16,-1.7365670794047485,-2.8091559695558335,-0.8945813927070317,-2.422015222083381,1.0,-2.497444053163694,0.0
2018-10-17,-1.6488733318748634,-2.6705316123386567,-0.8161233865674906,-2.353204987967622,1.0,-2.449901553270619,0.0
2018-10-18,-1.651297776804293,-2.6759391085313764,-0.8152447705618224,-2.3558208301390864,1.0,-2.4534005037783375,0.0
2018-10-19,-1.610001080030241,-2.636461820930986,-0.7714656010368289,-2.343449616589264,1.0,-2.438816286856032,0.0
2018-10-22,-1.6098350048527983,-2.624609080125094,-0.7635069556777742,-2.3456270893993314,1.0,-2.4404184190661056,0.0
2018-10-23,-1.6130111123098503,-2.6249865141870754,-0.769122882727371,-2.342755421296796,1.0,-2.4386665228179956,0.0
2018-10-24,-1.612176724137931,-2.6189655172413797,-0.7556034482758621,-2.3454741379310344,1.0,-2.4436422413793104,0.0
2018-10-25,-1.4827691680261013,-2.4494290375203915,-0.6726141924959217,-2.2773246329526917,1.0,-2.3137234910277322,0.0
2018-10-26,-1.4419235016564602,-2.4125087842586086,-0.6212227687983134,-2.276277482180504,1.0,-2.2871197670916574,0.0
2018-10-29,-1.4015865146256818,-2.4070401586514625,-0.5828458106098166,-2.2468021814576105,1.0,-2.2774417451660884,0.0
2018-10-30,-1.3905770563199051,-2.4044343264376917,-0.574779768385628,-2.244877759081461,1.0,-2.28338117390874,0.0
2018-10-31,-1.3819818057321724,-2.3513645700870587,-0.5647070331605204,-2.225471974958427,1.0,-2.2583390394209135,0.0
2018-11-01,-1.3574359976548758,-2.3850889192886457,-0.5329294508501075,-2.2302130154387334,1.0,-2.26578073089701,0.0
2018-11-02,-1.3532592950265572,-2.322646064703042,-0.5143408981168518,-2.2249154997585707,1.0,-2.2421052631578946,0.0
2018-11-05,-1.3495934959349596,-2.3517228029423154,-0.5142276422764227,-2.2311265969802556,1.0,-2.2319008904374757,0.0
2018-11-06,-1.366206762534007,-2.372133696074621,-0.5105907500971628,-2.2358142246404977,1.0,-2.2315390594636613,0.0
2018-11-07,-1.3623132156025617,-2.3699786532117213,-0.5092179313021541,-2.2326799922375313,1.0,-2.2288957888608576,0.0
2018-11-08,-1.3135088393543428,-2.3801883166794773,-0.4466756341275941,-2.222521137586472,1.0,-2.2450038431975403,0.0
2018-11-09,-1.315318780651986,-2.3826329454755264,-0.4467737282431003,-2.2243484950476007,1.0,-2.2473314741802097,0.0
2018-11-12,-1.4826890399320307,-2.599086661002549,-0.4992565845369584,-2.5312234494477486,1.0,-2.5079651656754463,0.0
2018-11-13,-1.4241540864133264,-2.5638729828214473,-0.43498178032274853,-2.5093180635085894,1.0,-2.4787090057261847,0.0
2018-11-14,-1.4292887029288703,-2.580020920502092,-0.43451882845188283,-2.5233263598326356,1.0,-2.4930962343096232,0.0
2018-11-15,-1.4292433110367895,-2.583403010033445,-0.4288252508361204,-2.5294732441471575,1.0,-2.4805602006688963,0.0
2018-11-16,-1.414601265166442,-2.553769573784092,-0.41833454319195273,-2.5121850046665974,1.0,-2.4714300528881052,0.0
2018-11-19,-1.4149984441447985,-2.553573280780002,-0.4205995228710715,-2.5116689140130695,1.0,-2.4714241261279954,0.0
2018-11-20,-1.3460118925568996,-2.534242362107853,-0.3395530038958376,-2.520811974574533,1.0,-2.511584990773016,0.0
2018-11-21,-1.3421239476620346,-2.5094837204584644,-0.33755959022213206,-2.5029921898772693,1.0,-2.4508570848970486,0.0
2018-11-23,-1.3383230504703145,-2.4866997066855467,-0.340244765854152,-2.5026802872458784,1.0,-2.446444826539901,0.0
2018-11-26,-1.3379868487607487,-2.496307536671725,-0.3376833586241781,-2.500556398583713,1.0,-2.4439049064238745,0.0
2018-11-27,-1.320832495475568,-2.5049266036597624,-0.29851196460888796,-2.49416850995375,1.0,-2.435853609491253,0.0
2018-11-28,-1.3207642031171443,-2.5072900955253896,-0.29834087481146304,-2.493413775766717,1.0,-2.435495223730518,0.0
2018-11-29,-1.25410561510473,-2.4582554823483136,-0.2362080833906972,-2.4643524437014452,1.0,-2.420887009538794,0.0
2018-11-30,-1.2538824454491841,-2.457931983487321,-0.23412620404953804,-2.464713976803617,1.0,-2.4185177904462356,0.0
2018-12-03,-1.2527278089059275,-2.463481765457584,-0.22294308463580065,-2.4689865329794554,1.0,-2.421802811363413,0.0
2018-12-04,-1.2309950102729674,-2.4652186674493692,-0.21641718031503768,-2.4574894824381177,1.0,-2.413658154779376,0.0
2018-12-06,-1.1346189504913777,-2.266920081587243,-0.2194511403671426,-2.3666790283701094,1.0,-2.2836083812349344,0.0
2018-12-07,-1.134087537091988,-2.2679896142433233,-0.2177299703264095,-2.3681379821958455,1.0,-2.284959198813056,0.0
2018-12-10,-1.0758388651450395,-2.253250886605438,-0.17859416204419387,-2.3460943893789215,1.0,-2.2397017368373193,0.0
2018-12-11,-1.0722935445688793,-2.259947191113539,-0.17426932532095057,-2.348629700446144,1.0,-2.249840662842575,0.0
2018-12-12,-1.0722935445688793,-2.2598561413092964,-0.17454247473367931,-2.3483565510334152,1.0,-2.2499317126468177,0.0
2018-12-13,-1.0682169134344628,-2.249068943591607,-0.17676446543736946,-2.3468979925515487,1.0,-2.2424380052684167,0.0
2018-12-14,-1.0683117118751702,-2.2370498049532794,-0.18189240678581148,-2.346094529619886,1.0,-2.2385013154313707,0.0
2018-12-17,-1.0437438246654092,-2.221413814784874,-0.15907661906045092,-2.3212970448217014,1.0,-2.236863379143088,0.0
2018-12-18,-1.0145837016086265,-2.1823404631430083,-0.1318720169701255,-2.293795297861057,1.0,-2.2160155559483825,0.0
2018-12-19,-1.0200813871196037,-2.1830325548478413,-0.13234253361641896,-2.2941436659589525,1.0,-2.216914366595895,0.0
2018-12-20,-0.9990378728242806,-2.139595906586198,-0.1507915682672964,-2.272194524621709,1.0,-2.1850782821656605,0.0
2018-12-21,-0.9866389033489502,-2.1329168835675865,-0.13551969460350513,-2.2681762970674995,1.0,-2.152871768176297,0.0
2018-12-24,-0.9413129403677608,-2.0860113421550097,-0.13550438219625366,-2.2539955318783296,1.0,-2.175631551813026,0.0
2018-12-26,-0.934295415959253,-2.093718166383701,-0.10831918505942276,-2.2096774193548385,1.0,-2.1430390492359934,0.0
2018-12-27,-0.8069650937297996,-2.007999353587589,-0.04718810601163542,-2.0862960568842923,1.0,-2.1317065287653523,0.0
2018-12-28,-0.8024281667341159,-2.023229461756374,-0.04144071226224201,-2.0922703358963983,1.0,-2.1346823148522867,0.0
2018-12-31,-0.8012799740764744,-2.0282728451069345,-0.04220674011665587,-2.0935677252106286,1.0,-2.1357744653272843,0.0
2019-01-02,-0.7971061353164659,-2.026109449519036,-0.033788699377576586,-2.091100153584997,1.0,-2.1353164659283808,0.0
2019-01-03,-0.7964881048713385,-2.030425635216054,-0.028726331121540705,-2.0939472406538275,1.0,-2.1422560284835734,0.0
2019-01-04,-0.7392250060420527,-2.059292677032144,-0.005719809876742125,-2.0841859341013453,1.0,-2.1676468218802865,0.0
2019-01-07,-0.6660171473109898,-1.973265783320343,-0.018160561184723305,-2.0363211223694466,1.0,-2.1004676539360876,0.0
2019-01-08,-0.6632510479739172,-1.9562956062723182,-0.018320136624747713,-2.0334575376494337,1.0,-2.0914454277286136,0.0
2019-01-09,-0.6579375532656698,-1.9384829937243355,-0.014643216859068723,-2.035019756721159,1.0,-2.101650267296816,0.0
2019-01-10,-0.6583326882885673,-1.9330443532781176,-0.014319993807570246,-2.036303119436489,1.0,-2.098614443842403,0.0
2019-01-11,-0.6592443168593374,-1.9190006982698424,-0.0229653192644891,-2.043215144697028,1.0,-2.114205912018,0.0
2019-01-14,-0.6631717924821372,-1.9172879776328051,-0.031997514756135444,-2.040695868282075,1.0,-2.1131562597079836,0.0
2019-01-15,-0.6569161350552358,-1.9115450443441733,-0.04473315699393186,-2.0395207717442045,1.0,-2.1269643690679945,0.0
2019-01-16,-0.640973630831643,-1.926821657044781,-0.025432984865033547,-2.044000624122328,1.0,-2.164300202839757,0.0
2019-01-17,-0.6426175805319398,-1.9204430231651197,-0.031432805553388975,-2.042508384681382,1.0,-2.162701817330942,0.0
2019-01-18,-0.653000078845699,-1.9133485768351337,-0.06922652369313254,-2.050618938736892,1.0,-2.1983757786012776,0.0
2019-01-22,-0.5346445768383253,-2.028890883865176,-0.0,-2.2558557088060067,1.0,-2.3419570717375335,0.0
2019-01-23,-0.5269706147171974,-1.9938610133420642,-0.0,-2.2801833510681835,1.0,-2.384218711631333,0.0
2019-01-24,-0.5342824414989363,-1.9851088201603666,-0.0,-2.283586974308624,1.0,-2.3789887088856165,0.0
2019-01-25,-0.5901556156968877,-1.982324086603518,-0.0020297699594046007,-2.4019790257104194,1.0,-2.4808863328822732,0.0
2019-01-28,-0.5931256349475109,-1.9521672875042329,-0.04724009481882831,-2.405181171689807,1.0,-2.468337284117846,0.0
2019-01-29,-0.5917710802573654,-1.929647815780562,-0.05697595665424991,-2.407551642397562,1.0,-2.4799356586522183,0.0
2019-01-30,-0.5911167512690355,-1.9262267343485617,-0.05871404399323181,-2.4038917089678513,1.0,-2.4802876480541456,0.0
2019-01-31,-0.568534373145715,-1.9537170467067897,-0.06891582605747223,-2.3819615156395697,1.0,-2.5035178435195387,0.0
2019-02-01,-0.5690870488322718,-1.9561783439490446,-0.06692144373673037,-2.392611464968153,1.0,-2.507770700636943,0.0
2019-02-04,-0.5702275815217391,-1.9557574728260867,-0.06657608695652173,-2.3928328804347823,1.0,-2.5063688858695654,0.0
2019-02-05,-0.5533486121721416,-1.948731007554537,-0.06858500976148035,-2.3934300993124524,1.0,-2.524233935998642,0.0
2019-02-06,-0.5520461878077771,-1.9471896756664968,-0.07140431312616743,-2.393190694515198,1.0,-2.5264900662251657,0.0
2019-02-07,-0.5533106960950764,-1.9455857385398982,-0.07156196943972835,-2.3931239388794565,1.0,-2.5253820033955856,0.0
2019-02-08,-0.457499802324662,-1.833478295247885,-0.012809361904008856,-2.2476476634775047,1.0,-2.3555783980390608,0.0
2019-02-11,-0.45521038143924497,-1.7982697601258353,-0.019032638615808097,-2.2353126228863545,1.0,-2.3569012976799053,0.0
2019-02-12,-0.4723320158102767,-1.812411067193676,-0.026719367588932806,-2.238102766798419,1.0,-2.355415019762846,0.0
2019-02-13,-0.4671684817424728,-1.8544202434336963,-0.043962203715566944,-2.2657751441383724,1.0,-2.3763613068545806,0.0
2019-02-14,-0.48009009733730185,-1.8225404231357092,-0.07127342932990105,-2.279060413482423,1.0,-2.391521197007481,0.0
2019-02-15,-0.48274747474747476,-1.8551111111111112,-0.06787878787878787,-2.2813737373737375,1.0,-2.3936161616161615,0.0
2019-02-19,-0.5057471264367817,-1.835114133074308,-0.07382224380767363,-2.2882467217095677,1.0,-2.391694997571637,0.0
2019-02-20,-0.5061958370454361,-1.846197456872115,-0.07167733052563376,-2.286061391431117,1.0,-2.3889203855187495,0.0
2019-02-21,-0.5043738862789567,-1.845213024461364,-0.06868621415843187,-2.2890004859873643,1.0,-2.3923537988012313,0.0
2019-02-22,-0.5006486135884547,-1.8466028863304684,-0.08131992865250527,-2.2904978109291387,1.0,-2.388600616182909,0.0
2019-02-25,-0.5118103800572129,-1.8541070698814874,-0.10690641601961585,-2.3024928483857785,1.0,-2.397956681651001,0.0
2019-02-26,-0.5259345599866789,-1.8876862875697278,-0.09641162267921073,-2.35792190492049,1.0,-2.457663808175839,0.0
2019-02-27,-0.5304051243656933,-1.8807919474253392,-0.10165543631977374,-2.358206472007321,1.0,-2.447799683886532,0.0
2019-02-28,-0.534627885657138,-1.8874906242186849,-0.1043420285023752,-2.3619468289024086,1.0,-2.4456204683723644,0.0
