Date,CDW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32197150644898415,-0.6865709388259758,-0.10256554359738106,-0.3684210526315789,-0.33048585157501337,0.0
2018-09-25,1.0,-0.3226585763245126,-0.6856564975560424,-0.10385414910950054,-0.367633013090623,-0.3293443451879319,0.0
2018-09-26,1.0,-0.32284614736369005,-0.6859181437680835,-0.10432877328014832,-0.36745414197028015,-0.3284923733812748,0.0
2018-09-27,1.0,-0.32332790475655643,-0.6840568315830853,-0.10487448756107148,-0.3672993766496322,-0.32829786039198067,0.0
2018-09-28,1.0,-0.32147170341244213,-0.6857744698778262,-0.10532228619575902,-0.3673922201937931,-0.32860553293076816,0.0
2018-10-01,1.0,-0.3211596808630183,-0.6863692549724688,-0.10560175300595571,-0.3673165524216204,-0.32885717496347905,0.0
2018-10-02,1.0,-0.32092029026269897,-0.6940428643753164,-0.10353265455363672,-0.36637227878719686,-0.32772683804916464,0.0
2018-10-03,1.0,-0.32073667931955574,-0.6916912695065373,-0.10336004498805004,-0.3669900182763953,-0.32897511598481655,0.0
2018-10-04,1.0,-0.3207918564760137,-0.6914684213486306,-0.10362184354085822,-0.36702097744783757,-0.3290872279399359,0.0
2018-10-05,1.0,-0.3206115451632848,-0.6946770839188353,-0.10089371030296217,-0.36650553650722273,-0.32772188185037376,0.0
2018-10-08,1.0,-0.31978555589861624,-0.6933505487411233,-0.09950318578606114,-0.36716535212058277,-0.3270553232099251,0.0
2018-10-09,1.0,-0.3267586557182765,-0.6976776997093598,-0.11030220943028866,-0.3652473263918282,-0.32173594063037897,0.0
2018-10-10,1.0,-0.32918290134959627,-0.6966231859506465,-0.11265458241572082,-0.36698853690214017,-0.31797391157038796,0.0
2018-10-11,1.0,-0.3116086787636646,-0.6972421064313856,-0.08920148715387602,-0.3581377282059819,-0.3183508129404583,0.0
2018-10-12,1.0,-0.31718968783461,-0.6945885841363973,-0.08780166378387283,-0.34401339812755677,-0.3019246080773138,0.0
2018-10-15,1.0,-0.3225211841091669,-0.689776603939694,-0.09246726092219654,-0.34516342027071634,-0.30125453945196434,0.0
2018-10-16,1.0,-0.3230786164387331,-0.6879832695853169,-0.09391596268677252,-0.3452574227456592,-0.3014776698494813,0.0
2018-10-17,1.0,-0.3177674672489083,-0.6752183406113538,-0.0900109170305677,-0.3430949781659388,-0.30316593886462884,0.0
2018-10-18,1.0,-0.3183270086543449,-0.6763766414589533,-0.08941003030385761,-0.3426792978241284,-0.30331158371781924,0.0
2018-10-19,1.0,-0.31138601774232927,-0.6707631371910692,-0.08239060253384337,-0.345270068636228,-0.3030845609180435,0.0
2018-10-22,1.0,-0.3093629475642113,-0.6900352854290325,-0.09518859925052653,-0.34065483191553375,-0.30003555895949013,0.0
2018-10-23,1.0,-0.31451059978608453,-0.6917697391876697,-0.10361188053643419,-0.3348874201245098,-0.29772646244137896,0.0
2018-10-24,1.0,-0.3185852867624832,-0.6898238478661135,-0.09313254005331283,-0.3411195691005524,-0.30544944900931603,0.0
2018-10-25,1.0,-0.3031289515456429,-0.6672226855713094,-0.09185073582824395,-0.34127902284161526,-0.2869326589362102,0.0
2018-10-26,1.0,-0.2944051275203632,-0.6610228334891174,-0.07792762718654025,-0.35265055414608093,-0.28463079182801443,0.0
2018-10-29,1.0,-0.29025728439780535,-0.664944334949129,-0.07366963191818036,-0.3495978266659564,-0.2849304852714004,0.0
2018-10-30,1.0,-0.292470425237131,-0.6648726420121497,-0.0750293083235639,-0.3493552168815943,-0.28263881487797077,0.0
2018-10-31,1.0,-0.2934196904945186,-0.6574204337323812,-0.076155336713296,-0.34743715658429114,-0.2799883205478725,0.0
2018-11-01,1.0,-0.3936602546735302,-0.6893344170504832,-0.10150817303350493,-0.45386676299707995,-0.37192570516872875,0.0
2018-11-02,1.0,-0.4078314701286212,-0.6576211083062868,-0.09033537684817887,-0.47619906238730614,-0.37318187282125254,0.0
2018-11-05,1.0,-0.40965558730636187,-0.6539630019551812,-0.09008873514814257,-0.476703263648669,-0.3775605354188599,0.0
2018-11-06,1.0,-0.4147640104683693,-0.6577926179947658,-0.0876274704449057,-0.4744457479770177,-0.3735222452847216,0.0
2018-11-07,1.0,-0.41289449954914337,-0.6572287345957318,-0.09065223925458371,-0.47240757439134357,-0.37249774571686206,0.0
2018-11-08,1.0,-0.4037100098575141,-0.6583027152970696,-0.08142904083400543,-0.46847089046210827,-0.37521283269110134,0.0
2018-11-09,1.0,-0.40142553382648016,-0.6608367524183163,-0.08217783235003444,-0.4734509298912881,-0.37692791470755593,0.0
2018-11-12,1.0,-0.4015813814709831,-0.6482470535581083,-0.08172460092495898,-0.47796509025809336,-0.3742204982843503,0.0
2018-11-13,1.0,-0.3946463508626312,-0.6474773225825577,-0.07179700005928737,-0.47969407719215035,-0.37075354242011027,0.0
