Date,IWF,IWM,MTUM,POR,SPY,VLUE,VXX
2018-09-24,-0.21413961294382963,-0.5659778675197986,-0.0,1.0,-0.48568206849530604,-0.35653222845754445,0.0
2018-09-25,-0.21699918726896153,-0.564979157381433,-0.0,1.0,-0.4849906929187531,-0.35474398972288496,0.0
2018-09-26,-0.21592864138058815,-0.5696778804160822,-0.0,1.0,-0.49201979831132053,-0.3692067441306477,0.0
2018-09-27,-0.2175212206150673,-0.5658301821931936,-0.0,1.0,-0.491948065684745,-0.36901393553163925,0.0
2018-09-28,-0.21989196059739435,-0.5654326872153373,-0.0,1.0,-0.4928503336510963,-0.36987607244995235,0.0
2018-10-01,-0.21996755405441346,-0.5717667083322252,-0.0,1.0,-0.4948006701949416,-0.3729953990585357,0.0
2018-10-02,-0.22078025689439673,-0.5692099034651491,-0.0,1.0,-0.4954657873042045,-0.373906337260325,0.0
2018-10-03,-0.22016056143335638,-0.5624700941038864,-0.0,1.0,-0.497607528310915,-0.3780371098941996,0.0
2018-10-04,-0.22476722532588453,-0.5570364458632615,-0.0,1.0,-0.5036445863261505,-0.3748337323756318,0.0
2018-10-05,-0.21058898237815524,-0.548737894903953,-0.0,1.0,-0.5074879610520189,-0.37910779488807744,0.0
2018-10-08,-0.2080900307888311,-0.5482269880029728,-0.0,1.0,-0.5164560993736066,-0.3814364582227413,0.0
2018-10-09,-0.20357769390250388,-0.5489607144755728,-0.0,1.0,-0.5194301206740737,-0.3860241348147361,0.0
2018-10-10,-0.20734726474111542,-0.5488885931052843,-0.0,1.0,-0.522747238120591,-0.383042725941701,0.0
2018-10-11,-0.15108265185413775,-0.533662500642905,-0.0,1.0,-0.5028802139587513,-0.3839942395720825,0.0
2018-10-12,-0.1476734111411243,-0.5287701951990215,-0.0,1.0,-0.4970439834870802,-0.37480250751745575,0.0
2018-10-15,-0.12105075417855686,-0.5561047696697922,-0.0,1.0,-0.4939359967386873,-0.37680900937627393,0.0
2018-10-16,-0.11591947130718788,-0.5663034880457248,-0.0,1.0,-0.49327651756780894,-0.37610675920491954,0.0
2018-10-17,-0.10354175556615376,-0.5417053640904641,-0.0,1.0,-0.4876126408795401,-0.3772183036722809,0.0
2018-10-18,-0.10293157973997288,-0.5406104111239396,-0.0,1.0,-0.4889814768334923,-0.37741579237990064,0.0
2018-10-19,-0.08726955655206776,-0.5304185351270553,-0.0,1.0,-0.4949177877428999,-0.37869955156950674,0.0
2018-10-22,-0.08730653241283055,-0.5228671834110112,-0.0,1.0,-0.49928968422102044,-0.3828975899110236,0.0
2018-10-23,-0.08478217426059152,-0.5245303756994404,-0.0,1.0,-0.5031225019984013,-0.3855665467625899,0.0
2018-10-24,-0.08376688344172085,-0.5275387693846924,-0.0,1.0,-0.5044272136068034,-0.38551775887943973,0.0
2018-10-25,-0.0502847923338304,-0.4945608331092478,-0.0,1.0,-0.5332094751509522,-0.3665387342019703,0.0
2018-10-26,-0.03129483282674772,-0.4882431610942249,-0.0,1.0,-0.5485227963525836,-0.36357446808510635,0.0
2018-10-29,-0.035638180615768976,-0.49053322556151563,-0.0,1.0,-0.5584294706934136,-0.3647831092169398,0.0
2018-10-30,-0.01672940192388122,-0.495313307255148,-0.0,1.0,-0.563485620094964,-0.38467783600265704,0.0
2018-10-31,-0.019262695312499998,-0.481591796875,-0.0,1.0,-0.56044921875,-0.380126953125,0.0
2018-11-01,-0.0,-0.5016760049913142,-0.0,1.0,-0.5620855863570746,-0.3829854909348927,0.0
2018-11-02,-0.002674121794092622,-0.4788622827276042,-0.0,1.0,-0.5700012155099065,-0.37950650297799926,0.0
2018-11-05,-0.002844569789210085,-0.47854416376941966,-0.0,1.0,-0.5700080231455593,-0.3798594733899005,0.0
2018-11-06,-0.0021652393927598284,-0.477958349552355,-0.0,1.0,-0.5710879719735306,-0.381641689373297,0.0
2018-11-07,-0.0032234432234432234,-0.48021978021978023,-0.0,1.0,-0.5745543345543346,-0.38400488400488403,0.0
2018-11-08,-0.0,-0.47531267387570453,-0.0,1.0,-0.5621598084040932,-0.381643563877398,0.0
2018-11-09,-0.0,-0.47519171686382655,-0.0,1.0,-0.5625226794397271,-0.3814258412560176,0.0
2018-11-12,-0.0,-0.46093430023851395,-0.0,1.0,-0.569157009661021,-0.37914086780543044,0.0
2018-11-13,-0.0,-0.4515905782402215,-0.0,1.0,-0.5651385342338257,-0.36973486385223014,0.0
2018-11-14,-0.0,-0.4530853559289579,-0.0,1.0,-0.5689118674900666,-0.37163100196275556,0.0
2018-11-15,-0.0,-0.4527035099037106,-0.0,1.0,-0.5698994098391991,-0.36671206365135117,0.0
2018-11-16,-0.0,-0.44789779769282106,-0.0,1.0,-0.5677137954047098,-0.3678377347697588,0.0
2018-11-19,-0.0,-0.4488641786771022,-0.0,1.0,-0.5688412713563042,-0.3684499379593395,0.0
2018-11-20,-0.0,-0.43336654331530505,-0.0,1.0,-0.5607742670082551,-0.3780007590853022,0.0
2018-11-21,-0.0,-0.4297866340821506,-0.0,1.0,-0.5632343265344487,-0.3568239496193252,0.0
2018-11-23,-0.0,-0.41528452959679724,-0.0,1.0,-0.5934848918120293,-0.3742255266418835,0.0
2018-11-26,-0.0,-0.4176790052879806,-0.0,1.0,-0.5917536086894383,-0.3725167929112477,0.0
2018-11-27,-0.0,-0.41624810462471573,-0.0,1.0,-0.586002653525398,-0.3669920394238059,0.0
2018-11-28,-0.0,-0.41281729196786193,-0.0,1.0,-0.5884862417936624,-0.36875785082833645,0.0
2018-11-29,-0.0,-0.39816290186521697,-0.0,1.0,-0.577115943387384,-0.36798200393663894,0.0
2018-11-30,-0.0,-0.3981438080059998,-0.0,1.0,-0.577106965407331,-0.36842598668791604,0.0
2018-12-03,-0.0,-0.39822324316722146,-0.0,1.0,-0.5772115700154704,-0.36857156251465,0.0
2018-12-04,-0.0,-0.3977384464110128,-0.0,1.0,-0.5760640539401601,-0.3673736948073231,0.0
2018-12-06,-0.0,-0.34717453098351336,-0.0,1.0,-0.5815804434337691,-0.34526435474701533,0.0
2018-12-07,-0.0,-0.3481307879587704,-0.0,1.0,-0.584040592504949,-0.3431932467177865,0.0
2018-12-10,-0.0,-0.34824345944971496,-0.0,1.0,-0.5806386191044911,-0.32456001983009214,0.0
2018-12-11,-0.0,-0.3489966178128523,-0.0,1.0,-0.5785343855693348,-0.327260428410372,0.0
2018-12-12,-0.0,-0.3495645110338914,-0.0,1.0,-0.5802834062908976,-0.3265715961911638,0.0
2018-12-13,-0.0,-0.3460469530243803,-0.0,1.0,-0.5879521883543846,-0.32553042456560544,0.0
2018-12-14,-0.0,-0.3406278229448961,-0.0,1.0,-0.5917344173441733,-0.3259936766034327,0.0
2018-12-17,-0.0,-0.3377219634055769,-0.0,1.0,-0.5854882632277811,-0.3273467917988882,0.0
2018-12-18,-0.0,-0.34135430082017215,-0.0,1.0,-0.5899365100883436,-0.3281366501728462,0.0
2018-12-19,-0.0,-0.34210823891263537,-0.0,1.0,-0.590858719497026,-0.3286066445032454,0.0
2018-12-20,-0.0,-0.331382392004142,-0.0,1.0,-0.5952997321207483,-0.3244265358035252,0.0
2018-12-21,-0.0,-0.3294694206368743,-0.0,1.0,-0.595788484346678,-0.31252937095799677,0.0
2018-12-24,-0.0,-0.3190008007829878,-0.0,1.0,-0.5905774535100988,-0.31479669009698374,0.0
