Date,IWF,IWM,KMT,MTUM,SPY,VLUE,VXX
2018-09-24,-0.31971250319238204,-0.9299865007844139,1.0,-0.07205662373672882,-0.6389871939873764,-0.6876573388303112,0.0
2018-09-25,-0.32249945283431825,-0.9278470854308017,1.0,-0.07627489603852047,-0.6369738090026994,-0.6841759684832568,0.0
2018-09-26,-0.32330086461639485,-0.9288241946663747,1.0,-0.07803436576556856,-0.6365692605158513,-0.6814782386633103,0.0
2018-09-27,-0.3222656964200826,-0.9366292463524335,1.0,-0.07649833619775478,-0.63816872051779,-0.6831462317621678,0.0
2018-09-28,-0.32323897300855825,-0.9359227561992539,1.0,-0.07680491551459294,-0.63828542169556,-0.6831614366176578,0.0
2018-10-01,-0.32598586650067735,-0.9346783347369191,1.0,-0.07637948079528395,-0.6405843799201786,-0.6838636446852916,0.0
2018-10-02,-0.32679283962367756,-0.9280301643665116,1.0,-0.07896181864772851,-0.6417615404326975,-0.6852143353955412,0.0
2018-10-03,-0.3264297998463171,-0.9214387646822058,1.0,-0.07819532364887118,-0.6438947638040177,-0.6891214460829156,0.0
2018-10-04,-0.3249678957989359,-0.9294074481746467,1.0,-0.07829756008071913,-0.6418638781874886,-0.6945147679324895,0.0
2018-10-05,-0.3111395646606914,-0.9243460764587526,1.0,-0.06449606731296872,-0.6513993049204317,-0.7068959209804281,0.0
2018-10-08,-0.3103725640744397,-0.9239150305290483,1.0,-0.06332492413440094,-0.6518226024642609,-0.7067383276662645,0.0
2018-10-09,-0.3091773308957952,-0.9244241316270566,1.0,-0.06040219378427787,-0.6533820840950639,-0.7089579524680072,0.0
2018-10-10,-0.30846353690219186,-0.9265615280471295,1.0,-0.05865564052837645,-0.6538475611987267,-0.7116250137216876,0.0
2018-10-11,-0.272740320786537,-0.9287021421651297,1.0,-0.013419928953317306,-0.6473859844271412,-0.7260038035092756,0.0
2018-10-12,-0.2758228477998152,-0.9259970142887609,1.0,-0.008068529181772944,-0.6333617686784674,-0.7112035259827967,0.0
2018-10-15,-0.23070043643127996,-0.9894827216140802,1.0,-0.0,-0.6340416398368749,-0.7230807755598483,0.0
2018-10-16,-0.22967414243302217,-0.9910219265300282,1.0,-0.0,-0.6336159101477269,-0.7226097220731839,0.0
2018-10-17,-0.2079228895244148,-0.9546658192988032,1.0,-0.0,-0.6322776542032976,-0.735833068530876,0.0
2018-10-18,-0.2092924578338814,-0.9590184222622963,1.0,-0.0,-0.6308829249319331,-0.7367844135638768,0.0
2018-10-19,-0.20305591907473564,-0.9641000247586037,1.0,-0.0,-0.631309022742546,-0.7384784069607047,0.0
2018-10-22,-0.20562471184877823,-0.9751037344398341,1.0,-0.0,-0.629215874029152,-0.7365322552044544,0.0
2018-10-23,-0.21301523058898714,-0.9769233500195266,1.0,-0.0,-0.6253417119324032,-0.7350090531473,0.0
2018-10-24,-0.21128762838966486,-0.981305753989409,1.0,-0.0,-0.6260439990048691,-0.735401784127661,0.0
2018-10-25,-0.1864642807408439,-0.952966160701852,1.0,-0.0,-0.6267581116836095,-0.715185907255257,0.0
2018-10-26,-0.169601546854499,-0.941371452247773,1.0,-0.0,-0.6342103445894621,-0.7076168772874802,0.0
2018-10-29,-0.14006963836315373,-0.9612852070189953,1.0,-0.0,-0.6244010066535663,-0.7216878684455477,0.0
2018-10-30,-0.11997238045917487,-0.9639564992232004,1.0,-0.0,-0.627723114103228,-0.7407906093561194,0.0
2018-10-31,-0.12281906855337273,-0.9494436048907818,1.0,-0.0,-0.6254980079681276,-0.7367770298117874,0.0
2018-11-01,-0.11858182317408017,-0.9522240527182867,1.0,-0.0,-0.6248970345963757,-0.7364428885227897,0.0
2018-11-02,-0.1166434054431263,-0.992672714584787,1.0,-0.0,-0.6282274947662246,-0.7516399162595953,0.0
2018-11-05,-0.10942908086564347,-1.017830297521239,1.0,-0.0,-0.6330105233716743,-0.7358668671118413,0.0
2018-11-06,-0.1094443861673485,-1.017203398720235,1.0,-0.0,-0.6334836882408476,-0.7364942830168887,0.0
2018-11-07,-0.10878529493989376,-1.0174377970366228,1.0,-0.0,-0.6321987699189264,-0.7361615879228403,0.0
2018-11-08,-0.10875498635313878,-1.0196304849884528,1.0,-0.0,-0.6340191755896144,-0.7367555462243685,0.0
2018-11-09,-0.10753177632270038,-1.0202738191113132,1.0,-0.0,-0.636716971882769,-0.7369655800273118,0.0
2018-11-12,-0.10658955485453908,-1.0237995092884684,1.0,-0.0,-0.6365930599369085,-0.7381002453557658,0.0
2018-11-13,-0.08523459542303806,-1.0244174300741926,1.0,-0.0,-0.636908286600021,-0.7366679438503605,0.0
2018-11-14,-0.08768565650930897,-1.0238128442925878,1.0,-0.0,-0.6383794714455059,-0.7366641098947074,0.0
2018-11-15,-0.08839179444094378,-1.034341524889729,1.0,-0.0,-0.6543093187705663,-0.7236224882727718,0.0
2018-11-16,-0.09080068740574475,-1.0377722442394697,1.0,-0.0,-0.6558061235226037,-0.7227931119138639,0.0
2018-11-19,-0.0950777111181279,-1.0368031435287512,1.0,-0.0,-0.6541065852717257,-0.7224151843665579,0.0
2018-11-20,-0.0605774938025907,-1.032505848259488,1.0,-0.0,-0.658042666108027,-0.7403721937083202,0.0
2018-11-21,-0.06304837870643316,-1.029547425004335,1.0,-0.0,-0.6556962025316455,-0.7197156233743714,0.0
2018-11-23,-0.06430155210643015,-1.0195052660753878,1.0,-0.0,-0.6599570399113082,-0.7207594235033259,0.0
2018-11-26,-0.0638312610397257,-1.0214387143698265,1.0,-0.0,-0.6586776573269144,-0.7194610882139023,0.0
2018-11-27,-0.06004978220286247,-1.0224365622623246,1.0,-0.0,-0.6568139390168014,-0.7177625665491253,0.0
2018-11-28,-0.05774760106696228,-1.0378286624865765,1.0,-0.0,-0.6527869193196384,-0.715834690130599,0.0
2018-11-29,-0.04754358161648177,-1.031075587404396,1.0,-0.0,-0.6500378970578101,-0.7164955557086748,0.0
2018-11-30,-0.04750258353427489,-1.0315880124009646,1.0,-0.0,-0.6509817430244574,-0.714640027557699,0.0
2018-12-03,-0.04796526653113262,-1.031666724096344,1.0,-0.0,-0.6512525412632232,-0.7148961097136556,0.0
2018-12-04,-0.043343653250773995,-1.0336429308565531,1.0,-0.0,-0.6490884072927416,-0.7138974888200894,0.0
2018-12-06,-0.03404298734866004,-1.016324309617739,1.0,-0.0,-0.6467487416678003,-0.7037817983947762,0.0
2018-12-07,-0.02243162962204241,-1.0224657721328827,1.0,-0.0,-0.6529072347980471,-0.7164464474717471,0.0
2018-12-10,-0.0047840396294913995,-1.0270416991823026,1.0,-0.0,-0.6527669392325179,-0.7083432293963967,0.0
2018-12-11,-0.0,-1.0319409483638342,1.0,-0.0,-0.6474590108170624,-0.7221919858493775,0.0
2018-12-12,-0.0,-1.0320495372890581,1.0,-0.0,-0.6469787697332607,-0.7232920522591181,0.0
2018-12-13,-0.0,-1.0333628378838429,1.0,-0.0,-0.6466943555525294,-0.7243140192006536,0.0
2018-12-14,-0.0,-1.0329202696262,1.0,-0.0,-0.6470347926737932,-0.7244161503370328,0.0
2018-12-17,-0.0,-1.031175711471847,1.0,-0.0,-0.6362154452217619,-0.7286558445968893,0.0
2018-12-18,-0.0,-1.021554054054054,1.0,-0.0,-0.6284121621621622,-0.7284121621621622,0.0
2018-12-19,-0.0,-1.0219728213102561,1.0,-0.0,-0.62903116760192,-0.7294300588195524,0.0
2018-12-20,-0.0,-1.0223890692640694,1.0,-0.0,-0.6295657467532468,-0.7300798160173161,0.0
2018-12-21,-0.0,-1.0246580879876035,1.0,-0.0,-0.631476116688001,-0.7124907363740484,0.0
2018-12-24,-0.0,-0.9970487624924542,1.0,-0.0,-0.6199275605339056,-0.7366691260312562,0.0
2018-12-26,-0.0,-0.9981888311252723,1.0,-0.0,-0.619117893677679,-0.7367097098775783,0.0
2018-12-27,-0.0,-0.9715401785714285,1.0,-0.0,-0.5761554621848739,-0.7348345588235293,0.0
2018-12-28,-0.0,-0.9740511104550078,1.0,-0.0,-0.5742873076796903,-0.7321785913459962,0.0
2018-12-31,-0.0,-0.9711500590783773,1.0,-0.0,-0.5765721412629644,-0.7344098726532755,0.0
2019-01-02,-0.0,-0.9716330684877535,1.0,-0.0,-0.5771225950489197,-0.7344540022325826,0.0
2019-01-03,-0.0,-0.9711172377576472,1.0,-0.0,-0.5807076276749377,-0.7303072075620324,0.0
2019-01-04,-0.0,-0.9728341400770522,1.0,-0.0,-0.5886265599789259,-0.7313378774408112,0.0
2019-01-07,-0.0,-0.957468304924551,1.0,-0.0,-0.5819509174461428,-0.7197144998859303,0.0
2019-01-08,-0.0,-0.948843112369423,1.0,-0.0,-0.5875231865664357,-0.7179211819453936,0.0
2019-01-09,-0.0,-0.9545306388526726,1.0,-0.0,-0.5889178617992177,-0.7160039113428943,0.0
2019-01-10,-0.0,-0.9543054559676684,1.0,-0.0,-0.5890424353040872,-0.7158920539730136,0.0
2019-01-11,-0.0,-0.9447436274029831,1.0,-0.0,-0.592741277456836,-0.7263618264303665,0.0
2019-01-14,-0.0,-0.9439038725266115,1.0,-0.0,-0.5957356494481814,-0.725527329719846,0.0
2019-01-15,-0.0,-0.9430253475061323,1.0,-0.0,-0.5949632052330335,-0.7326246933769419,0.0
2019-01-16,-0.0,-0.942544146500981,1.0,-0.0,-0.5805428384565074,-0.7470241988227599,0.0
2019-01-17,-0.0,-0.9394900294213795,1.0,-0.0,-0.5811703170970905,-0.7483818241255312,0.0
2019-01-18,-0.0,-0.93801747553752,1.0,-0.0,-0.5857904899041135,-0.7487646038550905,0.0
2019-01-22,-0.0,-1.0242951112286385,1.0,-0.0,-0.5113542458599147,-0.7697748983571877,0.0
2019-01-23,-0.0,-1.0042145085285723,1.0,-0.0,-0.5126767106922413,-0.8015862480918563,0.0
2019-01-24,-0.0,-1.0121939096722887,1.0,-0.0,-0.49570893667782234,-0.8056927002220087,0.0
2019-01-25,-0.0,-1.0206621272599201,1.0,-0.0,-0.4631536578002885,-0.8704256532385202,0.0
2019-01-28,-0.0,-1.012688903099862,1.0,-0.0,-0.4824139207700852,-0.8706203089764735,0.0
2019-01-29,-0.0,-0.9984798837955613,1.0,-0.0,-0.49785494713373646,-0.8816673985744687,0.0
2019-01-30,-0.0,-0.9947856707523532,1.0,-0.0,-0.4984763323627006,-0.8926660797724656,0.0
2019-01-31,-0.0,-1.0042390124796527,1.0,-0.0,-0.4832474226804124,-0.9037235485621271,0.0
2019-02-01,-0.0,-1.0021759086118383,1.0,-0.0,-0.4881514976370993,-0.9095297997484105,0.0
2019-02-04,-0.0,-1.0015998366124312,1.0,-0.0,-0.48400163387568934,-0.9183062155354348,0.0
2019-02-05,-0.0,-1.0035075770475055,1.0,-0.0,-0.48608888132130085,-0.9158522050059594,0.0
2019-02-06,-0.0,-0.9880039532426813,1.0,-0.0,-0.4783764441263674,-0.9415874314146473,0.0
2019-02-07,-0.0,-0.9955974198832804,1.0,-0.0,-0.4921675028156036,-0.9250878809596943,0.0
2019-02-08,-0.0,-0.9813084112149533,1.0,-0.0,-0.4975100620779043,-0.932055392591582,0.0
2019-02-11,-0.0,-0.9696265673579555,1.0,-0.0,-0.5045611397724555,-0.9423963920871913,0.0
2019-02-12,-0.0,-0.9678423591392699,1.0,-0.0,-0.5134959460846362,-0.9397215285142485,0.0
2019-02-13,-0.0,-0.9560978935169406,1.0,-0.0,-0.5143499897743542,-0.9380666712113983,0.0
2019-02-14,-0.0,-0.9436571623698139,1.0,-0.0,-0.5358033122759092,-0.9352569574867681,0.0
