Date,IWF,IWM,MTUM,SPY,SYX,VLUE,VXX
2018-09-24,-0.6155095412099066,-1.4173771822980106,-0.13900730816077955,-0.986398700771417,1.0,-0.9168189200162404,0.0
2018-09-25,-0.615040650406504,-1.4202743902439023,-0.1369918699186992,-0.9889735772357723,1.0,-0.920020325203252,0.0
2018-09-26,-0.61474283970087,-1.4210205016024828,-0.13374370453273643,-0.9915551711858371,1.0,-0.9262349290329146,0.0
2018-09-27,-0.6148133075592633,-1.4205921253433718,-0.1340929901312443,-0.9914029911486418,1.0,-0.9261369417031234,0.0
2018-09-28,-0.6112667447664646,-1.426424896857332,-0.13533336728976722,-0.9926654102786125,1.0,-0.9277746651046708,0.0
2018-10-01,-0.6109242841129116,-1.4275450932436564,-0.13599307041679404,-0.9925608886171405,1.0,-0.9282584326913279,0.0
2018-10-02,-0.611147908493402,-1.4265552555153616,-0.13705609619401846,-0.9921536658684464,1.0,-0.9281092372751821,0.0
2018-10-03,-0.6132441539875421,-1.4355662207699376,-0.13882364954559379,-0.9920351271316246,1.0,-0.9260696415807209,0.0
2018-10-04,-0.6155494337312519,-1.42939495969799,-0.1397816549331701,-0.9944393429241913,1.0,-0.9223548617488011,0.0
2018-10-05,-0.596911824461601,-1.4219829337667613,-0.11951442503047541,-1.0054855749695246,1.0,-0.9353921170255993,0.0
2018-10-08,-0.5947576556479416,-1.4188805516122491,-0.11681200567836139,-1.0057797606976273,1.0,-0.9336848509430136,0.0
2018-10-09,-0.5929719588256174,-1.4199077125906394,-0.11196186805942904,-1.0085188377871306,1.0,-0.9373256934232543,0.0
2018-10-10,-0.5943329278183292,-1.4182380373073802,-0.1135948905109489,-1.0092254663422546,1.0,-0.9335462287104622,0.0
2018-10-11,-0.528164184952978,-1.4088460031347962,-0.03178879310344827,-0.9863342476489028,1.0,-0.9429858934169278,0.0
2018-10-12,-0.5356694661646877,-1.399990346558548,-0.023506129935321942,-0.9581523313061105,1.0,-0.9094024519741287,0.0
2018-10-15,-0.5083855421686747,-1.4390361445783133,-0.0,-0.9572530120481928,1.0,-0.9146024096385543,0.0
2018-10-16,-0.5077582883577486,-1.4398130300693908,-0.0,-0.9569198149575945,1.0,-0.9142733230531997,0.0
2018-10-17,-0.47493029629979683,-1.3814564529086526,-0.0,-0.9465998771324606,1.0,-0.9226879637068192,0.0
2018-10-18,-0.47730933207010895,-1.3885836096636666,-0.0,-0.9461392704879203,1.0,-0.9251065845570818,0.0
2018-10-19,-0.4579456817968236,-1.3775491025279578,-0.0,-0.9434263697020956,1.0,-0.9198853491213231,0.0
2018-10-22,-0.45852512916862376,-1.3739314232033817,-0.0,-0.9440582433067167,1.0,-0.9205260685767965,0.0
2018-10-23,-0.4604151014274981,-1.3736851990984222,-0.0,-0.9421957175056348,1.0,-0.9194214876033058,0.0
2018-10-24,-0.4575181796856673,-1.3724137931034484,-0.0,-0.9419657518179685,1.0,-0.9195871452029086,0.0
2018-10-25,-0.4036684782608696,-1.3047554347826087,-0.0,-0.9491847826086957,1.0,-0.8713768115942029,0.0
2018-10-26,-0.3755544603252834,-1.2857206864106814,-0.0,-0.9600340517048255,1.0,-0.8591782785967114,0.0
2018-10-29,-0.3495811798253431,-1.295713776510426,-0.0,-0.9473801461415078,1.0,-0.8628586704687221,0.0
2018-10-30,-0.33123801881324955,-1.2975346618519012,-0.0,-0.9497124515179884,1.0,-0.8795862868351835,0.0
2018-10-31,-0.33604491798930103,-1.2693753039480082,-0.0,-0.9446925151421371,1.0,-0.87094920199832,0.0
2018-11-01,-0.6398389232127096,-1.4530560458958517,-0.0,-1.2594880847308032,1.0,-1.163945278022948,0.0
2018-11-02,-0.6721339005821765,-1.405284370801612,-0.0,-1.3312248096730857,1.0,-1.1892073443797582,0.0
2018-11-05,-0.6664055067435224,-1.4211203760702895,-0.0,-1.3319715708769377,1.0,-1.1767306508478372,0.0
2018-11-06,-0.6979610382234338,-1.4672005452376895,-0.0,-1.3408871471573804,1.0,-1.173567331175101,0.0
2018-11-07,-0.6967441331893858,-1.4704244559349964,-0.0,-1.3401329621001192,1.0,-1.174896300926189,0.0
2018-11-08,-0.6381966470321704,-1.489918441323063,-0.0,-1.334333937471681,1.0,-1.2013479836882646,0.0
2018-11-09,-0.6373881526786725,-1.489636425416242,-0.0,-1.335202174651716,1.0,-1.200928757503681,0.0
2018-11-12,-0.6347312130593864,-1.462200956937799,-0.0,-1.339262594990149,1.0,-1.1928511117365606,0.0
2018-11-13,-0.5903366027641551,-1.4546366473473027,-0.0,-1.3427329469460545,1.0,-1.185187249219795,0.0
2018-11-14,-0.5915296740039008,-1.4536082474226806,-0.0,-1.3428252995263303,1.0,-1.1846196712176094,0.0
2018-11-15,-0.5913474940068015,-1.4598873836204493,-0.0,-1.3531805764620617,1.0,-1.170652840497296,0.0
2018-11-16,-0.5879444444444444,-1.449,-0.0,-1.348,1.0,-1.1706666666666667,0.0
2018-11-19,-0.5952261725922217,-1.4495632337394981,-0.0,-1.347243086852501,1.0,-1.1718132754687587,0.0
2018-11-20,-0.5258244489863558,-1.4353974479368061,-0.0,-1.355631663260233,1.0,-1.207147986521571,0.0
2018-11-21,-0.5300185569260998,-1.4196048466324638,-0.0,-1.344940508678092,1.0,-1.163355528872394,0.0
2018-11-23,-0.5321631051024859,-1.3992586131705191,-0.0,-1.353903183602268,1.0,-1.165994330571304,0.0
2018-11-26,-0.5309247452454907,-1.405155032423301,-0.0,-1.350607596316277,1.0,-1.1625524494577952,0.0
2018-11-27,-0.5142686955109114,-1.4080792765473547,-0.0,-1.3408241728488655,1.0,-1.1518925651161531,0.0
2018-11-28,-0.5123222234285094,-1.4265009228096843,-0.0,-1.3379111931386385,1.0,-1.1515579198784063,0.0
2018-11-29,-0.4826737967914439,-1.4009090909090909,-0.0,-1.320374331550802,1.0,-1.1436898395721926,0.0
2018-11-30,-0.4819747539580659,-1.4014762516046213,-0.0,-1.3208172871202397,1.0,-1.1445228925973472,0.0
2018-12-03,-0.4776957637997433,-1.4040971330765941,-0.0,-1.3219940094137783,1.0,-1.1449507916131794,0.0
2018-12-04,-0.46942474809404494,-1.4043823639174708,-0.0,-1.3168417124273606,1.0,-1.1406408274244284,0.0
2018-12-06,-0.45331885856079407,-1.2993693134822168,-0.0,-1.3224772539288667,1.0,-1.0943961952026469,0.0
2018-12-07,-0.44081993652775614,-1.3116383122626294,-0.0,-1.335622496228084,1.0,-1.114562197596379,0.0
2018-12-10,-0.4020327498588368,-1.3122529644268772,-0.0,-1.331451157538114,1.0,-1.0874698424105538,0.0
2018-12-11,-0.5375473940354253,-1.4341576594420236,-0.0,-1.5373210344632449,1.0,-1.1499632165695206,0.0
2018-12-12,-0.53550178500595,-1.4371281237604125,-0.0,-1.5387317957726527,1.0,-1.1553238510795036,0.0
