Date,IWF,IWM,KNOP,MTUM,SPY,VLUE,VXX
2018-09-24,-0.22786721678397112,-0.5956907477820026,1.0,-0.0,-0.4376129223633471,-0.4354825661354259,0.0
2018-09-25,-0.2264293623571988,-0.5975909471466767,1.0,-0.0,-0.43905798471385743,-0.43765360412671833,0.0
2018-09-26,-0.2266933131684131,-0.5978448741492924,1.0,-0.0,-0.4390191206654424,-0.43707464621367614,0.0
2018-09-27,-0.22995951417004049,-0.5919028340080972,1.0,-0.0,-0.43978407557354926,-0.4374358974358974,0.0
2018-09-28,-0.23516501381889127,-0.5920988457161437,1.0,-0.0,-0.44263805343304613,-0.4397116999945809,0.0
2018-10-01,-0.23637053704557165,-0.591210995743758,1.0,-0.0,-0.44351668609537237,-0.4398568601404289,0.0
2018-10-02,-0.23791710715350628,-0.5854815537665012,1.0,-0.0,-0.4454473990946301,-0.44184218373044915,0.0
2018-10-03,-0.23905842745438752,-0.5905462641181581,1.0,-0.0,-0.44510208514335364,-0.44029648132059085,0.0
2018-10-04,-0.23839312426904563,-0.5943373133516469,1.0,-0.0,-0.44417548344983276,-0.4428971632170153,0.0
2018-10-05,-0.23016066542035818,-0.5904792868947953,1.0,-0.0,-0.4444986317700291,-0.4442547888048986,0.0
2018-10-08,-0.22741534133939198,-0.5872822676620145,1.0,-0.0,-0.4467164340582062,-0.44330844963756355,0.0
2018-10-09,-0.225224494211836,-0.5871470301850049,1.0,-0.0,-0.447527858920264,-0.44487720437087525,0.0
2018-10-10,-0.2253738204039694,-0.5868101560176298,1.0,-0.0,-0.44761106454316846,-0.4441500148716978,0.0
2018-10-11,-0.17516023957129348,-0.575811705369339,1.0,-0.0,-0.4280235368288326,-0.4478827361563518,0.0
2018-10-12,-0.18478684436131246,-0.5724677214038916,1.0,-0.0,-0.41158132647494344,-0.4290390460603226,0.0
2018-10-15,-0.1717579997408991,-0.582666148464827,1.0,-0.0,-0.40816167897396033,-0.42839746081098584,0.0
2018-10-16,-0.16901590920868528,-0.587137897082448,1.0,-0.0,-0.4073431103280302,-0.4275794164896098,0.0
2018-10-17,-0.1528412135439259,-0.5578831874665102,1.0,-0.0,-0.40493990967313925,-0.4359419254420658,0.0
2018-10-18,-0.15199795735988766,-0.5563641006000256,1.0,-0.0,-0.40806842844376356,-0.43686965402783096,0.0
2018-10-19,-0.14129718773752217,-0.548467190271092,1.0,-0.0,-0.4079807448695212,-0.43585001266784895,0.0
2018-10-22,-0.1418903505436849,-0.5494892657085647,1.0,-0.0,-0.407700301624718,-0.4355815780802474,0.0
2018-10-23,-0.1437621955855148,-0.5495045741364892,1.0,-0.0,-0.406147842173285,-0.43473302754618487,0.0
2018-10-24,-0.1423833514772526,-0.5484442644117572,1.0,-0.0,-0.4059343274513279,-0.434947720195448,0.0
2018-10-25,-0.12619053509140837,-0.5252455285357347,1.0,-0.0,-0.40392845657175375,-0.41847463077950675,0.0
2018-10-26,-0.11312938177182917,-0.5162769034661959,1.0,-0.0,-0.4094474677648674,-0.4125116438691965,0.0
2018-10-29,-0.1005049642621911,-0.5206986558680751,1.0,-0.0,-0.403068816627229,-0.41514404898397284,0.0
2018-10-30,-0.09882685788151509,-0.5206214482573597,1.0,-0.0,-0.40306333991853854,-0.4164532572376284,0.0
2018-10-31,-0.10497183919207613,-0.502864633909497,1.0,-0.0,-0.4050301029326082,-0.414765002913187,0.0
2018-11-01,-0.11986301369863014,-0.4971379647749511,1.0,-0.0,-0.41042074363992176,-0.41876223091976517,0.0
2018-11-02,-0.12312034648888023,-0.4803396758966373,1.0,-0.0,-0.41447272373351496,-0.41530001459925053,0.0
2018-11-05,-0.12656497864551555,-0.4739719341061623,1.0,-0.0,-0.4158877364246492,-0.4240634533251983,0.0
2018-11-06,-0.12561353813093698,-0.47324851651974315,1.0,-0.0,-0.417205929037142,-0.42587482601157484,0.0
2018-11-07,-0.12499389797412741,-0.47378569685135463,1.0,-0.0,-0.41623138882108857,-0.42579936538930924,0.0
2018-11-08,-0.10427010923535253,-0.4759125148351781,1.0,-0.0,-0.4100806549277012,-0.4318066219391091,0.0
2018-11-09,-0.10395020465499286,-0.47584102303276904,1.0,-0.0,-0.41056940105112744,-0.4316161689554119,0.0
2018-11-12,-0.10383371155424655,-0.46192844382212356,1.0,-0.0,-0.41813529042537784,-0.43025445415479696,0.0
2018-11-13,-0.08550977904388002,-0.45893280348550497,1.0,-0.0,-0.4205826730184569,-0.42886553515428627,0.0
2018-11-14,-0.0847213900539245,-0.46046734571599757,1.0,-0.0,-0.4214020371479928,-0.4300299580587178,0.0
2018-11-15,-0.08418886256491254,-0.46090889511091965,1.0,-0.0,-0.4232416780338382,-0.4247493239524254,0.0
2018-11-16,-0.08165214277187538,-0.4545302614301062,1.0,-0.0,-0.4225379013966814,-0.428769249134535,0.0
2018-11-19,-0.08317616444242844,-0.45405495738534624,1.0,-0.0,-0.4216821448182014,-0.4284622914030606,0.0
2018-11-20,-0.06580540976988292,-0.4496188463273884,1.0,-0.0,-0.4228074758365195,-0.43655750552138495,0.0
2018-11-21,-0.06641012323528023,-0.44629113744747156,1.0,-0.0,-0.42069974975211294,-0.42742811275319886,0.0
2018-11-23,-0.06557104124054607,-0.46270751082148126,1.0,-0.0,-0.42013509013937117,-0.42995766541407027,0.0
