Date,EC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5843850160256411,-1.206580528846154,-0.16015625,-1.062850560897436,-0.9940404647435898,0.0
2018-09-25,1.0,-0.6111591915695159,-1.225016545334216,-0.17996232754670877,-1.0761085373924555,-0.9986254645420761,0.0
2018-09-26,1.0,-0.613143148242486,-1.227712684666327,-0.1835455934793683,-1.075904228222109,-0.993937850229241,0.0
2018-09-27,1.0,-0.6155098717687767,-1.2192143293303481,-0.18578261754528802,-1.0751068593527375,-0.9929269285568899,0.0
2018-09-28,1.0,-0.6171350030543677,-1.218489106088373,-0.18621462024027693,-1.0754428833231522,-0.9932803909590714,0.0
2018-10-01,1.0,-0.6167948260935989,-1.2198910220502115,-0.18689209145999902,-1.0752151550644193,-0.9936853898253298,0.0
2018-10-02,1.0,-0.6240098124393111,-1.190422650380743,-0.19946849287064955,-1.0888741248019624,-1.007870394030766,0.0
2018-10-03,1.0,-0.6247826531655928,-1.1937710954280454,-0.20036821110770175,-1.088421806280045,-1.0066993965429067,0.0
2018-10-04,1.0,-0.6254984152949596,-1.1913914732644924,-0.2011553010939577,-1.0886923627440956,-1.0052141907780392,0.0
2018-10-05,1.0,-0.6138412181086724,-1.1858736059479553,-0.18729948566481644,-1.0945154555176453,-1.0108977949788664,0.0
2018-10-08,1.0,-0.6107611015140738,-1.1806726958642415,-0.1822985468956407,-1.0976018697286862,-1.009399451275277,0.0
2018-10-09,1.0,-0.6140190243654307,-1.1824609593570377,-0.18764942265628975,-1.0963426420468998,-1.0062566763314513,0.0
2018-10-10,1.0,-0.6201182828591822,-1.1825736718670337,-0.19261751809931682,-1.1019169980626082,-1.00112164780259,0.0
2018-10-11,1.0,-0.5497064482707583,-1.172085450688243,-0.10212639992106172,-1.0873748088213528,-1.0223494005624352,0.0
2018-10-12,1.0,-0.5575389105058366,-1.159046692607004,-0.09489299610894941,-1.061624513618677,-0.9906614785992217,0.0
2018-10-15,1.0,-0.5381703470031546,-1.189371511768988,-0.06702256733802474,-1.0628002911914582,-0.9958747876728948,0.0
2018-10-16,1.0,-0.544560241550599,-1.1801889549040616,-0.07767604947891302,-1.0670108113372943,-1.000535696892958,0.0
2018-10-17,1.0,-0.5223873464901801,-1.1294499928322261,-0.06078272088689253,-1.0592058106752043,-1.0066899221101926,0.0
2018-10-18,1.0,-0.5209080047789726,-1.127120669056153,-0.06203106332138591,-1.0618399044205495,-1.0070728793309438,0.0
2018-10-19,1.0,-0.5049537805167101,-1.112585920834321,-0.04598246029864897,-1.068357430670775,-1.0085802322825315,0.0
2018-10-22,1.0,-0.5101043643263757,-1.1022770398481974,-0.03315939278937381,-1.0797912713472486,-1.0185483870967744,0.0
2018-10-23,1.0,-0.5131647611366763,-1.1017126049622847,-0.03989752834574695,-1.0740547464300962,-1.015228426395939,0.0
2018-10-24,1.0,-0.5133807184086246,-1.1161093354958738,-0.04107236559652721,-1.0806659352191956,-1.0190335352764395,0.0
2018-10-25,1.0,-0.4727306256050897,-1.0525102577105712,-0.03563690009681435,-1.0745009450924348,-0.9748282697893136,0.0
2018-10-26,1.0,-0.45552105215088134,-1.0401406521143484,-0.00853959265686364,-1.0935245227874693,-0.9688556032514384,0.0
2018-10-29,1.0,-0.42449221240550145,-1.061116677293014,-0.0,-1.0842062118590037,-0.9843337280262319,0.0
2018-10-30,1.0,-0.4292029348767261,-1.0618876179191543,-0.0,-1.084810645764025,-0.981360798432302,0.0
2018-10-31,1.0,-0.43517974225638706,-1.031878815283744,-0.0,-1.0812570653402667,-0.9735021478634411,0.0
2018-11-01,1.0,-0.4028783490224475,-1.061911658218682,-0.0,-1.0834087617668355,-0.9775524981897177,0.0
2018-11-02,1.0,-0.44058807108960646,-1.0209360751837722,-0.0,-1.1758630315436867,-1.015073974132316,0.0
