Date,IWF,IWM,MTUM,SII,SPY,VLUE,VXX
2018-09-24,-0.5299567319928734,-1.4470348689233903,-0.0,1.0,-1.0576737083227283,-1.055739373886485,0.0
2018-09-25,-0.5330620549338759,-1.4446592065106816,-0.0,1.0,-1.056002034587996,-1.0527466937945065,0.0
2018-09-26,-0.5349547165971303,-1.4467792815711815,-0.0,1.0,-1.056273532105424,-1.0499643838404396,0.0
2018-09-27,-0.5376098329016201,-1.4375539641424147,-0.0,1.0,-1.0551577022703031,-1.0486058205089135,0.0
2018-09-28,-0.536207596993703,-1.43860450944546,-0.0,1.0,-1.0548953889904529,-1.0484968515133049,0.0
2018-10-01,-0.5363747205852469,-1.4397988213777688,-0.0,1.0,-1.055019305019305,-1.0490753911806543,0.0
2018-10-02,-0.5433134950913068,-1.419960323515947,-0.0,1.0,-1.0647031893789105,-1.0587517167709446,0.0
2018-10-03,-0.5419843448205754,-1.4071871505540305,-0.0,1.0,-1.068110196198028,-1.065568770966758,0.0
2018-10-04,-0.5508168354623645,-1.3982899893124332,-0.0,1.0,-1.0795969260522165,-1.060613771693216,0.0
2018-10-05,-0.5197794415216511,-1.3820821529745044,-0.0,1.0,-1.0856434641845407,-1.0712262242007284,0.0
2018-10-08,-0.5137017411052234,-1.3748170577845067,-0.0,1.0,-1.0894272016149382,-1.0687358062074188,0.0
2018-10-09,-0.5114808479759498,-1.4154874825066086,-0.0,1.0,-1.1358005494220702,-1.1204063650028508,0.0
2018-10-10,-0.5179541260216187,-1.4477194832586344,-0.0,1.0,-1.1559715264961772,-1.1512259425257052,0.0
2018-10-11,-0.36946611285584036,-1.4223482929794347,-0.0,1.0,-1.10556174653024,-1.1679667713504205,0.0
2018-10-12,-0.41680819309351036,-1.4676033142915956,-0.0,1.0,-1.1051412691060676,-1.1568112809428233,0.0
2018-10-15,-0.3781125115278205,-1.496311097448509,-0.0,1.0,-1.0945793626396148,-1.1544727943436828,0.0
2018-10-16,-0.3679709769370303,-1.5452189686447266,-0.0,1.0,-1.1053640839595749,-1.1641357864731794,0.0
2018-10-17,-0.33050714397864656,-1.5064112628879467,-0.0,1.0,-1.151201130475742,-1.2455121159784373,0.0
2018-10-18,-0.3292676542951369,-1.5043710411977178,-0.0,1.0,-1.1546877453803066,-1.2464534366329896,0.0
2018-10-19,-0.29232535086346323,-1.490217561433714,-0.0,1.0,-1.1739969739656702,-1.2607606824229143,0.0
2018-10-22,-0.29252657911194496,-1.4794663331248699,-0.0,1.0,-1.1766208046695852,-1.2630289764436107,0.0
2018-10-23,-0.29094231271208565,-1.482067345340642,-0.0,1.0,-1.1811015400678675,-1.2664056382145654,0.0
2018-10-24,-0.2859226841721371,-1.474835886214442,-0.0,1.0,-1.1807856621861,-1.2684693133270812,0.0
2018-10-25,-0.20854776258393373,-1.3525952065872666,-0.0,1.0,-1.1578199284418957,-1.182228103710239,0.0
2018-10-26,-0.17276854714064915,-1.3254443585780524,-0.0,1.0,-1.1682283616692426,-1.163494976816074,0.0
2018-10-29,-0.1347480360222265,-1.3360318068595516,-0.0,1.0,-1.1495497221689979,-1.1698601264610078,0.0
2018-10-30,-0.12307324078506462,-1.3356151268549543,-0.0,1.0,-1.1494494973671614,-1.1788415509813308,0.0
2018-10-31,-0.13527927241559926,-1.297652492738441,-0.0,1.0,-1.1535641159944765,-1.1751345174039332,0.0
2018-11-01,-0.11054106693268728,-1.314854401216094,-0.0,1.0,-1.1508241888746378,-1.1741009928269441,0.0
2018-11-02,-0.11583391977480648,-1.267745718977246,-0.0,1.0,-1.1499413558526859,-1.1580107905231056,0.0
2018-11-05,-0.11225159355080615,-1.2758717660292465,-0.0,1.0,-1.149418822647169,-1.149418822647169,0.0
2018-11-06,-0.11226786719189645,-1.2753235790658413,-0.0,1.0,-1.1507221909585443,-1.1512380416432189,0.0
2018-11-07,-0.11173342118887374,-1.283804772438462,-0.0,1.0,-1.15428060432061,-1.1567280086600462,0.0
2018-11-08,-0.06265082606274364,-1.2811861889734546,-0.0,1.0,-1.13397995173566,-1.1630313718210505,0.0
2018-11-09,-0.06272617611580217,-1.2805511737960469,-0.0,1.0,-1.133849865454208,-1.1623828523707895,0.0
2018-11-12,-0.06365665395703525,-1.254254626615828,-0.0,1.0,-1.1639542453268854,-1.1679996280107878,0.0
2018-11-13,-0.034425853770341505,-1.2391473756589502,-0.0,1.0,-1.1545267018106806,-1.1559019023607608,0.0
2018-11-14,-0.03412374443883869,-1.2403338990047241,-0.0,1.0,-1.1552538641471357,-1.156859147823694,0.0
2018-11-15,-0.033178622305960206,-1.243003538440329,-0.0,1.0,-1.1574835715270437,-1.161665364643169,0.0
2018-11-16,-0.027100022888532842,-1.2262760357061113,-0.0,1.0,-1.1544518196383613,-1.1698786907759213,0.0
2018-11-19,-0.028925808961508537,-1.2255023113185959,-0.0,1.0,-1.1531420202297589,-1.1692983660579432,0.0
2018-11-20,-0.0,-1.202181094167157,-0.0,1.0,-1.1417711208651975,-1.181139418073216,0.0
2018-11-21,-0.0,-1.1887575284407763,-0.0,1.0,-1.1360249832701315,-1.1365157260762881,0.0
2018-11-23,-0.0,-1.1748709275413922,-0.0,1.0,-1.139531778529464,-1.136327220936443,0.0
2018-11-26,-0.0,-1.1776661033531974,-0.0,1.0,-1.1362625633727652,-1.1332384594859022,0.0
2018-11-27,-0.0,-1.2197712787596617,-0.0,1.0,-1.1536862089228406,-1.1467703295213125,0.0
2018-11-28,-0.0,-1.2246190023967802,-0.0,1.0,-1.1518111518111518,-1.1457965902410348,0.0
2018-11-29,-0.0,-1.2036703039047705,-0.0,1.0,-1.143746054648751,-1.1615564974298855,0.0
2018-11-30,-0.0,-1.2054732658959537,-0.0,1.0,-1.1449602601156068,-1.1654624277456647,0.0
2018-12-03,-0.0,-1.2989130434782608,-0.0,1.0,-1.2533666794921123,-1.2572624086186994,0.0
2018-12-04,-0.0,-1.2948153816720873,-0.0,1.0,-1.2398603405395066,-1.2481346852879283,0.0
2018-12-06,-0.0,-1.170773269469903,-0.0,1.0,-1.2386588679592871,-1.1960576613088933,0.0
2018-12-07,-0.0,-1.1807083507403795,-0.0,1.0,-1.2481084342942024,-1.2130622475978277,0.0
2018-12-10,-0.0,-1.1812588953675223,-0.0,1.0,-1.2356181993480555,-1.174234424498416,0.0
2018-12-11,-0.0,-1.1891717395314516,-0.0,1.0,-1.2321527393469838,-1.190370780298838,0.0
2018-12-12,-0.0,-1.1926223824712245,-0.0,1.0,-1.233809457772847,-1.1960893080016641,0.0
2018-12-13,-0.0,-1.184998846065082,-0.0,1.0,-1.238956842834064,-1.191783983383337,0.0
2018-12-14,-0.0,-1.1788332949043119,-0.0,1.0,-1.241411113673046,-1.191238183075859,0.0
2018-12-17,-0.0,-1.16986929603302,-0.0,1.0,-1.2065581288695253,-1.2096766796606284,0.0
2018-12-18,-0.0,-1.1414612078715223,-0.0,1.0,-1.1831259895951143,-1.1992761818593078,0.0
2018-12-19,-0.0,-1.141822789392705,-0.0,1.0,-1.183500769300389,-1.1999275952574893,0.0
2018-12-20,-0.0,-1.1162006652881418,-0.0,1.0,-1.1905960622134315,-1.1883934190416254,0.0
2018-12-21,-0.0,-1.109117620870804,-0.0,1.0,-1.184222242008726,-1.1585789333095897,0.0
2018-12-24,-0.0,-1.0663794619307192,-0.0,1.0,-1.1579919113768244,-1.1716194830314752,0.0
2018-12-26,-0.0,-1.0735255910626136,-0.0,1.0,-1.1125833549839785,-1.143976790508357,0.0
2018-12-27,-0.0,-0.9902662467792729,-0.0,1.0,-0.9658909656046787,-1.1336550652325057,0.0
2018-12-28,-0.0,-0.9935454879692798,-0.0,1.0,-0.9624576167327097,-1.1290902406144043,0.0
2018-12-31,-0.0,-1.0071020977872656,-0.0,1.0,-0.9663779301284946,-1.1317377560655197,0.0
2019-01-02,-0.0,-1.0045482483097725,-0.0,1.0,-0.9614423273919279,-1.1315304240934236,0.0
2019-01-03,-0.0,-1.0094630734416787,-0.0,1.0,-0.9927586916272373,-1.1121579921826785,0.0
2019-01-04,-0.0,-1.013185826257348,-0.0,1.0,-0.9535842586544742,-1.1155290659699542,0.0
2019-01-07,-0.0,-0.9593344925703446,-0.0,1.0,-0.920803035093266,-1.0718068289598484,0.0
