Date,FLXN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-16,1.0,-0.7476444817859929,-1.8824341355098122,-0.0,-1.165096321190662,-1.2060853387745305,0.0
2018-10-17,1.0,-0.7132292522596549,-1.8161169151308838,-0.0,-1.1411550651484916,-1.1986735532339476,0.0
2018-10-18,1.0,-0.7237536309206236,-1.8431442290592208,-0.0,-1.1483786827909181,-1.2127571284604897,0.0
2018-10-19,1.0,-0.6904761904761905,-1.8300838946000235,-0.0,-1.1639489542715349,-1.2235613848517075,0.0
2018-10-22,1.0,-0.6917061611374408,-1.8120260663507106,-0.0,-1.1811018957345971,-1.2393364928909951,0.0
2018-10-23,1.0,-0.6913821535454713,-1.8672815000305383,-0.0,-1.2505344164172723,-1.298418127404874,0.0
2018-10-24,1.0,-0.6882633121641427,-1.869198827552516,-0.0,-1.2504885197850513,-1.2985466536394725,0.0
2018-10-25,1.0,-0.6176074875694647,-1.7699912255045336,-0.0,-1.2369113775957883,-1.225153553670664,0.0
2018-10-26,1.0,-0.5755966621929159,-1.759992997607516,-0.0,-1.2764194433097975,-1.2233179669720489,0.0
2018-10-29,1.0,-0.5406110499159371,-1.7719288074670996,-0.0,-1.2577540726998666,-1.2270856281523566,0.0
2018-10-30,1.0,-0.5619103086779266,-1.7792079207920792,-0.0,-1.2643564356435644,-1.2186371578334305,0.0
2018-10-31,1.0,-0.5740933843123623,-1.7380373073803732,-0.0,-1.267408179816939,-1.213532614992469,0.0
2018-11-01,1.0,-0.5140670982931136,-1.8279576221306653,-0.0,-1.2977633902295467,-1.246027074749853,0.0
2018-11-02,1.0,-0.5171903662938636,-1.844251139120658,-0.0,-1.3014379549085744,-1.2546304515060063,0.0
2018-11-05,1.0,-0.5100917431192661,-1.8661142349807638,-0.0,-1.3036993193252444,-1.2389464338561706,0.0
2018-11-06,1.0,-0.5222828019438189,-1.8776223776223777,-0.0,-1.2980324759985777,-1.2283394571530166,0.0
2018-11-07,1.0,-0.5244805349892525,-1.8955099116312397,-0.0,-1.308992118461906,-1.2419393360401243,0.0
2018-11-08,1.0,-0.4702929364516891,-1.897590361445783,-0.0,-1.2885069690526814,-1.2496456413890857,0.0
2018-11-09,1.0,-0.5667613636363636,-2.141436688311688,-0.0,-1.5679112554112555,-1.4879599567099568,0.0
2018-11-12,1.0,-0.5658125421443021,-2.104450438300742,-0.0,-1.5879973027646663,-1.4847606203641268,0.0
2018-11-13,1.0,-0.5148672919576931,-2.0913989223707845,-0.0,-1.578926362003592,-1.4668396195037585,0.0
2018-11-14,1.0,-0.5180426098535287,-2.0912117177097205,-0.0,-1.581225033288948,-1.467376830892144,0.0
2018-11-15,1.0,-0.5153125622799442,-2.0916096459177576,-0.0,-1.5838703248521888,-1.4524015146482427,0.0
2018-11-16,1.0,-0.5190041935698595,-2.096518671370565,-0.0,-1.587099780336817,-1.4538374492444917,0.0
2018-11-19,1.0,-0.531823949776264,-2.099779603285915,-0.0,-1.5888599479062313,-1.4582915915314232,0.0
2018-11-20,1.0,-0.47443613995634637,-2.0824789999338584,-0.0,-1.5839010516568557,-1.4733117269660694,0.0
2018-11-21,1.0,-0.4843862520458265,-2.070900163666121,-0.0,-1.5776104746317512,-1.413747954173486,0.0
2018-11-23,1.0,-0.48565828160731783,-2.051159751715126,-0.0,-1.5830120875530873,-1.4139823587063052,0.0
2018-11-26,1.0,-0.4845576232451844,-2.0549787789748613,-0.0,-1.5795625204048316,-1.4105125693764282,0.0
2018-11-27,1.0,-0.4628163530175211,-2.0611291369240754,-0.0,-1.5676184295911748,-1.3976638546398443,0.0
2018-11-28,1.0,-0.46213793999220676,-2.070918301078062,-0.0,-1.5646187816599557,-1.3966099493440705,0.0
2018-11-29,1.0,-0.3896704567354018,-2.0495920858225736,-0.0,-1.5670970643026916,-1.417421468491039,0.0
2018-11-30,1.0,-0.3887711183914691,-2.050170231900816,-0.0,-1.5674824950215198,-1.417421468491039,0.0
2018-12-03,1.0,-0.39228337312084655,-2.057745661010388,-0.0,-1.5764242854377701,-1.4255113233111814,0.0
2018-12-04,1.0,-0.37458215479557727,-2.0649910002571357,-0.0,-1.5681409102597068,-1.4206736950372847,0.0
2018-12-06,1.0,-0.34936394663357123,-1.9373254731616507,-0.0,-1.5623332299100219,-1.3563760471610302,0.0
2018-12-07,1.0,-0.3528791263340779,-1.937205261851576,-0.0,-1.5622983370563415,-1.3526309257880367,0.0
2018-12-10,1.0,-0.3074807480748075,-1.9356435643564358,-0.0,-1.550788412174551,-1.3177484415108178,0.0
2018-12-11,1.0,-0.2898435102792267,-1.9496778152807608,-0.0,-1.5532985578398282,-1.3440319116293342,0.0
2018-12-12,1.0,-0.29125498619208345,-1.9491254986192081,-0.0,-1.5534212948757287,-1.3430500153421294,0.0
2018-12-13,1.0,-0.2904353157572042,-1.940343347639485,-0.0,-1.5613120784794605,-1.3391171060698959,0.0
2018-12-14,1.0,-0.29009274614581415,-1.9514771819912782,-0.0,-1.5585651986978684,-1.3419937350285607,0.0
2018-12-17,1.0,-0.26042875465705734,-1.9494289378855436,-0.0,-1.5355768643498442,-1.3621816405057108,0.0
2018-12-18,1.0,-0.23537949803447236,-1.9273661929241002,-0.0,-1.5243423042032054,-1.360689446628364,0.0
2018-12-19,1.0,-0.24089534180278283,-1.926194797338173,-0.0,-1.5224440411373261,-1.3600725952813066,0.0
2018-12-20,1.0,-0.23648282913333735,-1.8974559451494557,-0.0,-1.5317255067059603,-1.3487099296325253,0.0
2018-12-21,1.0,-0.22601635723240404,-1.8948122500149247,-0.0,-1.5283863649931348,-1.3205181780192228,0.0
2018-12-24,1.0,-0.19946777054997045,-1.8662921348314605,-0.0,-1.515198107628622,-1.3326434062684802,0.0
2018-12-26,1.0,-0.19729524032550788,-1.887008957321,-0.0,-1.467302851121129,-1.3027925765470407,0.0
2018-12-27,1.0,-0.10940809274328393,-1.8123397614535728,-0.0,-1.3443317355924647,-1.3074350685542304,0.0
2018-12-28,1.0,-0.09572027972027973,-1.835076923076923,-0.0,-1.3535104895104895,-1.3100979020979022,0.0
2018-12-31,1.0,-0.0939721273856831,-1.839200761179829,-0.0,-1.3538366821514525,-1.3099569037891086,0.0
2019-01-02,1.0,-0.08112227616574462,-1.8562718753528284,-0.0,-1.3695946708817885,-1.338263520379361,0.0
2019-01-03,1.0,-0.050418229016440726,-1.902163253533314,-0.0,-1.3890395154312085,-1.4271127776175367,0.0
2019-01-04,1.0,-0.0,-1.9232798165137615,-0.0,-1.3660550458715597,-1.4446100917431193,0.0
2019-01-07,1.0,-0.0,-1.8614198737641736,-0.0,-1.3304474110484277,-1.393732893928392,0.0
2019-01-08,1.0,-0.0,-1.8429112373315517,-0.0,-1.3375654304488251,-1.388072168392917,0.0
2019-01-09,1.0,-0.0,-1.8181564868479716,-0.0,-1.343568880962996,-1.4111680784663398,0.0
2019-01-10,1.0,-0.0,-1.8132395624023216,-0.0,-1.3563853538736323,-1.4119223040857334,0.0
2019-01-11,1.0,-0.0,-1.7886269690537369,-0.0,-1.363478940900458,-1.4338621383085686,0.0
2019-01-14,1.0,-0.0,-1.783315698613354,-0.0,-1.3653728351060868,-1.4201704070835885,0.0
2019-01-15,1.0,-0.0,-1.77693508811064,-0.0,-1.3666629489181352,-1.4330247602052195,0.0
2019-01-16,1.0,-0.0,-1.7906074240719907,-0.0,-1.4058492688413946,-1.427840269966254,0.0
2019-01-17,1.0,-0.0,-1.7868666855363713,-0.0,-1.4281347296914804,-1.4459099915086329,0.0
2019-01-18,1.0,-0.010844129901261343,-1.7731293875920324,-0.0,-1.4367901375492267,-1.4866731350950286,0.0
2019-01-22,1.0,-0.0,-1.8792861322410768,-0.0,-1.5069631363370393,-1.4651258045640725,0.0
2019-01-23,1.0,-0.0,-1.8809965237543453,-0.0,-1.4878331402085745,-1.4249130938586325,0.0
2019-01-24,1.0,-0.0,-1.9089425206948816,-0.0,-1.4721930745015739,-1.4484085344526056,0.0
2019-01-25,1.0,-0.0,-1.8836805555555556,-0.0,-1.5730962643678161,-1.5298730842911878,0.0
2019-01-28,1.0,-0.0,-1.8352709712037203,-0.0,-1.6155130268884517,-1.511119060394682,0.0
2019-01-29,1.0,-0.0,-1.8377681889008748,-0.0,-1.6404171161452714,-1.5149226896799712,0.0
2019-01-30,1.0,-0.0,-1.838441967530894,-0.0,-1.6630724497213472,-1.5561545917131088,0.0
2019-01-31,1.0,-0.0,-1.8598068395796636,-0.0,-1.6351819231002855,-1.5792382919273522,0.0
2019-02-01,1.0,-0.0,-1.8600292112950343,-0.0,-1.6550632911392404,-1.5705939629990262,0.0
2019-02-04,1.0,-0.0,-1.890943488343708,-0.0,-1.6772854876113754,-1.5345416819235933,0.0
2019-02-05,1.0,-0.0,-1.887989285931698,-0.0,-1.656175808120777,-1.5434345893955073,0.0
2019-02-06,1.0,-0.0,-1.848437121395687,-0.0,-1.6475648170583959,-1.561667070511267,0.0
2019-02-07,1.0,-0.0,-1.8406870182678885,-0.0,-1.6415609637676762,-1.5868179887115375,0.0
2019-02-08,1.0,-0.0,-1.8371951219512195,-0.0,-1.6565243902439024,-1.603841463414634,0.0
2019-02-11,1.0,-0.0,-1.8338326098917896,-0.0,-1.6713945099957206,-1.6083633918200158,0.0
2019-02-12,1.0,-0.0,-1.8405246383917628,-0.0,-1.687239519490071,-1.6011890169159106,0.0
2019-02-13,1.0,-0.0,-1.8647721705046543,-0.0,-1.6748530132288093,-1.5848236158745712,0.0
2019-02-14,1.0,-0.0,-1.8286857494613726,-0.0,-1.7292089873807324,-1.5978454909202833,0.0
2019-02-15,1.0,-0.0,-1.8494265630780615,-0.0,-1.7234554199038106,-1.5931064249599212,0.0
2019-02-19,1.0,-0.0,-1.8278410840776103,-0.0,-1.7414228518632586,-1.5903295349553432,0.0
2019-02-20,1.0,-0.0,-1.8309885227693445,-0.0,-1.754720473898556,-1.5847834135505368,0.0
2019-02-21,1.0,-0.0,-1.8225895996545556,-0.0,-1.7565233483437173,-1.5895379680463884,0.0
2019-02-22,1.0,-0.0,-1.8121686598446554,-0.0,-1.7677228455184317,-1.5846381457280236,0.0
2019-02-25,1.0,-0.0,-1.8027542765392455,-0.0,-1.7842895078120178,-1.5884641511764344,0.0
2019-02-26,1.0,-0.0,-1.7887592137592139,-0.0,-1.783968058968059,-1.569840294840295,0.0
2019-02-27,1.0,-0.0,-1.7952073732718892,-0.0,-1.7782488479262673,-1.5708755760368662,0.0
2019-02-28,1.0,-0.0,-1.801399717600835,-0.0,-1.7810178648167474,-1.5566333108232548,0.0
2019-03-01,1.0,-0.0,-1.7765199926967317,-0.0,-1.771225123242651,-1.5383117278315377,0.0
2019-03-04,1.0,-0.0,-1.8078567937438907,-0.0,-1.7606304985337244,-1.5409946236559142,0.0
2019-03-05,1.0,-0.0,-1.7976307390130126,-0.0,-1.7828382027989196,-1.557512889761846,0.0
2019-03-06,1.0,-0.0,-1.7947962690230734,-0.0,-1.784057437407953,-1.557621502209131,0.0
2019-03-07,1.0,-0.0,-1.7533459634541342,-0.0,-1.8022978671392778,-1.555643830593412,0.0
2019-03-08,1.0,-0.0,-1.739909759564868,-0.0,-1.8715619012299898,-1.5693800605723471,0.0
2019-03-11,1.0,-0.0,-1.7375593898474622,-0.0,-1.873968492123031,-1.6399724931232809,0.0
2019-03-12,1.0,-0.0,-1.6722501751480798,-0.0,-1.9467549837589961,-1.7500796127635183,0.0
2019-03-13,1.0,-0.0,-1.704557157569516,-0.0,-1.9660144181256436,-1.7660916580844492,0.0
2019-03-14,1.0,-0.0,-1.7191802753762409,-0.0,-1.9290425872558434,-1.7559398014729426,0.0
2019-03-15,1.0,-0.0,-1.711272586971899,-0.0,-1.9421259083017168,-1.7770561378689471,0.0
2019-03-18,1.0,-0.0,-1.7519531250000002,-0.0,-1.961328125,-1.7971354166666669,0.0
2019-03-19,1.0,-0.0,-1.7246589315313017,-0.0,-1.9236899145735051,-1.7268264694632156,0.0
2019-03-20,1.0,-0.0,-1.720138488170802,-0.0,-1.9346028082323525,-1.756748092581907,0.0
2019-03-21,1.0,-0.0,-1.7198911461299917,-0.0,-1.9391810644895893,-1.6697044490855009,0.0
2019-03-22,1.0,-0.0,-1.6997147385103009,-0.0,-1.98459587955626,-1.6548335974643422,0.0
2019-03-25,1.0,-0.0,-1.4998420021487706,-0.0,-2.1172344056120833,-1.7029008405485686,0.0
2019-03-26,1.0,-0.0,-1.4810380533264302,-0.0,-2.161856070411597,-1.8286953145223919,0.0
2019-03-27,1.0,-0.0,-1.4582874894828812,-0.0,-2.1764934308458996,-1.837227363924665,0.0
2019-03-28,1.0,-0.0,-1.4560539279232565,-0.0,-2.1733212341197823,-1.8522815659839256,0.0
2019-03-29,1.0,-0.0,-1.4494425719471091,-0.0,-2.1737101374124967,-1.8585688358828105,0.0
2019-04-01,1.0,-0.0,-1.449330037726031,-0.0,-2.177312345518408,-1.8778457135423445,0.0
2019-04-02,1.0,-0.0,-1.4754364332532934,-0.0,-2.203841910571744,-1.810435459796223,0.0
2019-04-03,1.0,-0.0,-1.4763171554632755,-0.0,-2.2045808460939527,-1.8075525564495198,0.0
2019-04-04,1.0,-0.0,-1.4783906554185595,-0.0,-2.200519143413368,-1.810382868267359,0.0
2019-04-05,1.0,-0.0,-1.4661110749397746,-0.0,-2.22657725112312,-1.8181522234520475,0.0
2019-04-08,1.0,-0.0,-1.4583658600052043,-0.0,-2.2284022898777,-1.8185011709601875,0.0
2019-04-09,1.0,-0.0,-1.4337223707374323,-0.0,-2.2865619091086913,-1.7998956771206887,0.0
2019-04-10,1.0,-0.0,-1.4251835488272366,-0.0,-2.3038788902605423,-1.7683061529465274,0.0
2019-04-11,1.0,-0.0,-1.3408427766845354,-0.0,-2.539526362217548,-1.9052724435095336,0.0
2019-04-12,1.0,-0.0,-1.3359766842890064,-0.0,-2.538836925579504,-1.9030093533956893,0.0
2019-04-15,1.0,-0.0,-1.351630323330371,-0.0,-2.5414587463257914,-1.9426481646045526,0.0
2019-04-16,1.0,-0.0,-1.34688013136289,-0.0,-2.551108374384236,-1.94376026272578,0.0
2019-04-17,1.0,-0.0,-1.307308402269775,-0.0,-2.588979284884118,-1.940384220961236,0.0
2019-04-18,1.0,-0.0,-1.3165925419089977,-0.0,-2.5831679781046866,-1.9425932261375298,0.0
2019-04-22,1.0,-0.0,-1.3226294437186275,-0.0,-2.595956817712989,-1.9575053290242728,0.0
2019-04-23,1.0,-0.0,-1.3315912529225693,-0.0,-2.6017741713656997,-1.943267776096823,0.0
2019-04-24,1.0,-0.0,-1.3341580756013747,-0.0,-2.5969072164948455,-1.9417869415807563,0.0
2019-04-25,1.0,-0.0,-1.3408605851979347,-0.0,-2.6178313253012053,-1.925989672977625,0.0
2019-04-26,1.0,-0.0,-1.3112532672994908,-0.0,-2.6395652772045675,-1.9277066996835877,0.0
2019-04-29,1.0,-0.0,-1.3120966634628586,-0.0,-2.6328436084031304,-1.9203624879857202,0.0
2019-04-30,1.0,-0.0,-1.325280591294826,-0.0,-2.6220229947987956,-1.8963865316178485,0.0
2019-05-01,1.0,-0.0,-1.35519801980198,-0.0,-2.632425742574257,-1.8879950495049502,0.0
2019-05-02,1.0,-0.0,-1.34913112164297,-0.0,-2.6219520571467823,-1.8975204340957483,0.0
2019-05-03,1.0,-0.0,-1.3680407404858579,-0.0,-2.6181267634711998,-1.895602504989333,0.0
2019-05-06,1.0,-0.0,-1.2819515523712044,-0.0,-2.6096895257591264,-1.931968611395428,0.0
2019-05-07,1.0,-0.0,-1.2936556716519838,-0.0,-2.6030185071365155,-1.932527487536707,0.0
2019-05-08,1.0,-0.0,-1.3054616736514804,-0.0,-2.5425172367175883,-1.9115181830471812,0.0
2019-05-09,1.0,-0.0,-1.3122460037930102,-0.0,-2.5468707667298838,-1.9141154158764564,0.0
2019-05-10,1.0,-0.0,-1.4367288594643393,-0.0,-2.9068612699368037,-2.1796569365031595,0.0
2019-05-13,1.0,-0.0,-1.4345401772074549,-0.0,-2.982966697219676,-2.2207454934311026,0.0
2019-05-14,1.0,-0.0,-1.307190033023116,-0.0,-2.999699789852897,-2.1984389072350647,0.0
2019-05-15,1.0,-0.0,-1.3182706766917294,-0.0,-3.030451127819549,-2.1700751879699247,0.0
2019-05-16,1.0,-0.0,-1.322725908135695,-0.0,-3.0241669168417893,-2.1584359051335937,0.0
2019-05-17,1.0,-0.0,-1.3014090874839876,-0.0,-3.047848692638083,-2.1859694069776205,0.0
2019-05-20,1.0,-0.0,-1.3003842386800273,-0.0,-3.0478414827092597,-2.185866043848414,0.0
2019-05-21,1.0,-0.0,-1.2986220917099616,-0.005722460658082976,-3.0400572246065805,-2.185151720502974,0.0
2019-05-22,1.0,-0.0,-1.2848758465011287,-0.011361926260346126,-3.0442437923250565,-2.183972911963883,0.0
2019-05-23,1.0,-0.0,-1.2701404009310007,-0.02537728057661987,-3.049102785494407,-2.163375628800961,0.0
2019-05-24,1.0,-0.0,-1.217836585183524,-0.05045974433729536,-3.042311430066532,-2.164909920011961,0.0
2019-05-28,1.0,-0.0,-1.2142910475621593,-0.05458075113865452,-3.0383035914283583,-2.1594116329425823,0.0
2019-05-29,1.0,-0.0,-1.2281654515697067,-0.05631602440113078,-3.033625948519565,-2.1211873233149827,0.0
2019-05-30,1.0,-0.0,-1.2288520199389927,-0.045681124916300865,-3.0421843612826427,-2.123205118666766,0.0
2019-05-31,1.0,-0.0,-1.2532816229116945,-0.026327565632458236,-3.043332338902148,-2.1352923627684963,0.0
2019-06-03,1.0,-0.0,-1.2584178198771554,-0.0609783171760527,-3.02427292237105,-2.056612151261748,0.0
2019-06-04,1.0,-0.0,-1.246504401864319,-0.061478138640230814,-3.032033735296293,-2.0580750166457054,0.0
2019-06-05,1.0,-0.0,-1.202160046390258,-0.09778196578718469,-2.996013337199188,-1.9524499855030444,0.0
2019-06-06,1.0,-0.0,-1.2270183852917664,-0.04403749727490735,-2.983431436668847,-2.0123537533609475,0.0
2019-06-07,1.0,-0.0,-1.2577596859780475,-0.04732136366940467,-2.9579850258050446,-2.0059606018754086,0.0
2019-06-10,1.0,-0.0,-1.2615128000580171,-0.0567118717818551,-2.9331351076945387,-2.000725215751686,0.0
2019-06-11,1.0,-0.0,-1.2598701014376412,-0.10559731445668831,-2.9380427643581695,-1.9941618623659052,0.0
2019-06-12,1.0,-0.0,-1.2752253242470872,-0.12039276031362203,-2.9468014948340295,-1.985124935883344,0.0
2019-06-13,1.0,-0.0,-1.2849084249084248,-0.1378021978021978,-2.927252747252747,-1.976043956043956,0.0
2019-06-14,1.0,-0.0,-1.2765412212622638,-0.14680041001610775,-2.932493776541221,-1.9659540196221996,0.0
2019-06-17,1.0,-0.0,-1.2796052631578947,-0.14671052631578949,-2.911038011695906,-1.9725877192982453,0.0
2019-06-18,1.0,-0.0,-1.3448883666274971,-0.1362367802585194,-2.914659224441833,-1.9485164512338424,0.0
2019-06-19,1.0,-0.0,-1.3071637426900584,-0.17448830409356725,-2.900292397660819,-1.9279239766081868,0.0
2019-06-20,1.0,-0.0,-1.3198828268033687,-0.16323690955693884,-2.905162943976565,-1.9349688758696448,0.0
2019-06-21,1.0,-0.0,-1.338984294730662,-0.15998825774255102,-2.8906502275062382,-1.9492881256421548,0.0
2019-06-24,1.0,-0.0,-1.3064112011790716,-0.16418570375829036,-2.900221075902727,-1.998305084745763,0.0
2019-06-25,1.0,-0.0,-1.3382396449704144,-0.15643491124260356,-2.899038461538462,-2.002736686390533,0.0
2019-06-26,1.0,-0.0,-1.3360814022578726,-0.11281937017231135,-2.855540701128936,-2.1228461081402257,0.0
2019-06-27,1.0,-0.0,-1.3270318547186661,-0.1379130693658827,-2.8594075617743373,-2.1183387913069365,0.0
2019-06-28,1.0,-0.0,-1.3206606651290826,-0.13190982813778737,-2.868610966445949,-2.118815564318131,0.0
2019-07-01,1.0,-0.0,-1.3203688555068045,-0.12627351825686026,-2.8753625343942883,-2.1145980516100242,0.0
2019-07-02,1.0,-0.0,-1.3445422010140173,-0.11452430659111244,-2.8656427080226665,-2.13130032806442,0.0
2019-07-03,1.0,-0.0,-1.3614053408921378,-0.10278979561390422,-2.8546919289870205,-2.140459495748172,0.0
2019-07-05,1.0,-0.0,-1.3452132418729497,-0.10244557113033106,-2.856248135997614,-2.1521025946913213,0.0
2019-07-08,1.0,-0.0,-1.3385638496600163,-0.1076739146678622,-2.8667712769932003,-2.159082417992976,0.0
2019-07-09,1.0,-0.0,-1.3314917127071824,-0.10579363894281021,-2.867627295804091,-2.161116918022995,0.0
2019-07-10,1.0,-0.0,-1.3305680119581464,-0.10724962630792227,-2.8758594917787743,-2.1601644245142,0.0
2019-07-11,1.0,-0.0,-1.2998668245042913,-0.14945250073986385,-2.844110683634211,-2.105208641609944,0.0
2019-07-12,1.0,-0.0,-1.3185316755476615,-0.14712847838957963,-2.8375518058022497,-2.0975429248075788,0.0
2019-07-15,1.0,-0.0,-1.3212619417907132,-0.1706287491668518,-2.848922461675183,-2.06487447233948,0.0
2019-07-16,1.0,-0.0,-1.2900426423281215,-0.17887334480436895,-2.897957656916286,-2.114236552704421,0.0
2019-07-17,1.0,-0.0,-1.2848994296007206,-0.18680576403482438,-2.911438006604623,-2.122110477334134,0.0
2019-07-18,1.0,-0.0,-1.2873218304576144,-0.2027006751687922,-2.9051012753188297,-2.1067516879219808,0.0
2019-07-19,1.0,-0.0,-1.2935793579357937,-0.21332133213321333,-2.895889588958896,-2.097959795979598,0.0
2019-07-22,1.0,-0.0,-1.2756602641056423,-0.1996548619447779,-2.899609843937575,-2.1280762304921965,0.0
2019-07-23,1.0,-0.0,-1.291297824456114,-0.19557389347336834,-2.892573143285821,-2.122430607651913,0.0
2019-07-24,1.0,-0.0,-1.2985425838773341,-0.2555791710945802,-2.9218156975861547,-2.1146956125702143,0.0
2019-07-25,1.0,-0.0,-1.278122165104324,-0.25914726338070754,-2.932038100997883,-2.0904142727547623,0.0
2019-07-26,1.0,-0.0,-1.2962740384615385,-0.2551081730769231,-2.8989633413461537,-2.061598557692308,0.0
2019-07-29,1.0,-0.0,-1.2556194458964978,-0.24352176835187814,-2.890150100813979,-2.078410872974386,0.0
2019-07-30,1.0,-0.0,-1.2709849948001783,-0.24023176348239492,-2.8585648492051705,-2.0585351359381963,0.0
2019-07-31,1.0,-0.0,-1.3478838909816087,-0.22209912105768517,-2.8030873772065883,-2.012999482975109,0.0
2019-08-01,1.0,-0.0,-1.38153528500848,-0.1939385001106113,-2.806577686011356,-1.9921097264213552,0.0
2019-08-02,1.0,-0.0,-1.3617397714706967,-0.2213048286030225,-2.801621820862514,-1.9873203096203464,0.0
2019-08-05,1.0,-0.0,-1.3631123919308357,-0.21318259070420453,-2.809502697110766,-2.0035468853912657,0.0
2019-08-06,1.0,-0.0,-1.356016355140187,-0.2153913551401869,-2.700277453271028,-2.0297897196261685,0.0
2019-08-07,1.0,-0.0,-1.3927063619158537,-0.17615373416800115,-2.669748143834619,-2.0404716843790944,0.0
2019-08-08,1.0,-0.0,-1.392377522694876,-0.20961812589091455,-2.786105484282392,-2.114412183959787,0.0
2019-08-09,1.0,-0.0,-1.355904457176873,-0.18959744028573552,-2.753106629957586,-2.1423469008110723,0.0
2019-08-12,1.0,-0.0,-1.3283480109322805,-0.2709535378074704,-2.872077133313088,-2.120482842392955,0.0
2019-08-13,1.0,-0.0,-1.2902515006458475,-0.2697363422232353,-2.891041714155459,-2.147177266165185,0.0
2019-08-14,1.0,-0.0,-1.2991433724075743,-0.2564622783288248,-2.852269311692215,-2.106477306883078,0.0
2019-08-15,1.0,-0.0,-1.3334307849729572,-0.2846806022511329,-2.735126443502412,-1.9556351410612482,0.0
2019-08-16,1.0,-0.0,-1.3275131502045587,-0.28769725306838106,-2.7280829924021037,-1.9624488603156052,0.0
2019-08-19,1.0,-0.0,-1.2780923344947737,-0.2974012775842044,-2.7417973286875728,-1.9417102206736354,0.0
2019-08-20,1.0,-0.0,-1.2899884091567662,-0.30817154447986095,-2.7328310634598667,-1.9132860040567952,0.0
2019-08-21,1.0,-0.0,-1.2906909511419484,-0.34569239664642953,-2.708008094825094,-1.8832032379300376,0.0
2019-08-22,1.0,-0.0,-1.2918051741581154,-0.3364648070530423,-2.711663535192947,-1.8864720335308571,0.0
2019-08-23,1.0,-0.0,-1.2947847442935567,-0.3360300491187518,-2.710343831262641,-1.8821149956659924,0.0
2019-08-26,1.0,-0.0,-1.2464183381088825,-0.3486389684813753,-2.720773638968481,-1.8474928366762176,0.0
2019-08-27,1.0,-0.0,-1.2420172869490678,-0.3392385170369312,-2.7117651260804343,-1.8504178869919279,0.0
2019-08-28,1.0,-0.0,-1.200929235167977,-0.37369549678341674,-2.735239456754825,-1.838170121515368,0.0
2019-08-29,1.0,-0.0,-1.1717913961618036,-0.3776842405650282,-2.742312905757295,-1.8424056502818007,0.0
2019-08-30,1.0,-0.0,-1.18085865069177,-0.3699900156896306,-2.7376979032948223,-1.8430323776921977,0.0
2019-09-03,1.0,-0.0,-1.1769779044903776,-0.368496079828938,-2.7305060584461867,-1.8516037063435495,0.0
2019-09-04,1.0,-0.0,-1.1590990091952384,-0.3788580796920665,-2.7312709387696916,-1.8588637821655145,0.0
2019-09-05,1.0,-0.0,-1.1755307817936518,-0.3651210679542711,-2.736490804516083,-1.8236171270325923,0.0
2019-09-06,1.0,-0.0,-1.1614198182970632,-0.38340728220297204,-2.7421649411930415,-1.755757447707585,0.0
2019-09-09,1.0,-0.0,-1.1604138804814528,-0.3841064264095164,-2.740128105863307,-1.7540648975856972,0.0
2019-09-10,1.0,-0.0,-1.1470091484869809,-0.4201266713581985,-2.747994370161858,-1.7222378606615059,0.0
