Date,IWF,IWM,MTUM,NVG,SPY,VLUE,VXX
2018-09-24,-0.09883857147638653,-0.2388459350001674,-0.0,1.0,-0.18358603608126656,-0.15225758945007867,0.0
2018-09-25,-0.0994545393702105,-0.23854699996653617,-0.0,1.0,-0.183381855904695,-0.1518087206773082,0.0
2018-09-26,-0.09897742297200046,-0.23825542668741945,-0.0,1.0,-0.18352830914963766,-0.1528509983096517,0.0
2018-09-27,-0.09941275869568855,-0.23727225577621255,-0.0,1.0,-0.18353382074919278,-0.15281658329290126,0.0
2018-09-28,-0.09938418287091268,-0.23747448040429733,-0.0,1.0,-0.18360721577027345,-0.152933498443723,0.0
2018-10-01,-0.09939073379753616,-0.2377142474558115,-0.0,1.0,-0.18363350294590253,-0.15305302624531333,0.0
2018-10-02,-0.10187667560321716,-0.22942359249329755,-0.0,1.0,-0.1874162198391421,-0.15688672922252012,0.0
2018-10-03,-0.10154444034976047,-0.2261549800663339,-0.0,1.0,-0.18849877717846497,-0.15891654661797716,0.0
2018-10-04,-0.1048077406804957,-0.2224271795817752,-0.0,1.0,-0.19301393523720087,-0.15667499538845941,0.0
2018-10-05,-0.10804315676257058,-0.22613605808012907,-0.0,1.0,-0.19210473245496099,-0.1542753428340952,0.0
2018-10-08,-0.11179396635145918,-0.2335704463270122,-0.0,1.0,-0.19397993311036787,-0.1583450758025907,0.0
2018-10-09,-0.11761898268103095,-0.2366016637119869,-0.0,1.0,-0.19412246011182324,-0.1562798309014046,0.0
2018-10-10,-0.11678981587344925,-0.23770925410829166,-0.0,1.0,-0.1940751864302657,-0.15788126482483233,0.0
2018-10-11,-0.09090155371681563,-0.2283814482564213,-0.0,1.0,-0.1816041255575638,-0.15729517303132307,0.0
2018-10-12,-0.09125188536953244,-0.2236867991343695,-0.0,1.0,-0.1748475309856384,-0.1496655518394649,0.0
2018-10-15,-0.08869872539555279,-0.22479833761473897,-0.0,1.0,-0.17378143560711423,-0.14892746698954465,0.0
2018-10-16,-0.0907408317363602,-0.22246245065762532,-0.0,1.0,-0.17478256596727432,-0.1499353021145562,0.0
2018-10-17,-0.08454513067979402,-0.21007546069890212,-0.0,1.0,-0.17278232988956183,-0.15194157463484148,0.0
2018-10-18,-0.08540601930721181,-0.21263892269003004,-0.0,1.0,-0.17193153240853412,-0.1524945242151375,0.0
2018-10-19,-0.08223419007384952,-0.20901996194653166,-0.0,1.0,-0.17062788222774034,-0.15055306523912412,0.0
2018-10-22,-0.08258953790532143,-0.21088819665251707,-0.0,1.0,-0.17024710686443825,-0.1502977871749762,0.0
2018-10-23,-0.08309261381057659,-0.21083802669162616,-0.0,1.0,-0.16980005486791355,-0.15003146836219275,0.0
2018-10-24,-0.08246210351660034,-0.20843468595454032,-0.0,1.0,-0.16959582454049002,-0.15040997470882933,0.0
2018-10-25,-0.0716645169408878,-0.19160348570170196,-0.0,1.0,-0.17088746972032592,-0.1388146097461226,0.0
2018-10-26,-0.0670534332045849,-0.18799355736602605,-0.0,1.0,-0.1723091838809051,-0.13638993573003488,0.0
2018-10-29,-0.06204674904292073,-0.18875470758504775,-0.0,1.0,-0.16891282019359455,-0.1364966229885773,0.0
2018-10-30,-0.06061926248638556,-0.18873502411700638,-0.0,1.0,-0.16892796016804107,-0.13765364866967478,0.0
2018-10-31,-0.0622571105640454,-0.18204901915246102,-0.0,1.0,-0.16806787743663584,-0.13590970319104462,0.0
2018-11-01,-0.05822479349070321,-0.18499211088079695,-0.0,1.0,-0.16779073724592394,-0.13587847662655075,0.0
2018-11-02,-0.06018732476815478,-0.1756631851372585,-0.0,1.0,-0.17048710601719197,-0.13416212219243923,0.0
2018-11-05,-0.060720945643965664,-0.1744108989474009,-0.0,1.0,-0.17051181284386704,-0.13548168354215792,0.0
2018-11-06,-0.0589488307478583,-0.17349695145481206,-0.0,1.0,-0.17270973219109362,-0.13842710503974684,0.0
2018-11-07,-0.05868559086701635,-0.17357297130515273,-0.0,1.0,-0.17218451095340945,-0.13829065103363158,0.0
2018-11-08,-0.05937461414989504,-0.17350907519446845,-0.0,1.0,-0.1726447709593777,-0.13788739350537102,0.0
2018-11-09,-0.057716495085480046,-0.17687613546373504,-0.0,1.0,-0.17800965823512058,-0.14018415863107717,0.0
2018-11-12,-0.05765481385201003,-0.1705041314641166,-0.0,1.0,-0.18031442453501687,-0.13889146783028505,0.0
2018-11-13,-0.048808155131447845,-0.16728749904192536,-0.0,1.0,-0.1804552770751897,-0.136368513834598,0.0
2018-11-14,-0.04976376020126403,-0.16697858501564705,-0.0,1.0,-0.1809995704730932,-0.13628275142664295,0.0
2018-11-15,-0.04958867595018154,-0.16679688098411388,-0.0,1.0,-0.18136556520673439,-0.1341820242964597,0.0
2018-11-16,-0.04776032666044748,-0.16287143097462875,-0.0,1.0,-0.18129960696753278,-0.13737784642676903,0.0
2018-11-19,-0.049002064693737094,-0.16254492620631641,-0.0,1.0,-0.18065305498202952,-0.13720272233692743,0.0
2018-11-20,-0.04218683393216004,-0.15997807685281043,-0.0,1.0,-0.1806223737896596,-0.13965349247914258,0.0
2018-11-21,-0.042872292076958037,-0.15793061657324647,-0.0,1.0,-0.17933646417209512,-0.13478260869565217,0.0
2018-11-23,-0.043900072762551534,-0.14917838952219256,-0.0,1.0,-0.1855293475624545,-0.13727868057239873,0.0
2018-11-26,-0.04381497984298749,-0.14960140644418177,-0.0,1.0,-0.18520202479464098,-0.13694643993816497,0.0
2018-11-27,-0.04268864358082565,-0.14943293512777864,-0.0,1.0,-0.18418267049750492,-0.13585362165431725,0.0
2018-11-28,-0.04371576430711497,-0.145855400538692,-0.0,1.0,-0.1863480918802772,-0.1372605392972793,0.0
2018-11-29,-0.036865458374069335,-0.14290441452959313,-0.0,1.0,-0.18565089869895463,-0.13869293825674964,0.0
2018-11-30,-0.03728578742884679,-0.14403818932024215,-0.0,1.0,-0.18787458964551396,-0.13668945577206879,0.0
2018-12-03,-0.036942253266694765,-0.14408080929728428,-0.0,1.0,-0.18778226049256339,-0.13656891672186428,0.0
2018-12-04,-0.03695396935304211,-0.14387211367673178,-0.0,1.0,-0.18793087876689646,-0.1364963723394647,0.0
2018-12-06,-0.03730838261688293,-0.11529408303174743,-0.0,1.0,-0.19275016918233442,-0.1258128107805926,0.0
2018-12-07,-0.03839988234429002,-0.11497904257666004,-0.0,1.0,-0.19258769027134348,-0.12471505257739539,0.0
2018-12-10,-0.02808301028884549,-0.11692267335101576,-0.0,1.0,-0.1942930426418724,-0.11804482788772626,0.0
2018-12-11,-0.036508933658636354,-0.11519525486128358,-0.0,1.0,-0.1983520577364169,-0.11087086736110095,0.0
2018-12-12,-0.033547193634108026,-0.11827404460235198,-0.0,1.0,-0.2002554578421153,-0.11607182182549587,0.0
2018-12-13,-0.03342528465782369,-0.11716457330672614,-0.0,1.0,-0.20125601596431505,-0.11547716868177017,0.0
2018-12-14,-0.03362096797863285,-0.1169176132194535,-0.0,1.0,-0.2014176278946905,-0.11556749141498635,0.0
