Date,IWF,IWM,MTUM,SPY,VLUE,VRT,VXX
2019-05-13,-0.0,-0.0,-0.0,-0.22892260921980237,-0.08146604816940535,1.0,0.0
2019-05-14,-0.0,-0.0,-0.0,-0.22629769545496137,-0.08086168808250872,1.0,0.0
2019-05-15,-0.0,-0.0,-0.0,-0.226545967552316,-0.07972150377511299,1.0,0.0
2019-05-16,-0.0,-0.0,-0.0,-0.22669854084205301,-0.07962012253269062,1.0,0.0
2019-05-17,-0.0,-0.0,-0.0,-0.22412240049085522,-0.08134358559287738,1.0,0.0
2019-05-20,-0.0,-0.0,-0.0,-0.22396315768874506,-0.08065126351906694,1.0,0.0
2019-05-21,-0.0,-0.0,-0.0,-0.2236828377673448,-0.08042514345331246,1.0,0.0
2019-05-22,-0.0,-0.0,-0.0,-0.22411816808211327,-0.0784400562705153,1.0,0.0
2019-05-23,-0.0,-0.0,-0.0,-0.22576444236078552,-0.07652237328749284,1.0,0.0
2019-05-24,-0.0,-0.0,-0.0,-0.22548178200827027,-0.07487451561727913,1.0,0.0
2019-05-28,-0.0,-0.0,-0.0,-0.22546915844095042,-0.0750393403820894,1.0,0.0
2019-05-29,-0.0,-0.0,-0.0,-0.22639622911012713,-0.07211956733453663,1.0,0.0
2019-05-30,-0.0,-0.0,-0.0,-0.22525433406000206,-0.07235544482508045,1.0,0.0
2019-05-31,-0.0,-0.0,-0.0,-0.22485951957641748,-0.07288111398055985,1.0,0.0
2019-06-03,-0.0,-0.0,-0.0,-0.22734447779732947,-0.06653037987785944,1.0,0.0
2019-06-04,-0.0,-0.0,-0.0,-0.22396945576910635,-0.07029055846761147,1.0,0.0
2019-06-05,-0.0,-0.0,-0.0,-0.2277476132883868,-0.05888937495175111,1.0,0.0
2019-06-06,-0.0,-0.0,-0.0,-0.2246147513570528,-0.061704098170872884,1.0,0.0
2019-06-07,-0.0,-0.0,-0.0,-0.22366949119851873,-0.062143986833138314,1.0,0.0
2019-06-10,-0.0,-0.0,-0.0,-0.22234932712947136,-0.06298119561445226,1.0,0.0
2019-06-11,-0.0,-0.0,-0.0,-0.22330159464425683,-0.061652724772882056,1.0,0.0
2019-06-12,-0.0,-0.0,-0.0,-0.22343870470316116,-0.06157800051400668,1.0,0.0
2019-06-13,-0.0,-0.0,-0.0,-0.22457790455631793,-0.0603397322231645,1.0,0.0
2019-06-14,-0.0,-0.0,-0.0,-0.22613297708354743,-0.05842153941013257,1.0,0.0
2019-06-17,-0.0,-0.0,-0.0,-0.22694807697248412,-0.05762659609999229,1.0,0.0
2019-06-18,-0.0,-0.0,-0.0,-0.22694279217358906,-0.05776024871850872,1.0,0.0
2019-06-19,-0.0,-0.0,-0.0,-0.22803100297710707,-0.055204804434862954,1.0,0.0
2019-06-20,-0.0,-0.0,-0.0,-0.22805846797479565,-0.055259679427126784,1.0,0.0
2019-06-21,-0.0,-0.0,-0.0,-0.22623964292127335,-0.05637072570094657,1.0,0.0
2019-06-24,-0.0,-0.0,-0.0,-0.2273404583290515,-0.05721405816462852,1.0,0.0
2019-06-25,-0.0,-0.0,-0.0,-0.2266947790648342,-0.058920329635010225,1.0,0.0
2019-06-26,-0.0,-0.0,-0.0,-0.22618328556924935,-0.05894901880148561,1.0,0.0
2019-06-27,-0.0,-0.0,-0.0,-0.2252798807213275,-0.06005064202259611,1.0,0.0
2019-06-28,-0.0,-0.0,-0.0,-0.22736092727997018,-0.05767229082871792,1.0,0.0
2019-07-01,-0.0,-0.0,-0.0,-0.22724877584855224,-0.05793674253621047,1.0,0.0
2019-07-02,-0.0,-0.0,-0.0,-0.22434070307885884,-0.05958708882212464,1.0,0.0
2019-07-03,-0.0,-0.0,-0.0,-0.2262195278584089,-0.058170001798145334,1.0,0.0
2019-07-05,-0.0,-0.0,-0.0,-0.2252564546983528,-0.058621884990178334,1.0,0.0
2019-07-08,-0.0,-0.0,-0.0,-0.225517763825225,-0.058459484097941786,1.0,0.0
2019-07-09,-0.0,-0.0,-0.0,-0.22468723936613844,-0.058433309809456595,1.0,0.0
2019-07-10,-0.0,-0.0,-0.0,-0.2247600472206539,-0.0584227275060309,1.0,0.0
2019-07-11,-0.0,-0.0,-0.0,-0.22561304403646165,-0.05824881242778277,1.0,0.0
2019-07-12,-0.0,-0.0,-0.0,-0.22646960630730115,-0.05760291738359998,1.0,0.0
2019-07-15,-0.0,-0.0,-0.0,-0.2269499903704179,-0.056994286447968154,1.0,0.0
2019-07-16,-0.0,-0.0,-0.0,-0.22699607077736972,-0.05706361231670048,1.0,0.0
2019-07-17,-0.0,-0.0,-0.0,-0.22677314981254174,-0.0571876123465667,1.0,0.0
2019-07-18,-0.0,-0.0,-0.0,-0.22691655533860858,-0.05763796115507142,1.0,0.0
2019-07-19,-0.0,-0.0,-0.0,-0.2269638383968142,-0.05764018241377096,1.0,0.0
2019-07-22,-0.0,-0.0,-0.0,-0.22382059416622782,-0.06059827632711253,1.0,0.0
2019-07-23,-0.0,-0.0,-0.0,-0.22481436756506767,-0.05983916137817631,1.0,0.0
2019-07-24,-0.0,-0.0,-0.0,-0.22540510002311193,-0.05858863408746565,1.0,0.0
2019-07-25,-0.0,-0.0,-0.0,-0.22615593951374804,-0.057508151266976455,1.0,0.0
2019-07-26,-0.0,-0.0,-0.0,-0.2254357501058113,-0.057125267734612475,1.0,0.0
2019-07-29,-0.0,-0.0,-0.0,-0.22727564308166015,-0.055667457822823785,1.0,0.0
2019-07-30,-0.0,-0.0,-0.0,-0.227059336599882,-0.05561683897283292,1.0,0.0
2019-07-31,-0.0,-0.0,-0.0,-0.22707322707322705,-0.056261389594722926,1.0,0.0
2019-08-01,-0.0,-0.0,-0.0,-0.2280649850143425,-0.058257547497459504,1.0,0.0
2019-08-02,-0.0,-0.0,-0.0,-0.22889368480550845,-0.055726838291968554,1.0,0.0
2019-08-05,-0.0,-0.0,-0.0,-0.22792739595902542,-0.05573669482169905,1.0,0.0
2019-08-06,-0.0,-0.0,-0.0,-0.22561633281972265,-0.05841037493579866,1.0,0.0
2019-08-07,-0.0,-0.0,-0.0,-0.22437740693196406,-0.0593196405648267,1.0,0.0
2019-08-08,-0.0,-0.0,-0.0,-0.2239603400888752,-0.06036320669903162,1.0,0.0
2019-08-09,-0.0,-0.0,-0.0,-0.21820346708319463,-0.062095101528691785,1.0,0.0
2019-08-12,-0.0,-0.0,-0.0,-0.22133254882899936,-0.05773781353525793,1.0,0.0
2019-08-13,-0.0,-0.0,-0.0,-0.21932311621966794,-0.057816091954022986,1.0,0.0
2019-08-14,-0.0,-0.0,-0.0,-0.21893747925761406,-0.05750427612264175,1.0,0.0
2019-08-15,-0.0,-0.0,-0.0,-0.21570488483928119,-0.04979751961528727,1.0,0.0
2019-08-16,-0.0,-0.0,-0.0,-0.2147261011026852,-0.05127296205800808,1.0,0.0
2019-08-19,-0.0,-0.0,-0.0,-0.2141821071351992,-0.04712233391773772,1.0,0.0
2019-08-20,-0.0,-0.0,-0.0,-0.2136662848799889,-0.04497111427168946,1.0,0.0
2019-08-21,-0.0,-0.0,-0.0,-0.21628808022487273,-0.04988731039023525,1.0,0.0
2019-08-22,-0.0,-0.0,-0.0,-0.21766947478429322,-0.05680384384996749,1.0,0.0
2019-08-23,-0.0,-0.0,-0.0,-0.21785168195718654,-0.05634556574923547,1.0,0.0
2019-08-26,-0.0,-0.0,-0.0,-0.21308999530415138,-0.05605827928876931,1.0,0.0
2019-08-27,-0.0,-0.0,-0.0,-0.21199782501485817,-0.052528420227361816,1.0,0.0
2019-08-28,-0.0,-0.0,-0.0,-0.21135232126159367,-0.05226313528267078,1.0,0.0
2019-08-29,-0.0,-0.0,-0.0,-0.21297021448601672,-0.050198317459515446,1.0,0.0
2019-08-30,-0.0,-0.0,-0.0,-0.21399213273488324,-0.04680014120732261,1.0,0.0
2019-09-03,-0.0,-0.0,-0.0,-0.2071659346761573,-0.05488666767630875,1.0,0.0
2019-09-04,-0.0,-0.0,-0.0,-0.20735984255941864,-0.05418327698440733,1.0,0.0
2019-09-05,-0.0,-0.0,-0.0,-0.20836325610109485,-0.05154275491048368,1.0,0.0
2019-09-06,-0.0,-0.0,-0.0,-0.21071244289507796,-0.04779823556802879,1.0,0.0
2019-09-09,-0.0,-0.0,-0.0,-0.21291890122617518,-0.04600045320643553,1.0,0.0
2019-09-10,-0.0,-0.0,-0.0,-0.21499080859207778,-0.04411875802674322,1.0,0.0
2019-09-11,-0.0,-0.0,-0.0,-0.21617810013095598,-0.043014002216178106,1.0,0.0
2019-09-12,-0.0,-0.0,-0.0,-0.21621417513121624,-0.04244232148925726,1.0,0.0
2019-09-13,-0.0,-0.0,-0.0,-0.21566578977179754,-0.04302239228668169,1.0,0.0
2019-09-16,-0.0,-0.0,-0.0,-0.215140144551613,-0.04402024729910096,1.0,0.0
2019-09-17,-0.0,-0.0,-0.0,-0.2151474699644863,-0.04419061531874166,1.0,0.0
2019-09-18,-0.0,-0.0,-0.0,-0.2140725537353463,-0.04510369316393215,1.0,0.0
2019-09-19,-0.0,-0.0,-0.0,-0.21384408094392607,-0.04539559014267185,1.0,0.0
2019-09-20,-0.0,-0.0,-0.0,-0.21544397649610372,-0.04548205684311401,1.0,0.0
2019-09-23,-0.0,-0.0,-0.0,-0.21305010646205794,-0.046855904549520606,1.0,0.0
2019-09-24,-0.0,-0.0,-0.0,-0.21384107462385646,-0.04628392852642456,1.0,0.0
2019-09-25,-0.0,-0.0,-0.0,-0.21462745196786948,-0.0444061138669957,1.0,0.0
2019-09-26,-0.0,-0.0,-0.0006693186840942097,-0.22970259518848266,-0.03249352781461135,1.0,0.0
2019-09-27,-0.0,-0.0,-0.0014460031964281185,-0.23302214668053478,-0.03394302240036531,1.0,0.0
2019-09-30,-0.0,-0.0,-0.0044553889897310265,-0.23155329330676178,-0.033320216803544,1.0,0.0
2019-10-01,-0.0,-0.0,-0.0024383739093991694,-0.2344521913615524,-0.033095845874449144,1.0,0.0
2019-10-02,-0.0,-0.0,-0.007817564733249438,-0.23586164817145253,-0.0274695242090277,1.0,0.0
2019-10-03,-0.0,-0.0,-0.006680441644377402,-0.23614790776680572,-0.02480763623917756,1.0,0.0
2019-10-04,-0.0,-0.0,-0.011004231419240887,-0.2328551278955996,-0.026837109419672923,1.0,0.0
2019-10-07,-0.0,-0.0,-0.019715377486638482,-0.22333092127813534,-0.026456437013621766,1.0,0.0
2019-10-08,-0.0,-0.0,-0.026191411447180023,-0.21409293072644106,-0.026837643659955147,1.0,0.0
2019-10-09,-0.0,-0.0,-0.02637240262205462,-0.2139910404697426,-0.025106932246716104,1.0,0.0
2019-10-10,-0.0,-0.0,-0.0286457012427086,-0.21200862287598277,-0.027402992645194017,1.0,0.0
2019-10-11,-0.0,-0.0,-0.02743821334921017,-0.21324786866140535,-0.0260827706768346,1.0,0.0
2019-10-14,-0.0,-0.0,-0.028011735842375495,-0.2128133141108329,-0.02381313706148671,1.0,0.0
2019-10-15,-0.0,-0.0,-0.03574997786183253,-0.21088185808802132,-0.018418955331503246,1.0,0.0
2019-10-16,-0.0,-0.0,-0.039214196146977236,-0.2095856923914833,-0.017821180225709617,1.0,0.0
2019-10-17,-0.0,-0.0,-0.04716478498033743,-0.2042750221996702,-0.017125459850310797,1.0,0.0
2019-10-18,-0.0,-0.0,-0.05093486434305457,-0.19901432781221423,-0.02024692612539376,1.0,0.0
2019-10-21,-0.0,-0.0,-0.05185429958567399,-0.19400879489591014,-0.025088330240715793,1.0,0.0
2019-10-22,-0.0,-0.0,-0.052009967199776255,-0.19283480383432075,-0.026481731038165226,1.0,0.0
2019-10-23,-0.0,-0.0,-0.05238766363209284,-0.1897433944057187,-0.027565103670691603,1.0,0.0
2019-10-24,-0.0,-0.0,-0.06865576284180935,-0.1860720674674163,-0.023064145157168415,1.0,0.0
2019-10-25,-0.0,-0.0,-0.06712241247124968,-0.1870048556095068,-0.023677485305392286,1.0,0.0
2019-10-28,-0.0,-0.0,-0.07697902312050223,-0.1708390751799112,-0.028147807890573164,1.0,0.0
2019-10-29,-0.0,-0.0,-0.08415321547527543,-0.16747373815014094,-0.02943889315910838,1.0,0.0
2019-10-30,-0.0,-0.0,-0.08355908812103864,-0.16594254753629115,-0.0283428746677571,1.0,0.0
2019-10-31,-0.0,-0.0,-0.08703217964301709,-0.15894056682234023,-0.033535922205872946,1.0,0.0
2019-11-01,-0.0,-0.0,-0.08899759258310712,-0.15873585002304974,-0.032794652461199614,1.0,0.0
2019-11-04,-0.0,-0.0,-0.09616835214850991,-0.15159108633672985,-0.030735006456396943,1.0,0.0
2019-11-05,-0.0,-0.0,-0.08680582103626679,-0.15537630297933072,-0.03212528990493667,1.0,0.0
2019-11-06,-0.0,-0.0,-0.08959415272167724,-0.15224722703083926,-0.040456498044495734,1.0,0.0
2019-11-07,-0.0,-0.0,-0.09142176025018264,-0.1484946746472194,-0.041756917831921356,1.0,0.0
2019-11-08,-0.0,-0.0,-0.09219649104820003,-0.14770149559779056,-0.041676812467159645,1.0,0.0
2019-11-11,-0.0,-0.0,-0.10274325124166861,-0.1411127409351759,-0.04284721686095885,1.0,0.0
2019-11-12,-0.0,-0.0,-0.09108083921646613,-0.1125957044844387,-0.03923883861986676,1.0,0.0
2019-11-13,-0.0,-0.0,-0.14172964104603758,-0.06715471810679129,-0.03403102316794272,1.0,0.0
2019-11-14,-0.0,-0.0,-0.141362427616373,-0.06296443571836867,-0.038310510226905584,1.0,0.0
2019-11-15,-0.0,-0.0,-0.14477398495305602,-0.06010072747621712,-0.038674376671019084,1.0,0.0
2019-11-18,-0.0,-0.0,-0.14446051778320945,-0.06317653514241532,-0.03941986332119519,1.0,0.0
2019-11-19,-0.0,-0.0,-0.14498724986496161,-0.06625045536196565,-0.04493323451455274,1.0,0.0
2019-11-20,-0.0,-0.0,-0.14248385718951787,-0.0673978040752745,-0.04635561920554761,1.0,0.0
2019-11-21,-0.0,-0.0,-0.1423723274550962,-0.06851518998479117,-0.04604130268102918,1.0,0.0
2019-11-22,-0.0,-0.0,-0.13234778690166232,-0.06530392549569397,-0.05410074103745243,1.0,0.0
2019-11-25,-0.0,-0.0,-0.1328687078490009,-0.06545213398230754,-0.05291475331890242,1.0,0.0
2019-11-26,-0.0,-0.0,-0.13269502393660237,-0.06586003024886566,-0.05139807257227853,1.0,0.0
2019-11-27,-0.0,-0.0,-0.1328112334609485,-0.06633079350035541,-0.047911808352766594,1.0,0.0
2019-11-29,-0.0,-0.0,-0.12957182475034512,-0.06358582780962804,-0.05045329619081967,1.0,0.0
2019-12-02,-0.0,-0.0,-0.13926031650641024,-0.06204927884615385,-0.050693609775641024,1.0,0.0
2019-12-03,-0.0,-0.0,-0.13327908868999186,-0.0639794704888277,-0.0545409025474119,1.0,0.0
2019-12-04,-0.0,-0.0,-0.13523479831426852,-0.0628135661248244,-0.05620359221352599,1.0,0.0
2019-12-05,-0.0,-0.0,-0.13813753365372516,-0.06139445940165564,-0.05855119140477568,1.0,0.0
2019-12-06,-0.0,-0.0,-0.14046492803480637,-0.0677535223737131,-0.056535046669870734,1.0,0.0
2019-12-09,-0.0,-0.0,-0.14516314264932945,-0.07339824160679878,-0.057485931578342926,1.0,0.0
2019-12-10,-0.0,-0.0,-0.17245226064702407,-0.08945468862786271,-0.05051512566441368,1.0,0.0
2019-12-11,-0.0,-0.0,-0.1804570109942575,-0.09186637136453457,-0.05388379772688089,1.0,0.0
2019-12-12,-0.0,-0.0,-0.2191327797885175,-0.12972819530196578,-0.07049890000709673,1.0,0.0
2019-12-13,-0.0,-0.0,-0.21610631756421697,-0.12993581842138818,-0.07078392201867358,1.0,0.0
2019-12-16,-0.0,-0.0,-0.20803859893824456,-0.12894778041872448,-0.08627830517641366,1.0,0.0
2019-12-17,-0.0,-0.0,-0.22235992621627854,-0.13909384367074015,-0.07963454000461148,1.0,0.0
2019-12-18,-0.0,-0.0,-0.2354080749079061,-0.1468952257950893,-0.08532808899716747,1.0,0.0
2019-12-19,-0.0,-0.0,-0.23690630143428168,-0.14729308723254175,-0.08535151657653421,1.0,0.0
2019-12-20,-0.0,-0.0,-0.24027207278830442,-0.14796166247073894,-0.08402161270850816,1.0,0.0
2019-12-23,-0.0,-0.0,-0.24818609885391063,-0.14277252939260224,-0.08977700121420322,1.0,0.0
2019-12-24,-0.0,-0.0,-0.24745501893939395,-0.14262251420454547,-0.08957741477272727,1.0,0.0
2019-12-26,-0.0,-0.0,-0.24496584760046128,-0.14938348265767765,-0.08410952423194064,1.0,0.0
2019-12-27,-0.0,-0.0,-0.24671748945303829,-0.1492709643993783,-0.08428687735918881,1.0,0.0
2019-12-30,-0.0,-0.0,-0.2509902826199837,-0.15214004895779246,-0.08043913656256953,1.0,0.0
2019-12-31,-0.0,-0.0,-0.24765614585956128,-0.15332434794199978,-0.0801427788556956,1.0,0.0
2020-01-02,-0.0,-0.0,-0.25054291239030196,-0.15466309683177154,-0.08221032277257177,1.0,0.0
2020-01-03,-0.0,-0.0,-0.24800254221899404,-0.18428061255371952,-0.08094243689849283,1.0,0.0
2020-01-06,-0.0,-0.0,-0.2526368506518143,-0.18358550984171307,-0.0813743493239039,1.0,0.0
2020-01-07,-0.0,-0.0,-0.2503684346465306,-0.19027940260411125,-0.07867029277260365,1.0,0.0
2020-01-08,-0.0,-0.0,-0.25190212429240977,-0.18458214133544343,-0.0852151682999574,1.0,0.0
2020-01-09,-0.0,-0.0,-0.25169943606157597,-0.18606919676878522,-0.08638926992836458,1.0,0.0
2020-01-10,-0.0,-0.0,-0.2842384189523825,-0.21528051608018803,-0.07772748063910664,1.0,0.0
2020-01-13,-0.0,-0.0,-0.283936168530263,-0.21869711682930298,-0.07891948314855525,1.0,0.0
2020-01-14,-0.0,-0.0,-0.2911746475739419,-0.22302569889226173,-0.07509416569984584,1.0,0.0
2020-01-15,-0.0,-0.0,-0.29285611934595357,-0.22318457545893103,-0.07610374309414256,1.0,0.0
2020-01-16,-0.0,-0.0,-0.2873495697456578,-0.22619312228114188,-0.07409583081954721,1.0,0.0
2020-01-17,-0.0,-0.0,-0.27090622537431047,-0.24058313632781722,-0.06453900709219859,1.0,0.0
2020-01-21,-0.0,-0.0,-0.27962398619777806,-0.25764685015882227,-0.07513826408036248,1.0,0.0
2020-01-22,-0.0,-0.0,-0.2846179889403002,-0.260418849855708,-0.0671642994179954,1.0,0.0
2020-01-23,-0.0,-0.0,-0.28745444237466594,-0.256661537215518,-0.07571069895521179,1.0,0.0
2020-01-24,-0.0,-0.0,-0.2913869609739447,-0.2586512361230759,-0.07537018675942331,1.0,0.0
2020-01-27,-0.0,-0.0,-0.31201455117490906,-0.24265067348343328,-0.08398059843345458,1.0,0.0
2020-01-28,-0.0,-0.0,-0.3470724445914654,-0.23675157128680116,-0.0701786304995038,1.0,0.0
2020-01-29,-0.0,-0.0,-0.3660628844839371,-0.2647470950102529,-0.07799043062200957,1.0,0.0
2020-01-30,-0.0,-0.0,-0.36329530270325827,-0.2856408675095076,-0.06415527460855859,1.0,0.0
2020-01-31,-0.0,-0.0,-0.3613781912965425,-0.2921579119987572,-0.07267266230515614,1.0,0.0
2020-02-03,-0.0,-0.0,-0.35678504031566305,-0.2875965002573341,-0.07119574541087666,1.0,0.0
2020-02-04,-0.0,-0.0,-0.35141565955698584,-0.28705193604710877,-0.07333356157348762,1.0,0.0
2020-02-05,-0.0,-0.0,-0.35432288215394275,-0.30507794789523246,-0.08441739615666308,1.0,0.0
2020-02-06,-0.0,-0.0,-0.3524863421360375,-0.30647723107534947,-0.08645035170090586,1.0,0.0
2020-02-07,-0.0,-0.0,-0.3533388063090601,-0.30696407049658525,-0.08637403713472254,1.0,0.0
2020-02-10,-0.0,-0.0,-0.3524118447211468,-0.3065466848034599,-0.08496390080569216,1.0,0.0
2020-02-11,-0.0,-0.0,-0.3541379250126609,-0.30859368178404906,-0.0835967378586522,1.0,0.0
2020-02-12,-0.0,-0.0,-0.36923567895324716,-0.33487580447848514,-0.06884385582327181,1.0,0.0
2020-02-13,-0.0,-0.0,-0.3945459454594546,-0.34149941499414993,-0.06397263972639727,1.0,0.0
2020-02-14,-0.0,-0.0,-0.4165986690601824,-0.3317376561678362,-0.0649331810186948,1.0,0.0
2020-02-18,-0.0,-0.0,-0.45019920318725104,-0.353970165848235,-0.0488835356249421,1.0,0.0
2020-02-19,-0.0,-0.0,-0.47709048169702944,-0.36962332467630943,-0.048984853367708664,1.0,0.0
2020-02-20,-0.0,-0.0,-0.47736516021133457,-0.3723060549621802,-0.05081911133072333,1.0,0.0
2020-02-21,-0.0,-0.0,-0.5182888166759135,-0.4139256558611397,-0.04921930728382341,1.0,0.0
2020-02-24,-0.0,-0.0,-0.5215258529581847,-0.42333845141478393,-0.04921334423418214,1.0,0.0
2020-02-25,-0.0,-0.0,-0.5187421334172435,-0.3890418502202643,-0.05886170547514159,1.0,0.0
2020-02-26,-0.0,-0.0,-0.5047773780511392,-0.38313798305674823,-0.046265134811032456,1.0,0.0
2020-02-27,-0.0,-0.0,-0.5141178073128491,-0.3768510770787523,-0.05497285411274787,1.0,0.0
2020-02-28,-0.0,-0.0,-0.5094787190604887,-0.3697964262798701,-0.0650580389259396,1.0,0.0
2020-03-02,-0.0,-0.0,-0.5078205452037228,-0.37140303495443683,-0.0637495871140731,1.0,0.0
2020-03-03,-0.0,-0.00733304722631687,-0.44252047842068926,-0.34872091504487523,-0.06734088407068087,1.0,0.0
2020-03-04,-0.0,-0.0,-0.46101807914035847,-0.4032314992744813,-0.09661163182869917,1.0,0.0
2020-03-05,-0.0061205811692026085,-0.020478206154902184,-0.4142165274758799,-0.37469015749532847,-0.09119856614422453,1.0,0.0
2020-03-06,-0.02303365040400941,-0.07468548634550476,-0.4356346527564693,-0.41478981282602023,-0.097473662677713,1.0,0.0
2020-03-09,-0.007938011917545743,-0.09376118585896868,-0.46109953045711993,-0.4391805108121196,-0.10357315814962204,1.0,0.0
2020-03-10,-0.16795048143053645,-0.006268422086853999,-0.3982314796620161,-0.34104932206720373,-0.051522892513263904,1.0,0.0
2020-03-11,-0.23234594022745306,-0.0,-0.4653310411707661,-0.4273781186634929,-0.07894736842105263,1.0,0.0
2020-03-12,-0.23818619896242593,-0.0,-0.4429442792333239,-0.4218671992011982,-0.06765938049447567,1.0,0.0
2020-03-13,-0.27825916198237566,-0.06234811851051818,-0.5157465818994085,-0.4239181128648224,-0.17435381329929553,1.0,0.0
2020-03-16,-0.2272684620437271,-0.17052172281129777,-0.48219480153889466,-0.39190203622032466,-0.07401238622501642,1.0,0.0
2020-03-17,-0.2561741993831598,-0.17825754237877697,-0.3997402778099854,-0.3525264939823296,-0.13224961157618903,1.0,0.0
2020-03-18,-0.25722174528411335,-0.23211675444905916,-0.3215155804078981,-0.376644469709274,-0.13274089886076243,1.0,0.0
2020-03-19,-0.275996499323733,-0.41095817752671915,-0.43665632375951413,-0.4595433208688042,-0.06887315352587052,1.0,0.0
2020-03-20,-0.3344839794653921,-0.6728624535315985,-0.4298695934383666,-0.5131586711512361,-0.0,1.0,0.0
2020-03-23,-0.3528602613558207,-0.7780867797015639,-0.3371310666547053,-0.522263090218594,-0.0,1.0,0.0
2020-03-24,-0.3527596223674655,-0.7677923021060277,-0.3695533769063181,-0.535796417332365,-0.0,1.0,0.0
2020-03-25,-0.3464508902252093,-0.7581358330385567,-0.3261113076288174,-0.5170675627874072,-0.0,1.0,0.0
2020-03-26,-0.34404308663757077,-0.7727427492493887,-0.4092301977899526,-0.5692883895131086,-0.0,1.0,0.0
2020-03-27,-0.343488868557487,-0.7592863677950594,-0.37362000609942053,-0.5733455321744434,-0.0,1.0,0.0
2020-03-30,-0.3434932657361879,-0.7663622759063006,-0.3674373148459213,-0.5768255810402224,-0.0,1.0,0.0
2020-03-31,-0.33051337451690455,-0.7818386537232584,-0.363683393688567,-0.567085602994431,-0.0,1.0,0.0
2020-04-01,-0.3455916153351108,-0.8168306211884405,-0.3230363764518403,-0.5791731788789801,-0.0,1.0,0.0
2020-04-02,-0.34790660958800135,-0.7934541700822784,-0.3131432735221787,-0.5816255275222394,-0.0,1.0,0.0
2020-04-03,-0.3455289481661109,-0.7989693846620187,-0.3136404971203395,-0.5730827523491967,-0.0,1.0,0.0
2020-04-06,-0.34764559723653116,-0.7978001333252531,-0.31155687534088844,-0.5731167808011636,-0.0,1.0,0.0
2020-04-07,-0.3313865133049257,-0.7814893173217319,-0.2989660001787896,-0.5679847432879407,-0.0,1.0,0.0
2020-04-08,-0.3372587798154141,-0.77636941148268,-0.31523432817931196,-0.5676615126453314,-0.0,1.0,0.0
2020-04-09,-0.3379713953002299,-0.7655489534501807,-0.31907079513899256,-0.5632856588337166,-0.0,1.0,0.0
2020-04-13,-0.32882707352897095,-0.793741194808309,-0.3118012049998501,-0.5631126165282815,-0.0,1.0,0.0
