Date,FARO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5613737196691679,-1.5756148326669224,-0.08380347264063098,-1.086213507147943,-1.1703456208577532,0.0
2018-09-25,1.0,-0.5620278112339867,-1.573853060330669,-0.08551406985656411,-1.0848023650498193,-1.1685097996277236,0.0
2018-09-26,1.0,-0.5637598597721297,-1.5763036809815951,-0.08851884312007012,-1.0846297107800176,-1.1644390885188431,0.0
2018-09-27,1.0,-0.5646749835850295,-1.570474939811775,-0.09000875465090828,-1.0834427664696868,-1.1631100897351718,0.0
2018-09-28,1.0,-0.5617368449871325,-1.5746043913924328,-0.09122269068608664,-1.0840497180090893,-1.1639380167551883,0.0
2018-10-01,1.0,-0.5620893561103811,-1.5738611476127902,-0.09160096364432763,-1.0839903635567236,-1.1637100306614105,0.0
2018-10-02,1.0,-0.5629731212287439,-1.5878771256171147,-0.08919363686231487,-1.0831047723532639,-1.1623148656061437,0.0
2018-10-03,1.0,-0.5625171298580277,-1.582744066217179,-0.08918489283560817,-1.0834292605382885,-1.1636792194266294,0.0
2018-10-04,1.0,-0.5694543460378393,-1.5732931176309293,-0.09064984919111597,-1.092240197422539,-1.1582670688236907,0.0
2018-10-05,1.0,-0.5520344714737645,-1.5668702956256138,-0.07227009926911748,-1.0970328351696301,-1.1661394131122504,0.0
2018-10-08,1.0,-0.5489118607181719,-1.562132752992383,-0.06887921653971708,-1.097007616974973,-1.1637649619151251,0.0
2018-10-09,1.0,-0.5499918358460785,-1.563108909813313,-0.07081042834594242,-1.0963914439666902,-1.1624122353453437,0.0
2018-10-10,1.0,-0.5504841692960505,-1.5617995865520617,-0.07153737351757153,-1.0965618539875965,-1.1597758676966596,0.0
2018-10-11,1.0,-0.46379463585507397,-1.5411721650023527,-0.0,-1.0593401997176766,-1.1639044282950803,0.0
2018-10-12,1.0,-0.45525692513644317,-1.5270826897332923,-0.0,-1.0309442899804344,-1.1355164246730511,0.0
2018-10-15,1.0,-0.41307700215893906,-1.5673383365888764,-0.0,-1.0227202631849492,-1.137195435386039,0.0
2018-10-16,1.0,-0.40379459682408747,-1.5911012579913384,-0.0,-1.023252216951949,-1.1375025778511034,0.0
2018-10-17,1.0,-0.3754355840614111,-1.5383061461542347,-0.0,-1.0043937174890158,-1.13206403716984,0.0
2018-10-18,1.0,-0.37638376383763833,-1.5415761006925137,-0.0,-1.0038922307031288,-1.1329929737653541,0.0
2018-10-19,1.0,-0.35548422689202064,-1.5320226691408796,-0.0,-0.9990972466021365,-1.1286423591955463,0.0
2018-10-22,1.0,-0.35646244861125037,-1.5284768875965105,-0.0,-0.9996490524415924,-1.1289481600320865,0.0
2018-10-23,1.0,-0.36553524804177545,-1.5315826471178953,-0.0,-0.996033340028118,-1.1279373368146215,0.0
2018-10-24,1.0,-0.36202137802980877,-1.5321423194660513,-0.0,-0.9957344306719527,-1.1284187283585085,0.0
2018-10-25,1.0,-0.308895216950625,-1.4600125488681885,-0.0,-0.9822385250253389,-1.0753414740093634,0.0
2018-10-26,1.0,-0.2812112541726276,-1.4382451120648545,-0.0,-0.9887935145445875,-1.0605150214592276,0.0
2018-10-29,1.0,-0.24151069200361958,-1.4656855741296377,-0.0,-0.9766633328570749,-1.0787255322188884,0.0
2018-10-30,1.0,-0.25060827250608275,-1.4677734840894996,-0.0,-0.9784838509613092,-1.073899146033109,0.0
2018-10-31,1.0,-0.2527670040677325,-1.4419638633998677,-0.0,-0.9711001797370163,-1.0640431368839278,0.0
2018-11-01,1.0,-0.23244723546909676,-1.4565371358421075,-0.0,-0.9690731384862363,-1.0635535199962227,0.0
2018-11-02,1.0,-0.2957527797255334,-1.4432034458579586,-0.0,-1.1239607332465191,-1.1456476009215666,0.0
2018-11-05,1.0,-0.30562975656468927,-1.433849100347765,-0.0,-1.1321505972481225,-1.1684894914570838,0.0
2018-11-06,1.0,-0.29856777493606135,-1.4423529411764706,-0.0,-1.1668030690537083,-1.207314578005115,0.0
2018-11-07,1.0,-0.2981944657562273,-1.4424837604214618,-0.0,-1.1667945373638178,-1.207355122500128,0.0
2018-11-08,1.0,-0.2578606814275604,-1.4388838337882925,-0.0,-1.14867050854312,-1.2096855727428977,0.0
2018-11-09,1.0,-0.2573666919383371,-1.438463482436189,-0.0,-1.1493555724033357,-1.209148344705585,0.0
2018-11-12,1.0,-0.25564629965718894,-1.4308832425892317,-0.0,-1.1487194998991732,-1.2059891107078038,0.0
2018-11-13,1.0,-0.21172654690618764,-1.4257485029940118,-0.0,-1.1508483033932135,-1.2016966067864272,0.0
2018-11-14,1.0,-0.21099175618286284,-1.4286285286035476,-0.0,-1.1526854858855857,-1.2039470397202099,0.0
2018-11-15,1.0,-0.20912945871788477,-1.430431529059616,-0.0,-1.1569967572960838,-1.1922175106011474,0.0
2018-11-16,1.0,-0.20640445527323353,-1.4200686191636418,-0.0,-1.1528019491820396,-1.1931778628611207,0.0
2018-11-19,1.0,-0.20654335719968178,-1.4199482895783613,-0.0,-1.1525457438345268,-1.193068814638027,0.0
2018-11-20,1.0,-0.14888998519980268,-1.4079921065614207,-0.0,-1.156635421805624,-1.2199309324124321,0.0
2018-11-21,1.0,-0.15390625,-1.3981445312499998,-0.0,-1.1512695312499999,-1.1794921875,0.0
2018-11-23,1.0,-0.15551872074882994,-1.3820690327613105,-0.0,-1.157030031201248,-1.1806259750390016,0.0
2018-11-26,1.0,-0.15416504096761607,-1.3915333593445183,-0.0,-1.1541162699960983,-1.1772824814670309,0.0
2018-11-27,1.0,-0.14843636009921696,-1.390739750012159,-0.0,-1.15052769806916,-1.1738728661057343,0.0
