Date,AG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.0033052648146692,-2.3494924057606044,-0.0,-1.7880695679546708,-1.7287321948532306,0.0
2018-09-25,1.0,-1.0047967287882362,-2.34670126602186,-0.0,-1.7860344420853975,-1.7259573798851928,0.0
2018-09-26,1.0,-1.0107103480863129,-2.3539140022050713,-0.0,-1.7888643880926127,-1.7217672074342414,0.0
2018-09-27,1.0,-1.0123388871424082,-2.342109399559887,-0.0,-1.785916378497328,-1.7187205281358064,0.0
2018-09-28,1.0,-1.0094369298521548,-2.3474363007234977,-0.0,-1.7870399496697076,-1.7201950298836113,0.0
2018-10-01,1.0,-1.0128690983735986,-2.360650560555819,-0.0,-1.793462813832307,-1.7281699036791411,0.0
2018-10-02,1.0,-1.0165719696969697,-2.345407196969697,-0.0,-1.7971906565656566,-1.732165404040404,0.0
2018-10-03,1.0,-1.0233537215028994,-2.3294940027007707,-0.0,-1.8237350067519262,-1.7668599571054093,0.0
2018-10-04,1.0,-1.0422849848412319,-2.32208393170576,-0.0,-1.8490505824158288,-1.764799744694431,0.0
2018-10-05,1.0,-0.9951390549047734,-2.306080165750259,-0.0,-1.872420113156427,-1.795123117379871,0.0
2018-10-08,1.0,-0.9846776754525247,-2.2924738012067327,-0.0,-1.8734518894887267,-1.7884248967926328,0.0
2018-10-09,1.0,-0.9771478620909307,-2.298590652121984,-0.0,-1.8839079544549724,-1.8026912970777926,0.0
2018-10-10,1.0,-0.9767626929810601,-2.297230622314181,-0.0,-1.8835747254496262,-1.8004933948750599,0.0
2018-10-11,1.0,-0.7598946634652621,-2.2969560839594143,-0.0,-1.8366509178220123,-1.851909224692123,0.0
2018-10-12,1.0,-0.9257832132685542,-2.5265538616183614,-0.0,-1.9678338080080415,-1.9564416150108894,0.0
2018-10-15,1.0,-0.8533031901532279,-2.600937787825505,-0.0,-1.9571296994055096,-1.9617349074771833,0.0
2018-10-16,1.0,-0.8429147755925366,-2.63565305093293,-0.0,-1.9608337535720288,-1.9652882837451673,0.0
2018-10-17,1.0,-0.7711311245145831,-2.5215235891927623,-0.0,-1.9602577873254565,-2.009419152276295,0.0
2018-10-18,1.0,-0.7696373998513257,-2.5189559758817217,-0.0,-1.9618402577021559,-2.0091682497728587,0.0
2018-10-19,1.0,-0.7146373482113554,-2.4917131604857237,-0.0,-1.9790777814243519,-2.0193633081719726,0.0
2018-10-22,1.0,-0.71461355626588,-2.4730759773789037,-0.0,-1.9842635849520533,-2.024096385542169,0.0
2018-10-23,1.0,-0.7188728702490171,-2.4719855832241153,-0.0,-1.9795216251638272,-2.020969855832241,0.0
2018-10-24,1.0,-0.7114818449460255,-2.461236506378803,-0.0,-1.9802093555773634,-2.0250245338567225,0.0
2018-10-25,1.0,-0.5790285273708558,-2.277255204317656,-0.0,-1.95851966075559,-1.895219737856592,0.0
2018-10-26,1.0,-0.5471304905418404,-2.365822378967618,-0.0,-2.1215934594421286,-1.9807630650849632,0.0
2018-10-29,1.0,-0.48008602835749553,-2.393659391429026,-0.0,-2.0947108491317503,-1.9970527321969092,0.0
2018-10-30,1.0,-0.4742161387872036,-2.3912939678497533,-0.0,-2.092790068438644,-1.999681680725768,0.0
2018-10-31,1.0,-0.4785602503912363,-2.3125978090766823,-0.0,-2.0667449139280123,-1.9668231611893583,0.0
2018-11-01,1.0,-0.42515535278848426,-2.3767796743490917,-0.0,-2.0805474710925824,-1.9834814756548416,0.0
2018-11-02,1.0,-0.4270600046335625,-2.289057070044019,-0.0,-2.0620897366592015,-1.944397250752954,0.0
2018-11-05,1.0,-0.4175125920185974,-2.3332816737698567,-0.0,-2.073072452537776,-1.9249903138318483,0.0
2018-11-06,1.0,-0.42966811414392064,-2.3441377171215882,-0.0,-2.066609801488834,-1.9138492555831268,0.0
2018-11-07,1.0,-0.432599187753827,-2.3662917838175574,-0.0,-2.080834114339269,-1.9303342705404563,0.0
2018-11-08,1.0,-0.3439892651353698,-2.4353934801483934,-0.0,-2.107032914989344,-2.006867156050201,0.0
2018-11-09,1.0,-0.34315274048333594,-2.4365029221292054,-0.0,-2.110488074553783,-2.0075027641762757,0.0
2018-11-12,1.0,-0.3352840199750312,-2.378979400749064,-0.0,-2.105024968789014,-1.9835362047440699,0.0
2018-11-13,1.0,-0.26880657184148476,-2.330645774701453,-0.0,-2.06739180041074,-1.9394538678025404,0.0
2018-11-14,1.0,-0.2699954121425294,-2.3451598103685574,-0.0,-2.0794463985318856,-1.9518274965591067,0.0
2018-11-15,1.0,-0.2916436081903708,-2.441141592220729,-0.0,-2.1867341291801727,-1.9861649142224684,0.0
2018-11-16,1.0,-0.282063342740671,-2.4065537786139855,-0.0,-2.168234556287237,-1.982596425211665,0.0
2018-11-19,1.0,-0.2815709022497453,-2.406600297875676,-0.0,-2.1682213686603435,-1.9825194011131146,0.0
2018-11-20,1.0,-0.17803994139872,-2.3661037859511143,-0.0,-2.1570668517233402,-2.0094070475749866,0.0
2018-11-21,1.0,-0.18804198995892288,-2.3445154419595315,-0.0,-2.146736649931538,-1.9275825346112887,0.0
2018-11-23,1.0,-0.19197926197011284,-2.353232692894175,-0.0,-2.1481396767307106,-1.9309240622140895,0.0
2018-11-26,1.0,-0.20997354908977753,-2.3819822623307925,-0.0,-2.20476116384005,-1.9830402987396922,0.0
2018-11-27,1.0,-0.1824153213042102,-2.46011396011396,-0.0,-2.2514245014245016,-2.01994301994302,0.0
2018-11-28,1.0,-0.18297703879651622,-2.466112430720507,-0.0,-2.2493269992082343,-2.0191607284243864,0.0
2018-11-29,1.0,-0.10563109779519089,-2.3908734731504953,-0.0,-2.194745333026043,-1.9910117538603365,0.0
2018-11-30,1.0,-0.10420026107655686,-2.3906933886201336,-0.0,-2.195039545419642,-1.9887122782768945,0.0
2018-12-03,1.0,-0.0976379164422559,-2.4000923289989995,-0.0,-2.2022774486419943,-1.993998615065015,0.0
2018-12-04,1.0,-0.07671755725190839,-2.395496183206107,-0.0,-2.182442748091603,-1.9789312977099238,0.0
2018-12-06,1.0,-0.039310396076391474,-2.231552351935796,-0.0,-2.232667013450249,-1.9275470015605263,0.0
2018-12-07,1.0,-0.040933065894064334,-2.231037812941089,-0.0,-2.232746452715251,-1.9242255404501891,0.0
2018-12-10,1.0,-0.0,-2.3223559694147924,-0.0,-2.3159966689378453,-1.932243167537285,0.0
2018-12-11,1.0,-0.0,-2.321323139807736,-0.0,-2.3199606388615543,-1.928165922337446,0.0
2018-12-12,1.0,-0.0,-2.321071752951862,-0.0,-2.3197850438994854,-1.928019981834696,0.0
2018-12-13,1.0,-0.0,-2.3138217522658615,-0.0,-2.3162386706948643,-1.9228851963746223,0.0
2018-12-14,1.0,-0.0,-2.2884949075820447,-0.0,-2.331648434552999,-1.9241041116559787,0.0
2018-12-17,1.0,-0.0,-2.262089552238806,-0.0,-2.2723880597014925,-1.9282089552238804,0.0
2018-12-18,1.0,-0.0,-2.2993929147775303,-0.0,-2.3577960501037425,-2.0274341043571815,0.0
2018-12-19,1.0,-0.0,-2.3219550038789762,-0.0,-2.384096198603569,-2.0519006982156713,0.0
2018-12-20,1.0,-0.0,-2.287895059834305,-0.0,-2.3572414851181342,-2.025928198833998,0.0
2018-12-21,1.0,-0.0,-2.4080102122227536,-0.0,-2.510770703685974,-2.0595181107387903,0.0
2018-12-24,1.0,-0.0,-2.3234458819816974,-0.0,-2.4695487535500154,-2.095929315241401,0.0
2018-12-26,1.0,-0.0,-2.41838604317693,-0.0,-2.449135664781327,-2.0986218433840516,0.0
2018-12-27,1.0,-0.0,-2.222855029585799,-0.0,-2.1366124260355033,-2.0369822485207103,0.0
2018-12-28,1.0,-0.0,-2.22273867492991,-0.0,-2.1280064925483253,-2.0271506566327284,0.0
2018-12-31,1.0,-0.0,-2.2251316667902974,-0.0,-2.147095912766115,-2.0456197611453155,0.0
2019-01-02,1.0,-0.0,-2.217121312929696,-0.0,-2.1355067642492793,-2.0399940859022694,0.0
2019-01-03,1.0,-0.0,-2.2130627306273065,-0.0,-2.1399999999999997,-2.027011070110701,0.0
2019-01-04,1.0,-0.0,-2.283486994977888,-0.0,-2.1162581515628514,-2.0960197886215424,0.0
2019-01-07,1.0,-0.0,-2.2014881390894354,-0.0,-2.1147782525416234,-2.0507588035951083,0.0
2019-01-08,1.0,-0.0,-2.167814559727468,-0.0,-2.1739613419240165,-2.0639117233207434,0.0
2019-01-09,1.0,-0.0,-2.1351670230808932,-0.0,-2.166211931273505,-2.0727085023228375,0.0
2019-01-10,1.0,-0.0,-2.1262050187651775,-0.0,-2.1663845757598055,-2.0663036279343583,0.0
2019-01-11,1.0,-0.0,-2.1012292654028437,-0.0,-2.192609597156398,-2.1113744075829386,0.0
2019-01-14,1.0,-0.0,-2.1098998887652947,-0.0,-2.2042269187986654,-2.1014460511679647,0.0
2019-01-15,1.0,-0.0,-2.1055220210149788,-0.0,-2.215887920113272,-2.1306356658469334,0.0
2019-01-16,1.0,-0.0,-2.210435734960494,-0.0,-2.2828756942814676,-2.3296565751388565,0.0
2019-01-17,1.0,-0.0,-2.207283572717997,-0.0,-2.299113099442744,-2.3422808256808727,0.0
2019-01-18,1.0,-0.0,-2.2387543252595155,-0.0,-2.365816367586706,-2.4423432847831332,0.0
2019-01-22,1.0,-0.0,-2.2948957096828897,-0.0,-2.6509241987451246,-2.532982872647109,0.0
2019-01-23,1.0,-0.0,-2.1644056299813466,-0.0,-2.682380871629642,-2.632101068339834,0.0
2019-01-24,1.0,-0.0,-2.165157030390248,-0.0,-2.6713789892491326,-2.628714128502497,0.0
2019-01-25,1.0,-0.0,-2.023916159082766,-0.0,-3.036904335363669,-2.8965424579003938,0.0
2019-01-28,1.0,-0.0,-1.906364428945074,-0.0,-3.0183958151700088,-2.793548387096774,0.0
2019-01-29,1.0,-0.0,-1.9089392342817002,-0.0,-3.0317000351246928,-2.8404460835967686,0.0
2019-01-30,1.0,-0.0,-1.9110109579356664,-0.0,-3.0507246376811596,-2.875309296571227,0.0
2019-01-31,1.0,-0.0,-1.946183953033268,-0.0,-2.9963529621063865,-2.9526774595267744,0.0
2019-02-01,1.0,-0.0,-1.9391729657625614,-0.0,-3.0180524677634506,-2.93552690084482,0.0
2019-02-04,1.0,-0.0,-1.9508545116443814,-0.0,-3.0062870804923407,-2.8979899052510403,0.0
2019-02-05,1.0,-0.0,-1.927209859030056,-0.0,-2.999024736235482,-2.9397109672843333,0.0
2019-02-06,1.0,-0.0,-1.918796592119276,-0.0,-3.0029286474973373,-2.952964146254881,0.0
2019-02-07,1.0,-0.0,-1.9234662168161236,-0.0,-3.0104767823847998,-2.9446861404599134,0.0
2019-02-08,1.0,-0.0,-1.908404406538735,-0.0,-3.0386460554371,-2.9370113717128645,0.0
2019-02-11,1.0,-0.0,-1.8868364418938308,-0.0,-3.096664275466284,-2.9834110473457676,0.0
2019-02-12,1.0,-0.0,-1.9067635043123015,-0.0,-3.158147980027236,-3.0136177939173856,0.0
2019-02-13,1.0,-0.0,-1.9694119795471146,-0.0,-3.1635317750182614,-2.997808619430241,0.0
2019-02-14,1.0,-0.0,-1.826632938838197,-0.0,-3.212485319360376,-2.995121510524889,0.0
2019-02-15,1.0,-0.0,-1.9028017045969716,-0.0,-3.1895910780669143,-2.9746123855290594,0.0
2019-02-19,1.0,-0.0,-1.8539650963016547,-0.0,-3.22334749977394,-2.9650058775657837,0.0
2019-02-20,1.0,-0.0,-1.8523648956529664,-0.0,-3.252437801877335,-3.0084753485828855,0.0
2019-02-21,1.0,-0.0,-1.880924438024736,-0.0,-3.20519996388914,-2.941590683398032,0.0
2019-02-22,1.0,-0.0,-1.8741996573180628,-0.0,-3.2115610064027416,-2.9321850482460095,0.0
2019-02-25,1.0,-0.0,-1.8703991232075987,-0.0,-3.277833592108868,-2.9850214631473193,0.0
2019-02-26,1.0,-0.0,-1.8693975018368845,-0.0,-3.3024430565760468,-3.012674504041146,0.0
2019-02-27,1.0,-0.0,-1.8518280360095536,-0.0,-3.3376814256843654,-2.9966930001837224,0.0
2019-02-28,1.0,-0.0,-1.8504621072088725,-0.0,-3.351756007393715,-3.0400184842883546,0.0
2019-03-01,1.0,-0.0,-1.8513900434099932,-0.0,-3.3586404359471693,-3.0261383578091805,0.0
2019-03-04,1.0,-0.0,-1.849891294073164,-0.0,-3.4376595141317705,-3.1651384818981003,0.0
2019-03-05,1.0,-0.0,-1.8068160243022593,-0.0,-3.5123409910765138,-3.174007974178849,0.0
2019-03-06,1.0,-0.0,-1.7843581751204305,-0.0,-3.5088315859072443,-3.1524511192972513,0.0
2019-03-07,1.0,-0.0,-1.6280228908990215,-0.0,-3.519844932619531,-3.082425696880192,0.0
