Date,IWF,IWM,MTUM,PUYI,SPY,VLUE,VXX
2019-11-27,-5.712703101920236,-4.5897341211226,-10.305391432791728,1.0,-8.947932053175775,-6.371861152141802,0.0
2019-11-29,-5.6612844036697245,-4.539449541284404,-10.256513761467891,1.0,-8.900550458715596,-6.339816513761468,0.0
2019-12-02,-5.825906344410876,-4.6242447129909365,-10.606117824773413,1.0,-9.20392749244713,-6.503776435045317,0.0
2019-12-03,-5.741463414634147,-4.582739212007505,-10.491932457786117,1.0,-9.172983114446529,-6.534333958724202,0.0
2019-12-04,-5.733934611048477,-4.636602780909432,-10.587748966553926,1.0,-9.164223975948891,-6.4577226606538884,0.0
2019-12-05,-5.721078247847248,-4.612130288281542,-10.557469112691876,1.0,-9.124672407338075,-6.423436915013103,0.0
2019-12-06,-5.740518212542246,-4.626736763049193,-10.5914382275629,1.0,-9.153961697333834,-6.438603079233946,0.0
2019-12-09,-5.693770980977248,-4.553524804177545,-10.597538232002982,1.0,-9.069750093248787,-6.3849309958970535,0.0
2019-12-10,-5.666542750929368,-4.54721189591078,-10.562081784386617,1.0,-9.037918215613383,-6.360594795539034,0.0
2019-12-11,-5.664437012263099,-4.552211073950204,-10.554440728353772,1.0,-9.032329988851728,-6.357487922705315,0.0
2019-12-12,-5.658246656760773,-4.563521545319465,-10.549034175334324,1.0,-9.026002971768202,-6.3499257057949485,0.0
2019-12-13,-5.599046221570066,-4.504402054292003,-10.486793837123992,1.0,-8.900586940572268,-6.192956713132795,0.0
2019-12-16,-5.5997798972854005,-4.508804108584006,-10.480924431401322,1.0,-8.89765223771093,-6.196258253851798,0.0
2019-12-17,-5.463264567499095,-4.402823018458197,-10.411147303655449,1.0,-8.821932681867535,-6.093376764386537,0.0
2019-12-18,-5.463264567499095,-4.402461093014839,-10.411147303655449,1.0,-8.822294607310894,-6.093376764386537,0.0
2019-12-19,-5.4681159420289855,-4.404710144927536,-10.42572463768116,1.0,-8.834420289855073,-6.0989130434782615,0.0
2019-12-20,-5.437184115523466,-4.390613718411553,-10.375090252707581,1.0,-8.809747292418773,-6.088086642599278,0.0
2019-12-23,-5.487291212781409,-4.461147421931736,-10.409222948438634,1.0,-8.879811183732752,-6.073347857661584,0.0
2019-12-24,-5.492374727668846,-4.464415395787945,-10.399419026870007,1.0,-8.881263616557735,-6.072984749455339,0.0
2019-12-26,-5.499453949763378,-4.475791772843102,-10.436840189297415,1.0,-8.907171459774299,-6.084091736439752,0.0
2019-12-27,-5.47251547142337,-4.502730251183109,-10.445212959592283,1.0,-8.892974153622133,-6.0902803057881325,0.0
2019-12-30,-5.477057538237437,-4.493809176984705,-10.456300072833212,1.0,-8.899126001456665,-6.090677348871086,0.0
2019-12-31,-5.479296445584463,-4.560644924880909,-10.536826676438256,1.0,-8.951264199340418,-6.115060461707586,0.0
2020-01-02,-5.504260837347165,-4.574286772878844,-10.708781030011115,1.0,-9.087069284920341,-6.176732123008522,0.0
2020-01-03,-5.769261799112546,-5.089552238805971,-11.894715611133522,1.0,-9.885841064945543,-6.699475594997984,0.0
2020-01-06,-5.755771567436208,-5.162818955042527,-12.04536249493722,1.0,-9.890238963142972,-6.648440664236532,0.0
2020-01-07,-5.742799188640974,-5.172413793103448,-12.076267748478703,1.0,-9.8973630831643,-6.679107505070995,0.0
2020-01-08,-5.739659367396594,-5.160583941605839,-12.067315490673154,1.0,-9.882400648824007,-6.7011354420113545,0.0
2020-01-09,-5.67016129032258,-5.142741935483871,-12.0,1.0,-9.822177419354839,-6.6875,0.0
2020-01-10,-5.607457898957498,-5.156375300721732,-11.89775461106656,1.0,-9.7457898957498,-6.688853247794707,0.0
2020-01-13,-5.637389202256245,-5.1736502820306205,-11.981869460112813,1.0,-9.790088638195005,-6.707091055600323,0.0
2020-01-14,-5.547666533705625,-5.117271639409653,-11.832867969684884,1.0,-9.694854407658557,-6.695652173913044,0.0
2020-01-15,-5.5352730171383016,-5.121960940613791,-11.81944998007174,1.0,-9.681546432841769,-6.6982861697887595,0.0
2020-01-16,-5.511517077045274,-5.086179507545671,-11.750595710881651,1.0,-9.654090548054011,-6.712073073868149,0.0
2020-01-17,-5.607835218093699,-5.07714054927302,-11.988691437802908,1.0,-9.853392568659126,-6.860662358642972,0.0
2020-01-21,-5.590084643288997,-5.081821846029827,-11.954856912535268,1.0,-9.83111648528819,-6.8484482063684,0.0
2020-01-22,-5.593309149536478,-5.060862555421202,-11.980652962515116,1.0,-9.828295042321646,-6.842805320435309,0.0
2020-01-23,-5.606378683891804,-5.076705692369802,-11.997981429148163,1.0,-9.853451756156641,-6.837303189341946,0.0
2020-01-24,-5.606378683891804,-5.0758982640290675,-11.998385143318531,1.0,-9.853451756156641,-6.837303189341946,0.0
2020-01-27,-5.478139904610494,-4.928060413354531,-11.883942766295707,1.0,-9.676470588235295,-6.779411764705883,0.0
2020-01-28,-5.138920780711826,-4.912743972445465,-11.625334864140834,1.0,-9.251435132032148,-6.341370072713356,0.0
2020-01-29,-5.056380952380952,-4.926857142857143,-11.605714285714285,1.0,-9.19657142857143,-6.310095238095239,0.0
2020-01-30,-5.116146230007616,-4.916222391469916,-11.585681645087586,1.0,-9.224676313785226,-6.238004569687739,0.0
2020-01-31,-5.124048706240487,-4.92427701674277,-11.548706240487062,1.0,-9.212709284627092,-6.241628614916286,0.0
2020-02-03,-5.00740192450037,-4.720947446336048,-11.249074759437454,1.0,-8.952257586972612,-6.079570688378979,0.0
2020-02-04,-4.86875683558148,-4.601166605905942,-11.07911046299672,1.0,-8.84797666788188,-6.059423988333941,0.0
2020-02-05,-4.677396021699819,-4.606871609403255,-11.119349005424954,1.0,-8.813381555153706,-5.949728752260397,0.0
2020-02-06,-4.735199138858989,-4.518837459634015,-11.175098672407607,1.0,-8.704700394689631,-5.747039827771798,0.0
2020-02-07,-4.7233201581027675,-4.5526410348544735,-11.182177506288177,1.0,-8.714696370822853,-5.759252605102407,0.0
2020-02-10,-4.72337383845604,-4.459614010007148,-11.14796283059328,1.0,-8.685132237312366,-5.723731236597569,0.0
2020-02-11,-4.701546206400575,-4.50269687162891,-11.189500179791441,1.0,-8.7490111470694,-5.815893563466378,0.0
2020-02-12,-4.717367853290183,-4.48975188781014,-11.194893923049262,1.0,-8.758000719165768,-5.797914419273642,0.0
2020-02-13,-4.66618962432916,-4.4672629695885515,-11.177101967799643,1.0,-8.71449016100179,-5.753130590339893,0.0
2020-02-14,-4.674302075876879,-4.4613457408733,-11.166785969935576,1.0,-8.72369362920544,-5.76521116678597,0.0
2020-02-18,-4.67561761546724,-4.4615109201575365,-11.172932330827068,1.0,-8.727533118510562,-5.765843179377014,0.0
2020-02-19,-4.706896551724138,-4.483477011494253,-11.220186781609195,1.0,-8.754669540229886,-5.754310344827586,0.0
2020-02-20,-4.673035328046143,-4.466834895457823,-11.324441240086516,1.0,-8.820475847152126,-5.763878875270367,0.0
2020-02-21,-4.615494978479196,-4.479913916786227,-11.267216642754665,1.0,-8.767575322812052,-5.73816355810617,0.0
2020-02-24,-4.428215176344851,-4.479515496971856,-11.255789098681866,1.0,-8.734235838973992,-5.727467046669041,0.0
2020-02-25,-4.128790581519801,-4.767392079914377,-11.678201926507315,1.0,-8.575454869782376,-5.526221905101678,0.0
2020-02-26,-3.8044892648015614,-4.204619388418998,-10.77911515940143,1.0,-7.888744307091737,-4.854261548471047,0.0
2020-02-27,-3.8643573972159273,-4.134671414697313,-10.702816445451603,1.0,-7.880543865328585,-4.790223373259955,0.0
2020-02-28,-3.340048105832832,-4.43535778713169,-9.795850871918221,1.0,-7.042994588093808,-4.451593505712568,0.0
2020-03-02,-3.4378928464531575,-4.280155642023345,-9.714456749476204,1.0,-7.058066447171504,-4.440287339120024,0.0
2020-03-03,-2.884864864864865,-4.4497297297297305,-8.38,1.0,-6.265675675675676,-4.0464864864864865,0.0
2020-03-04,-2.5699712267852473,-4.576249019094951,-8.369081872874705,1.0,-5.944807742610515,-3.697619670415904,0.0
2020-03-05,-2.299128268991283,-4.958655043586551,-7.671232876712329,1.0,-5.527521793275218,-3.450311332503113,0.0
2020-03-06,-2.2222772277227723,-4.985396039603961,-7.793811881188119,1.0,-5.41509900990099,-3.3361386138613867,0.0
2020-03-09,-2.215777832391251,-4.900712705824527,-7.797247480953552,1.0,-5.377242565740969,-3.2848365691816173,0.0
2020-03-10,-2.6797665369649804,-2.920428015564202,-6.518677042801556,1.0,-4.351945525291828,-1.9846303501945526,0.0
2020-03-11,-2.0666083916083915,-3.1772727272727272,-6.002447552447552,1.0,-3.688636363636364,-1.5473776223776226,0.0
2020-03-12,-2.1635459817729905,-2.6125932062966033,-5.692294946147473,1.0,-3.6548467274233634,-1.4467274233637117,0.0
2020-03-13,-2.214970949871639,-1.7462505066882852,-4.738008377246318,1.0,-3.11052560464802,-0.701797054452101,0.0
2020-03-16,-1.7875711809853922,-2.372245605347858,-4.4017083436494175,1.0,-2.79896013864818,-0.018816538747214655,0.0
2020-03-17,-1.6346859807520586,-1.508681416807223,-2.8528623871415815,1.0,-2.5428117868836195,-0.38247842047822206,0.0
2020-03-18,-1.550880533079486,-1.5896239885768682,-2.510804378867206,1.0,-2.477677296525464,-0.39019514516896714,0.0
2020-03-19,-1.5892364305427782,-1.241766329346826,-2.4149034038638453,1.0,-2.4605335786568534,-0.49328426862925484,0.0
2020-03-20,-1.5850252641249425,-1.1920073495636196,-2.4305925585668353,1.0,-2.4618282039503905,-0.5174092788240698,0.0
2020-03-23,-1.55915328729034,-1.357520853888241,-2.185487487667055,1.0,-2.395192393936676,-0.4720602744640775,0.0
2020-03-24,-1.5718971631205674,-1.3853723404255318,-2.076684397163121,1.0,-2.335017730496454,-0.49627659574468086,0.0
2020-03-25,-1.3985874405036083,-1.2594042683863045,-1.571088592046676,1.0,-2.0469061876247507,-0.4008905266390297,0.0
2020-03-26,-1.4071155317521038,-1.256771231828615,-1.5495026778882937,1.0,-2.0376434583014538,-0.40007651109410863,0.0
2020-03-27,-1.4131363874934395,-1.2212641523581016,-1.4572992427082554,1.0,-2.0563844942640777,-0.34977881082702256,0.0
2020-03-30,-1.3790581386670646,-1.1962086722889769,-1.5195163818195387,1.0,-2.0658258078961116,-0.3026345249645496,0.0
2020-03-31,-1.3534256832646947,-1.2498689629352304,-1.5234743541744664,1.0,-2.0545862972669413,-0.30647697491576187,0.0
2020-04-01,-1.3776975712459583,-1.3168659297691556,-1.4707872772388901,1.0,-2.074892849086398,-0.27904353710805324,0.0
2020-04-02,-1.409358013809314,-1.1613779932422506,-1.4360217423240782,1.0,-2.0938739532833845,-0.24467459967680327,0.0
2020-04-03,-1.3980539907820615,-1.1713366010681103,-1.4337552125246908,1.0,-2.065769258907016,-0.24690906430609408,0.0
2020-04-06,-1.4048314114727776,-1.1550868486352357,-1.422201138519924,1.0,-2.0686031236315867,-0.24748211939862796,0.0
2020-04-07,-1.3792754356786463,-1.0761443343698027,-1.4154313399378118,1.0,-2.1452021115048088,-0.21512763034203486,0.0
2020-04-08,-1.3771618785729791,-1.0769230769230769,-1.4084955496056155,1.0,-2.1472610174397566,-0.22657211086185683,0.0
2020-04-09,-1.400532795737634,-1.0182878536971702,-1.44625242998056,1.0,-2.1462308301533586,-0.18863849089207285,0.0
2020-04-13,-1.4382289416846652,-0.9241900647948166,-1.4779697624190065,1.0,-2.1568034557235425,-0.20223182145428367,0.0
2020-04-14,-1.4454129751357532,-0.9114032580737353,-1.4615604458416689,1.0,-2.1331809088310947,-0.19326950557302086,0.0
2020-04-15,-1.381925232318933,-0.9482159324679009,-1.4077463290061714,1.0,-2.1293892317514365,-0.22643115556501378,0.0
2020-04-16,-1.4297174499503051,-0.8956410620474229,-1.448104500922902,1.0,-2.149297174499503,-0.17641629987221352,0.0
2020-04-17,-1.420028409090909,-0.9247159090909091,-1.4258522727272727,1.0,-2.147088068181818,-0.18458806818181817,0.0
2020-04-20,-1.4693066496345184,-0.8572847917110212,-1.4734227521112766,1.0,-2.1425732737208145,-0.15414094102618692,0.0
2020-04-21,-1.495145631067961,-0.8882067390062821,-1.4939320388349515,1.0,-2.1384922901199315,-0.12300114220445459,0.0
2020-04-22,-1.4600663794929736,-0.9170962502648118,-1.4506037709201325,1.0,-2.1368547418967583,-0.09709766259444953,0.0
2020-04-23,-1.4276698688731506,-0.9347170605146905,-1.4231821050417224,1.0,-2.1203982890400392,-0.10616366313722742,0.0
2020-04-24,-1.4222845129642607,-0.9307638402242466,-1.429572529782761,1.0,-2.11969166082691,-0.10546601261387527,0.0
2020-04-27,-1.453054617117117,-0.9461570945945945,-1.3944256756756754,1.0,-2.1203547297297294,-0.12429617117117116,0.0
2020-04-28,-1.4773957674189695,-0.9026225128313295,-1.3994234690290375,1.0,-2.1356253954861844,-0.11586866343246856,0.0
2020-04-29,-1.4751897666572955,-0.9076468934495362,-1.391692437447287,1.0,-2.1326960922125386,-0.12116952488051728,0.0
2020-04-30,-1.4846234676007006,-0.8306830122591945,-1.4264798598949213,1.0,-2.1723292469352016,-0.091138353765324,0.0
2020-05-01,-1.5423907690142826,-0.7856891578132695,-1.44086399774854,1.0,-2.209737564201787,-0.05713079575036938,0.0
2020-05-04,-1.5504785859009291,-0.7563054565779361,-1.4419059596171313,1.0,-2.2225249772933697,-0.015440508628519528,0.0
2020-05-05,-1.5493144935646335,-0.7590934527140459,-1.427322327923895,1.0,-2.2301343033016225,-0.029099048684946834,0.0
2020-05-06,-1.5413465567816733,-0.7577175583182009,-1.4184942031009917,1.0,-2.230548959351865,-0.03610839502723844,0.0
