Date,IWF,IWM,MTUM,NOAH,SPY,VLUE,VXX
2018-11-15,-0.655558243619209,-1.487480343534535,-0.0,1.0,-1.502116850127011,-1.4029877827506958,0.0
2018-11-16,-0.6473001508295625,-1.4689592760180994,-0.0,1.0,-1.5011764705882353,-1.4157466063348416,0.0
2018-11-19,-0.6560536491058483,-1.4692484291928467,-0.0,1.0,-1.4996375060415659,-1.416626389560174,0.0
2018-11-20,-0.5853015225992088,-1.4516245054549815,-0.0,1.0,-1.506174319625944,-1.4513847260520323,0.0
2018-11-21,-0.6514779101279385,-1.5600302514653053,-0.0,1.0,-1.6369193924497385,-1.4538980273523665,0.0
2018-11-23,-0.655678810034035,-1.531955124164881,-0.0,1.0,-1.6541661414345141,-1.4609857557040213,0.0
2018-11-26,-0.6539602398232881,-1.548122436099716,-0.0,1.0,-1.6514988955506469,-1.4574944777532344,0.0
2018-11-27,-0.6350987151363209,-1.5497336258226262,-0.0,1.0,-1.6386712629269822,-1.4441240990285178,0.0
2018-11-28,-0.6334483840602448,-1.563853153435833,-0.0,1.0,-1.6352682773768434,-1.4429243802949483,0.0
2018-11-29,-0.5870812511567647,-1.530322660250478,-0.0,1.0,-1.614905299524955,-1.4371028440989573,0.0
2018-11-30,-0.5880246913580247,-1.5325925925925925,-0.0,1.0,-1.6191975308641975,-1.432962962962963,0.0
2018-12-03,-0.5854967009927854,-1.5319109576370475,-0.0,1.0,-1.6176851452179812,-1.4312758216686194,0.0
2018-12-04,-0.575316377933407,-1.5315763607322765,-0.0,1.0,-1.610578695171397,-1.4257894090183068,0.0
2018-12-06,-0.5647334857417879,-1.4051257369750931,-0.0,1.0,-1.6550354951269401,-1.3912886535916256,0.0
2018-12-07,-0.558754441968319,-1.4081792447148105,-0.0,1.0,-1.6587363729446483,-1.3973378305125579,0.0
2018-12-10,-0.5215507005461886,-1.400261220612681,-0.0,1.0,-1.6485989076228924,-1.3664212776062692,0.0
2018-12-11,-0.523419412288513,-1.3995844464232712,-0.0,1.0,-1.6483229444939154,-1.3651528643514397,0.0
2018-12-12,-0.5170661725147947,-1.4146093609898978,-0.0,1.0,-1.6603502899157154,-1.385617789467392,0.0
2018-12-13,-0.5164448158538769,-1.4066734316241867,-0.0,1.0,-1.66477645794783,-1.3811854593207187,0.0
2018-12-14,-0.5232897954315023,-1.3874276853342875,-0.0,1.0,-1.6731675314606071,-1.3802707699648118,0.0
2018-12-17,-0.5016309827412372,-1.3816499614494988,-0.0,1.0,-1.6549433604175317,-1.392622027163276,0.0
2018-12-18,-0.4743876589731512,-1.3588671691003298,-0.0,1.0,-1.6529086198775318,-1.4017310409797457,0.0
2018-12-19,-0.4958829453231444,-1.3640779574669748,-0.0,1.0,-1.6557076002606483,-1.4081511758782064,0.0
2018-12-20,-0.497197474777273,-1.352764174877574,-0.0,1.0,-1.6497728479556315,-1.400259602336421,0.0
2018-12-21,-0.4876797925017684,-1.3664819618014616,-0.0,1.0,-1.6731313369488328,-1.3675430323037019,0.0
2018-12-24,-0.4460962191267704,-1.3245347067774786,-0.0,1.0,-1.670490460025752,-1.411623551445628,0.0
2018-12-26,-0.44723384472338445,-1.353905160390516,-0.0,1.0,-1.624360762436076,-1.3857508135750813,0.0
2018-12-27,-0.3499556737588652,-1.2858488475177305,-0.0,1.0,-1.5006648936170215,-1.4043107269503547,0.0
2018-12-28,-0.3411282278621301,-1.2965754183752631,-0.0,1.0,-1.5021057298016178,-1.4015848387454282,0.0
2018-12-31,-0.3381961393388063,-1.3035833148435767,-0.0,1.0,-1.5031617483913913,-1.4019303305968496,0.0
2019-01-02,-0.33043044153538936,-1.305413800754382,-0.0,1.0,-1.5022742400710007,-1.4088639893499002,0.0
2019-01-03,-0.34181354617004767,-1.3008535639064405,-0.0,1.0,-1.5091453275690059,-1.3908103314488416,0.0
2019-01-04,-0.2882297914488527,-1.3166235624277776,-0.0,1.0,-1.4922687503439167,-1.4056017168326638,0.0
2019-01-07,-0.2646822204344328,-1.262912308930008,-0.0,1.0,-1.470957361222848,-1.3648163046393134,0.0
2019-01-08,-0.2681818181818182,-1.2455614973262032,-0.0,1.0,-1.47524064171123,-1.3586096256684492,0.0
2019-01-09,-0.255620092502958,-1.22405076906529,-0.0,1.0,-1.4974185221039047,-1.4009895665268368,0.0
2019-01-10,-0.2587032553134248,-1.2179176755447942,-0.0,1.0,-1.5050847457627121,-1.398977670164111,0.0
2019-01-11,-0.25687728347302813,-1.2189447668171072,-0.0,1.0,-1.5026864388566514,-1.3943154953793253,0.0
2019-01-14,-0.2700690837037434,-1.2147485674503293,-0.0,1.0,-1.4910298291651047,-1.379478391260108,0.0
2019-01-15,-0.27190445586975154,-1.2114931448157669,-0.0,1.0,-1.4896636675235648,-1.382551413881748,0.0
2019-01-16,-0.26441022350550747,-1.2081060849107048,-0.0,1.0,-1.4856699818201262,-1.3888888888888888,0.0
2019-01-17,-0.2642295975629309,-1.2068836513280958,-0.0,1.0,-1.48559670781893,-1.3877932766821657,0.0
2019-01-18,-0.27198275862068966,-1.2039870689655172,-0.0,1.0,-1.490625,-1.4213900862068967,0.0
2019-01-22,-0.0,-1.2370249054046423,-0.0,1.0,-1.8585869994917263,-1.5518721409612015,0.0
2019-01-23,-0.0,-1.1654037548066047,-0.0,1.0,-1.875141370730604,-1.6142840986202216,0.0
2019-01-24,-0.0,-1.22542951350726,-0.0,1.0,-1.8852895239197083,-1.6740325099785967,0.0
2019-01-25,-0.0,-1.114882662835249,-0.0,1.0,-2.0826748084291187,-1.7890325670498084,0.0
2019-01-28,-0.0,-1.092162859027403,-0.0,1.0,-2.1165677280086346,-1.7875517179348803,0.0
2019-01-29,-0.0,-1.086592851125286,-0.0,1.0,-2.1164400048140575,-1.8145384522806594,0.0
2019-01-30,-0.0,-1.0995100114935574,-0.0,1.0,-2.135502994374206,-1.8142278144092916,0.0
2019-01-31,-0.0,-1.104174228675136,-0.0,1.0,-2.109316394434362,-1.8361766485178463,0.0
2019-02-01,-0.0,-1.1029215662504548,-0.0,1.0,-2.143896229846042,-1.8144623590738274,0.0
2019-02-04,-0.0,-1.1066319107662463,-0.0,1.0,-2.139488360814743,-1.8159553831231814,0.0
2019-02-05,-0.0,-1.084241103848947,-0.0,1.0,-2.112563543936093,-1.855059307673687,0.0
2019-02-06,-0.0,-1.0709962474276722,-0.0,1.0,-2.113485050236049,-1.868054714925554,0.0
2019-02-07,-0.0,-1.0532433897488405,-0.0,1.0,-2.1065470095765826,-1.8632174908149128,0.0
2019-02-08,-0.0,-1.0581311119159724,-0.0,1.0,-2.1265845708076783,-1.851744537003501,0.0
2019-02-11,-0.0,-0.9775374376039934,-0.0,1.0,-2.1083907772759685,-1.8564891846921796,0.0
2019-02-12,-0.0,-1.0071899696951692,-0.0,1.0,-2.104937904807178,-1.8299364192762495,0.0
2019-02-13,-0.0,-1.0415527285697301,-0.0,1.0,-2.0945190821543216,-1.8084651052193554,0.0
2019-02-14,-0.0,-1.0257510729613735,-0.0,1.0,-2.11516452074392,-1.8199809251311396,0.0
2019-02-15,-0.0,-1.117369228952651,-0.0,1.0,-2.036663124335813,-1.7498524028810956,0.0
2019-02-19,-0.0,-1.0763182785528493,-0.0,1.0,-2.0835303854339084,-1.7517734689051783,0.0
2019-02-20,-0.0,-1.074335967674847,-0.0,1.0,-2.0907362291282903,-1.7770515182126092,0.0
2019-02-21,-0.0,-1.0167650531286896,-0.0,1.0,-2.0869539551357734,-1.7995277449822904,0.0
2019-02-22,-0.0,-1.0401453437261912,-0.0,1.0,-2.023208111117623,-1.7972220594268298,0.0
2019-02-25,-0.0,-1.0927909932812785,-0.0,1.0,-2.1116155196416684,-1.8484958537618787,0.0
2019-02-26,-0.0,-1.090202743717373,-0.0,1.0,-2.1172757071749424,-1.8627534296467159,0.0
2019-02-27,-0.0,-1.1099161502005104,-0.0,1.0,-2.097703244622676,-1.868453031960141,0.0
2019-02-28,-0.0,-1.1291740430987118,-0.0,1.0,-2.1189182589585496,-1.8565411147060618,0.0
2019-03-01,-0.0,-1.11596495497688,-0.0,1.0,-2.1371988318325625,-1.831041615964955,0.0
2019-03-04,-0.0,-1.1133142752873912,-0.0,1.0,-2.132595340916003,-1.8363846481357582,0.0
2019-03-05,-0.0,-1.1000732243104712,-0.0,1.0,-2.1599951183793022,-1.841957529899927,0.0
2019-03-06,-0.0,-1.093460195110201,-0.0,1.0,-2.134529688064555,-1.7939901240515475,0.0
2019-03-07,-0.0,-1.0621808350856115,-0.0,1.0,-2.1539200961249625,-1.7916491438870532,0.0
2019-03-08,-0.0,-1.0369647431987312,-0.0,1.0,-2.2463706233988043,-1.816518238379895,0.0
2019-03-11,-0.0,-1.0407822266229345,-0.0,1.0,-2.2640014852404233,-1.8837180518596446,0.0
2019-03-12,-0.0,-0.9631452732550803,-0.0,1.0,-2.339833396440742,-2.007762211283605,0.0
2019-03-13,-0.0,-0.9977158809720196,-0.0,1.0,-2.348137808514688,-1.998921388236787,0.0
2019-03-14,-0.0,-1.0780839895013123,-0.0,1.0,-2.398031496062992,-2.085564304461942,0.0
2019-03-15,-0.0,-1.0782758164749437,-0.0,1.0,-2.4111463704879013,-2.1217109612587595,0.0
2019-03-18,-0.0,-1.121212121212121,-0.0,1.0,-2.4155653450807635,-2.137965558670404,0.0
2019-03-19,-0.0,-1.126189518831256,-0.0,1.0,-2.410802841442166,-2.164589197158558,0.0
2019-03-20,-0.0,-1.1297031702227904,-0.0,1.0,-2.4152251463956382,-2.185838325368513,0.0
2019-03-21,-0.0,-1.1341496232508075,-0.0,1.0,-2.4282831001076426,-2.1652987082884825,0.0
2019-03-22,-0.0,-1.122729737056113,-0.0,1.0,-2.5081322851721333,-2.1460422878828953,0.0
2019-03-25,-0.0,-0.9357042395017079,-0.0,1.0,-2.598017547384636,-2.163753265019088,0.0
2019-03-26,-0.0,-0.9702876480541455,-0.0,1.0,-2.61502538071066,-2.182876480541455,0.0
2019-03-27,-0.0,-0.9343851570964247,-0.0,1.0,-2.64829360780065,-2.1886511375947997,0.0
2019-03-28,-0.0,-0.9142529974403879,-0.0,1.0,-2.6098612420854104,-2.211774215276842,0.0
2019-03-29,-0.0,-0.9125168236877523,-0.0,1.0,-2.6042395693135933,-2.21278600269179,0.0
2019-04-01,-0.0,-0.9055413927277606,-0.0,1.0,-2.5752717026700656,-2.2278948074600833,0.0
2019-04-02,-0.0,-0.9151527385277889,-0.0,1.0,-2.586798546628987,-2.2266182209662224,0.0
2019-04-03,-0.0,-0.9217021850553009,-0.0,1.0,-2.570744537361748,-2.2515511195036417,0.0
2019-04-04,-0.0,-0.9210508543256567,-0.0,1.0,-2.5710137097318833,-2.261497940163436,0.0
2019-04-05,-0.0,-0.8933216524024531,-0.0,1.0,-2.5687714805579893,-2.276905451849855,0.0
2019-04-08,-0.0,-0.8788757077379349,-0.0,1.0,-2.583445672688056,-2.2780399029387977,0.0
2019-04-09,-0.0,-0.8407270279367217,-0.0,1.0,-2.658094917536183,-2.232985526758667,0.0
2019-04-10,-0.0,-0.8009516788419007,-0.0,1.0,-2.6643656591381273,-2.236713357013605,0.0
2019-04-11,-0.0,-0.767407506882428,-0.0,1.0,-2.716511112603236,-2.2306452695897403,0.0
2019-04-12,-0.0,-0.7718945037245822,-0.0,1.0,-2.7116972015300984,-2.2273672907858533,0.0
2019-04-15,-0.0,-0.7727364117686482,-0.0,1.0,-2.69821057569868,-2.230949668252798,0.0
2019-04-16,-0.0,-0.7735924932975871,-0.0,1.0,-2.701005361930295,-2.227815013404826,0.0
2019-04-17,-0.0,-0.7284184848895515,-0.0,1.0,-2.73133215882911,-2.3161675023715955,0.0
2019-04-18,-0.0,-0.7295542176824732,-0.0,1.0,-2.7053372116620444,-2.329635392004329,0.0
2019-04-22,-0.0,-0.7357977711334601,-0.0,1.0,-2.717518347377004,-2.3419407447675997,0.0
2019-04-23,-0.0,-0.7026570211615171,-0.0,1.0,-2.7138124535190316,-2.3443986207829086,0.0
2019-04-24,-0.0,-0.6889907020617168,-0.0,1.0,-2.6969411130575396,-2.3517719983829677,0.0
2019-04-25,-0.0,-0.6987317862924987,-0.0,1.0,-2.7038586076632485,-2.343227199136535,0.0
2019-04-26,-0.0,-0.6807257463949631,-0.0,1.0,-2.7608151106898653,-2.3284137837654866,0.0
2019-04-29,-0.0,-0.639043987471061,-0.0,1.0,-2.7780198828816562,-2.392074084161787,0.0
2019-04-30,-0.0,-0.6510615133369624,-0.0,1.0,-2.7727272727272725,-2.3807838867719107,0.0
2019-05-01,-0.0,-0.6051220166264415,-0.0,1.0,-2.7945159560203807,-2.304572271386431,0.0
2019-05-02,-0.0,-0.597708082026538,-0.0,1.0,-2.782334807666533,-2.321471652593486,0.0
2019-05-03,-0.0,-0.5820474976519523,-0.0,1.0,-2.79746410841272,-2.3291962967932376,0.0
2019-05-06,-0.0,-0.5177950227455178,-0.0,1.0,-2.811078405137811,-2.360917848541611,0.0
2019-05-07,-0.0,-0.5011395629440943,-0.0,1.0,-2.823971041694597,-2.3782008312106178,0.0
2019-05-08,-0.0,-0.496309963099631,-0.0,1.0,-2.732406431207169,-2.360635213494992,0.0
2019-05-09,-0.0,-0.4960474308300396,-0.0,1.0,-2.73399209486166,-2.3575757575757574,0.0
2019-05-10,-0.0,-0.4966403162055336,-0.0,1.0,-2.7332674571805007,-2.357707509881423,0.0
2019-05-13,-0.0,-0.48735089788963165,-0.0,1.0,-2.7120854633634814,-2.354437016647005,0.0
2019-05-14,-0.0,-0.44131455399061037,-0.0,1.0,-2.6824233069650782,-2.307543893497974,0.0
2019-05-15,-0.0,-0.4569833835888882,-0.004490921922114583,1.0,-2.7041765573875662,-2.249951882979406,0.0
2019-05-16,-0.0,-0.45803634495601364,-0.008540422526167084,1.0,-2.7041032556347524,-2.2506260836062415,0.0
2019-05-17,-0.0,-0.4554506327487634,-0.012976167533885785,1.0,-2.694995824500546,-2.2604226890216483,0.0
2019-05-20,-0.0,-0.5016037180074623,-0.0,1.0,-2.745957976042417,-2.2982915493879688,0.0
2019-05-21,-0.0,-0.5057358243198952,-0.0,1.0,-2.7478859390363817,-2.3016060308095705,0.0
2019-05-22,-0.0,-0.4877011644642157,-0.00569148240219809,1.0,-2.7612848357974618,-2.2872563129661128,0.0
2019-05-23,-0.0,-0.47462939985633124,-0.02194214066479462,1.0,-2.7696075230196566,-2.2642852478286426,0.0
2019-05-24,-0.0,-0.4339794458176142,-0.03486405619877716,1.0,-2.76694419149213,-2.2687004032782623,0.0
2019-05-28,-0.0,-0.4172040237296879,-0.027147278823832863,1.0,-2.7393603301521794,-2.2645086407015733,0.0
2019-05-29,-0.0,-0.4363073749355338,-0.032426508509541,1.0,-2.753158844765343,-2.2246647756575553,0.0
2019-05-30,-0.0,-0.42730679762212453,-0.02772034117342983,1.0,-2.7602739726027394,-2.246381493926079,0.0
2019-05-31,-0.0,-0.42887610676662574,-0.03664447747689523,1.0,-2.763006527499515,-2.2343436954695277,0.0
2019-06-03,-0.0,-0.43061525630332964,-0.06729967280425996,1.0,-2.748893308526336,-2.168858664271508,0.0
2019-06-04,-0.0,-0.431246793227296,-0.07529502308876347,1.0,-2.7565418163160595,-2.1503976398152895,0.0
2019-06-05,-0.0,-0.4268523185483871,-0.11542338709677419,1.0,-2.747164818548387,-2.0109627016129035,0.0
2019-06-06,-0.0,-0.44647355163727964,-0.09439546599496222,1.0,-2.728274559193955,-2.0280856423173805,0.0
2019-06-07,-0.0,-0.5078530715642812,-0.08708043065231158,1.0,-2.713046231792273,-2.0252058264724506,0.0
2019-06-10,-0.0,-0.5105562579013906,-0.07357774968394437,1.0,-2.704993678887484,-2.0320480404551198,0.0
2019-06-11,-0.0,-0.5079506424119069,-0.10971886528431499,1.0,-2.700483399058644,-2.0422974176313446,0.0
2019-06-12,-0.0,-0.5075367296317496,-0.10958468485657952,1.0,-2.699357628951218,-2.0436303504420277,0.0
2019-06-13,-0.0,-0.5303107488537953,-0.1304763117677025,1.0,-2.6779164544065206,-2.0291008660213956,0.0
2019-06-14,-0.0,-0.5189535843545622,-0.16134357736999175,1.0,-2.672995110800686,-1.996317226490571,0.0
2019-06-17,-0.0,-0.506224593495935,-0.1639989837398374,1.0,-2.691565040650407,-1.9897738821138211,0.0
2019-06-18,-0.0,-0.5141125213108544,-0.17806402727789353,1.0,-2.6454505272463216,-1.9767001326008713,0.0
2019-06-19,-0.0,-0.5390320553111251,-0.16373350094280328,1.0,-2.6315524827152736,-1.9510370835952233,0.0
2019-06-20,-0.0,-0.5506935687263557,-0.1448297604035309,1.0,-2.647856242118537,-1.9617906683480457,0.0
2019-06-21,-0.0,-0.5559482486588829,-0.14818554749132218,1.0,-2.6455664247396653,-1.961438939728621,0.0
2019-06-24,-0.0,-0.5432841491989108,-0.16028117281996074,1.0,-2.635298587803179,-1.993857260464822,0.0
2019-06-25,-0.0,-0.5024658573596358,-0.16736216489630754,1.0,-2.65104957005564,-2.0018335862417804,0.0
2019-06-26,-0.0,-0.49487147017854877,-0.15284285171584147,1.0,-2.640116499936685,-2.0436874762568067,0.0
2019-06-27,-0.0,-0.47892866209697893,-0.16634932724041634,1.0,-2.6398832190911397,-2.0616273165778116,0.0
2019-06-28,-0.0,-0.46773785425101216,-0.16093117408906885,1.0,-2.640371963562753,-2.056869939271255,0.0
2019-07-01,-0.0,-0.45421800947867297,-0.16859399684044232,1.0,-2.657693522906793,-2.038609794628752,0.0
2019-07-02,-0.0,-0.449620253164557,-0.17025316455696202,1.0,-2.6735443037974687,-2.035759493670886,0.0
2019-07-03,-0.0,-0.451158679042748,-0.16865567973732398,1.0,-2.6661615204899918,-2.0283513291658775,0.0
2019-07-05,-0.0,-0.44157728706624605,-0.16794952681388015,1.0,-2.6637223974763407,-2.0358359621451103,0.0
2019-07-08,-0.0,-0.45046003630218445,-0.15165550478813294,1.0,-2.6276522501095325,-2.0292295174313075,0.0
2019-07-09,-0.0,-0.6084107045330421,-0.2745084653194976,1.0,-2.77198252321136,-2.1719688694702346,0.0
2019-07-10,-0.0,-0.6241299303944315,-0.2734406987853146,1.0,-2.754674491606387,-2.1718302170055956,0.0
2019-07-11,-0.0,-0.6391229873244262,-0.2662555669749914,1.0,-2.758821514217198,-2.1874614594039055,0.0
2019-07-12,-0.0,-0.6603670227334977,-0.26109285127362364,1.0,-2.7433579841139415,-2.1826211996713227,0.0
2019-07-15,-0.0,-0.7029015401540153,-0.30878712871287123,1.0,-2.750618811881188,-2.1132425742574257,0.0
2019-07-16,-0.0,-0.7017592083562396,-0.3068306761957119,1.0,-2.7454645409565694,-2.1178532160527763,0.0
2019-07-17,-0.0,-0.7312663275127183,-0.29327650213117007,1.0,-2.741509693386498,-2.1086209267152483,0.0
2019-07-18,-0.0,-0.7338248466891751,-0.30572590091641977,1.0,-2.752497760628402,-2.098256735340729,0.0
2019-07-19,-0.0,-0.7364031157372303,-0.31881160818915005,1.0,-2.7390225408423516,-2.0989866960777555,0.0
2019-07-22,-0.0,-0.7166816205397198,-0.3109945475878253,1.0,-2.7558837738974393,-2.1182966388294573,0.0
2019-07-23,-0.0,-0.7372955509187588,-0.3044356195732651,1.0,-2.655179376724776,-2.0339907114491487,0.0
2019-07-24,-0.0,-0.7356677196048121,-0.3145372672894684,1.0,-2.6484306741044423,-2.0222461186907723,0.0
2019-07-25,-0.0,-0.7013186960305242,-0.33556462949327265,1.0,-2.655800254367762,-2.001204899926367,0.0
2019-07-26,-0.0,-0.6965014382232925,-0.3337346979731085,1.0,-2.6593083149374537,-1.999799317680112,0.0
2019-07-29,-0.0,-0.6799411016665552,-0.33826383776186336,1.0,-2.6565825580617095,-2.0182049394284185,0.0
2019-07-30,-0.0,-0.6835375242685947,-0.3443127803441119,1.0,-2.6483899042645778,-2.018611501640222,0.0
2019-07-31,-0.0,-0.7104982680522249,-0.33733013589128696,1.0,-2.613709032773781,-1.999800159872102,0.0
2019-08-01,-0.0,-0.7430204732783835,-0.33315607551183196,1.0,-2.5961180537091204,-1.9748072321191175,0.0
2019-08-02,-0.0,-0.7299202127659574,-0.33623670212765955,1.0,-2.6012632978723405,-1.9815159574468084,0.0
2019-08-05,-0.0,-0.7226572869657552,-0.3302362622776745,1.0,-2.6132200690204406,-1.9704008494823466,0.0
2019-08-06,-0.0,-0.7208398133748056,-0.3083851736651114,1.0,-2.5135432866770344,-1.9372731985484706,0.0
2019-08-07,-0.0,-0.7209467302979492,-0.28131046046691605,1.0,-2.5020637172707336,-1.9448600541725782,0.0
2019-08-08,-0.0,-0.7185242518059854,-0.27715428276573784,1.0,-2.5050309597523217,-1.949238906088751,0.0
2019-08-09,-0.0,-0.6847401140806255,-0.2608472729603281,1.0,-2.4795872588604757,-1.9837851695186826,0.0
2019-08-12,-0.0,-0.67594726062468,-0.27592165898617516,1.0,-2.4841909882232462,-1.9643497183819767,0.0
2019-08-13,-0.0,-0.6737204410733635,-0.26413410669896104,1.0,-2.4839696602715278,-1.9520683281279876,0.0
2019-08-14,-0.0,-0.6848039526192436,-0.2559701019826439,1.0,-2.4605688224488502,-1.932982833977323,0.0
2019-08-15,-0.0,-0.7212657914292792,-0.28183056725291056,1.0,-2.390760465692346,-1.7988605400049542,0.0
2019-08-16,-0.0,-0.7390279289082335,-0.268286785152944,1.0,-2.310845121508886,-1.7270583968081246,0.0
2019-08-19,-0.0,-0.6773466239468375,-0.2618369526521894,1.0,-2.2943514892607095,-1.6997745342351964,0.0
2019-08-20,-0.0,-0.6898598907622892,-0.2786155307527903,1.0,-2.2917359297079076,-1.6766207551650438,0.0
2019-08-21,-0.0,-0.7168563427277602,-0.25108740987904427,1.0,-2.3216945718882203,-1.6688315557409281,0.0
2019-08-22,-0.0,-0.7211544183278786,-0.24284439155013388,1.0,-2.3213329366260043,-1.6653376971139542,0.0
2019-08-23,-0.0,-0.7183073443637662,-0.24384001904535174,1.0,-2.3207951434353054,-1.668789429829782,0.0
2019-08-26,-0.0,-0.6821571007456216,-0.248135945899081,1.0,-2.265244783538524,-1.584532685971909,0.0
2019-08-27,-0.0,-0.6679382694641928,-0.24391653661638057,1.0,-2.2633373793422344,-1.6048205306051675,0.0
2019-08-28,-0.0,-0.6399098474341193,-0.26618122977346276,1.0,-2.2777970411465556,-1.5951225150254276,0.0
2019-08-29,-0.0,-0.6273942480180545,-0.29159192176378684,1.0,-2.298304496267577,-1.5694114923904867,0.0
2019-08-30,-0.0,-0.6036077705827937,-0.306313598519889,1.0,-2.316836262719704,-1.554868177613321,0.0
2019-09-03,-0.0,-0.6006621747211895,-0.3163336431226766,1.0,-2.3077369888475836,-1.5838754646840147,0.0
2019-09-04,-0.0,-0.5984874927283305,-0.3184409540430483,1.0,-2.3155322862129144,-1.5848749272833043,0.0
2019-09-05,-0.0,-0.6226207694532832,-0.32288111078970205,1.0,-2.301070292160833,-1.5388487127567254,0.0
2019-09-06,-0.0,-0.608575220728259,-0.3447977378960124,1.0,-2.3224075249581624,-1.4949506607421086,0.0
