Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WTRG
2018-09-24,-0.25930703085483053,-0.48803743045017706,-0.0,-0.45490642387455743,-0.3268588770864947,0.0,1.0
2018-09-25,-0.2594775043625604,-0.4879239270630485,-0.0,-0.4548443387875876,-0.32674944993803906,0.0,1.0
2018-09-26,-0.2578436097090826,-0.48821873335531485,-0.0,-0.456971111167474,-0.33329951556040277,0.0,1.0
2018-09-27,-0.2573988527336413,-0.4900248743591045,-0.0,-0.4571805675414996,-0.33359561399055787,0.0,1.0
2018-09-28,-0.25947195893578634,-0.489467130841359,-0.0,-0.4578812288770869,-0.33425660051330264,0.0,1.0
2018-10-01,-0.2590885947046843,-0.4926934826883911,-0.0,-0.45837576374745415,-0.3356670061099796,0.0,1.0
2018-10-02,-0.2585864247859764,-0.4974011414594374,-0.0,-0.4572462291072157,-0.3346667346106808,0.0,1.0
2018-10-03,-0.2580053028757903,-0.4885529267795228,-0.0,-0.46135019375892317,-0.34157658576381805,0.0,1.0
2018-10-04,-0.26180760991533203,-0.48352545139243086,-0.0,-0.4663113332653269,-0.3385953279608283,0.0,1.0
2018-10-05,-0.24859072672794677,-0.47562338124016046,-0.0,-0.47112894215631507,-0.3438880706921944,0.0,1.0
2018-10-08,-0.24587416848626414,-0.47308688366424617,-0.0,-0.4760067028893516,-0.34400548418219673,0.0,1.0
2018-10-09,-0.24034815361514772,-0.4743338508131219,-0.0,-0.4800855114142468,-0.3502150510269005,0.0,1.0
2018-10-10,-0.24302991725015913,-0.4736346276257161,-0.0,-0.48211330362826227,-0.3473965626989179,0.0,1.0
2018-10-11,-0.19215919215919217,-0.46332046332046334,-0.0,-0.46705771705771704,-0.3524651024651025,0.0,1.0
2018-10-12,-0.18849627399694022,-0.4624932142328382,-0.0,-0.4670335093520209,-0.34952869762621525,0.0,1.0
2018-10-15,-0.1684112011427727,-0.48102356968696897,-0.0,-0.46363569194394505,-0.34980173878777426,0.0,1.0
2018-10-16,-0.1664286066098606,-0.4841402748362311,-0.0,-0.4629611387479683,-0.3491602226271979,0.0,1.0
2018-10-17,-0.15808957841155408,-0.46783896344285053,-0.0,-0.45948513115273143,-0.3501059451033878,0.0,1.0
2018-10-18,-0.15768069355152933,-0.4670757841418274,-0.0,-0.46030586401714396,-0.3501607247223846,0.0,1.0
2018-10-19,-0.14473270630334387,-0.45748204743828425,-0.0,-0.4649532145361348,-0.35068546144732704,0.0,1.0
2018-10-22,-0.14477575757575759,-0.44753939393939396,-0.0,-0.47335757575757575,-0.3585939393939394,0.0,1.0
2018-10-23,-0.14789312903069388,-0.44789797798574404,-0.0,-0.4711729622266402,-0.3575377006255152,0.0,1.0
2018-10-24,-0.16745338994224837,-0.5392790274518077,-0.0,-0.527095804435537,-0.4032330371034519,0.0,1.0
2018-10-25,-0.13567645395176633,-0.5041394559572171,-0.0,-0.5494677842340722,-0.38178125160693166,0.0,1.0
2018-10-26,-0.11037119891787843,-0.5114585230080899,-0.0,-0.5882215227739771,-0.39120255963374345,0.0,1.0
2018-10-29,-0.11004298554122703,-0.5119708219356519,-0.0,-0.5924449654813078,-0.39072554383222613,0.0,1.0
2018-10-30,-0.10508086148076771,-0.511940415114977,-0.0,-0.592541472434178,-0.39469777858798405,0.0,1.0
2018-10-31,-0.11045262803757668,-0.49336197303382423,-0.0,-0.5926347661809995,-0.3915012551435004,0.0,1.0
2018-11-01,-0.08601983076364014,-0.5175206354150444,-0.0,-0.5960909515651768,-0.39599231687691433,0.0,1.0
2018-11-02,-0.09006475581125357,-0.4968654059492789,-0.0,-0.6011712804107221,-0.391811356776141,0.0,1.0
2018-11-05,-0.08574305483837655,-0.5103273778787566,-0.0,-0.603222141898172,-0.38255189507384074,0.0,1.0
2018-11-06,-0.08688918144505538,-0.510854694235783,-0.0,-0.6021838457368542,-0.3814502181264359,0.0,1.0
2018-11-07,-0.08612972497477425,-0.5146309280484334,-0.0,-0.6028563297198002,-0.38363819823549195,0.0,1.0
2018-11-08,-0.07491329479768787,-0.5127296082209377,-0.0,-0.5979190751445087,-0.38345536287732823,0.0,1.0
2018-11-09,-0.0781148961485735,-0.5184294250019399,-0.0,-0.6009932490106309,-0.38904839502340854,0.0,1.0
2018-11-12,-0.07948898082377123,-0.5020945541591861,-0.0,-0.6254000468347514,-0.39494705071162806,0.0,1.0
2018-11-13,-0.058899342698801385,-0.49779610774584354,-0.0,-0.6301843021007861,-0.3907462301843021,0.0,1.0
2018-11-14,-0.0594345215082863,-0.49733240547436786,-0.0,-0.6301708806928014,-0.39044820742802655,0.0,1.0
2018-11-15,-0.05860975798345318,-0.49746127477512303,-0.0,-0.6307636794762752,-0.3905513028686306,0.0,1.0
2018-11-16,-0.05929516099925236,-0.4976668643172033,-0.0,-0.6304364639459641,-0.39065198896594394,0.0,1.0
2018-11-19,-0.059245127358977,-0.4977054759203877,-0.0,-0.6304784985046922,-0.390687841600495,0.0,1.0
2018-11-20,-0.0050338169239506425,-0.49599876090660333,-0.0,-0.6501884454540761,-0.43024936754607884,0.0,1.0
2018-11-21,-0.011835532214679135,-0.49235301652363267,-0.0,-0.6528500064045089,-0.404739336492891,0.0,1.0
2018-11-23,-0.013470945271083567,-0.4798063871744308,-0.0,-0.6602043690936564,-0.40753450969344635,0.0,1.0
2018-11-26,-0.012269938650306749,-0.48984778088661857,-0.0,-0.6590856585466026,-0.40575506327489275,0.0,1.0
2018-11-27,-0.005337214944201843,-0.4914579023979162,-0.0,-0.6555836461605251,-0.40131259735948316,0.0,1.0
2018-11-28,-0.005924866562811247,-0.4905636284700054,-0.0,-0.6556937456904257,-0.40161401537400726,0.0,1.0
2018-11-29,-0.0,-0.47703965647890884,-0.0,-0.646602677443799,-0.4022480424349584,0.0,1.0
2018-11-30,-0.0,-0.478010020750038,-0.0,-0.6469963054810467,-0.4054861075965383,0.0,1.0
2018-12-03,-0.0,-0.4789042900945189,-0.0,-0.6483541545244913,-0.40676076324658544,0.0,1.0
2018-12-04,-0.0,-0.4824568060509474,-0.0,-0.643039639776378,-0.4041638207988667,0.0,1.0
