Date,DCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5136493936052922,-1.1618081587651599,-0.11995589856670341,-0.8465270121278942,-0.7682028665931643,0.0
2018-09-25,1.0,-0.5269094138543516,-1.1659857904085256,-0.13237122557726463,-0.8492895204262878,-0.7659413854351688,0.0
2018-09-26,1.0,-0.5277790114135986,-1.1670737664875428,-0.13425411911000576,-0.8488697428609495,-0.7631123151396723,0.0
2018-09-27,1.0,-0.5281662005593288,-1.1649132152528077,-0.13490478092955122,-0.8484485284325476,-0.7626847782660807,0.0
2018-09-28,1.0,-0.5268764703271339,-1.1656087709174843,-0.13555861334280261,-0.848062497225798,-0.7626170713302854,0.0
2018-10-01,1.0,-0.5265962170322351,-1.166548263919723,-0.13604475623834472,-0.8479264718941479,-0.7629873013053903,0.0
2018-10-02,1.0,-0.526896551724138,-1.181579532814238,-0.13276974416017798,-0.8466740823136818,-0.76146829810901,0.0
2018-10-03,1.0,-0.5265498532420173,-1.1780218802810638,-0.132704794094103,-0.8471048652494886,-0.7628302054611757,0.0
2018-10-04,1.0,-0.5263626251390434,-1.179265850945495,-0.1332591768631813,-0.8465406006674082,-0.7639154616240267,0.0
2018-10-05,1.0,-0.5080867324269084,-1.1736870167955211,-0.11228116946592019,-0.8647027459344174,-0.7845463431973696,0.0
2018-10-08,1.0,-0.50554372893383,-1.16968245520667,-0.10714919283306723,-0.8688131985098456,-0.7837945715806279,0.0
2018-10-09,1.0,-0.5061213626685592,-1.1702004968062456,-0.10809971611071682,-0.8684350603264727,-0.7829134137686302,0.0
2018-10-10,1.0,-0.5067175098656498,-1.169157096616858,-0.10881035782379284,-0.8687092626258147,-0.7806500243869995,0.0
2018-10-11,1.0,-0.45558184555818454,-1.1627876962787695,-0.044138524413852444,-0.8525274252527426,-0.7870079587007959,0.0
2018-10-12,1.0,-0.460144312393888,-1.1553480475382003,-0.03688455008488964,-0.8312818336162988,-0.7608234295415959,0.0
2018-10-15,1.0,-0.4393791611890929,-1.193715279250244,-0.005343284847970824,-0.833976506509478,-0.7683304355201221,0.0
2018-10-16,1.0,-0.43716333715061284,-1.2018068456546633,-0.0,-0.8342028247868685,-0.7682487169699284,0.0
2018-10-17,1.0,-0.4111324056328639,-1.155987001083243,-0.0,-0.8254728772602283,-0.7736855262061495,0.0
2018-10-18,1.0,-0.4117058529264632,-1.1580373520093379,-0.0,-0.8248707687176922,-0.7740953810238452,0.0
2018-10-19,1.0,-0.39144818460011577,-1.1454801091721116,-0.0,-0.8263584484327186,-0.7719791580514432,0.0
2018-10-22,1.0,-0.3914175865062632,-1.1360535780726777,-0.0,-0.8306668320310885,-0.7760138906114349,0.0
2018-10-23,1.0,-0.4024966821499668,-1.1410915726609157,-0.0,-0.8276376907763768,-0.7760865958858659,0.0
2018-10-24,1.0,-0.4066067830758898,-1.1668065815983881,-0.0,-0.8398253861652115,-0.7842511752854264,0.0
2018-10-25,1.0,-0.3672217709179529,-1.1137286758732738,-0.0,-0.8362307067424858,-0.744557270511779,0.0
2018-10-26,1.0,-0.3463222592696742,-1.096894709356044,-0.0,-0.8407584461495199,-0.733178001847909,0.0
2018-10-29,1.0,-0.32287461529237776,-1.1068388025100921,-0.0,-0.8298892841440505,-0.7373995763219952,0.0
2018-10-30,1.0,-0.3320253063185713,-1.1086329782974294,-0.0,-0.8313846400256267,-0.7321614479058222,0.0
2018-10-31,1.0,-0.3324549846288976,-1.1019283746556474,-0.0,-0.8289216273405996,-0.7291891244460413,0.0
2018-11-01,1.0,-0.32680572727635304,-1.105252662226299,-0.0,-0.8278227575479599,-0.7284728592509871,0.0
2018-11-02,1.0,-0.33834586466165417,-1.0630544615507023,-0.0,-0.8501014440864065,-0.726737478617178,0.0
2018-11-05,1.0,-0.3278655326042932,-1.1350749291211015,-0.0,-0.8774402592142567,-0.7098420413122721,0.0
2018-11-06,1.0,-0.3393284884901141,-1.1470098656164995,-0.0,-0.8728837643619829,-0.700702366935975,0.0
2018-11-07,1.0,-0.366923507382377,-1.2160044767767209,-0.0,-0.9533812578020749,-0.7682837587706083,0.0
2018-11-08,1.0,-0.34736752209744226,-1.2130321533797344,-0.0,-0.9432939066569879,-0.7663435671890345,0.0
2018-11-09,1.0,-0.3694428438455742,-1.2629759319179115,-0.0,-0.9851956916803333,-0.8148131731749478,0.0
2018-11-12,1.0,-0.37607719928186717,-1.243536804308797,-0.0,-1.0348294434470378,-0.833886894075404,0.0
2018-11-13,1.0,-0.3345391211146838,-1.247141836370132,-0.0,-1.049392640228653,-0.8347624151482672,0.0
2018-11-14,1.0,-0.33391436488781623,-1.248949673728435,-0.0,-1.05041566103513,-0.8361937963707876,0.0
2018-11-15,1.0,-0.332292038557658,-1.2488397001071045,-0.0,-1.0512317029632274,-0.8303284541235273,0.0
2018-11-16,1.0,-0.3266714145820351,-1.2355114395085907,-0.0,-1.0501201816077628,-0.8389121338912134,0.0
2018-11-19,1.0,-0.33253130151940474,-1.2352626654190615,-0.0,-1.0487011540346658,-0.8392817359533039,0.0
2018-11-20,1.0,-0.29739776951672864,-1.2268543104974332,-0.0,-1.049964595503629,-0.8513453708620996,0.0
2018-11-21,1.0,-0.3039056678209793,-1.2188664358041466,-0.0,-1.0465085696751852,-0.8141848945776531,0.0
2018-11-23,1.0,-0.3061322820849759,-1.200832238282961,-0.0,-1.0558037669732807,-0.8174770039421813,0.0
2018-11-26,1.0,-0.30491918174252053,-1.2082439003022474,-0.0,-1.0529151517806299,-0.8143151254982698,0.0
2018-11-27,1.0,-0.29236734338241704,-1.2116842380413,-0.0,-1.0460921843687374,-0.8063953994946415,0.0
2018-11-28,1.0,-0.2918282850294182,-1.2169100021791242,-0.0,-1.043974722161691,-0.8055349749400741,0.0
2018-11-29,1.0,-0.2384189107282016,-1.2082864317256905,-0.0,-1.0539873582128323,-0.8286864663607239,0.0
2018-11-30,1.0,-0.237647772052137,-1.2088078638548478,-0.0,-1.054345472654051,-0.829515437578487,0.0
2018-12-03,1.0,-0.23454813019390583,-1.210006925207756,-0.0,-1.0545360110803323,-0.8292070637119113,0.0
2018-12-04,1.0,-0.22576470080676475,-1.2126493809051297,-0.0,-1.0500021571249838,-0.8258768713059235,0.0
2018-12-06,1.0,-0.21297578580720972,-1.154055982206555,-0.0,-1.0397414914599858,-0.789793948550086,0.0
2018-12-07,1.0,-0.21611414183801927,-1.1538396978598404,-0.0,-1.03978178766261,-0.7866974402014267,0.0
2018-12-10,1.0,-0.17546486958692126,-1.1678106410416407,-0.0,-1.0493780939306958,-0.767253213528017,0.0
2018-12-11,1.0,-0.18095594658679645,-1.1657722867007778,-0.0,-1.0505428678397604,-0.7626357169599401,0.0
2018-12-12,1.0,-0.18239307705109004,-1.1655017473789318,-0.0,-1.050965218838409,-0.7616075886170744,0.0
2018-12-13,1.0,-0.18316131180289663,-1.1660146495754953,-0.0,-1.050441151989346,-0.7622357249875146,0.0
2018-12-14,1.0,-0.18447005950647083,-1.1643710207648454,-0.0,-1.0502267903957387,-0.76222379426574,0.0
2018-12-17,1.0,-0.16441534764233032,-1.164373912322864,-0.0,-1.036255904533024,-0.7785282174525565,0.0
2018-12-18,1.0,-0.15579008121367027,-1.1579337923073751,-0.0,-1.0328152698190212,-0.7759821907078369,0.0
2018-12-19,1.0,-0.1577753957783641,-1.1573631266490765,-0.0,-1.0318684036939314,-0.7756843667546175,0.0
2018-12-20,1.0,-0.15566579206297146,-1.139881928501148,-0.0,-1.0359544112823877,-0.7682026894063627,0.0
2018-12-21,1.0,-0.14994289443628653,-1.1393375754609236,-0.0,-1.0362620329580683,-0.7534263338228097,0.0
2018-12-24,1.0,-0.12131041193642556,-1.1137690561141744,-0.0,-1.0356795329224782,-0.7837333765812521,0.0
2018-12-26,1.0,-0.11962894546622761,-1.1184242229539796,-0.0,-1.0112440767809814,-0.7664043048751105,0.0
2018-12-27,1.0,-0.06498822257404334,-1.0781171564273855,-0.0,-0.9386801560026259,-0.7796655983318532,0.0
2018-12-28,1.0,-0.05741885625965997,-1.087867078825348,-0.0,-0.9406877897990727,-0.7779752704791345,0.0
2018-12-31,1.0,-0.0553385668432654,-1.0926176572953326,-0.0,-0.9411810201477243,-0.777988321280792,0.0
2019-01-02,1.0,-0.05488724712799289,-1.0931806753568252,-0.0,-0.9419022937376708,-0.7780915174254439,0.0
2019-01-03,1.0,-0.06196366447622729,-1.090297642056436,-0.0,-0.9463084654039429,-0.7669114804793197,0.0
2019-01-04,1.0,-0.04876545587612187,-1.093332306151535,-0.0,-0.9418358306690805,-0.7679981510727629,0.0
2019-01-07,1.0,-0.028942794528829443,-1.0644600619662965,-0.0,-0.9379203506385552,-0.7471472833068843,0.0
2019-01-08,1.0,-0.0331925165962583,-1.0445835847917924,-0.0,-0.95036210018105,-0.7437386843693421,0.0
2019-01-09,1.0,-0.028975131876412957,-1.0307083647324793,-0.0,-0.9529389600602863,-0.7552373775433308,0.0
2019-01-10,1.0,-0.029786112366320228,-1.0285811116131947,-0.0,-0.9533815333634583,-0.7538785961741226,0.0
2019-01-11,1.0,-0.03134075051857439,-1.0196869696398265,-0.0,-0.9569677541014521,-0.763454648312276,0.0
2019-01-14,1.0,-0.04134600875207484,-1.0186358835068658,-0.0,-0.9560887279311906,-0.7564131582918364,0.0
2019-01-15,1.0,-0.03915195948754771,-1.0164770794754543,-0.0,-0.9554816522429235,-0.767998186009599,0.0
2019-01-16,1.0,-0.022906524774519793,-1.0225291520434732,-0.0,-0.9453941658175781,-0.7828974678289747,0.0
2019-01-17,1.0,-0.028399019422968134,-1.0142560814633226,-0.0,-0.9450499717141242,-0.7837450499717141,0.0
2019-01-18,1.0,-0.03849943160287988,-1.0072375899962105,-0.0,-0.9444107616521409,-0.7992042440318301,0.0
2019-01-22,1.0,-0.0,-1.0754156540523858,-0.0,-1.048412606565598,-0.7337113759981484,0.0
2019-01-23,1.0,-0.0,-1.0329211746522413,-0.0,-1.0610123647604328,-0.7700540958268934,0.0
2019-01-24,1.0,-0.0,-1.0196730182043057,-0.0,-1.0820933018977312,-0.7632667259305066,0.0
2019-01-25,1.0,-0.0,-0.9937532123512436,-0.0,-1.1861384572806706,-0.7737318625706718,0.0
2019-01-28,1.0,-0.0,-0.9747456754938051,-0.0,-1.2118513240707753,-0.7717610735067094,0.0
2019-01-29,1.0,-0.0,-0.9668161790973684,-0.0,-1.2134719961894176,-0.7891080855793277,0.0
2019-01-30,1.0,-0.0,-0.9655843124801525,-0.0,-1.2127659574468086,-0.7911638615433472,0.0
2019-01-31,1.0,-0.0,-0.9836294112961045,-0.0,-1.1589261531108102,-0.8405958734963753,0.0
2019-02-01,1.0,-0.0,-0.9822147784822747,-0.0,-1.1609841687602187,-0.84447900466563,0.0
2019-02-04,1.0,-0.0,-0.9850490391515829,-0.0,-1.1609919464157565,-0.840881907343912,0.0
2019-02-05,1.0,-0.0,-0.9767506779390653,-0.0,-1.1552081671717978,-0.8558781304833307,0.0
2019-02-06,1.0,-0.0,-0.9694443336391558,-0.0,-1.1572858909410026,-0.8622601619530096,0.0
2019-02-07,1.0,-0.0,-0.9721956278921334,-0.0,-1.1602840274453485,-0.856629966491144,0.0
2019-02-08,1.0,-0.0,-0.9624680918953414,-0.0,-1.1723835354179961,-0.8536614550095725,0.0
2019-02-11,1.0,-0.0,-0.9658524923297604,-0.0,-1.1728493445431725,-0.8458381479858149,0.0
2019-02-12,1.0,-0.0,-0.9664804469273743,-0.0,-1.175538707102953,-0.8484038308060654,0.0
2019-02-13,1.0,-0.0,-0.9802217082701971,-0.0,-1.1682351064678205,-0.8391020017545259,0.0
2019-02-14,1.0,-0.0,-0.9304635761589404,-0.0,-1.2056969600255325,-0.8533072688103407,0.0
