Date,IWF,IWM,MTUM,NDSN,SPY,VLUE,VXX
2018-09-24,-0.2790311021929196,-0.5887630786871147,-0.1387989107066074,1.0,-0.4357173570302422,-0.42425111079260425,0.0
2018-09-25,-0.2790884334241078,-0.5887057474559266,-0.1388562419377956,1.0,-0.4356886914146481,-0.4242224451770102,0.0
2018-09-26,-0.2786128162469164,-0.5885491365957203,-0.13693993459927714,1.0,-0.4367793012449085,-0.42757156789627676,0.0
2018-09-27,-0.2775972625585876,-0.5952784886562958,-0.13546309342381457,1.0,-0.4381343991718665,-0.42896167006929864,0.0
2018-09-28,-0.2751337975484836,-0.5982620705530298,-0.13598434712551075,1.0,-0.4384819013638718,-0.42950451746561547,0.0
2018-10-01,-0.2766006448641179,-0.5972478120681713,-0.13573813910640256,1.0,-0.4395727775218793,-0.4297270842929526,0.0
2018-10-02,-0.27646821508846753,-0.6044608379920465,-0.1337963229785027,1.0,-0.43850498530344073,-0.42844792807330995,0.0
2018-10-03,-0.27671177539890934,-0.5934154716218946,-0.1315751507631936,1.0,-0.44516259341547165,-0.4385838358773119,0.0
2018-10-04,-0.27790597057975197,-0.5908854917796366,-0.13195846553216037,1.0,-0.4465243726564753,-0.43703490049033744,0.0
2018-10-05,-0.2718200902999454,-0.588243752336583,-0.1260460702269002,1.0,-0.4492566071377218,-0.44042791821240623,0.0
2018-10-08,-0.2708159806990838,-0.5866674325760405,-0.12447942097251342,1.0,-0.4502685469741793,-0.43995749202975565,0.0
2018-10-09,-0.27216044593856853,-0.5869896273309771,-0.1273453437922018,1.0,-0.4489842829641123,-0.43783581875125704,0.0
2018-10-10,-0.2714717306862322,-0.589555459646094,-0.12547834843907352,1.0,-0.4495756006330024,-0.4412027046468134,0.0
2018-10-11,-0.25152192994874994,-0.5880454172211683,-0.1015375031854348,1.0,-0.44420534020443414,-0.44618738850978285,0.0
2018-10-12,-0.25231937025583356,-0.5855496204666853,-0.09904413831880797,1.0,-0.436772561147034,-0.43767219567050886,0.0
2018-10-15,-0.24268111263929043,-0.601060993067056,-0.0857776405535128,1.0,-0.4370561652679148,-0.4402279170292195,0.0
2018-10-16,-0.24051593323216994,-0.612797167425392,-0.07750238857977856,1.0,-0.43840274265160456,-0.4408756252458832,0.0
2018-10-17,-0.23329343983968384,-0.5961201258036684,-0.07155779453923015,1.0,-0.4371955801720059,-0.44512789111859496,0.0
2018-10-18,-0.23397560839783926,-0.5975385643481651,-0.07080804143231052,1.0,-0.4366820738430695,-0.44539733808542625,0.0
2018-10-19,-0.2294354279373006,-0.5954778748786239,-0.06619503398529615,1.0,-0.43773061450964074,-0.44544319600499377,0.0
2018-10-22,-0.22802771054169102,-0.6044848788359346,-0.07389477784269538,1.0,-0.43357538324569456,-0.4422001502378766,0.0
2018-10-23,-0.2276307366897665,-0.6049094097019286,-0.0726670563023573,1.0,-0.4348612618630152,-0.4430436113662297,0.0
2018-10-24,-0.2270103670495937,-0.616727374614738,-0.07660409078173158,1.0,-0.4377977024376576,-0.44379377977024376,0.0
2018-10-25,-0.21335060496651326,-0.5985998952677563,-0.0748835542816195,1.0,-0.43871785684755943,-0.43055976628172976,0.0
2018-10-26,-0.20798750924480236,-0.5929273837894102,-0.06798696140466211,1.0,-0.4429561453967732,-0.4273153093927192,0.0
2018-10-29,-0.19220878700005473,-0.6106855610877059,-0.05266181539639985,1.0,-0.4393773595228977,-0.44077255567106205,0.0
2018-10-30,-0.18832572006892964,-0.6112311605897316,-0.05002872069804973,1.0,-0.4403293306709702,-0.4453896441368746,0.0
2018-10-31,-0.18788546255506605,-0.6225495594713656,-0.047824889867841405,1.0,-0.4447411894273128,-0.45033039647577094,0.0
2018-11-01,-0.19174569916188797,-0.6186865902073224,-0.05149977944419938,1.0,-0.44475077194530216,-0.4502646669607411,0.0
2018-11-02,-0.19066965149379542,-0.624879086863997,-0.05223447475333721,1.0,-0.44396539811513697,-0.45198021170162783,0.0
2018-11-05,-0.18604265206206952,-0.6405000968107764,-0.05150333305673112,1.0,-0.44657428152573786,-0.4413741598207617,0.0
2018-11-06,-0.1939600287881304,-0.6467917843104689,-0.04744505342412666,1.0,-0.4440015501301001,-0.4358910479986713,0.0
2018-11-07,-0.19150113428871798,-0.646655231560892,-0.051623969457201345,1.0,-0.44176395728434675,-0.4350135561334587,0.0
2018-11-08,-0.1865262112897444,-0.6475195102446019,-0.047072773901773154,1.0,-0.4400628740038055,-0.4364503764167333,0.0
2018-11-09,-0.1855110032540952,-0.647371904473002,-0.047873807291379404,1.0,-0.44081959075616345,-0.4361590645855165,0.0
2018-11-12,-0.18515869959843775,-0.6398866824357775,-0.04760987953132735,1.0,-0.44328620936245117,-0.43445734088783755,0.0
2018-11-13,-0.1793339728655612,-0.6414142798410306,-0.041551322461285456,1.0,-0.4447581197752501,-0.43382211867890913,0.0
2018-11-14,-0.17986735365051523,-0.6409230431922824,-0.041575312431484324,1.0,-0.444748958561719,-0.43351238763429073,0.0
2018-11-15,-0.18123988922705714,-0.6453072304022375,-0.03822214910476817,1.0,-0.452359408845384,-0.42477584930492723,0.0
2018-11-16,-0.1808941975782149,-0.6431428414881376,-0.03802531368144211,1.0,-0.4518656511971947,-0.4256205139444414,0.0
2018-11-19,-0.18121559067627158,-0.6417595661343778,-0.04201703689501218,1.0,-0.4495877728779205,-0.42447067846284475,0.0
2018-11-20,-0.16809980072612127,-0.6412797204706139,-0.027952938607266675,1.0,-0.45565473753173374,-0.4368192613217591,0.0
2018-11-21,-0.1676822633297062,-0.6400707290533189,-0.02878128400435256,1.0,-0.45410772578890096,-0.4297062023939064,0.0
2018-11-23,-0.16862146091320712,-0.6492280835742731,-0.025639626861600567,1.0,-0.45333042387212913,-0.4307730074736784,0.0
2018-11-26,-0.16853932584269662,-0.6498581869750191,-0.025444529289844003,1.0,-0.4529289844005673,-0.4303479873459147,0.0
2018-11-27,-0.16646729378500355,-0.6534174324397803,-0.018161057038768965,1.0,-0.45204175955630477,-0.4286063835571748,0.0
2018-11-28,-0.16682848345307777,-0.7104496657327527,-0.0,1.0,-0.459125079752559,-0.437571083802602,0.0
2018-11-29,-0.15356001322605534,-0.7041221205775376,-0.0,1.0,-0.4576490686652705,-0.44006943679047716,0.0
2018-11-30,-0.1520108500096875,-0.7075202745716738,-0.0,1.0,-0.45954773173904623,-0.4488084364361039,0.0
2018-12-03,-0.15379494007989347,-0.7084720372836218,-0.0,1.0,-0.4612738570794496,-0.4505381713271194,0.0
2018-12-04,-0.15079079300889123,-0.709774810957538,-0.0,1.0,-0.4596570922084037,-0.44963022463507185,0.0
2018-12-06,-0.14348218436380542,-0.6911318329732834,-0.006316825726708414,1.0,-0.45582323826191584,-0.4378025103229511,0.0
2018-12-07,-0.1429977848880138,-0.6916071868077776,-0.005688188804112998,1.0,-0.4561489867913693,-0.43826400853228326,0.0
2018-12-10,-0.129467680608365,-0.6967409016838674,-0.0014665942422596415,1.0,-0.45831070070613794,-0.4299293862031504,0.0
2018-12-11,-0.12963415627800864,-0.6965425459681143,-0.0017110730872647274,1.0,-0.4581873489231103,-0.42991390314783123,0.0
2018-12-12,-0.12663124914861737,-0.7003133088135132,-0.0,1.0,-0.4605639558643237,-0.4369159515052446,0.0
2018-12-13,-0.12690369159515053,-0.70004086636698,-0.0,1.0,-0.46053671161967036,-0.4369159515052446,0.0
2018-12-14,-0.13973958772743889,-0.6617733907027756,-0.014033015551618436,1.0,-0.5336483028206642,-0.46303326865209926,0.0
2018-12-17,-0.13073967069647416,-0.6641047936944265,-0.00532944377436818,1.0,-0.5268295419483324,-0.4779669574485989,0.0
2018-12-18,-0.12839824173362824,-0.66318559789456,-0.002995772321303581,1.0,-0.5269199540834897,-0.47825965226642775,0.0
2018-12-19,-0.13660574119757796,-0.6623682440008971,-0.0013175599910293788,1.0,-0.5249495402556628,-0.478078044404575,0.0
2018-12-20,-0.1301253244759539,-0.6516035392301895,-0.013062773885616994,1.0,-0.5241856700253998,-0.47221369358305193,0.0
2018-12-21,-0.12816517335410985,-0.6563804329678892,-0.008987701040681173,1.0,-0.5322778117869664,-0.4567310367855752,0.0
2018-12-24,-0.11026868480035418,-0.6412186280749329,-0.01632585295663964,1.0,-0.528210520490329,-0.4710423642048756,0.0
2018-12-26,-0.11327029849925788,-0.6482601286350393,-0.011681600791600244,1.0,-0.5131658512451213,-0.46223407179374415,0.0
2018-12-27,-0.09505355508907906,-0.6310619516658593,-0.01660476882501749,1.0,-0.48304537380913937,-0.46541794499165723,0.0
2018-12-28,-0.09346925601161979,-0.6331432567647534,-0.015896497928882675,1.0,-0.48294690408305985,-0.4643068481359944,0.0
2018-12-31,-0.09414422895876484,-0.6323533367404578,-0.015789332113941415,1.0,-0.48301369126072574,-0.4645076256825457,0.0
2019-01-02,-0.09404928440761863,-0.632492198428925,-0.01600667168836759,1.0,-0.4832400731733563,-0.46443559668567735,0.0
2019-01-03,-0.09759315097996984,-0.6265345681671334,-0.037125780745207844,1.0,-0.49092720223993114,-0.4400441524876158,0.0
2019-01-04,-0.0978559500080806,-0.6271884932392394,-0.036066368582664446,1.0,-0.49245811560631364,-0.43993427786456935,0.0
2019-01-07,-0.08395706256825507,-0.6134032975521402,-0.05039554644008204,1.0,-0.4866952561063314,-0.42916122845803484,0.0
2019-01-08,-0.08503057697420899,-0.6009306035628822,-0.05354958787556501,1.0,-0.49308694496144645,-0.4262430204732784,0.0
2019-01-09,-0.08605673192169397,-0.6058330003995206,-0.053349314156345716,1.0,-0.49388733519776273,-0.4243174856838461,0.0
2019-01-10,-0.08500921400528803,-0.610928611489464,-0.05186550223005636,1.0,-0.4945917795048474,-0.42833106321608844,0.0
2019-01-11,-0.08611838939094166,-0.6103684294957489,-0.05055879364739853,1.0,-0.49596278273889094,-0.43064542003101436,0.0
2019-01-14,-0.0945552618227456,-0.6101898582071618,-0.05049534032951481,1.0,-0.4947528638948971,-0.42027824507997547,0.0
2019-01-15,-0.09251195469238373,-0.6064435124088371,-0.05254721769561617,1.0,-0.4948307642988807,-0.4251061897256431,0.0
2019-01-16,-0.08708885091841094,-0.606631781290047,-0.050085433575395126,1.0,-0.49257795813754807,-0.4334686031610423,0.0
2019-01-17,-0.0878481215454861,-0.6063923526741609,-0.04907746121598889,1.0,-0.49283063202584715,-0.4340071026140824,0.0
2019-01-18,-0.0872726297150829,-0.6012770295648442,-0.05336159253098675,1.0,-0.4934002253581585,-0.44752374309169934,0.0
2019-01-22,-0.0,-0.676239501490111,-0.0,1.0,-0.5984015172040098,-0.43465185586561905,0.0
2019-01-23,-0.0,-0.6731884450707278,-0.0,1.0,-0.6004281610752804,-0.436263617148122,0.0
2019-01-24,-0.0,-0.6764801473376306,-0.0,1.0,-0.5931693841070365,-0.4387627972482531,0.0
2019-01-25,-0.0,-0.6734258271077909,-0.0,1.0,-0.6352516213775553,-0.4278247543989273,0.0
2019-01-28,-0.0,-0.6701659422072774,-0.0,1.0,-0.6370595150222805,-0.4266108969627382,0.0
2019-01-29,-0.0,-0.6604946725464953,-0.0,1.0,-0.6385000958667726,-0.4400558766331589,0.0
2019-01-30,-0.0,-0.6590778334840142,-0.0,1.0,-0.6373524013040739,-0.4432207336785294,0.0
2019-01-31,-0.0,-0.6650772772114436,-0.0,1.0,-0.6170667543571193,-0.4581826153677518,0.0
2019-02-01,-0.0,-0.6633041857405224,-0.0,1.0,-0.626572736492969,-0.4512760066884131,0.0
2019-02-04,-0.0,-0.6630559973674108,-0.0,1.0,-0.6242801513738825,-0.4549169089014425,0.0
2019-02-05,-0.0,-0.6633924161773582,-0.0,1.0,-0.6207539922076497,-0.45966635570432973,0.0
2019-02-06,-0.0,-0.6547824893646219,-0.0,1.0,-0.6250583230410319,-0.46480032935364346,0.0
