Date,HMC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2578838394563602,-0.34611913357400725,-0.04053408366956891,-0.4835421533234232,-0.5264121894245062,0.0
2018-09-25,1.0,-0.2578778305768669,-0.34622633996124136,-0.04051076481987841,-0.4836072101728211,-0.526480660490058,0.0
2018-09-26,1.0,-0.2585826938905557,-0.34715768791652285,-0.04203064015081114,-0.483259432334121,-0.5240952659108409,0.0
2018-09-27,1.0,-0.258971228368192,-0.3457904236118484,-0.04246735322221043,-0.4830926849984075,-0.5238878861874934,0.0
2018-09-28,1.0,-0.2587126741871268,-0.3460915726609158,-0.04278699402786994,-0.4829462508294625,-0.5237425348374254,0.0
2018-10-01,1.0,-0.26050107601158373,-0.34535986609633623,-0.04245596322962884,-0.4843911899891071,-0.5241106299317198,0.0
2018-10-02,1.0,-0.26273237413898565,-0.33070928964655194,-0.048004042445679636,-0.4890295470865136,-0.5290284832850191,0.0
2018-10-03,1.0,-0.2624345375760959,-0.3257303878565542,-0.04737219873993141,-0.4907355716830156,-0.5320998484727649,0.0
2018-10-04,1.0,-0.2815400016233327,-0.3247747625875923,-0.047266037174318876,-0.5195746868320662,-0.5324260707231947,0.0
2018-10-05,1.0,-0.27483693601423104,-0.3183655867608215,-0.03991698560724489,-0.5240687833539971,-0.5380842003126516,0.0
2018-10-08,1.0,-0.2741861654864159,-0.31705215541613935,-0.038854034842079756,-0.5246506367968982,-0.5378712404749724,0.0
2018-10-09,1.0,-0.27277869051146003,-0.31756847747044087,-0.03498612944059899,-0.5269735247380753,-0.5410326160144362,0.0
2018-10-10,1.0,-0.2724662024870635,-0.325323074422259,-0.03077673322315841,-0.5302755276204925,-0.5503779361166048,0.0
2018-10-11,1.0,-0.23743555849306017,-0.3154263053536021,-0.0,-0.5246794448116325,-0.5662392597488434,0.0
2018-10-12,1.0,-0.2362262566901039,-0.30769230769230765,-0.0,-0.5189946479168853,-0.5606831776681709,0.0
2018-10-15,1.0,-0.21946494947908485,-0.32110884246898064,-0.0,-0.5157321606198628,-0.5613318674414951,0.0
2018-10-16,1.0,-0.21863058158404436,-0.32241009265560383,-0.0,-0.5153902528398681,-0.5609590116735591,0.0
2018-10-17,1.0,-0.21198431861256067,-0.30918815068670974,-0.0,-0.5127865617779162,-0.5622971674844873,0.0
2018-10-18,1.0,-0.21193239348858944,-0.30924007581068097,-0.0,-0.512734636653945,-0.5623490926084586,0.0
2018-10-19,1.0,-0.20428663653970305,-0.3011233053582957,-0.0,-0.5136991607488702,-0.5632020658489348,0.0
2018-10-22,1.0,-0.20423916972169154,-0.29635462384468425,-0.0,-0.5159549749574017,-0.565162389631848,0.0
2018-10-23,1.0,-0.2052863890968225,-0.29627526393226816,-0.0,-0.5150357502387652,-0.5646472729149996,0.0
2018-10-24,1.0,-0.20403425505571604,-0.2915033016921172,-0.0,-0.5163278992983904,-0.5675815105241436,0.0
2018-10-25,1.0,-0.1941989864778833,-0.276197509485854,-0.0,-0.5161832488731569,-0.5599582367771015,0.0
2018-10-26,1.0,-0.19069118579581484,-0.2727710843373494,-0.0,-0.5161953075459734,-0.5568040583386177,0.0
2018-10-29,1.0,-0.17088655621601112,-0.2827621095232073,-0.0,-0.5093461489819148,-0.5664348046035159,0.0
2018-10-30,1.0,-0.16588276943306532,-0.2828098922773479,-0.0,-0.5095079148333587,-0.5705001770090528,0.0
2018-10-31,1.0,-0.16406869896849166,-0.30080114668919095,-0.0,-0.5164452635081522,-0.5782589777061098,0.0
2018-11-01,1.0,-0.1744302561599137,-0.29575293543331366,-0.0,-0.519102797975386,-0.5800467613884535,0.0
2018-11-02,1.0,-0.17641335518230233,-0.2850778369520688,-0.0,-0.5213027447767309,-0.5776065137238836,0.0
2018-11-05,1.0,-0.1774470374260317,-0.28283423418807796,-0.0,-0.5213771550067884,-0.5800138330302022,0.0
2018-11-06,1.0,-0.1776866914307673,-0.2829768156782375,-0.0,-0.5213013961829128,-0.5798898424490843,0.0
2018-11-07,1.0,-0.1792963115598599,-0.2863434988666804,-0.0,-0.5267360395631568,-0.5833505048423655,0.0
2018-11-08,1.0,-0.1486000513742615,-0.29627536604161314,-0.0,-0.5245312098638583,-0.5992807603390702,0.0
2018-11-09,1.0,-0.15009907104809447,-0.2978564627775919,-0.0,-0.5246648310645634,-0.600653611590026,0.0
2018-11-12,1.0,-0.1499076544223271,-0.28416786373896985,-0.0,-0.5316540119023189,-0.5993997537451261,0.0
2018-11-13,1.0,-0.13515509601181683,-0.2780013243009219,-0.0,-0.5337187388580451,-0.5998828503030612,0.0
2018-11-14,1.0,-0.13560314752094527,-0.2775981053757417,-0.0,-0.5337034301866612,-0.5996078331508314,0.0
2018-11-15,1.0,-0.13528168834805632,-0.27975357042845145,-0.0,-0.5389373997606985,-0.5917873781217382,0.0
2018-11-16,1.0,-0.13227634220087914,-0.27306451203089666,-0.0,-0.5386589425006988,-0.5968442716670478,0.0
2018-11-19,1.0,-0.13312669901679328,-0.27278270369147123,-0.0,-0.5380960849571911,-0.5965803714336526,0.0
2018-11-20,1.0,-0.10732249829386042,-0.2658797361170791,-0.0,-0.5423248995273362,-0.6121123271743801,0.0
2018-11-21,1.0,-0.109277677315652,-0.2605234076753064,-0.0,-0.5411392405063291,-0.6006128189672493,0.0
2018-11-23,1.0,-0.10921475970239292,-0.2634476171325156,-0.0,-0.5403679871305047,-0.6005680675648501,0.0
2018-11-26,1.0,-0.10895841186078653,-0.2644804623696444,-0.0,-0.5396155295891443,-0.5998240985048372,0.0
2018-11-27,1.0,-0.10702995634502484,-0.26396206533192834,-0.0,-0.538762607255758,-0.5991770786291335,0.0
2018-11-28,1.0,-0.10552624968600853,-0.2725194674704848,-0.0,-0.5361466968098467,-0.5977392614920874,0.0
2018-11-29,1.0,-0.08209382863691855,-0.2663627077260383,-0.0,-0.5378080075740589,-0.605227097192117,0.0
2018-11-30,1.0,-0.08168045450014949,-0.2662713046945081,-0.0,-0.5378500946875311,-0.6059752815708163,0.0
2018-12-03,1.0,-0.08247499812953588,-0.2665785470234681,-0.0,-0.5383694540738709,-0.6065042272489214,0.0
2018-12-04,1.0,-0.08234149262669362,-0.2662125408588467,-0.0,-0.5393367767048431,-0.6073059360730593,0.0
2018-12-06,1.0,-0.07733202067437853,-0.2429977848880138,-0.0,-0.5394289933546641,-0.6014521289687423,0.0
2018-12-07,1.0,-0.07186883629191321,-0.244896449704142,-0.0,-0.5417406311637081,-0.6070019723865877,0.0
2018-12-10,1.0,-0.056558540045990514,-0.24551103282939482,-0.0,-0.5438377611429132,-0.6004207642252557,0.0
2018-12-11,1.0,-0.05695273510128192,-0.2455964380076328,-0.0,-0.5437175848908895,-0.600156571093062,0.0
2018-12-12,1.0,-0.057270770134063995,-0.24562090224092378,-0.0,-0.5436931206575986,-0.5998630002935708,0.0
2018-12-13,1.0,-0.05791770879309499,-0.24937472414300427,-0.0,-0.5427394438722966,-0.6020303074885979,0.0
2018-12-14,1.0,-0.06007500183828035,-0.2440255888624721,-0.0,-0.5453810142405451,-0.6015588617368073,0.0
2018-12-17,1.0,-0.05336364525276229,-0.24261758091326882,-0.0,-0.5406766402659626,-0.6078762100322675,0.0
2018-12-18,1.0,-0.04729351660381948,-0.23607833596886021,-0.0,-0.5393747719255565,-0.6100474394842476,0.0
2018-12-19,1.0,-0.054778497977484276,-0.2353428529655441,-0.0,-0.5370632097080754,-0.6095813636142112,0.0
2018-12-20,1.0,-0.053691926792562746,-0.22712267585805135,-0.0,-0.5406815864847808,-0.6058303801155396,0.0
2018-12-21,1.0,-0.05088474182943338,-0.22614097853413265,-0.0,-0.5428833881260878,-0.5974424676078128,0.0
2018-12-24,1.0,-0.04674835970667696,-0.22187379390196837,-0.0,-0.5426958703203397,-0.6009021613276727,0.0
2018-12-26,1.0,-0.04692967738842817,-0.22398255117204355,-0.0,-0.5310387804994967,-0.5948660179281914,0.0
2018-12-27,1.0,-0.023989722027563654,-0.20976407381452933,-0.0,-0.49906563886942307,-0.6030833917309041,0.0
2018-12-28,1.0,-0.025285958223199456,-0.2087436551191785,-0.0,-0.5001988257584618,-0.6048981310378705,0.0
2018-12-31,1.0,-0.023064674752962113,-0.2132487238327167,-0.0,-0.5006790614901888,-0.6045988854025195,0.0
2019-01-02,1.0,-0.021432415358337818,-0.21294368141510095,-0.0,-0.49980111841643465,-0.6056061208732072,0.0
2019-01-03,1.0,-0.025000584672232744,-0.21176828270071799,-0.0,-0.5021165134825417,-0.5997801632404874,0.0
2019-01-04,1.0,-0.011696723985274243,-0.21517778088447737,-0.0,-0.4984155832051819,-0.6047346101868679,0.0
2019-01-07,1.0,-0.010830072666294018,-0.21452860070803054,-0.0,-0.498672442705422,-0.6050167691447735,0.0
2019-01-08,1.0,-0.01023596343965678,-0.21772990113784743,-0.0,-0.4976683454579369,-0.6060203320276067,0.0
2019-01-09,1.0,-0.011416272867636737,-0.22547138913582557,-0.0,-0.49918120993777193,-0.6033313058531793,0.0
2019-01-10,1.0,-0.011532973074133857,-0.22541932767211734,-0.0,-0.4991695323648443,-0.6032002245771634,0.0
2019-01-11,1.0,-0.012153143659992975,-0.22208172345158647,-0.0,-0.5004332045427936,-0.6069781056082426,0.0
2019-01-14,1.0,-0.010884353741496598,-0.22305887872390334,-0.0,-0.49946047384471026,-0.6123621862538119,0.0
2019-01-15,1.0,-0.0081512802443035,-0.21916842847075402,-0.0,-0.500845665961945,-0.6209067418369744,0.0
2019-01-16,1.0,-0.006539164674448038,-0.2143158486851357,-0.0,-0.4994843669432335,-0.6234472413631463,0.0
2019-01-17,1.0,-0.006303604068050804,-0.21415850400712377,-0.0,-0.49957819749730514,-0.6233069316211276,0.0
2019-01-18,1.0,-0.0026156001868285843,-0.19689397477814102,-0.0,-0.4905885100420364,-0.6452358710882764,0.0
2019-01-22,1.0,-0.0,-0.07371735506575292,-0.0,-0.4877755139840711,-0.7537738470087053,0.0
2019-01-23,1.0,-0.0,-0.07456442789500298,-0.0,-0.4845998253114513,-0.7393692823978302,0.0
2019-01-24,1.0,-0.0,-0.08135235076597992,-0.0,-0.47332276809297413,-0.7421162635797791,0.0
2019-01-25,1.0,-0.0,-0.007667864050842774,-0.0,-0.45707838261029754,-0.8379156304688219,0.0
2019-01-28,1.0,-0.0,-0.003414780461918276,-0.0,-0.4668327911215708,-0.8370365243072379,0.0
2019-01-29,1.0,-0.0,-0.002744275073219104,-0.0,-0.46355187602333786,-0.839817355810253,0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.4552329724386824,-0.8434590717881525,0.0
2019-01-31,1.0,-0.0,-0.0004138121292933009,-0.0,-0.44537679893328436,-0.8531656627890938,0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.4425962090752441,-0.8549339460080413,0.0
2019-02-04,1.0,-0.0,-0.0061676868855499905,-0.0,-0.4699267297347431,-0.8425848636616583,0.0
2019-02-05,1.0,-0.0,-0.0,-0.0,-0.4567279677411836,-0.874111367503438,0.0
2019-02-06,1.0,-0.0,-0.0,-0.0,-0.4503151996264301,-0.8844968480037356,0.0
2019-02-07,1.0,-0.0,-0.0,-0.0,-0.46999039880102095,-0.8717654497342107,0.0
2019-02-08,1.0,-0.0,-0.0,-0.0,-0.47028890347997376,-0.874706875527624,0.0
2019-02-11,1.0,-0.0,-0.0,-0.0,-0.4664351580281095,-0.879936178699641,0.0
2019-02-12,1.0,-0.0,-0.0,-0.0,-0.4755254619833545,-0.8755113556213853,0.0
2019-02-13,1.0,-0.0,-0.0,-0.0,-0.476307880154034,-0.8717948717948718,0.0
2019-02-14,1.0,-0.0,-0.008526786760055284,-0.0,-0.47033193562744496,-0.8636416875541709,0.0
2019-02-15,1.0,-0.0,-0.035710095962084416,-0.0,-0.45775556650477467,-0.8528190328711199,0.0
2019-02-19,1.0,-0.0,-0.024975962102202105,-0.0,-0.4689617973312071,-0.8512464529443494,0.0
2019-02-20,1.0,-0.0,-0.02413736482841125,-0.0,-0.46839154605803285,-0.8532054139006825,0.0
2019-02-21,1.0,-0.0,-0.026387390345733452,-0.0,-0.46777220059107755,-0.8513862175728293,0.0
2019-02-22,1.0,-0.0,-0.028591532778233845,-0.0,-0.4701770845549431,-0.8467221766154568,0.0
2019-02-25,1.0,-0.0,-0.028556618443994156,-0.0,-0.47980773761839685,-0.8477922812308561,0.0
2019-02-26,1.0,-0.0,-0.023941805169734924,-0.0,-0.48326192381938887,-0.8469325297801216,0.0
2019-02-27,1.0,-0.0,-0.019522980665192643,-0.0,-0.48165310250740934,-0.8509902620313308,0.0
2019-02-28,1.0,-0.0,-0.02007200508271172,-0.0,-0.48170459091229967,-0.8513306821657999,0.0
2019-03-01,1.0,-0.0,-0.02275026467474415,-0.0,-0.47876720385836957,-0.8511469238913069,0.0
2019-03-04,1.0,-0.0,-0.02197026721866767,-0.0,-0.4756539330071509,-0.8546528039141889,0.0
2019-03-05,1.0,-0.0,-0.03121310856117486,-0.0,-0.46963687018935635,-0.8602021060584596,0.0
2019-03-06,1.0,-0.0,-0.03213097737620609,-0.0,-0.4688952322536507,-0.8580999787680766,0.0
2019-03-07,1.0,-0.0,-0.005654376251619742,-0.0,-0.4955825185534221,-0.8547532100365179,0.0
2019-03-08,1.0,-0.0,-0.0,-0.0,-0.5059119616316065,-0.8683698181300157,0.0
2019-03-11,1.0,-0.0,-0.0,-0.0,-0.5079651909268154,-0.8696799657615673,0.0
2019-03-12,1.0,-0.0,-0.0,-0.0,-0.5092271236745733,-0.8843198736207186,0.0
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.5195800499711705,-0.8828800691908514,0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.517592967577483,-0.8646639826571695,0.0
2019-03-15,1.0,-0.0,-0.0,-0.0,-0.5170223941173662,-0.8704101609129542,0.0
2019-03-18,1.0,-0.0,-0.0,-0.0,-0.5239214933538078,-0.8754258841595087,0.0
2019-03-19,1.0,-0.0,-0.0,-0.0,-0.5243117282467689,-0.8780569836160091,0.0
2019-03-20,1.0,-0.0,-0.0,-0.0,-0.5234564929594416,-0.8835961006137923,0.0
2019-03-21,1.0,-0.0,-0.0,-0.0,-0.529526422177303,-0.8768408894022524,0.0
2019-03-22,1.0,-0.0,-0.0,-0.0,-0.5453404152583293,-0.8689521970062771,0.0
2019-03-25,1.0,-0.0,-0.0,-0.0,-0.5462860709655735,-0.8544437509002737,0.0
2019-03-26,1.0,-0.0,-0.0,-0.0,-0.5433025680263976,-0.8478073741093205,0.0
2019-03-27,1.0,-0.0,-0.0,-0.0,-0.5436619044200349,-0.8494268552420609,0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.5332376166547022,-0.8596793491265854,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.5332838643272614,-0.860377719797975,0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.5393551786911948,-0.8559691482226693,0.0
2019-04-02,1.0,-0.0,-0.0,-0.0,-0.546269805015267,-0.8579809102493208,0.0
2019-04-03,1.0,-0.0,-0.0,-0.0,-0.5482855563832087,-0.8545546291179086,0.0
2019-04-04,1.0,-0.0,-0.0,-0.0,-0.5487661292260374,-0.8540980849172213,0.0
2019-04-05,1.0,-0.0,-0.0,-0.0,-0.5468554367716459,-0.8609265144948473,0.0
2019-04-08,1.0,-0.0,-0.0,-0.0,-0.5471766235016609,-0.8597939633177684,0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.5659548799613946,-0.8468814090963929,0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.5726222008186853,-0.8352757043101372,0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.5793910781385491,-0.8293188168416996,0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.5830966251023061,-0.8241057243271869,0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.5812900428729708,-0.8272797340912376,0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.5830246765116167,-0.8220934147866661,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.5790457475616478,-0.8173692156533825,0.0
