Date,IWF,IWM,MTDR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5379727216367017,-1.4913205207687539,1.0,-0.03828270303781773,-1.076772060343046,-1.022060343046084,0.0
2018-09-25,-0.5485977917163444,-1.491680058058162,1.0,-0.04981597636203411,-1.0764086879892178,-1.0172619356176456,0.0
2018-09-26,-0.5481512212829954,-1.4917284654877354,1.0,-0.04781413680443915,-1.0775812892184826,-1.0206399419177514,0.0
2018-09-27,-0.5481427682091721,-1.4929964722971572,1.0,-0.047883378294251926,-1.0778169744760324,-1.0209587051255449,0.0
2018-09-28,-0.557372779832283,-1.49424449190062,1.0,-0.04802333454867441,-1.0833376738371792,-1.0255742486587842,0.0
2018-10-01,-0.55796875,-1.4932291666666666,1.0,-0.04838541666666667,-1.0833854166666665,-1.0254166666666666,0.0
2018-10-02,-0.5593855766727415,-1.4804998698255665,1.0,-0.05331944806040094,-1.085602707628222,-1.0281697474615985,0.0
2018-10-03,-0.5590670068204301,-1.4667048471911284,1.0,-0.05143957932003957,-1.0913729369500704,-1.0378507835684907,0.0
2018-10-04,-0.5584503733096643,-1.4758523468908262,1.0,-0.0522633529995301,-1.090220853130058,-1.0443794705790217,0.0
2018-10-05,-0.5384055333090645,-1.468563107805918,1.0,-0.030318789328618236,-1.103385511467055,-1.0598055021061938,0.0
2018-10-08,-0.5351769222787175,-1.4636816436650413,1.0,-0.025370966068278513,-1.1059977171318875,-1.0581093701359345,0.0
2018-10-09,-0.5396569646569647,-1.4665800415800416,1.0,-0.03258835758835759,-1.1044698544698546,-1.0541580041580043,0.0
2018-10-10,-0.5487473903966598,-1.4688413361169104,1.0,-0.03903966597077244,-1.1135699373695198,-1.0490605427974948,0.0
2018-10-11,-0.45529358307669004,-1.4537789670318573,1.0,-0.0,-1.08199121522694,-1.057656384106629,0.0
2018-10-12,-0.4470370740481662,-1.4468871789747175,1.0,-0.0,-1.0648046367542718,-1.0377735585090435,0.0
2018-10-15,-0.43257530420905643,-1.4564631956912026,1.0,-0.0,-1.0615898663474965,-1.0364053461001397,0.0
2018-10-16,-0.42378383777844364,-1.474977524722805,1.0,-0.0,-1.0604834681849964,-1.0352612126660672,0.0
2018-10-17,-0.38744535586227224,-1.4137727786237044,1.0,-0.0,-1.056633429932708,-1.0539810403261456,0.0
2018-10-18,-0.38665160593261955,-1.4125822610745506,1.0,-0.0,-1.0578037520872212,-1.0540713093016403,0.0
2018-10-19,-0.35780800546048463,-1.3966652040368583,1.0,-0.0,-1.0645507288771878,-1.0564087562771196,0.0
2018-10-22,-0.35801325794501854,-1.3845778904269836,1.0,-0.0,-1.0701403782413725,-1.06156170793527,0.0
2018-10-23,-0.3592105263157895,-1.3844054580896688,1.0,-0.0,-1.0689083820662768,-1.0608187134502924,0.0
2018-10-24,-0.36129286171102476,-1.4094062084911694,1.0,-0.0,-1.0805332808579722,-1.068381955035175,0.0
2018-10-25,-0.3141348806239893,-1.3456197089317987,1.0,-0.0,-1.0742889755540759,-1.0219727955864168,0.0
2018-10-26,-0.2942310404814519,-1.3253561521463162,1.0,-0.0,-1.074521604212704,-1.007569702383751,0.0
2018-10-29,-0.25828062778168187,-1.344998828765519,1.0,-0.0,-1.0615600843288826,-1.020098383696416,0.0
2018-10-30,-0.2741071428571429,-1.348872180451128,1.0,-0.0,-1.0648026315789474,-1.0114661654135337,0.0
2018-10-31,-0.2768369489153254,-1.3261488220200606,1.0,-0.0,-1.0589689759738745,-1.0032656869605785,0.0
2018-11-01,-0.25297050463631704,-1.344858114719724,1.0,-0.0,-1.0579656120404455,-1.003774288243791,0.0
2018-11-02,-0.26419031719532554,-1.2972546837321461,1.0,-0.0,-1.0773975143758117,-0.9985160452606197,0.0
2018-11-05,-0.2783268537168017,-1.2823551454400675,1.0,-0.0,-1.089371867534779,-1.034006276640592,0.0
2018-11-06,-0.2742594244401671,-1.2804093704520914,1.0,-0.0,-1.0965682362330407,-1.0433782451528097,0.0
2018-11-07,-0.273972602739726,-1.2874358612248742,1.0,-0.0,-1.0983382761380218,-1.04768629666243,0.0
2018-11-08,-0.2491247724408346,-1.28413387480745,1.0,-0.0,-1.0866825374597395,-1.0479391308406854,0.0
2018-11-09,-0.2598410295230886,-1.3038890991672976,1.0,-0.0,-1.10082323996972,-1.0667108251324755,0.0
2018-11-12,-0.25810097965335344,-1.2813677467972873,1.0,-0.0,-1.1083741522230595,-1.0620761115297663,0.0
2018-11-13,-0.24210674685209546,-1.2834993422289043,1.0,-0.0,-1.1110693478669422,-1.061689532042849,0.0
2018-11-14,-0.2400604400793276,-1.2936537916706015,1.0,-0.0,-1.118330342808575,-1.0698366229105676,0.0
2018-11-15,-0.23901656363550566,-1.2974847812750698,1.0,-0.0,-1.1259025057807561,-1.0565806238497475,0.0
2018-11-16,-0.23833977197776313,-1.2921888250259117,1.0,-0.0,-1.1235748610195044,-1.057146895317064,0.0
2018-11-19,-0.24020162050122482,-1.2914546824948183,1.0,-0.0,-1.122432636140946,-1.0566704352741663,0.0
2018-11-20,-0.17642649676754427,-1.281973203410475,1.0,-0.0,-1.1335613229644896,-1.0927574252787406,0.0
2018-11-21,-0.1727111691217602,-1.2780626515010258,1.0,-0.0,-1.1309435017713967,-1.079806078687302,0.0
2018-11-23,-0.1736822499534364,-1.26964984168374,1.0,-0.0,-1.133125349227044,-1.0798565840938723,0.0
2018-11-26,-0.1764485455993255,-1.2677877183943043,1.0,-0.0,-1.1471263291020657,-1.0926975502365448,0.0
2018-11-27,-0.16430568499534015,-1.2700372786579683,1.0,-0.0,-1.1400745573159365,-1.0854147250698973,0.0
2018-11-28,-0.16109863372637095,-1.297492045667228,1.0,-0.0,-1.13583192962755,-1.0845498783454988,0.0
2018-11-29,-0.12923219241443107,-1.2802035152636448,1.0,-0.0,-1.1288159111933393,-1.087141535615171,0.0
2018-11-30,-0.13173291233283804,-1.2878436106983655,1.0,-0.0,-1.1401374442793464,-1.0836738484398218,0.0
2018-12-03,-0.12609424473831254,-1.295772024585584,1.0,-0.0,-1.1464425405103371,-1.0880517787297448,0.0
2018-12-04,-0.1323128932294112,-1.3022819044041694,1.0,-0.0,-1.1617522772091275,-1.0989294769461921,0.0
2018-12-06,-0.11712823325107395,-1.2194040764098346,1.0,-0.0,-1.1688602504341468,-1.064573622155196,0.0
2018-12-07,-0.09171968606325176,-1.2463196024706265,1.0,-0.0,-1.1988575674546045,-1.1071378813913528,0.0
2018-12-10,-0.04974941376615017,-1.2560117706561222,1.0,-0.0,-1.204974941376615,-1.0871764219044553,0.0
