Date,FNV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37652621921095347,-0.8938174888841838,-0.0,-0.6766179688051379,-0.5818335803514715,0.0
2018-09-25,1.0,-0.375490300010601,-0.8958620445952153,-0.0,-0.6782571822325877,-0.5841195801971801,0.0
2018-09-26,1.0,-0.3741704226851687,-0.8980374063952868,-0.0,-0.6825779891400787,-0.5942080420200873,0.0
2018-09-27,1.0,-0.3806142375288479,-0.8888691638558495,-0.0,-0.685105627551926,-0.5959169181608378,0.0
2018-09-28,1.0,-0.3806007242774977,-0.8888731094227083,-0.0,-0.6849747923027764,-0.5959667684442235,0.0
2018-10-01,1.0,-0.3805007991475759,-0.8898241875332976,-0.0,-0.6850293020777837,-0.5964127153258746,0.0
2018-10-02,1.0,-0.38507749182425705,-0.8750177733541873,-0.0,-0.6915256647234466,-0.6030499075785581,0.0
2018-10-03,1.0,-0.39516598718695395,-0.8697218986604542,-0.0,-0.7280139778683751,-0.647168025626092,0.0
2018-10-04,1.0,-0.4088975280569207,-0.8651800777525123,-0.0,-0.747891146482799,-0.6455659062568767,0.0
2018-10-05,1.0,-0.3877454200423327,-0.8534413546456464,-0.0,-0.7542515144879937,-0.6539668637325743,0.0
2018-10-08,1.0,-0.3844306146959275,-0.8487826181897588,-0.0,-0.7545583578993339,-0.6516359136732539,0.0
2018-10-09,1.0,-0.381092788759055,-0.848785992501183,-0.0,-0.7560700374940846,-0.6542535764988533,0.0
2018-10-10,1.0,-0.38076711323178564,-0.8608919067718847,-0.0,-0.7618278583226279,-0.6669480638649293,0.0
2018-10-11,1.0,-0.2827226998680033,-0.8550176590203703,-0.0,-0.7392529699261531,-0.6904855338732118,0.0
2018-10-12,1.0,-0.3724467960938412,-0.9802357701435631,-0.0,-0.8021242656499241,-0.7357895965451504,0.0
2018-10-15,1.0,-0.33974931118786145,-1.0095075478287865,-0.0,-0.7955683185222555,-0.7358065893127402,0.0
2018-10-16,1.0,-0.33236072206660444,-1.0266106442577032,-0.0,-0.7956738250855898,-0.7357609710550888,0.0
2018-10-17,1.0,-0.29965654304789097,-0.9778103654536332,-0.0,-0.8083973295257206,-0.7732412302705205,0.0
2018-10-18,1.0,-0.2992630319867269,-0.9773121889107536,-0.0,-0.8087355789636146,-0.7731604738202724,0.0
2018-10-19,1.0,-0.27605397575665164,-0.9574597850118167,-0.0,-0.8087977433864451,-0.7695357170084622,0.0
2018-10-22,1.0,-0.27603154646245287,-0.9482607536099364,-0.0,-0.8125881053072732,-0.7730788280565398,0.0
2018-10-23,1.0,-0.275664964560628,-0.9484414297690725,-0.0,-0.8131621065467571,-0.7734547671671367,0.0
2018-10-24,1.0,-0.27302493813059203,-0.9428517037883114,-0.0,-0.8146963639824862,-0.7767751760898535,0.0
2018-10-25,1.0,-0.22358784714668986,-0.8669422086868247,-0.0,-0.8108549053730694,-0.7241316800812123,0.0
2018-10-26,1.0,-0.19268799941620757,-0.8711278140621009,-0.0,-0.8533586310066772,-0.7315284416389974,0.0
2018-10-29,1.0,-0.1602836879432624,-0.8893980723767957,-0.0,-0.8430623749772685,-0.7442807783233314,0.0
2018-10-30,1.0,-0.15458708927013667,-0.8889211980226811,-0.0,-0.8427958708927014,-0.7484370456528061,0.0
2018-10-31,1.0,-0.15835966676242458,-0.8608876759551853,-0.0,-0.8341712151680551,-0.7375035909221488,0.0
2018-11-01,1.0,-0.13942652329749103,-0.8747670250896057,-0.0,-0.8327598566308243,-0.7372759856630824,0.0
2018-11-02,1.0,-0.14075479805213406,-0.8719922658264109,-0.0,-0.8317459180750502,-0.736142938985964,0.0
2018-11-05,1.0,-0.13604297224709044,-0.8858370635631155,-0.0,-0.8333393017009848,-0.7257654431512981,0.0
2018-11-06,1.0,-0.14472221225924464,-0.8944442451848928,-0.0,-0.8292744162691439,-0.7182669201248162,0.0
2018-11-07,1.0,-0.1450721412676764,-0.8950183045007538,-0.0,-0.8301629459478861,-0.7188644031297108,0.0
2018-11-08,1.0,-0.10681680934957906,-0.8982274164328088,-0.0,-0.8187986217185891,-0.7284288302369365,0.0
2018-11-09,1.0,-0.10624844588114099,-0.8981208482824767,-0.0,-0.8196866896380236,-0.728180171219495,0.0
2018-11-12,1.0,-0.10494001411432605,-0.8775582215949189,-0.0,-0.8236414961185603,-0.7224417784050812,0.0
2018-11-13,1.0,-0.08028968350684168,-0.8678319000034818,-0.0,-0.8202012464747048,-0.713484906514397,0.0
2018-11-14,1.0,-0.0807282601127898,-0.8672979182622015,-0.0,-0.8200584836037039,-0.7130822251618743,0.0
2018-11-15,1.0,-0.08171740278022172,-0.8864332218898469,-0.0,-0.8454337497800457,-0.7057188104874186,0.0
2018-11-16,1.0,-0.08049242424242425,-0.8792087542087543,-0.0,-0.8417157687991023,-0.7059132996632997,0.0
2018-11-19,1.0,-0.0774937590098801,-0.8830209908231074,-0.0,-0.8464540627966668,-0.7090467986357724,0.0
2018-11-20,1.0,-0.02287091029714725,-0.873598938510423,-0.0,-0.8560005586787249,-0.7392716226125214,0.0
2018-11-21,1.0,-0.03454027382027938,-0.8734797414691778,-0.0,-0.864097574536104,-0.7027590520536522,0.0
2018-11-23,1.0,-0.034882910510175634,-0.8812029551156956,-0.0,-0.8641971006412044,-0.7044535823808197,0.0
2018-11-26,1.0,-0.036059037493005035,-0.880700895355344,-0.0,-0.870488248461108,-0.7102336317851147,0.0
2018-11-27,1.0,-0.02486111111111111,-0.8822222222222222,-0.0,-0.8628819444444445,-0.7022569444444445,0.0
2018-11-28,1.0,-0.02262427665063097,-0.8997768946524437,-0.0,-0.8611169211462036,-0.7025029631178973,0.0
2018-11-29,1.0,-0.0,-0.879442102738083,-0.0,-0.8481203522840204,-0.6993249031904321,0.0
2018-11-30,1.0,-0.0,-0.8793723663023743,-0.0,-0.8482647572715749,-0.6983452670526569,0.0
2018-12-03,1.0,-0.0,-0.8788003286770748,-0.0,-0.8473363462065187,-0.6975486168173103,0.0
