Date,IWF,IWM,MTUM,RLMD,SPY,VLUE,VXX
2018-10-29,-2.60482374768089,-9.824366110080396,-0.0,1.0,-9.024118738404452,-8.468150896722324,0.0
2018-10-30,-2.55655129789864,-9.833745364647713,-0.0,1.0,-9.034301606922126,-8.477750309023484,0.0
2018-10-31,-2.5346326836581707,-9.387406296851575,-0.0,1.0,-8.820989505247377,-8.24167916041979,0.0
2018-11-01,-2.3674501636417733,-9.442427848854507,-0.0,1.0,-8.753049687592979,-8.190419518000596,0.0
2018-11-02,-2.4993993993993993,-9.214114114114112,-0.0,1.0,-9.039639639639638,-8.276876876876875,0.0
2018-11-05,-2.4692469246924693,-9.296729672967297,-0.0,1.0,-9.036603660366037,-8.2004200420042,0.0
2018-11-06,-2.510651065106511,-9.326432643264328,-0.0,1.0,-9.00810081008101,-8.157815781578158,0.0
2018-11-07,-2.508540605334133,-9.32334432124663,-0.0,1.0,-8.985915492957748,-8.149235840575368,0.0
2018-11-08,-2.204403451353764,-9.381731627491817,-0.0,1.0,-8.903897649509075,-8.263016959238323,0.0
2018-11-09,-2.2031528851873885,-9.377453896490184,-0.0,1.0,-8.905413444378347,-8.258179654967282,0.0
2018-11-12,-2.189523248969982,-9.13037080635668,-0.0,1.0,-8.92760447321954,-8.181577398469686,0.0
2018-11-13,-1.9548254620123204,-9.142563801701378,-0.0,1.0,-9.02258726899384,-8.213845702552067,0.0
2018-11-14,-1.9427984746259899,-9.146670577882075,-0.0,1.0,-9.028454092109122,-8.21619243179818,0.0
2018-11-15,-1.9625264430341491,-9.485343003928678,-0.0,1.0,-9.403747355696584,-8.368993653671804,0.0
2018-11-16,-1.938115763546798,-9.57789408866995,-0.0,1.0,-9.622536945812806,-8.649938423645319,0.0
2018-11-19,-1.9436923076923078,-9.569538461538462,-0.0,1.0,-9.612615384615385,-8.643076923076922,0.0
2018-11-20,-1.483609022556391,-9.324210526315788,-0.0,1.0,-9.514586466165412,-8.752781954887219,0.0
2018-11-21,-1.5791345583876706,-9.212211025489033,-0.0,1.0,-9.449614700652045,-8.397451096621221,0.0
2018-11-23,-1.550954478707783,-9.054625550660793,-0.0,1.0,-9.420264317180617,-8.343024963289281,0.0
2018-11-26,-1.5232796486090776,-9.050073206442168,-0.0,1.0,-9.394729136163983,-8.31420204978038,0.0
2018-11-27,-1.4322280395578824,-9.081442699243746,-0.0,1.0,-9.32460732984293,-8.24869109947644,0.0
2018-11-28,-1.4426992437463642,-9.06544502617801,-0.0,1.0,-9.327225130890053,-8.25130890052356,0.0
2018-11-29,-1.0778356481481481,-9.021412037037036,-0.0,1.0,-9.408564814814815,-8.427083333333334,0.0
2018-11-30,-1.07007299270073,-9.11970802919708,-0.0,1.0,-9.527591240875912,-8.47970802919708,0.0
2018-12-03,-1.0460856720827179,-9.252289512555393,-0.0,1.0,-9.657311669128509,-8.586410635155097,0.0
2018-12-04,-0.9688418577307467,-9.279541446208114,-0.0,1.0,-9.59288653733098,-8.553203997648442,0.0
2018-12-06,-0.9730639730639732,-8.409932659932661,-0.0,1.0,-9.511503928170596,-8.163860830527497,0.0
2018-12-07,-1.0042205965109734,-8.431063590320765,-0.0,1.0,-9.541080472706808,-8.160945413618458,0.0
2018-12-10,-0.721418826739427,-8.329331514324693,-0.0,1.0,-9.377080491132332,-7.857571623465211,0.0
2018-12-11,-0.7481582537517053,-8.320327421555252,-0.0,1.0,-9.378444747612551,-7.837926330150069,0.0
2018-12-12,-0.7444535743631882,-8.354971240755956,-0.0,1.0,-9.431662558203232,-7.858942755409477,0.0
2018-12-13,-0.7222690255546195,-8.52962650940747,-0.0,1.0,-9.77927548441449,-8.05082841898343,0.0
2018-12-14,-0.7679932260795935,-8.443127293254303,-0.0,1.0,-9.914761501552356,-8.098786339260512,0.0
2018-12-17,-0.5963431786216596,-8.454571026722926,-0.0,1.0,-9.79521800281294,-8.28354430379747,0.0
2018-12-18,-0.4668147736739794,-8.289641766176063,-0.0,1.0,-9.722577061927241,-8.29103026936962,0.0
2018-12-19,-0.4748680921966121,-8.287697861705082,-0.0,1.0,-9.718133851707858,-8.289086364898639,0.0
2018-12-20,-0.4492833517089305,-8.127894156560087,-0.0,1.0,-9.763506063947078,-8.222436604189637,0.0
2018-12-21,-0.4191518467852257,-8.128043775649795,-0.0,1.0,-9.78139534883721,-8.031463748290014,0.0
2018-12-24,-0.2181571815718157,-7.891327913279133,-0.0,1.0,-9.74010840108401,-8.25040650406504,0.0
2018-12-26,-0.23474304068522486,-7.987687366167025,-0.0,1.0,-9.462526766595289,-8.081905781584583,0.0
2018-12-27,-0.0,-7.656643536365973,-0.0,1.0,-8.781547160113082,-8.262143407864302,0.0
2018-12-28,-0.0,-7.6866170048805555,-0.0,1.0,-8.764705882352942,-8.235807860262009,0.0
2018-12-31,-0.0,-7.68327767788338,-0.0,1.0,-8.765990238890316,-8.237862830721808,0.0
2019-01-02,-0.0,-7.678562259306804,-0.0,1.0,-8.743003851091142,-8.25237483953787,0.0
2019-01-03,-0.0,-7.6763347022587265,-0.0,1.0,-8.815195071868583,-8.175821355236138,0.0
2019-01-04,-0.0,-7.693970999745612,-0.0,1.0,-8.564996184177055,-8.179852454846095,0.0
2019-01-07,-0.0,-7.317464232856438,-0.0,1.0,-8.431179082387764,-7.918598914652196,0.0
2019-01-08,-0.0,-7.14017094017094,-0.0,1.0,-8.441514041514042,-7.838339438339438,0.0
2019-01-09,-0.0,-7.041737856968513,-0.0,1.0,-8.45301440078106,-7.91359531364413,0.0
2019-01-10,-0.0,-7.003894839337877,-0.0,1.0,-8.45253164556962,-7.886319376825706,0.0
2019-01-11,-0.0,-6.949177510434569,-0.0,1.0,-8.556837711760373,-8.045912104100172,0.0
2019-01-14,-0.0,-6.956233095647898,-0.0,1.0,-8.581755593803788,-8.049913941480208,0.0
2019-01-15,-0.0,-6.879695556101154,-0.0,1.0,-8.537196169899335,-8.135035600294623,0.0
2019-01-16,-0.0,-6.847262952101662,-0.0,1.0,-8.425219941348974,-8.16544477028348,0.0
2019-01-17,-0.0,-6.80678214198585,-0.0,1.0,-8.424737740912418,-8.164674310807515,0.0
2019-01-18,-0.0,-6.874780866516403,-0.0,1.0,-8.62809917355372,-8.540946656649137,0.0
2019-01-22,-0.0,-6.8386760489966125,-0.0,1.0,-9.495178524889235,-8.728173051863434,0.0
2019-01-23,-0.0,-6.5620725933719095,-0.0,1.0,-9.680957390846924,-9.058653340347187,0.0
2019-01-24,-0.0,-6.593824228028503,-0.0,1.0,-9.70387965162312,-9.09422011084719,0.0
2019-01-25,-0.0,-6.290421669924601,-0.0,1.0,-10.769896676905892,-9.864842222842782,0.0
2019-01-28,-0.0,-6.292338709677419,-0.0,1.0,-11.338421658986176,-10.171082949308756,0.0
2019-01-29,-0.0,-6.2409356725146194,-0.0,1.0,-11.52485380116959,-10.473976608187133,0.0
2019-01-30,-0.0,-6.246189917936695,-0.0,1.0,-11.554806565064478,-10.507327080890974,0.0
2019-01-31,-0.0,-6.3865175154548135,-0.0,1.0,-11.32146011186341,-10.729467176920814,0.0
2019-02-01,-0.0,-6.457824143070043,-0.0,1.0,-11.481669150521608,-10.86676602086438,0.0
2019-02-04,-0.0,-6.245765144989951,-0.0,1.0,-11.047085845535458,-10.41803043353431,0.0
2019-02-05,-0.0,-6.100085299971567,-0.0,1.0,-10.861814046061985,-10.471140176286607,0.0
2019-02-06,-0.0,-6.103192702394527,-0.0,1.0,-10.877708095781072,-10.525370581527936,0.0
2019-02-07,-0.0,-6.107740289197618,-0.0,1.0,-10.804082789906435,-10.440884604479727,0.0
2019-02-08,-0.0,-5.96016713091922,-0.0,1.0,-10.7025069637883,-10.192479108635098,0.0
2019-02-11,-0.0,-5.70974808324206,-0.0,1.0,-10.539704271631983,-10.132803943044907,0.0
2019-02-12,-0.0,-5.757225433526012,-0.0,1.0,-10.634461877236443,-10.133773740710156,0.0
2019-02-13,-0.0,-5.90986769570011,-0.0,1.0,-10.598401323043,-10.055126791620728,0.0
2019-02-14,-0.0,-5.778214486243684,-0.0,1.0,-11.006457046603032,-10.289444132509827,0.0
2019-02-15,-0.0,-5.942215988779804,-0.0,1.0,-10.908555399719495,-10.199719495091164,0.0
2019-02-19,-0.0,-5.812099247281851,-0.0,1.0,-10.925843323111234,-10.14050738778924,0.0
2019-02-20,-0.0,-5.844997266265719,-0.0,1.0,-10.613176599234555,-9.879168944778566,0.0
2019-02-21,-0.0,-5.85620377978636,-0.0,1.0,-10.641468090933989,-9.892084360449191,0.0
2019-02-22,-0.0,-5.832785987958401,-0.0,1.0,-10.674055829228243,-9.86015325670498,0.0
2019-02-25,-0.0,-5.760076775431862,-0.0,1.0,-10.751302440361941,-9.908417877707704,0.0
2019-02-26,-0.0,-5.77756445419638,-0.0,1.0,-10.750959956116292,-9.898793198025233,0.0
2019-02-27,-0.0,-5.592878022854107,-0.0,1.0,-10.479670475684294,-9.501993090619187,0.0
2019-02-28,-0.0,-5.628229027962717,-0.0,1.0,-10.493209054593875,-9.509720372836219,0.0
2019-03-01,-0.0,-5.654657058980518,-0.0,1.0,-10.541766746730717,-9.491593274619696,0.0
2019-03-04,-0.0,-5.616409163558871,-0.0,1.0,-10.486680873734684,-9.535162493340437,0.0
2019-03-05,-0.0,-6.488365155131264,-0.0,1.0,-11.753878281622912,-10.59099045346062,0.0
2019-03-06,-0.0,-6.481371087928465,-0.0,1.0,-11.745454545454544,-10.579433681073024,0.0
2019-03-07,-0.0,-6.414853946550653,-0.0,1.0,-12.62802983219391,-11.032318210068365,0.0
2019-03-08,-0.0,-5.925519287833828,-0.0,1.0,-12.248664688427299,-10.49940652818991,0.0
2019-03-11,-0.0,-6.08179581795818,-0.0,1.0,-12.6150061500615,-11.053813038130382,0.0
2019-03-12,-0.0,-5.660587326120557,-0.0,1.0,-12.78238021638331,-11.468624420401856,0.0
2019-03-13,-0.0,-5.752854057389694,-0.0,1.0,-12.737426720148102,-11.364393705646405,0.0
2019-03-14,-0.0,-5.763255240443897,-0.0,1.0,-12.718249075215784,-11.344636251541308,0.0
2019-03-15,-0.0,-5.913541004450096,-0.0,1.0,-13.121741894469167,-11.751112523839797,0.0
2019-03-18,-0.0,-6.1870527000650615,-0.0,1.0,-13.361418347430059,-11.982433311646064,0.0
2019-03-19,-0.0,-6.2056227525335075,-0.0,1.0,-13.38345864661654,-12.10166721150703,0.0
2019-03-20,-0.0,-6.338977423638777,-0.0,1.0,-13.544820717131474,-12.316733067729082,0.0
2019-03-21,-0.0,-6.387925283522349,-0.0,1.0,-13.7631754503002,-12.204469646430955,0.0
2019-03-22,-0.0,-6.4727646454265155,-0.0,1.0,-14.36382322713258,-12.421719767043509,0.0
2019-03-25,-0.0,-5.650590219224283,-0.0,1.0,-14.623946037099493,-12.452276559865092,0.0
2019-03-26,-0.0,-6.087033747779751,-0.0,1.0,-15.285968028419182,-13.150621669626998,0.0
2019-03-27,-0.0,-6.0147575544624035,-0.0,1.0,-15.137034434293746,-12.984891075193254,0.0
2019-03-28,-0.0,-6.204390068369917,-0.0,1.0,-15.442245412018714,-13.337891327815761,0.0
2019-03-29,-0.0,-6.152384367156686,-0.0,1.0,-15.37863033345285,-13.324130512728576,0.0
2019-04-01,-0.0,-6.490516920788397,-0.0,1.0,-15.942357753811827,-13.755671253253997,0.0
2019-04-02,-0.0,-6.757839063090291,-0.0,1.0,-16.341140914242537,-13.679259539100869,0.0
2019-04-03,-0.0,-6.605156537753222,-0.0,1.0,-15.921915285451197,-13.305709023941068,0.0
2019-04-04,-0.0,-6.690182904068682,-0.0,1.0,-16.133631952220977,-13.503919372900334,0.0
2019-04-05,-0.0,-6.648628335212326,-0.0,1.0,-16.30139045471627,-13.629838406614054,0.0
2019-04-08,-0.0,-6.550913838120104,-0.0,1.0,-16.20402834763148,-13.544199925400969,0.0
2019-04-09,-0.0,-6.536501901140684,-0.0,1.0,-16.75209125475285,-13.734600760456273,0.0
2019-04-10,-0.0,-6.580325267750893,-0.0,1.0,-17.73740579135264,-14.349067830226101,0.0
2019-04-11,-0.0,-6.25648973266176,-0.023634250290585045,1.0,-17.543587756683454,-13.920960867880668,0.0
2019-04-12,-0.0,-6.220605132133282,-0.06817311374952124,1.0,-17.262734584450403,-13.747989276139409,0.0
2019-04-15,-0.0,-6.344612991054064,-0.08206923376118241,1.0,-17.460910151691948,-14.007390120575652,0.0
2019-04-16,-0.0,-6.194119864304561,-0.2144741801733886,1.0,-16.80851865812288,-13.47568790049001,0.0
2019-04-17,-0.0,-6.030086498683716,-0.317036479879654,1.0,-16.837908988341482,-13.423091387739753,0.0
2019-04-18,-0.0,-6.056726715216558,-0.100804906094289,1.0,-17.301264852433885,-13.870065159064778,0.0
2019-04-22,-0.0,-6.39542352468888,-0.12525090325170612,1.0,-18.077478924126854,-14.546366920915295,0.0
2019-04-23,-0.0,-6.431096826034552,-0.13820811570912014,1.0,-18.08999598232222,-14.517075130574527,0.0
2019-04-24,-0.0,-6.2436,-0.19319999999999998,1.0,-18.0128,-14.55,0.0
2019-04-25,-0.0,-6.2953346855983785,-0.30669371196754563,1.0,-18.275050709939148,-14.690466531440164,0.0
2019-04-26,-0.0,-6.223221586263287,-0.3883892068683565,1.0,-18.490596892886348,-14.780866721177432,0.0
2019-04-29,-0.0,-6.099313685910375,-0.34840532902704885,1.0,-18.268469923294308,-14.655228098506257,0.0
2019-04-30,-0.0,-6.045619701251514,-0.3907953169156237,1.0,-18.27129592248688,-14.663302381913605,0.0
2019-05-01,-0.0,-5.999191265669228,-0.40032349373230897,1.0,-18.376465830974528,-14.66114031540639,0.0
2019-05-02,-0.0,-6.094439901880622,-0.4092395748160262,1.0,-18.45584627964023,-14.923548650858546,0.0
2019-05-03,-0.0,-6.08374183006536,-0.4183006535947713,1.0,-18.438316993464053,-14.909313725490199,0.0
2019-05-06,-0.0,-5.742740286298569,-0.5803680981595092,1.0,-18.52106339468303,-15.0560327198364,0.0
2019-05-07,-0.0,-5.708840227088402,-0.6492295214922952,1.0,-18.2875101378751,-14.90551500405515,0.0
2019-05-08,-0.0,-5.574721780604134,-0.945945945945946,1.0,-17.656200317965027,-14.568759936406996,0.0
2019-05-09,-0.0,-5.545382481173207,-0.9710661910424099,1.0,-17.625445897740786,-14.49346016646849,0.0
2019-05-10,-0.0,-5.558870326173429,-0.9912490055688147,1.0,-17.709626093874306,-14.517501988862373,0.0
2019-05-13,-0.0,-5.551587301587301,-0.9591269841269842,1.0,-17.665873015873018,-14.505555555555555,0.0
2019-05-14,-0.0,-4.6018726591760295,-1.740074906367041,1.0,-16.550187265917604,-13.561048689138577,0.0
2019-05-15,-0.0,-4.559940981187753,-1.8236812984138695,1.0,-16.33788270011066,-13.165621541866471,0.0
2019-05-16,-0.0,-4.5826568265682655,-1.8837638376383763,1.0,-16.281918819188192,-13.152029520295203,0.0
2019-05-17,-0.0,-4.40592972181552,-1.937774524158126,1.0,-16.08199121522694,-13.177891654465594,0.0
2019-05-20,-0.0,-4.263899184581171,-2.09006671608599,1.0,-16.32394366197183,-13.386953298739806,0.0
2019-05-21,-0.0,-4.750713994288046,-2.5132598939208486,1.0,-17.795593635250917,-14.740106079151365,0.0
2019-05-22,-0.0,-4.708693860733416,-2.7383601153687684,1.0,-17.92954264524104,-14.826946847960444,0.0
2019-05-23,-0.0,-4.58739837398374,-2.738617886178862,1.0,-17.758943089430893,-14.565447154471546,0.0
2019-05-24,-0.0,-4.223548130469371,-2.8842482100238667,1.0,-17.36714399363564,-14.30230708035004,0.0
2019-05-28,-0.0,-4.180111821086262,-2.791932907348243,1.0,-17.55311501597444,-14.411341853035145,0.0
2019-05-29,-0.0,-4.209302325581395,-2.794245171462357,1.0,-17.334647221127316,-14.078044934962554,0.0
2019-05-30,-0.0,-4.1828125,-2.82109375,1.0,-17.103125,-13.955078125,0.0
2019-05-31,-0.0,-4.195828505214369,-2.811896485129394,1.0,-16.874468906913865,-13.742757821552724,0.0
2019-06-03,-0.0,-4.176224838587163,-3.025066464109381,1.0,-16.58982149639195,-13.188378275731106,0.0
2019-06-04,-0.0,-4.145841245727307,-3.0136726167869354,1.0,-16.635776680592482,-13.184200531712875,0.0
2019-06-05,-0.0,-4.035466461063994,-3.4568234387047028,1.0,-17.140323824209716,-12.918272937548188,0.0
2019-06-06,-0.0,-4.095638867635807,-3.317903596021423,1.0,-16.957918898240244,-12.884085692425401,0.0
2019-06-07,-0.0,-4.263442940038685,-3.3628626692456476,1.0,-17.063056092843325,-12.994970986460347,0.0
2019-06-10,-0.0,-4.281711472926922,-3.3487315410829233,1.0,-16.502082544490722,-12.731919727375994,0.0
2019-06-11,-0.0,-4.422983870967742,-3.7173387096774193,1.0,-17.66008064516129,-13.522580645161291,0.0
2019-06-12,-0.0,-4.445556445156125,-3.7634107285828664,1.0,-17.429943955164134,-13.393114491593277,0.0
2019-06-13,-0.0,-4.648790322580646,-3.914112903225807,1.0,-17.441129032258065,-13.318548387096774,0.0
2019-06-14,-0.0,-4.385714285714286,-3.9884169884169887,1.0,-16.674903474903473,-12.561389961389962,0.0
2019-06-17,-0.0,-4.329611089718906,-3.9819021948402002,1.0,-16.677319984597613,-12.517135155949173,0.0
2019-06-18,-0.0,-4.378034682080925,-4.023506743737958,1.0,-16.626204238921,-12.508285163776492,0.0
2019-06-19,-0.0,-4.151969981238274,-4.156472795497185,1.0,-16.137711069418387,-12.077298311444652,0.0
2019-06-20,-0.0,-4.1805040770941435,-4.028539659006672,1.0,-15.922535211267606,-11.932913269088214,0.0
2019-06-21,-0.0,-4.394322976601457,-4.114691215957039,1.0,-16.44572305331799,-12.40391254315305,0.0
2019-06-24,-0.0,-4.249904177845918,-4.127251820620928,1.0,-16.397087006515907,-12.554235339210425,0.0
2019-06-25,-0.0,-4.115793470007594,-4.099088838268793,1.0,-16.29271070615034,-12.457479119210326,0.0
2019-06-26,-0.0,-4.157329240214889,-4.013046815042211,1.0,-16.347275518035303,-12.855333844973138,0.0
2019-06-27,-0.0,-4.0075500188750475,-4.11362778406946,1.0,-16.05096262740657,-12.577953944884863,0.0
2019-06-28,-0.0,-3.79250936329588,-4.146067415730337,1.0,-16.026217228464418,-12.488389513108615,0.0
2019-07-01,-0.0,-3.7371134020618557,-4.2017673048600885,1.0,-15.742636229749632,-12.137334315169367,0.0
2019-07-02,-0.0,-3.8272425249169433,-4.174603174603175,1.0,-15.732373569582872,-12.179771133259507,0.0
2019-07-03,-0.0,-3.8215586307356157,-4.1321922796795345,1.0,-15.453386744355427,-12.009104151493082,0.0
2019-07-05,-0.0,-3.7197106690777573,-4.123688969258589,1.0,-15.353345388788426,-11.969258589511755,0.0
2019-07-08,-0.0,-3.430013458950202,-3.701884253028264,1.0,-14.34993270524899,-11.16520861372813,0.0
2019-07-09,-0.0,-3.3765535774269395,-3.707423580786026,1.0,-14.330198186093382,-11.17668794088008,0.0
2019-07-10,-0.0,-3.1767396275726885,-3.6190787324403795,1.0,-13.989872590656649,-10.883698137863444,0.0
2019-07-11,-0.0,-3.1499339498018495,-3.6951783355350067,1.0,-14.192866578599734,-10.987120211360633,0.0
2019-07-12,-0.0,-3.24915938130464,-3.7249495628782787,1.0,-14.487895090786818,-11.162743779421655,0.0
2019-07-15,-0.0,-3.4361559139784945,-3.898521505376344,1.0,-14.391129032258064,-10.876008064516128,0.0
2019-07-16,-0.0,-3.4001370332305587,-4.065775950668037,1.0,-14.765330592668722,-11.027064063035287,0.0
2019-07-17,-0.0,-3.4601559850796884,-3.983384198033232,1.0,-14.594099694811801,-10.87216005425568,0.0
2019-07-18,-0.0,-3.4289517470881865,-3.984026622296173,1.0,-14.252579034941764,-10.61198003327787,0.0
2019-07-19,-0.0,-3.4736488754615644,-4.043303121852971,1.0,-14.37361530715005,-10.677744209466264,0.0
2019-07-22,-0.0,-3.5060240963855422,-4.053212851405623,1.0,-14.22925033467202,-10.67871485943775,0.0
2019-07-23,-0.0,-3.438821268417681,-3.9122357463164636,1.0,-13.536194746957078,-10.143497757847534,0.0
2019-07-24,-0.0,-3.4262033790245456,-3.970353841249601,1.0,-13.44532993305706,-10.035702900860693,0.0
2019-07-25,-0.0,-3.27077497665733,-3.929971988795518,1.0,-13.187986305633364,-9.735138499844384,0.0
2019-07-26,-0.0,-3.2039327624484617,-4.031398667935299,1.0,-13.527117031398667,-9.953377735490008,0.0
2019-07-29,-0.0,-2.9444444444444446,-3.8330314009661843,1.0,-12.873490338164252,-9.542270531400966,0.0
2019-07-30,-0.0,-2.95969696969697,-3.862424242424242,1.0,-12.897575757575757,-9.583333333333332,0.0
2019-07-31,-0.0,-2.9621972829297105,-3.7613703484937977,1.0,-12.502362669816891,-9.307442409923212,0.0
2019-08-01,-0.0,-3.167927382753404,-3.7836611195158847,1.0,-12.816641452344932,-9.488956127080181,0.0
2019-08-02,-0.0,-3.067249698431845,-3.8953558504221952,1.0,-12.738238841978287,-9.455669481302774,0.0
2019-08-05,-0.0,-3.0410132689987934,-3.8326296743063932,1.0,-12.79583835946924,-9.487334137515077,0.0
2019-08-06,-0.0,-2.936396749789857,-3.5841972541328104,1.0,-11.66181003082096,-8.83664892126646,0.0
2019-08-07,-0.0,-3.0896279594137543,-3.470405862457723,1.0,-11.661781285231118,-8.963077790304398,0.0
2019-08-08,-0.0,-3.0879616577389344,-3.4660276289822383,1.0,-11.668170284747674,-8.970679447420354,0.0
2019-08-09,-0.0,-2.8679397525551376,-3.304733727810651,1.0,-11.064012910166758,-8.659494351802046,0.0
2019-08-12,-0.0,-2.792910447761194,-3.4259061833688698,1.0,-10.986940298507463,-8.446695095948828,0.0
2019-08-13,-0.0,-2.6837246109206014,-3.3975204431548405,1.0,-10.895542073331574,-8.401477182801372,0.0
2019-08-14,-0.0,-2.628349611820686,-3.213623841723015,1.0,-10.295767593288254,-7.906085649887303,0.0
2019-08-15,-0.0,-2.7373688064437394,-3.2855748108371983,1.0,-10.011227727605565,-7.374176226507201,0.0
2019-08-16,-0.0,-2.7190324945028097,-3.2988028341070117,1.0,-10.029318348399705,-7.384803322746151,0.0
2019-08-19,-0.0,-2.5965717044905845,-3.373973925639788,1.0,-9.947126991791405,-7.225253500724287,0.0
2019-08-20,-0.0,-2.595272206303725,-3.364851957975167,1.0,-9.830468003820439,-7.086914995224451,0.0
2019-08-21,-0.0,-2.5988095238095235,-3.442380952380952,1.0,-9.773095238095237,-6.994999999999999,0.0
2019-08-22,-0.0,-2.581143384047948,-3.2936837252189948,1.0,-9.40802213001383,-6.769248501613647,0.0
2019-08-23,-0.0,-2.581336405529954,-3.288479262672811,1.0,-9.399539170506912,-6.772350230414747,0.0
2019-08-26,-0.0,-2.4276658365406387,-3.2904686438759336,1.0,-9.310844464568712,-6.611048222775639,0.0
2019-08-27,-0.0,-2.4278900749488983,-3.2818532818532815,1.0,-9.32318873495344,-6.678855325914149,0.0
2019-08-28,-0.0,-2.3313446535107847,-3.405690683799908,1.0,-9.488756310234052,-6.720513997246442,0.0
2019-08-29,-0.0,-2.257222093829443,-3.4954934134504274,1.0,-9.608504737693552,-6.749248902241738,0.0
2019-08-30,-0.0,-2.1881508909974543,-3.5628326776209214,1.0,-9.669520944225875,-6.722517935663042,0.0
2019-09-03,-0.0,-2.223638470451912,-3.6173812282734645,1.0,-9.647508690614137,-6.686674391657011,0.0
2019-09-04,-0.0,-2.1215585627624822,-3.6976201586560897,1.0,-9.727951469902006,-6.78464769015399,0.0
2019-09-05,-0.0,-2.232189349112426,-3.7427218934911237,1.0,-9.912189349112426,-6.781775147928994,0.0
2019-09-06,-0.0,-2.1077746741154564,-3.788175046554935,1.0,-9.84427374301676,-6.537476722532588,0.0
2019-09-09,-0.0,-2.0965935604293047,-3.788847410172655,1.0,-9.882407839477368,-6.564162389174054,0.0
2019-09-10,-0.0,-2.0603870366052695,-3.8694334343669854,1.0,-9.895080438330615,-6.490324084868268,0.0
2019-09-11,-0.0,-1.9986285714285716,-3.8523428571428573,1.0,-9.662628571428572,-6.343771428571429,0.0
2019-09-12,-0.0,-1.846311475409836,-3.9269125683060113,1.0,-9.648224043715848,-6.347222222222222,0.0
2019-09-13,-0.0,-1.814240790655885,-3.8739892183288416,1.0,-9.509658580413298,-6.2639263252470805,0.0
2019-09-16,-0.0,-1.8135555555555556,-3.849333333333334,1.0,-9.372,-6.187555555555556,0.0
2019-09-17,-0.0,-1.7234790248188008,-3.831759279595871,1.0,-9.274324621128926,-6.134197232593894,0.0
2019-09-18,-0.0,-1.7250768555116383,-3.8252086078173035,1.0,-9.273605621431708,-6.135046113306984,0.0
2019-09-19,-0.0,-1.7385190068116896,-3.8332234673698085,1.0,-9.259063941990771,-6.142386288727752,0.0
2019-09-20,-0.0,-1.8117698919991183,-3.9255014326647566,1.0,-9.211152744104034,-6.092351774300198,0.0
2019-09-23,-0.0,-1.8317509383969974,-3.9589313314197394,1.0,-9.18061382203577,-6.108854051667036,0.0
