Date,IWF,IWM,MTUM,RPAI,SPY,VLUE,VXX
2018-11-19,-0.08180959261935197,-0.5962874451175457,-0.0,1.0,-0.590562996720947,-0.5101984104929695,0.0
2018-11-20,-0.044809105475440626,-0.5897010884579258,-0.0,1.0,-0.5970771865848942,-0.5309961876346759,0.0
2018-11-21,-0.05060933862796112,-0.5848007668081611,-0.0,1.0,-0.5966315212926195,-0.5065863343831303,0.0
2018-11-23,-0.05238082199282605,-0.571178226226007,-0.0,1.0,-0.6049122422715698,-0.509679362558528,0.0
2018-11-26,-0.05220366821790309,-0.5717218724336162,-0.0,1.0,-0.6043799616753354,-0.5091431699972625,0.0
2018-11-27,-0.04622718605284663,-0.5724325796785618,-0.0,1.0,-0.6004358485426314,-0.5049577771724326,0.0
2018-11-28,-0.04693671851589528,-0.5709226620174889,-0.0,1.0,-0.6009153068729739,-0.5053529107303386,0.0
2018-11-29,-0.03468941500418433,-0.5626974057176795,-0.0,1.0,-0.596603946764571,-0.5055476068352995,0.0
2018-11-30,-0.0340356564019449,-0.5631550513236089,-0.0,1.0,-0.5968125337655322,-0.5072393300918423,0.0
2018-12-03,-0.037875276088675594,-0.5694107381452295,-0.0,1.0,-0.6048591606904262,-0.5146565593215717,0.0
2018-12-04,-0.03081232492997199,-0.572951510701368,-0.0,1.0,-0.6022408963585435,-0.5135296837181474,0.0
2018-12-06,-0.024706756541584843,-0.5344196167931639,-0.0,1.0,-0.6001273817737912,-0.4945597367443342,0.0
2018-12-07,-0.04738717662740405,-0.5526237044694106,-0.0,1.0,-0.6241669160251353,-0.4960692037757406,0.0
2018-12-10,-0.024319301931001052,-0.5574317955347284,-0.0,1.0,-0.6280466456599607,-0.4833966227680376,0.0
2018-12-11,-0.023944837988525872,-0.5576803943221914,-0.0,1.0,-0.627656422549627,-0.48417593664987746,0.0
2018-12-12,-0.02349137931034483,-0.557947198275862,-0.0,1.0,-0.6274784482758621,-0.48504849137931033,0.0
2018-12-13,-0.021487603305785124,-0.5557512532177212,-0.0,1.0,-0.6455493835523642,-0.486871697601951,0.0
2018-12-14,-0.02516115053355723,-0.5459617572179188,-0.0,1.0,-0.6506148095986133,-0.4866746113428308,0.0
2018-12-17,-0.00729296094214251,-0.5477283777213549,-0.0,1.0,-0.6400248500891362,-0.506050456485333,0.0
2018-12-18,-0.012296444001329346,-0.5741663897197297,-0.0,1.0,-0.6641187548465715,-0.518887781101141,0.0
2018-12-19,-0.014651710289433599,-0.5735770668882426,-0.0,1.0,-0.6629829663481512,-0.5184877440797674,0.0
2018-12-20,-0.015634079526273555,-0.5718752594150364,-0.0,1.0,-0.6620825147347741,-0.5175295387254767,0.0
2018-12-21,-0.01288859387100343,-0.5722425047018476,-0.0,1.0,-0.6636242947228675,-0.5170649408120368,0.0
2018-12-24,-0.0,-0.5528412837986371,-0.0,1.0,-0.6597054297647834,-0.5352824796658606,0.0
2018-12-26,-0.0,-0.5529768738723962,-0.0,1.0,-0.6513039199606364,-0.5293040293040293,0.0
2018-12-27,-0.0,-0.5287292082501664,-0.0,1.0,-0.6088356620093147,-0.5237791084497672,0.0
2018-12-28,-0.0,-0.5334557649313318,-0.0,1.0,-0.6073671883317364,-0.5207335249653997,0.0
2018-12-31,-0.0,-0.5320910421935312,-0.0,1.0,-0.6082523625715427,-0.521709037668042,0.0
2019-01-02,-0.0,-0.5321137561910849,-0.0,1.0,-0.6058209511636576,-0.5248974809607498,0.0
2019-01-03,-0.0,-0.5349334473726414,-0.0,1.0,-0.6300315389960978,-0.50783129309884,0.0
2019-01-04,-0.0,-0.5428845487730143,-0.0,1.0,-0.6060323465934828,-0.5155471476912419,0.0
2019-01-07,-0.0,-0.5198157164546359,-0.0,1.0,-0.5987644625935814,-0.49908381760117265,0.0
2019-01-08,-0.0,-0.5246013428451531,-0.0,1.0,-0.5972513638271086,-0.5008917331095258,0.0
2019-01-09,-0.0,-0.5419356545666209,-0.0,1.0,-0.6042438353264895,-0.49960313260662503,0.0
2019-01-10,-0.0,-0.5401396160558464,-0.0,1.0,-0.6054788724945792,-0.49862499338939126,0.0
2019-01-11,-0.0,-0.5168737961423785,-0.0,1.0,-0.6077205203303517,-0.5139977308108393,0.0
2019-01-14,-0.0,-0.5186865356718977,-0.0,1.0,-0.6089674271396546,-0.5098246076750627,0.0
2019-01-15,-0.0,-0.5154628284695629,-0.0,1.0,-0.607236233989172,-0.5182622474580747,0.0
2019-01-16,-0.0,-0.5197993664202745,-0.0,1.0,-0.6031414994720169,-0.5169482576557549,0.0
2019-01-17,-0.0,-0.5237970161798697,-0.0,1.0,-0.595503256986762,-0.5072756881697835,0.0
2019-01-18,-0.0,-0.5179827577087851,-0.0,1.0,-0.5979266938171048,-0.5286137409425081,0.0
2019-01-22,-0.0,-0.5066353994563769,-0.0,1.0,-0.670948142621116,-0.48723551670841553,0.0
2019-01-23,-0.0,-0.4826775649758261,-0.0,1.0,-0.6783396105457169,-0.5101370302107541,0.0
2019-01-24,-0.0,-0.48457961408947564,-0.0,1.0,-0.6762787963012453,-0.5116521460259769,0.0
2019-01-25,-0.0,-0.4531545656052333,-0.0,1.0,-0.7429853489755095,-0.506974103908742,0.0
2019-01-28,-0.0,-0.4487092667334832,-0.0,1.0,-0.7528239022672482,-0.5072459842349054,0.0
2019-01-29,-0.0,-0.44063266975729476,-0.0,1.0,-0.7498227433869648,-0.5365966730297246,0.0
2019-01-30,-0.0,-0.43781108133238533,-0.0,1.0,-0.7505059344746486,-0.5464639282393481,0.0
2019-01-31,-0.0,-0.44062046890816076,-0.0,1.0,-0.7413071430525537,-0.5538259513583016,0.0
2019-02-01,-0.0,-0.4391891891891892,-0.0,1.0,-0.7391673049567786,-0.5571999124630704,0.0
2019-02-04,-0.0,-0.4218013331165664,-0.0,1.0,-0.7312632092342709,-0.5565219747466537,0.0
2019-02-05,-0.0,-0.41911964004987257,-0.0,1.0,-0.7272456225944598,-0.5641296687808316,0.0
2019-02-06,-0.0,-0.43092193990397587,-0.0,1.0,-0.7179424933915952,-0.5484436532340724,0.0
2019-02-07,-0.0,-0.4337852772311922,-0.0,1.0,-0.7175934661311626,-0.5441117011240195,0.0
2019-02-08,-0.0,-0.4476324781688995,-0.0,1.0,-0.7457558171069046,-0.5185496555838802,0.0
2019-02-11,-0.0,-0.4437622256031298,-0.0,1.0,-0.7509508802434253,-0.5220604216474679,0.0
2019-02-12,-0.0,-0.44686803933286245,-0.0,1.0,-0.7466996251426088,-0.5227902428423968,0.0
2019-02-13,-0.0,-0.4572696097109574,-0.0,1.0,-0.7478906972946491,-0.5165206031244897,0.0
2019-02-14,-0.0,-0.41760734687183976,-0.0,1.0,-0.7947904993576954,-0.5208134036679696,0.0
2019-02-15,-0.0,-0.4322956559798665,-0.0,1.0,-0.7881879855564066,-0.5150454097822519,0.0
2019-02-19,-0.0,-0.4169628697982173,-0.0,1.0,-0.804013780281074,-0.5132061026959042,0.0
2019-02-20,-0.0,-0.4256145243759057,-0.0,1.0,-0.7995242391928472,-0.5091187488037624,0.0
2019-02-21,-0.0,-0.4198433563369482,-0.0,1.0,-0.8054825282068135,-0.513172308029357,0.0
2019-02-22,-0.0,-0.4163769266569935,-0.0,1.0,-0.8121115886878201,-0.5092123634571687,0.0
2019-02-25,-0.0,-0.40411630186213654,-0.0,1.0,-0.8152292279211587,-0.5030763367091365,0.0
2019-02-26,-0.0,-0.40684016896034886,-0.0,1.0,-0.8192941817686333,-0.4990325657446519,0.0
2019-02-27,-0.0,-0.40353842379303767,-0.0,1.0,-0.8237058037783169,-0.49881416459940575,0.0
2019-02-28,-0.0,-0.40163151720186613,-0.0,1.0,-0.8217062723378713,-0.5049518456879382,0.0
2019-03-01,-0.0,-0.39930754341484687,-0.0,1.0,-0.8245685777377934,-0.5023309070090782,0.0
2019-03-04,-0.0,-0.384241325311135,-0.0,1.0,-0.8253523448446387,-0.5377345531470644,0.0
2019-03-05,-0.0,-0.3756883259911894,-0.0,1.0,-0.8397301762114536,-0.5378854625550661,0.0
2019-03-06,-0.0,-0.37013094190140844,-0.0,1.0,-0.8459507042253521,-0.5347986355633803,0.0
2019-03-07,-0.0,-0.3661673766662086,-0.0,1.0,-0.8506802253675966,-0.5315377215885667,0.0
2019-03-08,-0.0,-0.3492648076869825,-0.0,1.0,-0.891894885498297,-0.527926231550965,0.0
2019-03-11,-0.0,-0.3467473186031532,-0.0,1.0,-0.8985129799210283,-0.5551821669607102,0.0
2019-03-12,-0.0,-0.3184506125682596,-0.0,1.0,-0.9161927397221514,-0.5947712418300654,0.0
2019-03-13,-0.0,-0.330668790714875,-0.0,1.0,-0.9217136517509175,-0.5922965323016528,0.0
2019-03-14,-0.0,-0.3237103510554239,-0.0,1.0,-0.9213793881927983,-0.5769274184445197,0.0
2019-03-15,-0.0,-0.3129313270731983,-0.0,1.0,-0.922417694309311,-0.5930535128408191,0.0
2019-03-18,-0.0,-0.3294302441810652,-0.0,1.0,-0.9280022847351135,-0.5984863629872911,0.0
2019-03-19,-0.0,-0.32471469839544664,-0.0,1.0,-0.937676972799817,-0.5978033921574236,0.0
2019-03-20,-0.0,-0.32598249528059037,-0.0,1.0,-0.9374749728276415,-0.5967621989588696,0.0
2019-03-21,-0.0,-0.32897286821705424,-0.0,1.0,-0.9606133150934792,-0.5603625170998632,0.0
2019-03-22,-0.0,-0.3264542497769335,-0.0,1.0,-0.9830757274846732,-0.5687188786230319,0.0
2019-03-25,-0.0,-0.26925270964061604,-0.0,1.0,-1.0118083285795778,-0.5711922418710781,0.0
2019-03-26,-0.0,-0.272231784279977,-0.0,1.0,-1.0063970166379803,-0.5899598393574297,0.0
2019-03-27,-0.0,-0.26681478489194105,-0.0,1.0,-1.015985226649739,-0.6026199613353724,0.0
2019-03-28,-0.0,-0.25532465292748124,-0.0,1.0,-0.9989365065677905,-0.6200454140438619,0.0
2019-03-29,-0.0,-0.26416453034536397,-0.0,1.0,-0.9997695653426276,-0.6164991214678688,0.0
2019-04-01,-0.0,-0.2757268112598062,-0.0,1.0,-1.0008075680664512,-0.6076372865712968,0.0
2019-04-02,-0.0,-0.28789361579644235,-0.0,1.0,-1.0158309826722698,-0.5746358873985378,0.0
2019-04-03,-0.0,-0.2890883461350364,-0.0,1.0,-1.016455222807169,-0.5712436351083111,0.0
2019-04-04,-0.0,-0.28773355460814326,-0.0,1.0,-1.031245529199691,-0.5423331139660648,0.0
2019-04-05,-0.0,-0.29446544813667247,-0.0,1.0,-1.0212911111742802,-0.5268484038773132,0.0
2019-04-08,-0.0,-0.297900187788084,-0.0,1.0,-1.021225744039151,-0.5261480680589541,0.0
2019-04-09,-0.0,-0.28772360275027814,-0.0,1.0,-1.0512110924082052,-0.5140224244672049,0.0
2019-04-10,-0.0,-0.2794151180025083,-0.0,1.0,-1.059542811538023,-0.5113442024854635,0.0
2019-04-11,-0.0,-0.28908378746594005,-0.0,1.0,-1.0315905994550407,-0.5176827883742052,0.0
2019-04-12,-0.0,-0.2945201621986934,-0.0,1.0,-1.0124746564541562,-0.508954719531426,0.0
2019-04-15,-0.0,-0.2944095176341236,-0.0,1.0,-1.0144907107214343,-0.5103323842011783,0.0
2019-04-16,-0.0,-0.2949427103911498,-0.0,1.0,-1.0126432240221257,-0.5145622848111983,0.0
2019-04-17,-0.0,-0.30692084777544176,-0.0,1.0,-1.0513097335075856,-0.4828683447923177,0.0
2019-04-18,-0.0,-0.30972545898937076,-0.0,1.0,-1.0444779173534928,-0.48783607116466776,0.0
2019-04-22,-0.0,-0.3049570503124911,-0.0,1.0,-1.051910618989184,-0.4969321651779344,0.0
2019-04-23,-0.0,-0.3062700964630225,-0.0,1.0,-1.0464228295819935,-0.518259072117593,0.0
2019-04-24,-0.0,-0.3135670906382491,-0.0,1.0,-1.0355505901226079,-0.5155838203277185,0.0
2019-04-25,-0.0,-0.32636715946605427,-0.0,1.0,-1.0411367877135065,-0.5031720970288502,0.0
2019-04-26,-0.0,-0.3171089325245091,-0.0,1.0,-1.0578730989276373,-0.49995687548515083,0.0
2019-04-29,-0.0,-0.3164818751077153,-0.0,1.0,-1.0571321882001494,-0.4988223128626415,0.0
2019-04-30,-0.0,-0.29910380881254667,-0.0,1.0,-1.064916412937324,-0.5083874303441145,0.0
2019-05-01,-0.0,-0.30158001892581654,-0.0,1.0,-1.0488343417543657,-0.5171335990594443,0.0
2019-05-02,-0.0,-0.29668396770472893,-0.0,1.0,-1.0385813148788927,-0.5482122260668973,0.0
2019-05-03,-0.0,-0.3025374855824683,-0.0,1.0,-1.0347750865051903,-0.5462226066897347,0.0
2019-05-06,-0.0,-0.2788456005064165,-0.0,1.0,-1.0372906715773722,-0.5612303619727226,0.0
2019-05-07,-0.0,-0.2780398021396526,-0.0,1.0,-1.0384504773956058,-0.5593868629932129,0.0
2019-05-08,-0.0,-0.2942860414519638,-0.0,1.0,-1.010792396656361,-0.5575976182297034,0.0
2019-05-09,-0.0,-0.29342293394338004,-0.0,1.0,-1.0068058335716328,-0.5593651701458393,0.0
2019-05-10,-0.0,-0.29582260371959945,-0.0,1.0,-1.0106723891273248,-0.5547639484978542,0.0
2019-05-13,-0.0,-0.2926145305748705,-0.0,1.0,-1.0125904941768964,-0.5562709245428792,0.0
2019-05-14,-0.0,-0.23889579566003616,-0.0,1.0,-1.0260793399638335,-0.5605221518987341,0.0
2019-05-15,-0.0,-0.2405507025132163,-0.0,1.0,-1.0348005540949312,-0.551691968450513,0.0
2019-05-16,-0.0,-0.24566351713439571,-0.0,1.0,-1.0277534903398675,-0.5470596530813707,0.0
2019-05-17,-0.0,-0.22904792655192746,-0.0,1.0,-1.0062891315944633,-0.5723109750961619,0.0
2019-05-20,-0.0,-0.22103052366283957,-0.0,1.0,-1.0080649677961357,-0.571240548865864,0.0
2019-05-21,-0.0,-0.21548275186749852,-0.0,1.0,-1.0120303276165963,-0.5702375290266625,0.0
2019-05-22,-0.0,-0.21375887311446318,-0.0,1.0,-1.0033551464063886,-0.5557342502218278,0.0
2019-05-23,-0.0,-0.21422633562403018,-0.0,1.0,-1.0078419419197517,-0.5489636444247395,0.0
2019-05-24,-0.0,-0.19755201282015858,-0.0,1.0,-1.0127096399856328,-0.5527311911143039,0.0
2019-05-28,-0.0,-0.19695044472681067,-0.0,1.0,-1.0133141815369315,-0.5520137009005027,0.0
2019-05-29,-0.0,-0.18874883029669182,-0.0,1.0,-1.0097704629272857,-0.553723784884681,0.0
2019-05-30,-0.0,-0.19059037539275675,-0.0,1.0,-1.0149660988920126,-0.5506587288462599,0.0
2019-05-31,-0.0,-0.19485567777685883,-0.0,1.0,-1.0101177184131447,-0.551898106029278,0.0
2019-06-03,-0.0,-0.2072763136266506,-0.0,1.0,-1.0196427593008603,-0.5126842364801929,0.0
2019-06-04,-0.0,-0.2115911081909768,-0.0,1.0,-1.0207238282961018,-0.505310994305738,0.0
2019-06-05,-0.0,-0.21391822366639587,-0.0,1.0,-1.0449499052261035,-0.4489574871378283,0.0
2019-06-06,-0.0,-0.19277663379213178,-0.0,1.0,-1.0791969220765145,-0.43746613200390155,0.0
2019-06-07,-0.0,-0.21020606847314618,-0.0,1.0,-1.0613878522364648,-0.4327167505002975,0.0
2019-06-10,-0.0,-0.21442853282896515,-0.0,1.0,-1.046230748446366,-0.4412861388813834,0.0
2019-06-11,-0.0,-0.21764084793025965,-0.0,1.0,-1.0567723420960013,-0.4328992609037009,0.0
2019-06-12,-0.0,-0.22285049510307883,-0.0,1.0,-1.053270926897895,-0.4293869379362588,0.0
2019-06-13,-0.0,-0.2299469582160641,-0.0,1.0,-1.0501731976618316,-0.4260933102403118,0.0
2019-06-14,-0.0,-0.2319025050778605,-0.0,1.0,-1.0480433310765063,-0.4282193635748138,0.0
2019-06-17,-0.0,-0.2294571544605388,-0.0,1.0,-1.0529849736022743,-0.4250169216190605,0.0
2019-06-18,-0.0,-0.24022165157453712,-0.0,1.0,-1.0438978240302743,-0.4189485065549398,0.0
2019-06-19,-0.0,-0.2157284634625212,-0.01869234286329039,1.0,-1.035367526424787,-0.4197574029746376,0.0
2019-06-20,-0.0,-0.21627437794216542,-0.01971755211835911,1.0,-1.0339475453934095,-0.42004034969737725,0.0
2019-06-21,-0.0,-0.22366650519403627,-0.018354055654233273,1.0,-1.0244092792938262,-0.4247806663437214,0.0
2019-06-24,-0.0,-0.21544101789950398,-0.02795449644166487,1.0,-1.0076827690317014,-0.4446301488031055,0.0
2019-06-25,-0.0,-0.21947595894111294,-0.023824959481361426,1.0,-1.0097784981091302,-0.4482171799027553,0.0
2019-06-26,-0.0,-0.21758408132367255,-0.019357629501459934,1.0,-1.0011084676111173,-0.46550232507840383,0.0
2019-06-27,-0.0,-0.22351501970912055,-0.03754247655294277,1.0,-1.0182683158896289,-0.43914639119206195,0.0
2019-06-28,-0.0,-0.23543345676323243,-0.034741886299281204,1.0,-1.0125789588324985,-0.43999128730124154,0.0
2019-07-01,-0.0,-0.2344439000489956,-0.03519516576841418,1.0,-1.0134737873591377,-0.43889161086613315,0.0
2019-07-02,-0.0,-0.24248856956237755,-0.030236229044197694,1.0,-1.008082952318746,-0.44069780100152406,0.0
2019-07-03,-0.0,-0.2362311749034959,-0.03710650791061817,1.0,-1.0057630620344695,-0.4393247431087914,0.0
2019-07-05,-0.0,-0.21667571971754482,-0.04722976643128734,1.0,-1.0079304725692557,-0.444106463878327,0.0
2019-07-08,-0.0,-0.21609239027299593,-0.04950253476834657,1.0,-1.0055846233090249,-0.439802640496652,0.0
2019-07-09,-0.0,-0.20934518647007805,-0.050466175195143105,1.0,-1.007344969644406,-0.4431374674761492,0.0
2019-07-10,-0.0,-0.19223158864825307,-0.04629604532025046,1.0,-1.0264006722142414,-0.44555877808798416,0.0
2019-07-11,-0.0,-0.18928813559322033,-0.052013559322033893,1.0,-1.0279322033898304,-0.44263050847457625,0.0
2019-07-12,-0.0,-0.20296747194217238,-0.05146878991276937,1.0,-1.0316856436316204,-0.43131606837142317,0.0
2019-07-15,-0.0,-0.17728852838933953,-0.04069093750842114,1.0,-1.0424155865154006,-0.4343959686329462,0.0
2019-07-16,-0.0,-0.18569585550717627,-0.06950491856152234,1.0,-1.0279256033973014,-0.40461215932914046,0.0
2019-07-17,-0.0,-0.17713166858890111,-0.0730091462596894,1.0,-1.0248907008556178,-0.40712925462006816,0.0
2019-07-18,-0.0,-0.17707105347765512,-0.07247347551173508,1.0,-1.0274622226985317,-0.4022344871932269,0.0
2019-07-19,-0.0,-0.17890080428954422,-0.07032171581769436,1.0,-1.0338069705093833,-0.39793565683646115,0.0
2019-07-22,-0.0,-0.18351969538519294,-0.07304319845547422,1.0,-1.035717158716113,-0.3891883195237712,0.0
2019-07-23,-0.0,-0.19301656634528314,-0.07835721514941672,1.0,-1.0192031108506898,-0.37282267085708193,0.0
2019-07-24,-0.0,-0.19181653719272107,-0.07890816217941896,1.0,-1.0171863360647015,-0.37253910822602954,0.0
2019-07-25,-0.0,-0.1915680276632531,-0.07955845192179811,1.0,-1.0157201755552598,-0.37308152679877643,0.0
2019-07-26,-0.0,-0.1878141538788862,-0.0785351453418792,1.0,-1.0192814020903698,-0.3738730352916146,0.0
2019-07-29,-0.0,-0.1799000850340136,-0.08253613945578232,1.0,-1.010390093537415,-0.3844866071428572,0.0
2019-07-30,-0.0,-0.17910685805422646,-0.085725677830941,1.0,-1.0048644338118022,-0.3884635832004253,0.0
2019-07-31,-0.0,-0.19782672228273865,-0.08376949440739659,1.0,-0.9976088631472674,-0.3776402136082255,0.0
2019-08-01,-0.0,-0.22706293519728946,-0.07398020435930956,1.0,-1.0040818504388656,-0.36277779259931164,0.0
2019-08-02,-0.0,-0.22438894083077335,-0.06972084947241886,1.0,-1.0052624549218645,-0.37192466942700675,0.0
2019-08-05,-0.0,-0.2211435886494559,-0.06648709195647536,1.0,-1.0141081715382974,-0.36518561979944525,0.0
2019-08-06,-0.0,-0.22643844634628046,-0.06754443712969059,1.0,-0.9847267939433839,-0.35460171165240295,0.0
2019-08-07,-0.0,-0.2488334294552509,-0.055969171079536514,1.0,-0.9633513343469825,-0.35335290725108787,0.0
2019-08-08,-0.0,-0.25448357114805603,-0.06398743291006675,1.0,-0.9566697211676921,-0.3430291923026574,0.0
2019-08-09,-0.0,-0.24441144286384245,-0.060080245948621755,1.0,-0.9464071700276172,-0.3544890834245219,0.0
2019-08-12,-0.0,-0.24090364895112176,-0.06980375826349487,1.0,-0.9516943417833532,-0.34024777471240436,0.0
2019-08-13,-0.0,-0.22509483968196228,-0.06773891804812139,1.0,-0.9580366886660084,-0.3475289715740789,0.0
2019-08-14,-0.0,-0.23876216466711295,-0.06639719890839813,1.0,-0.9405797847690645,-0.32876782863910203,0.0
2019-08-15,-0.0,-0.2503562703583062,-0.07988090390879479,1.0,-0.9163782573289903,-0.29819828990228014,0.0
2019-08-16,-0.0,-0.2504517344056193,-0.08100679510345353,1.0,-0.9143613366248441,-0.29916270073549994,0.0
2019-08-19,-0.0,-0.2369795628581571,-0.08387849282417972,1.0,-0.9209645519549672,-0.2938282874385111,0.0
2019-08-20,-0.0,-0.2362975673766024,-0.09614414050671242,1.0,-0.9069849601292016,-0.28404158675683855,0.0
2019-08-21,-0.0,-0.2359760092737261,-0.11559397207802026,1.0,-0.8938561564437276,-0.2746081346706315,0.0
2019-08-22,-0.0,-0.24106582284838898,-0.10339285265827872,1.0,-0.8874908963057837,-0.2794143499334489,0.0
2019-08-23,-0.0,-0.23891025157706905,-0.10226444494709591,1.0,-0.8880595139360125,-0.28399808992435094,0.0
2019-08-26,-0.0,-0.23155457058193682,-0.10219377972559078,1.0,-0.8818446674468986,-0.2745088274110411,0.0
2019-08-27,-0.0,-0.22845417236662105,-0.09978858350951375,1.0,-0.8793184927247855,-0.27966670812088046,0.0
2019-08-28,-0.0,-0.22154542290288895,-0.10496743075928595,1.0,-0.8841927303465765,-0.2754959972154542,0.0
2019-08-29,-0.0,-0.218697995578848,-0.10881498224087827,1.0,-0.8864161347209457,-0.26986413650927693,0.0
2019-08-30,-0.0,-0.22138103367228285,-0.11153170538608081,1.0,-0.8763205423192064,-0.2648506890323858,0.0
2019-09-03,-0.0,-0.22397960446523602,-0.11754659538130244,1.0,-0.8682458354991213,-0.26541422242023716,0.0
2019-09-04,-0.0,-0.21029564700638836,-0.12209676620611103,1.0,-0.8706730054969544,-0.27306492348833755,0.0
2019-09-05,-0.0,-0.1986134070217858,-0.10727591226468629,1.0,-0.8774271545236979,-0.2839061459130049,0.0
2019-09-06,-0.0,-0.19137154529569558,-0.11926266827455516,1.0,-0.8885388723451382,-0.26188073733172545,0.0
2019-09-09,-0.0,-0.18306246763175418,-0.11817800685590273,1.0,-0.8919332166021356,-0.27297837184640805,0.0
2019-09-10,-0.0,-0.18941052062071173,-0.11223962816319505,1.0,-0.874554263089295,-0.283009123773455,0.0
2019-09-11,-0.0,-0.19873280410236183,-0.0880627188008481,1.0,-0.8728859523692126,-0.30568019328435486,0.0
