Date,ADM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19064619778650482,-0.40728311317386645,-0.013542782339640604,-0.3573247649648935,-0.4112816851124598,0.0
2018-09-25,1.0,-0.18941763568205153,-0.4115470022205774,-0.009789642081134644,-0.3610228982115995,-0.4159404025691841,0.0
2018-09-26,1.0,-0.18950409474010935,-0.4116944822481675,-0.010075687032925053,-0.3609101544779505,-0.4154191438053626,0.0
2018-09-27,1.0,-0.1895757228469785,-0.4115989781056753,-0.010171191175417234,-0.36088627844232746,-0.4153713917341165,0.0
2018-09-28,1.0,-0.18919822358053578,-0.41191920156630535,-0.010457953297359247,-0.360799388758894,-0.41528580297024975,0.0
2018-10-01,1.0,-0.18858471569661522,-0.4178252948508966,-0.010955029245373478,-0.3620673123022342,-0.41772940838047756,0.0
2018-10-02,1.0,-0.18862857005827197,-0.4198220666171075,-0.010647226685211387,-0.361693964173521,-0.4172322006666507,0.0
2018-10-03,1.0,-0.1884652278177458,-0.4128057553956834,-0.009520383693045562,-0.36486810551558757,-0.4224220623501199,0.0
2018-10-04,1.0,-0.19026728994366532,-0.40956490471053575,-0.009948459786647488,-0.36713412441567783,-0.4203044468416637,0.0
2018-10-05,1.0,-0.18216989468153702,-0.40448499032789625,-0.0019821842237241183,-0.37217299930742964,-0.4273636949824469,0.0
2018-10-08,1.0,-0.1802295003585943,-0.40286875448242887,-0.0,-0.37881902940473344,-0.4287114511116423,0.0
2018-10-09,1.0,-0.17420066152149943,-0.40412731892047365,-0.0,-0.3831072335937875,-0.4354057811226691,0.0
2018-10-10,1.0,-0.17341678056734525,-0.40486295949931655,-0.0,-0.3829940292065319,-0.436635254058461,0.0
2018-10-11,1.0,-0.14925584357383778,-0.3971271552232469,-0.0,-0.3736113404250301,-0.4386631129561054,0.0
2018-10-12,1.0,-0.14454165978822253,-0.397754875834257,-0.0,-0.3749027191472301,-0.44112444874183426,0.0
2018-10-15,1.0,-0.13147738504259426,-0.40838706640937544,-0.0,-0.37202899232832876,-0.44137995952369746,0.0
2018-10-16,1.0,-0.12816288101682946,-0.41398140520183596,-0.0,-0.3711662939861127,-0.44046133929622217,0.0
2018-10-17,1.0,-0.11529428179429341,-0.39113550217426685,-0.0,-0.370346254912448,-0.4486431179220054,0.0
2018-10-18,1.0,-0.11567094732923879,-0.3923552949934859,-0.0,-0.3696491717848502,-0.44879490042806625,0.0
2018-10-19,1.0,-0.10335260115606935,-0.38339884393063584,-0.0,-0.3735491329479769,-0.4518612716763006,0.0
2018-10-22,1.0,-0.10326325770716252,-0.3765350725039895,-0.0,-0.3775757996253382,-0.4553528064941373,0.0
2018-10-23,1.0,-0.10000231808804098,-0.3780801594844572,-0.0,-0.381835462110851,-0.4581701013004474,0.0
2018-10-24,1.0,-0.09862905840396463,-0.3746700013894678,-0.0,-0.3823583900699366,-0.46012227316937615,0.0
2018-10-25,1.0,-0.08630667578035998,-0.3584187742082479,-0.0,-0.3830940988835726,-0.4506265664160401,0.0
2018-10-26,1.0,-0.07519902297810747,-0.35172788130993304,-0.0,-0.3887732947349376,-0.44594716844581145,0.0
2018-10-29,1.0,-0.08174839988155706,-0.3514793977632508,-0.0,-0.39755825342231743,-0.44696262214427257,0.0
2018-10-30,1.0,-0.067227849256319,-0.35349940688018977,-0.0,-0.3999224381786659,-0.4605803449219819,0.0
2018-10-31,1.0,-0.06740215632194388,-0.35221444690114195,-0.0,-0.39960338264457157,-0.4601673087005083,0.0
2018-11-01,1.0,-0.04320084160453735,-0.37613776700361345,-0.0,-0.40319260851667205,-0.4644376343594201,0.0
2018-11-02,1.0,-0.041759657639831575,-0.3883303039366818,-0.0,-0.4026183190299795,-0.46809930285530216,0.0
2018-11-05,1.0,-0.04473138113903621,-0.3822227346091769,-0.0,-0.4033433248789486,-0.47544385519944665,0.0
2018-11-06,1.0,-0.04670678009083155,-0.38356732830762846,-0.0,-0.4018719597943611,-0.47322313668534016,0.0
2018-11-07,1.0,-0.04596664121960811,-0.388298979804289,-0.0,-0.4031739422120434,-0.47590626228977256,0.0
2018-11-08,1.0,-0.040755604760586775,-0.3877202693975459,-0.0,-0.4012593412676446,-0.4767506227511763,0.0
2018-11-09,1.0,-0.04005167958656331,-0.3879891103728313,-0.0,-0.40245478036175714,-0.47662882982650423,0.0
2018-11-12,1.0,-0.0395224182750926,-0.38070809082334534,-0.0,-0.40493225056937127,-0.47535024960316546,0.0
2018-11-13,1.0,-0.025245602010509485,-0.37761023532099613,-0.0,-0.40646561571852874,-0.4753712588530958,0.0
2018-11-14,1.0,-0.02574646471569232,-0.37717314326182805,-0.0,-0.4064834487012542,-0.47511022776597445,0.0
2018-11-15,1.0,-0.025281157817109146,-0.3815910766961652,-0.0,-0.40878502949852513,-0.48891500737463134,0.0
2018-11-16,1.0,-0.021197179853462974,-0.37417630523938983,-0.0,-0.41074144048661354,-0.4979033224275379,0.0
2018-11-19,1.0,-0.020693628298191036,-0.3744671045051273,-0.0,-0.4111764028113838,-0.4980988593155894,0.0
2018-11-20,1.0,-0.0,-0.3685272668898776,-0.0,-0.41324588359400083,-0.5114663119754163,0.0
2018-11-21,1.0,-0.0,-0.36550654563700224,-0.0,-0.4123067098481047,-0.502896501391233,0.0
2018-11-23,1.0,-0.0,-0.3625319110138585,-0.0,-0.4136351203501094,-0.5031683078045223,0.0
2018-11-26,1.0,-0.0,-0.36170212765957444,-0.0,-0.4146313653052382,-0.5041162117169505,0.0
2018-11-27,1.0,-0.0,-0.3616015633876428,-0.0,-0.41013929602108756,-0.500624900583998,0.0
2018-11-28,1.0,-0.0,-0.3540656789786304,-0.0,-0.4168771762135591,-0.5048360301313124,0.0
2018-11-29,1.0,-0.0,-0.3428106862988641,-0.0,-0.4092725999864502,-0.5062216300444886,0.0
