Date,IWF,IWM,MTUM,SPY,TDF,VLUE,VXX
2018-09-24,-0.26671568884920427,-0.3685855349545669,-0.13367298702662955,-0.44148852355690954,1.0,-0.41572561584116813,0.0
2018-09-25,-0.26550552251486836,-0.3826200084961767,-0.12428313508920985,-0.4531913763806288,1.0,-0.42945518266779953,0.0
2018-09-26,-0.2707170516757912,-0.3913740152223261,-0.13045800507410868,-0.4554413139270931,1.0,-0.42261984243557216,0.0
2018-09-27,-0.2727855026822173,-0.3860524700419013,-0.13200245536310015,-0.4555232325388988,1.0,-0.422509274333449,0.0
2018-09-28,-0.27372720719758653,-0.3856955976186026,-0.13204474464052113,-0.4556691673118509,1.0,-0.42261793523239977,0.0
2018-10-01,-0.27372243285096387,-0.3858065894163507,-0.13218881828376142,-0.4555988679446788,1.0,-0.42262508677310834,0.0
2018-10-02,-0.2736960179472799,-0.38802980530406217,-0.13177362924979302,-0.4550917394439548,1.0,-0.42213497850065435,0.0
2018-10-03,-0.2749859441514283,-0.3962410644962651,-0.13274075660624882,-0.45409761452169956,1.0,-0.41921233701908917,0.0
2018-10-04,-0.2780618391112301,-0.3914603132110829,-0.13318163565787713,-0.4581448266630973,1.0,-0.41614241734707536,0.0
2018-10-05,-0.2849334984653492,-0.400032308437887,-0.13469926229066825,-0.4586990469010824,1.0,-0.41403263152226594,0.0
2018-10-08,-0.2837670717281428,-0.3978115926443703,-0.13246047962146468,-0.4607753521884073,1.0,-0.41364662866974944,0.0
2018-10-09,-0.28853413871211303,-0.39998382051558623,-0.14065365117031603,-0.45849962247869697,1.0,-0.408882536943156,0.0
2018-10-10,-0.2879288850344192,-0.4069868285543932,-0.13664697273564963,-0.46116320667786875,1.0,-0.41747520190796256,0.0
2018-10-11,-0.2630782303892931,-0.40219873599235223,-0.1048913909395082,-0.4572468001487068,1.0,-0.4280630941632588,0.0
2018-10-12,-0.26575046731432483,-0.39636153015822867,-0.10336203038201301,-0.4491483031882684,1.0,-0.41816075612774134,0.0
2018-10-15,-0.27919064414330796,-0.3828528998382349,-0.11636479355061127,-0.4541886552281949,1.0,-0.4193163435784561,0.0
2018-10-16,-0.2811595741856699,-0.37771111524064876,-0.12086861875813003,-0.45475059067137436,1.0,-0.4202129071650428,0.0
2018-10-17,-0.274397938794826,-0.36094752339888525,-0.11523293721737303,-0.4538857924071932,1.0,-0.4245977495004733,0.0
2018-10-18,-0.27445052055947,-0.3610526869281733,-0.11510148280576296,-0.4538595015248712,1.0,-0.4246240403827952,0.0
2018-10-19,-0.2739481222569709,-0.3609891987069985,-0.11245433759953746,-0.45538882026753563,1.0,-0.42527134635095,0.0
2018-10-22,-0.28269841269841267,-0.35185185185185186,-0.09164021164021163,-0.4761640211640212,1.0,-0.44317460317460317,0.0
2018-10-23,-0.28551388263942196,-0.35186998755988463,-0.09729758344141236,-0.4714539054021863,1.0,-0.44069770519573337,0.0
2018-10-24,-0.28490345851899,-0.35571822618289833,-0.09884892849565033,-0.47236367494165077,1.0,-0.44043072353065993,0.0
2018-10-25,-0.26443989531237855,-0.32543857376072144,-0.0954626726438807,-0.48324738928765776,1.0,-0.42268922805835557,0.0
2018-10-26,-0.2559647903636785,-0.32077317066893163,-0.08089465420945616,-0.4954057601729597,1.0,-0.42076544925745757,0.0
2018-10-29,-0.24624932680224654,-0.3272638678737209,-0.07237196419870233,-0.4919857410304414,1.0,-0.4266919703536532,0.0
2018-10-30,-0.25887200618078804,-0.3291784702549575,-0.07872778779294361,-0.4925830543394283,1.0,-0.41594128251352047,0.0
2018-10-31,-0.2602005488164542,-0.3203651937527249,-0.07993742466596569,-0.4908316877388249,1.0,-0.4132280152847947,0.0
2018-11-01,-0.2675722959761243,-0.31380570134815267,-0.08652361840074096,-0.4913553565915406,1.0,-0.4135792940207883,0.0
2018-11-02,-0.26654288514105934,-0.3194079117025117,-0.0870854608283047,-0.49066480994378253,1.0,-0.41510650368765795,0.0
2018-11-05,-0.2627750406273377,-0.33118373874687235,-0.08667165372610725,-0.4923259473263342,1.0,-0.4065571233265406,0.0
2018-11-06,-0.26782074765872915,-0.3351306725832666,-0.08418255462965352,-0.49013183354402623,1.0,-0.40264699053172,0.0
2018-11-07,-0.2672856221792392,-0.33488072211476466,-0.08508059316569955,-0.489464861379755,1.0,-0.4022695035460993,0.0
2018-11-08,-0.26714801444043323,-0.33470861268695207,-0.08424445590510572,-0.4902011346054667,1.0,-0.40234657039711197,0.0
2018-11-09,-0.2753093510155067,-0.34662977079308727,-0.07641100610870359,-0.498564193598914,1.0,-0.4136427713674098,0.0
2018-11-12,-0.27519369733649857,-0.3450551743928208,-0.07612240106435708,-0.4991260793572118,1.0,-0.41324707171366704,0.0
2018-11-13,-0.26640396132009436,-0.34236382962175615,-0.06592694371710782,-0.5046535141160915,1.0,-0.413138723977912,0.0
2018-11-14,-0.26912387334735965,-0.3426322761630172,-0.06501467570586249,-0.5068962830203382,1.0,-0.413802955920933,0.0
2018-11-15,-0.27013553513008254,-0.34504336085579274,-0.06262657734849665,-0.5123851067144415,1.0,-0.40626785065171106,0.0
2018-11-16,-0.2698655732599782,-0.34400788913686614,-0.0626719260912441,-0.5118856075154409,1.0,-0.4066798152281102,0.0
2018-11-19,-0.26981735041180593,-0.3463327184390345,-0.05801657616461846,-0.5152641014315779,1.0,-0.4087141780768531,0.0
2018-11-20,-0.25251113182147666,-0.3440768354561458,-0.03777052914983949,-0.5261727244485864,1.0,-0.4282644713679196,0.0
2018-11-21,-0.2530238555770471,-0.3407865892972276,-0.03876208897485493,-0.5253642811089619,1.0,-0.42107027724049,0.0
2018-11-23,-0.2529002320185615,-0.3389017788089713,-0.03954627481309615,-0.525650940964166,1.0,-0.42101056973446765,0.0
