Date,CHNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-24,1.0,-0.3963997749859366,-1.392930808175511,-3.4719669979373706,-2.8160510031876993,-0.298331145696606,0.0
2020-02-25,1.0,-0.41013747153580166,-1.357594669815299,-3.1587248039133002,-2.240533018470102,-0.26676225014759214,0.0
2020-02-26,1.0,-0.3818366232347663,-1.200592962471717,-2.9921978622142467,-2.122181477724897,-0.10525083872981196,0.0
2020-02-27,1.0,-0.42365374154945995,-1.173983992540213,-2.959204289377574,-2.127282617141969,-0.08656461263501439,0.0
2020-02-28,1.0,-0.37965644998315934,-1.2127315594476253,-2.4549006399461097,-1.6398787470528797,-0.049107443583698215,0.0
2020-03-02,1.0,-0.3988334674175383,-1.1783319924912847,-2.4359747921694828,-1.6466881201394477,-0.044314829713059806,0.0
2020-03-03,1.0,-0.33379719264278795,-1.2447362052274926,-2.054816069699903,-1.4169893514036784,-0.0,0.0
2020-03-04,1.0,-0.20786185761433287,-1.266796322489392,-2.1105610561056105,-1.3082272512965583,-0.0,0.0
2020-03-05,1.0,-0.15719007338524454,-1.4030586521763488,-1.8935073665340876,-1.1481149515433309,-0.0,0.0
2020-03-06,1.0,-0.1320378942835612,-1.340241145440844,-1.8589729787921196,-1.051512541716008,-0.0,0.0
2020-03-09,1.0,-0.10876165113182423,-1.3137150466045273,-1.8689747003994672,-1.0347270306258323,-0.0,0.0
2020-03-10,1.0,-0.5314930879672844,-0.7254300573409789,-1.3796950704538382,-0.8084189002978175,-0.0,0.0
2020-03-11,1.0,-0.42602312977425,-0.7893142149959459,-1.3529637690436562,-0.6991849101694192,-0.0,0.0
2020-03-12,1.0,-0.43578149822803375,-0.6744470243187095,-1.2784634812008635,-0.6847936779502221,-0.0,0.0
2020-03-13,1.0,-0.4944158387120168,-0.483320037711219,-1.0479005003988686,-0.6004423816085285,-0.0,0.0
2020-03-16,1.0,-0.37702468674657885,-0.5606641991239092,-0.9642432680226833,-0.4938028455974736,-0.0,0.0
2020-03-17,1.0,-0.43853327011221743,-0.47143986091354506,-0.6958432116326853,-0.5271376639797691,-0.028101785996522837,0.0
2020-03-18,1.0,-0.4665745038017181,-0.5822059840031598,-0.5993548599453605,-0.6000789967413843,-0.04331654652578914,0.0
2020-03-19,1.0,-0.46599941124521643,-0.5734798678572597,-0.5978150655807412,-0.6034082360252511,-0.030157328361626275,0.0
2020-03-20,1.0,-0.47275497697836966,-0.6620954652356819,-0.5743813971976548,-0.6032660902977907,-0.0,0.0
2020-03-23,1.0,-0.47857166495681236,-0.7533838567693683,-0.4798292351987292,-0.5976106165403581,-0.0,0.0
2020-03-24,1.0,-0.5116433578048699,-0.7836428262963824,-0.43394346078463936,-0.5927316214330798,-0.0,0.0
2020-03-25,1.0,-0.49814435628359355,-0.7641092910161249,-0.3688891732787305,-0.5682428973637061,-0.0,0.0
2020-03-26,1.0,-0.4894367336374519,-0.7669934323336246,-0.3976511695622635,-0.5812222977126404,-0.0,0.0
2020-03-27,1.0,-0.4964005759078548,-0.7515277555591106,-0.35904655255159174,-0.5925131978883379,-0.0,0.0
2020-03-30,1.0,-0.4737988468930173,-0.7361947469570788,-0.3984945547725817,-0.5945547725816784,-0.0,0.0
2020-03-31,1.0,-0.48711315202276617,-0.7323351550625747,-0.40584678071338487,-0.608543802347767,-0.0,0.0
2020-04-01,1.0,-0.49344849101835736,-0.7142622573971298,-0.45565006075334147,-0.6206035926570557,-0.0,0.0
2020-04-02,1.0,-0.4934747145187602,-0.6989885807504079,-0.4491353996737357,-0.6210440456769983,-0.0,0.0
2020-04-03,1.0,-0.4915767864707224,-0.7021408322200137,-0.4491511616540128,-0.6155951643911499,-0.0,0.0
2020-04-06,1.0,-0.4919149768533611,-0.7031362065593011,-0.44992501793049483,-0.615113777140249,-0.0,0.0
2020-04-07,1.0,-0.47086649407101994,-0.6802825454661681,-0.43577204589765717,-0.6092945951992841,-0.0,0.0
2020-04-08,1.0,-0.47393288763178193,-0.69172666495243,-0.4254628439187451,-0.6230393417330934,-0.0,0.0
2020-04-09,1.0,-0.47603506751135855,-0.6735457861393742,-0.43095283803673134,-0.6190887566391502,-0.0,0.0
2020-04-13,1.0,-0.4960174018745402,-0.6295703912222897,-0.44694667477048083,-0.626339528485973,-0.0,0.0
2020-04-14,1.0,-0.501167962625196,-0.6151483152539118,-0.45870532142971426,-0.6248440049918402,-0.0,0.0
2020-04-15,1.0,-0.4861429663608563,-0.6276758409785933,-0.4454956676860347,-0.6261786442405709,-0.0,0.0
2020-04-16,1.0,-0.48180657516757097,-0.6388126396425151,-0.4410469198850941,-0.6301308649856368,-0.0,0.0
2020-04-17,1.0,-0.47699920191540307,-0.6499600957701517,-0.4320510774142059,-0.6333280127693537,-0.0,0.0
2020-04-20,1.0,-0.4784702730288339,-0.6457004337841286,-0.43336948201071696,-0.632080887981628,-0.0,0.0
2020-04-21,1.0,-0.4774972907503028,-0.649327468604577,-0.4361573277235927,-0.6243704978644737,-0.0,0.0
2020-04-22,1.0,-0.47143901586191556,-0.6539940875425158,-0.42938427794907663,-0.6239232016275152,-0.0,0.0
2020-04-23,1.0,-0.4645666793554117,-0.6609567313792665,-0.4244702448927801,-0.6221926151503616,-0.0,0.0
2020-04-24,1.0,-0.4632768361581921,-0.6664762267504603,-0.42261791404811777,-0.6216276264838443,-0.0,0.0
2020-04-27,1.0,-0.46187771678776535,-0.6629120791953549,-0.4236126534885934,-0.6244883713551417,-0.0,0.0
2020-04-28,1.0,-0.4584326058642269,-0.6724482988659106,-0.42205915054480764,-0.6237809333206265,-0.0,0.0
2020-04-29,1.0,-0.4486890195455268,-0.6898776418242493,-0.4152550452884157,-0.6243127284284126,-0.0,0.0
2020-04-30,1.0,-0.44892438900203663,-0.6956784623217922,-0.41356924643584514,-0.6241089613034623,-0.0,0.0
2020-05-01,1.0,-0.45185303006203276,-0.6907268967711149,-0.4132018450771433,-0.6254175282328615,-0.0,0.0
2020-05-04,1.0,-0.44954914909829813,-0.6872301244602489,-0.4120840741681483,-0.6261747523495047,-0.0,0.0
2020-05-05,1.0,-0.44948885643532926,-0.6872499841259763,-0.41145469553622455,-0.6266112134103753,-0.0,0.0
2020-05-06,1.0,-0.45028905406263897,-0.6868686868686869,-0.41290261101581854,-0.626357918810749,-0.0,0.0
2020-05-07,1.0,-0.4480150027017577,-0.6883442992911859,-0.411716092940466,-0.6304313276755348,-0.0,0.0
2020-05-08,1.0,-0.44810705998283484,-0.6885787850853492,-0.41139260624940405,-0.6306939190692648,-0.0,0.0
2020-05-11,1.0,-0.46076778728411943,-0.6571355872904805,-0.42431856493114084,-0.6383384752393371,-0.0,0.0
2020-05-12,1.0,-0.4618688555884318,-0.6552766377143585,-0.4276669530081767,-0.6367280710126946,-0.0,0.0
2020-05-13,1.0,-0.4603790384126177,-0.6550814042228441,-0.4262910200966676,-0.6381327906385144,-0.0,0.0
2020-05-14,1.0,-0.4590330788804071,-0.6582061068702291,-0.4234096692111959,-0.6399809160305343,-0.0,0.0
2020-05-15,1.0,-0.45986888167525936,-0.6569600916555279,-0.423206670485647,-0.6424797912290752,-0.0,0.0
